@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute A14 numeric
@attribute A15 numeric
@attribute Class {positive,negative}

@data
i,t,400,0,positive
e,t,393,0,positive
q,t,200,300,positive
d,t,160,1,positive
cc,t,88,2000,positive
aa,t,230,0,positive
d,t,100,0,positive
cc,t,96,0,positive
q,t,120,0,positive
ff,t,0,1400,positive
d,t,250,730,positive
cc,t,0,0,positive
aa,t,156,0,positive
q,t,280,0,positive
cc,t,399,0,positive
q,t,129,3257,positive
q,t,0,500,positive
m,t,260,800,positive
j,t,0,247,positive
c,t,0,15000,positive
k,t,80,0,positive
cc,t,80,1349,positive
c,t,0,3000,positive
q,t,60,540,positive
k,t,320,0,positive
x,f,164,0,positive
x,t,520,196,positive
w,t,120,1000,positive
cc,t,100,0,positive
q,t,145,0,positive
c,t,0,0,positive
x,t,100,0,positive
cc,t,440,11177,positive
q,t,0,2300,positive
c,t,340,0,positive
d,t,200,327,positive
w,f,150,8,positive
m,f,500,1,positive
e,t,0,0,positive
w,t,240,100,positive
w,t,0,790,positive
q,t,92,0,positive
aa,t,80,9800,positive
m,t,0,15,positive
k,t,181,0,positive
k,t,24,2028,positive
q,t,0,0,positive
w,t,202,0,positive
c,t,396,4159,positive
w,t,80,0,positive
q,t,228,0,positive
ff,t,0,0,positive
q,t,280,824,positive
e,t,0,0,positive
i,t,320,0,positive
q,t,49,0,positive
q,t,0,582,positive
i,t,195,0,positive
aa,t,100,0,positive
w,t,120,2206,positive
c,t,0,0,positive
e,t,0,13212,positive
e,t,0,4000,positive
m,t,200,0,positive
c,t,0,0,positive
c,t,181,1655,positive
q,t,0,1602,positive
q,t,408,1000,positive
k,t,280,0,positive
q,t,0,0,positive
c,t,0,3065,positive
w,t,80,2954,positive
c,t,32,540,positive
q,t,0,0,positive
d,t,0,0,positive
aa,t,0,0,positive
e,t,0,1200,positive
cc,t,440,6,positive
cc,t,0,0,positive
c,t,432,8000,positive
cc,t,260,500,positive
c,t,0,456,positive
c,t,50,1465,positive
m,t,360,0,positive
m,t,93,0,positive
c,t,180,18027,positive
c,t,200,1208,positive
