@relation crx

@attribute A1 {b,a}
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute A12 {f,t}
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
b,t,t,t,g,positive
b,t,f,f,s,positive
a,t,t,t,g,positive
a,t,f,f,g,positive
a,t,t,t,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,f,f,g,positive
a,t,t,t,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
b,t,f,t,s,positive
b,t,f,t,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
b,t,f,t,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
a,t,t,f,g,positive
a,t,t,t,g,positive
b,t,t,t,g,positive
b,t,f,f,s,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
a,t,t,t,g,positive
a,t,t,f,g,positive
a,t,t,t,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
a,t,f,t,g,positive
b,t,t,t,g,positive
a,t,t,t,g,positive
a,t,f,f,g,positive
b,t,t,f,g,positive
b,f,t,f,s,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
a,t,f,f,g,positive
b,f,f,t,g,positive
b,t,f,f,s,positive
b,t,f,t,g,positive
b,t,f,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
a,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
a,t,t,t,g,positive
b,t,f,t,g,positive
a,t,t,t,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,f,f,f,g,positive
a,t,f,t,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
a,t,t,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,f,f,t,s,positive
b,t,t,f,g,positive
b,t,f,t,s,positive
b,t,t,t,g,positive
a,t,t,t,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,f,g,positive
a,t,t,t,g,positive
b,t,t,f,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,f,f,f,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,f,t,g,positive
a,t,f,f,g,positive
b,t,f,f,s,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
a,t,t,t,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
a,t,f,f,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
a,t,t,f,s,positive
a,t,f,f,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,f,f,t,p,positive
b,t,t,f,g,positive
b,t,f,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
a,t,t,t,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,t,f,f,g,positive
b,f,f,t,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
a,t,t,t,g,positive
b,t,f,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
a,t,f,f,s,positive
a,t,t,f,g,positive
b,t,f,t,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
a,t,f,t,g,positive
b,t,f,f,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
a,f,f,f,g,positive
b,t,t,t,g,positive
b,t,f,f,s,positive
b,t,f,t,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,f,g,positive
b,t,t,f,g,positive
b,t,f,f,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
b,f,f,t,s,positive
a,t,f,t,g,positive
b,t,f,t,g,positive
b,t,f,f,s,positive
b,f,f,t,g,positive
a,t,t,t,g,positive
a,t,t,f,g,positive
a,t,t,f,g,positive
b,t,f,f,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
b,t,t,t,g,positive
a,t,t,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,t,f,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,f,t,g,positive
a,t,t,t,g,positive
a,t,f,t,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,f,f,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,f,f,t,g,positive
b,t,t,t,g,positive
a,t,t,f,g,positive
a,t,t,t,g,positive
b,t,f,f,g,positive
a,t,f,f,g,positive
b,t,t,f,g,positive
a,t,f,f,g,positive
b,t,f,t,g,positive
b,t,t,t,g,positive
b,f,f,f,g,positive
b,t,t,t,g,positive
b,t,f,f,g,positive
b,t,f,t,g,positive
a,t,f,f,g,positive
a,t,t,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
a,t,f,f,g,positive
a,t,t,t,g,positive
b,t,f,f,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,t,f,f,g,positive
b,f,f,f,g,positive
b,t,t,t,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,f,f,g,positive
a,t,t,f,g,positive
a,t,f,t,g,positive
b,t,t,f,g,positive
a,t,t,f,g,positive
a,t,f,f,g,positive
b,t,f,t,g,positive
a,t,t,f,g,positive
a,t,f,t,g,positive
b,t,t,f,g,positive
b,t,t,f,g,positive
b,t,t,t,g,positive
b,t,t,f,g,positive
a,t,f,f,g,positive
b,t,t,t,g,positive
a,t,f,f,g,positive
