@relation crx

@attribute A5 {g,p,gg}
@attribute A8 numeric
@attribute A9 {t,f}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
g,5,t,320,positive
g,65,t,117,positive
g,335,t,80,positive
g,175,t,352,positive
g,5165,t,0,positive
g,665,t,0,positive
g,4,t,0,positive
p,325,t,432,positive
g,125,t,228,positive
g,1085,t,60,positive
g,85,t,0,positive
g,8,t,24,positive
g,375,f,300,positive
g,0,t,232,positive
g,29,t,96,positive
g,4,t,60,positive
g,1585,t,0,positive
g,125,t,202,positive
g,1275,t,92,positive
g,604,t,311,positive
g,2585,t,129,positive
g,317,t,120,positive
g,125,t,260,positive
g,10,t,0,positive
g,5,t,0,positive
g,175,t,32,positive
g,1,t,140,positive
g,2375,t,0,positive
p,0,f,500,positive
g,4,t,383,positive
p,175,t,100,positive
g,2,t,434,positive
g,425,t,204,positive
g,125,t,0,positive
g,7375,t,0,positive
g,9,t,102,positive
g,2375,t,396,positive
g,20,t,22,positive
p,15,f,232,positive
g,5375,t,0,positive
g,14,t,360,positive
g,3085,t,120,positive
g,4,t,0,positive
p,125,t,455,positive
p,4,t,393,positive
g,1875,t,200,positive
g,146,t,312,positive
g,125,t,0,positive
p,225,t,80,positive
g,425,t,93,positive
g,575,t,487,positive
g,4,t,0,positive
g,835,t,280,positive
g,475,t,420,positive
p,3085,t,80,positive
g,458,t,0,positive
g,16,t,110,positive
g,3,t,250,positive
g,5,t,300,positive
g,7875,t,0,positive
g,375,t,100,positive
g,65,t,164,positive
g,429,t,120,positive
g,5665,t,381,positive
g,1,t,60,positive
g,96,t,396,positive
g,1415,t,80,positive
g,7,t,0,positive
g,155,t,0,positive
g,1335,t,303,positive
g,165,f,100,positive
g,125,t,480,positive
g,15,t,0,positive
p,25,t,40,positive
p,4,t,840,positive
g,3,t,20,positive
g,225,f,0,positive
g,1,t,0,positive
g,0,t,0,positive
g,21,t,220,positive
g,0,t,239,positive
g,4,f,560,positive
g,1415,t,422,positive
g,129,t,108,positive
g,65,t,375,positive
g,2,t,0,positive
g,25,t,360,positive
g,0,t,0,positive
g,25,t,0,positive
g,175,t,0,positive
p,8,t,0,positive
g,35,t,0,positive
p,75,t,0,positive
g,15,t,186,positive
g,146,t,80,positive
g,85,f,290,positive
p,1,t,80,positive
g,1085,t,120,positive
g,75,t,330,positive
g,835,t,300,positive
g,25,t,349,positive
g,1335,t,100,positive
g,625,t,181,positive
g,229,t,156,positive
g,35,t,230,positive
p,25,t,380,positive
g,2625,t,0,positive
g,225,t,100,positive
g,5,t,500,positive
g,104,t,160,positive
g,629,t,0,positive
g,0,t,0,positive
g,14,t,0,positive
g,275,t,333,positive
g,75,t,240,positive
g,1835,t,0,positive
g,1625,t,40,positive
g,85,t,0,positive
g,7,t,320,positive
g,0,t,100,positive
p,246,f,164,positive
g,4,t,100,positive
g,55,t,0,positive
p,1085,t,160,positive
p,525,t,211,positive
p,375,t,300,positive
g,875,t,491,positive
g,25,t,520,positive
p,1,t,160,positive
g,35,t,0,positive
g,3125,t,330,positive
g,125,t,225,positive
g,15,f,150,positive
g,75,t,96,positive
g,25,t,100,positive
p,0,t,0,positive
g,2,t,200,positive
g,7,t,0,positive
g,304,t,43,positive
g,415,t,0,positive
p,85,t,195,positive
g,45,t,253,positive
g,1415,t,160,positive
g,29,t,80,positive
g,1625,t,200,positive
g,225,t,0,positive
g,1375,t,0,positive
g,165,t,100,positive
g,1,t,50,positive
g,2125,t,290,positive
p,175,t,120,positive
g,125,t,181,positive
g,4335,t,260,positive
g,121,t,60,positive
g,5,t,0,positive
g,5,t,80,positive
g,25,t,80,positive
g,2085,t,220,positive
p,15,t,144,positive
p,85,t,50,positive
g,15,t,100,positive
g,13875,t,519,positive
g,15,t,280,positive
g,4,t,200,positive
g,425,t,312,positive
g,5,t,0,positive
g,7415,t,0,positive
g,14415,t,30,positive
g,25,t,300,positive
g,5,t,0,positive
p,2,t,370,positive
g,4,f,0,positive
g,1625,t,0,positive
p,25,t,260,positive
p,204,t,180,positive
p,396,t,180,positive
g,0,t,0,positive
g,5,t,470,positive
g,15,t,120,positive
g,11,t,21,positive
g,175,t,29,positive
gg,0,f,450,positive
g,171,t,120,positive
