@relation crx

@attribute A1 {b,a}
@attribute A3 numeric
@attribute A4 {u,y,l}
@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
b,25,u,c,t,g,positive
a,925,y,c,t,g,positive
a,146,u,w,t,g,positive
b,125,y,c,f,g,positive
b,0,u,w,t,g,positive
a,104,u,c,t,g,positive
b,75,u,c,t,g,positive
a,13585,u,k,t,g,positive
b,85,u,c,t,g,positive
b,2415,u,c,t,g,positive
b,1125,u,c,t,g,positive
a,1,u,c,t,g,positive
b,13915,u,w,t,g,positive
b,145,u,ff,t,g,positive
b,5,u,c,t,g,positive
b,15,u,c,t,g,positive
a,65,u,q,t,g,positive
b,6,u,c,t,g,positive
a,529,u,e,t,g,positive
b,4,u,e,f,s,positive
b,105,u,q,t,g,positive
b,65,u,aa,t,g,positive
a,125,u,aa,t,g,positive
b,5,u,w,t,g,positive
b,1,u,c,t,s,positive
a,46,u,k,t,g,positive
a,8,u,c,t,g,positive
b,5,u,c,t,g,positive
b,704,u,m,t,g,positive
a,3,u,q,t,g,positive
a,3,u,q,t,g,positive
b,21,u,k,t,g,positive
a,375,u,cc,f,g,positive
b,175,u,x,t,g,positive
a,3,u,x,t,g,positive
b,817,u,aa,t,g,positive
b,275,u,m,t,g,positive
b,4,u,x,t,g,positive
b,425,u,c,t,g,positive
b,20,u,x,t,g,positive
b,875,u,m,t,g,positive
a,5,u,q,t,g,positive
b,16165,u,d,t,g,positive
b,104,u,r,t,g,positive
a,5125,u,e,t,g,positive
b,6,u,m,t,g,positive
b,1415,u,w,t,g,positive
b,2,u,x,t,g,positive
b,11,u,w,t,g,positive
a,2335,u,i,t,s,positive
b,8,y,m,t,g,positive
b,9335,u,q,t,g,positive
b,7,u,c,t,g,positive
b,4,u,c,t,g,positive
b,2,u,k,t,g,positive
b,875,u,q,t,g,positive
b,404,u,cc,t,g,positive
a,1233,u,cc,t,g,positive
b,0,u,c,t,g,positive
b,375,y,c,t,g,positive
b,171,u,x,t,g,positive
b,4,y,w,t,g,positive
a,846,y,x,f,g,positive
a,12,u,c,t,g,positive
