@relation crx

@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute A11 numeric
@attribute A12 {f,t}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
g,t,0,t,228,positive
gg,f,0,t,450,positive
g,t,0,f,510,positive
p,t,3,f,200,positive
g,t,2,t,520,positive
g,t,1,f,200,positive
g,t,11,f,0,positive
g,t,0,f,120,positive
p,t,1,t,180,positive
p,t,1,t,840,positive
g,t,7,f,0,positive
p,t,0,t,154,positive
g,t,0,t,0,positive
g,f,1,f,560,positive
g,t,6,f,381,positive
g,t,12,t,408,positive
g,t,0,f,160,positive
g,t,0,f,100,positive
g,t,5,f,220,positive
g,t,1,f,202,positive
g,t,5,f,0,positive
g,t,2,f,120,positive
g,t,3,t,0,positive
g,t,4,f,0,positive
g,t,11,t,200,positive
g,t,3,f,260,positive
g,t,5,t,480,positive
g,t,1,f,80,positive
p,t,1,f,211,positive
g,t,6,t,40,positive
g,t,2,t,330,positive
g,t,0,f,29,positive
g,t,67,t,140,positive
g,t,0,t,0,positive
g,t,15,f,0,positive
g,t,11,f,32,positive
g,t,0,t,120,positive
g,t,3,f,120,positive
g,t,4,t,200,positive
g,t,6,f,0,positive
g,t,0,t,164,positive
p,t,0,f,240,positive
g,t,0,t,160,positive
g,t,17,f,200,positive
g,t,11,t,290,positive
g,t,0,f,0,positive
p,t,2,f,260,positive
g,t,1,t,395,positive
g,t,0,f,440,positive
p,t,0,t,100,positive
g,t,6,f,400,positive
g,t,0,t,0,positive
p,t,0,t,160,positive
g,t,12,t,410,positive
g,t,12,f,0,positive
g,t,11,f,80,positive
g,t,2,t,49,positive
g,t,14,f,0,positive
g,t,16,f,120,positive
g,t,0,t,225,positive
g,t,5,t,99,positive
p,t,6,f,80,positive
g,t,2,t,0,positive
g,t,0,t,360,positive
g,t,7,t,22,positive
g,t,9,f,60,positive
g,t,11,t,434,positive
g,t,5,t,60,positive
g,t,1,t,88,positive
g,t,3,t,396,positive
g,t,0,f,120,positive
g,t,0,t,280,positive
p,t,1,f,50,positive
g,t,0,t,92,positive
p,t,0,t,370,positive
g,t,2,t,181,positive
p,t,0,f,0,positive
g,t,7,t,140,positive
p,t,2,t,120,positive
g,t,9,f,0,positive
g,t,11,t,0,positive
g,t,2,f,274,positive
g,f,0,f,216,positive
g,t,10,f,120,positive
p,t,1,t,80,positive
g,t,11,f,0,positive
g,t,9,f,56,positive
g,t,6,t,0,positive
g,t,0,f,0,positive
g,t,1,f,0,positive
p,t,2,t,80,positive
g,t,7,t,0,positive
g,t,0,f,0,positive
g,t,0,f,80,positive
