@relation crx

@attribute A2 numeric
@attribute A3 numeric
@attribute A7 {v,h,bb,ff,j,z,o,dd,n}
@attribute A8 numeric
@attribute A9 {t,f}
@attribute A10 {t,f}
@attribute Class {positive,negative}

@data
4175,96,v,25,t,f,positive
4433,5,h,5,t,f,positive
4417,6665,v,7375,t,t,positive
3283,25,h,275,t,t,positive
3492,25,v,0,t,f,positive
3958,13915,v,8625,t,t,positive
2725,1665,h,5085,t,t,positive
5158,15,v,85,t,t,positive
5442,5,h,396,t,f,positive
23,1175,h,5,t,t,positive
4858,205,v,25,t,t,positive
2017,817,v,196,t,t,positive
3775,55,v,125,t,f,positive
2392,665,v,165,f,f,positive
5658,185,bb,15,t,t,positive
1808,375,ff,10,f,f,positive
3858,3335,v,4,t,t,positive
3825,6,v,1,t,f,positive
2867,104,v,25,t,t,positive
3225,165,h,325,t,t,positive
1933,95,v,1,t,f,positive
3267,9,h,525,t,f,positive
30,529,dd,225,t,t,positive
2333,11625,v,835,t,f,positive
2208,11,v,665,t,f,positive
5967,154,v,125,t,f,positive
2842,35,v,835,t,f,positive
1917,95,v,15,t,f,positive
4433,0,v,25,t,f,positive
2825,5125,v,475,t,t,positive
3083,0,v,125,t,t,positive
4725,75,h,275,t,t,positive
3917,1625,v,15,t,t,positive
4825,25085,v,175,t,t,positive
5675,1225,v,125,t,t,positive
5283,15,v,55,t,t,positive
2042,1835,v,225,t,t,positive
2183,11,v,29,t,t,positive
5392,9625,v,8665,t,t,positive
18,165,n,21,f,f,positive
32,175,h,4,t,f,positive
4208,104,v,5,t,t,positive
525,65,v,629,t,t,positive
345,404,bb,85,t,t,positive
21,3,v,1085,t,t,positive
1883,4415,h,3,t,f,positive
42,979,h,796,t,t,positive
3475,15,n,5375,t,t,positive
2283,3,v,129,t,t,positive
2125,2335,bb,5,t,t,positive
2167,115,j,0,t,t,positive
1892,9,v,75,t,t,positive
495,7585,bb,7585,t,t,positive
2958,45,v,75,t,t,positive
6542,11,z,20,t,t,positive
2825,875,v,96,t,t,positive
5142,4,h,4,t,f,positive
25,1233,h,35,t,t,positive
1608,75,v,175,t,t,positive
185,2,v,15,t,t,positive
4025,215,z,20,t,t,positive
3667,4415,v,25,t,t,positive
6408,20,h,175,t,t,positive
7675,2229,z,1275,t,t,positive
2442,12335,h,1585,t,f,positive
3192,446,h,604,t,t,positive
3317,1,v,75,t,t,positive
2433,6625,v,55,t,f,positive
2825,504,bb,15,t,t,positive
4833,12,v,16,t,f,positive
2817,375,v,585,t,t,positive
2067,1835,v,2085,t,t,positive
4033,754,h,8,t,t,positive
2233,11,v,2,t,t,positive
4083,10,h,175,t,f,positive
2742,145,h,3085,t,t,positive
205,10,v,25,t,f,positive
3017,5,v,175,t,t,positive
2192,54,v,4,t,t,positive
2042,835,v,1585,t,t,positive
44,2,v,175,t,t,positive
43,29,h,175,t,t,positive
4583,105,v,5,t,t,positive
3425,3,h,7415,t,f,positive
3442,425,bb,325,t,t,positive
2875,375,v,1085,t,t,positive
2517,6,v,1,t,t,positive
2258,1004,v,4,t,t,positive
2692,135,h,5,t,t,positive
2308,115,h,2125,t,t,positive
6058,165,v,11,t,f,positive
2833,5,v,11,t,f,positive
5708,195,v,55,t,t,positive
2508,254,v,25,t,f,positive
4817,35,v,35,t,f,positive
3733,65,h,425,t,t,positive
2392,15,h,1875,t,t,positive
21,479,v,225,t,t,positive
2325,1,v,835,t,f,positive
36,1,v,2,t,t,positive
45,85,h,14,t,t,positive
3217,146,v,1085,t,t,positive
25,1125,v,25,t,t,positive
3992,54,v,5,t,t,positive
3517,25125,h,1625,t,t,positive
2075,1025,v,71,t,t,positive
39,5,v,35,t,t,positive
2333,15,h,1415,t,f,positive
6867,15,z,0,t,t,positive
2475,125,v,15,t,t,positive
2133,75,v,1415,t,t,positive
3308,4625,h,1625,t,t,positive
205,2415,v,2,t,t,positive
2033,10,h,1,t,t,positive
2308,115,v,35,t,t,positive
5458,9415,ff,14415,t,t,positive
1917,0,bb,0,f,f,positive
2867,9335,h,5665,t,t,positive
175,22,o,0,f,f,positive
3925,95,v,65,t,t,positive
41,4,v,4,f,t,positive
4142,5,h,5,t,t,positive
3317,304,h,204,t,t,positive
3417,154,v,154,t,t,positive
4192,42,h,21,t,t,positive
5592,115,ff,5,t,t,positive
2325,15,v,2375,t,t,positive
1892,925,v,1,t,t,positive
3417,917,v,45,t,t,positive
2575,75,bb,25,t,f,positive
4808,604,v,4,f,f,positive
4117,404,h,7,t,t,positive
2675,1125,h,125,t,f,positive
3517,45,h,575,f,f,positive
4308,375,v,375,t,t,positive
2325,5875,v,317,t,t,positive
4875,85,h,125,t,t,positive
3667,325,h,9,t,f,positive
5133,10,bb,0,t,t,positive
2508,171,v,1665,t,t,positive
2183,25,h,665,t,f,positive
225,846,v,246,f,f,positive
2317,0,v,85,t,f,positive
2208,83,h,2165,f,f,positive
2775,585,v,25,t,t,positive
28,2,h,4165,t,t,positive
40,65,bb,35,t,t,positive
2133,105,v,3,t,f,positive
2075,10335,h,335,t,t,positive
3317,104,h,65,t,f,positive
4217,504,h,1275,t,f,positive
3417,525,v,85,f,f,positive
1967,375,v,2,t,t,positive
2325,4,bb,25,t,f,positive
5433,675,h,2625,t,t,positive
2608,8665,v,1415,t,f,positive
4058,5,v,5,t,t,positive
245,5,h,15,t,f,positive
3517,25,v,45,t,t,positive
1883,954,v,85,t,f,positive
3208,4,v,25,t,f,positive
5842,21,bb,10,t,t,positive
1375,4,v,175,t,t,positive
4767,25,bb,25,t,t,positive
4767,29,bb,15,t,t,positive
3233,54,v,4,t,f,positive
4742,3,v,13875,t,t,positive
47,13,bb,5165,t,t,positive
2308,25,v,1085,t,t,positive
415,154,bb,35,f,f,positive
595,275,v,175,t,t,positive
2267,1585,v,3085,t,t,positive
2317,11125,h,46,t,t,positive
2667,425,v,429,t,t,positive
2533,58,v,29,t,t,positive
3575,915,v,75,t,t,positive
3867,21,v,85,t,f,positive
4983,13585,h,85,t,f,positive
2767,2,h,1,t,t,positive
2267,105,h,1335,t,f,positive
