@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2-3,7-8,10,15,17,20-21'

@attribute A2 numeric
@attribute A3 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-1.4473,0.4404,-0.6401,-2.2915,1.1263,-1.7144,-1.7109,0.7579,1
0.502,-0.2387,1.0827,-1.5309,1.1018,-0.9548,-1.015,0.3759,1
-0.1248,0.1826,0.7213,0.4483,2.4296,0.7084,0.253,-0.2967,0
0.0417,1.6588,1.5866,1.0404,-0.5752,0.6665,1.0751,-0.1355,0
0.8137,0.9494,0.9251,1.5443,1.3108,2.7643,-1.6729,0.6351,0
-0.0034,0.231,-0.7093,-0.1763,-0.4637,-0.5225,0.004,-0.3582,1
-0.5668,1.3508,-0.3223,-1.182,0.0529,-2.0152,0.7367,-1.1819,1
0.9103,0.1573,-1.5423,2.1641,-2.0758,0.3583,0.0965,-0.9463,0
0.3748,-0.1478,0.1866,0.3006,0.6817,-1.298,1.4156,2.0929,0
-0.9154,1.5569,1.9815,-0.1705,0.0298,-0.6031,0.6262,1.3511,0
0.1481,1.0344,2.998,0.9981,-0.3369,1.243,1.9589,-0.9288,0
1.2973,0.0677,0.2618,0.8384,0.8729,-0.2201,-0.7069,0.3307,0
1.6985,0.1479,0.9546,-0.1677,1.5494,0.0828,1.2678,-0.5047,0
0.3955,-0.8635,1.9813,-0.1677,-1.9398,1.1141,0.3044,-0.4082,0
0.1523,-0.1635,-0.2016,-0.7313,0.3129,-1.5035,0.1737,-0.2682,1
2.0721,2.2469,1.3658,0.5174,0.6712,1.7584,-0.217,0.1068,0
1.0458,0.3554,-0.202,-0.7085,0.8069,-0.7881,-0.7039,-0.8115,1
-2.8572,-1.544,-2.9487,-0.9928,0.3396,-1.5006,-0.5954,-0.9898,1
1.2112,0.0661,-1.8407,1.1446,-1.0955,0.7059,0.7231,0.7779,0
-0.5796,-2.375,0.353,0.2045,-1.3386,0.0729,-1.3031,-0.4955,1
0.1956,0.7871,-0.6505,0.2572,-0.1906,0.5608,1.0097,-0.2218,0
1.7252,-0.4419,-0.7652,0.949,0.9934,-0.9457,0.6638,-0.2279,0
-0.264,-0.2595,0.2943,1.4252,0.1017,0.6353,0.4568,2.2431,0
-1.2254,-1.7407,0.1783,-1.1107,-1.8503,-0.1387,-2.4868,-0.8917,1
0.2245,0.1003,2.1515,-0.0944,-0.2866,0.3383,-0.3795,-0.2938,0
0.9571,0.3058,0.703,0.5827,0.4504,2.125,2.101,-0.4491,0
0.8082,-0.9731,-0.49,0.6703,-0.7206,-0.474,-0.611,0.3019,1
1.1024,0.2749,0.9768,2.0671,-1.049,1.025,0.8259,3.2907,0
1.3906,0.3197,-0.1259,1.2761,0.4138,-0.4034,1.4296,0.7032,0
1.5216,2.5936,-1.8501,1.4757,-0.4957,2.7729,-0.2825,2.2667,0
-1.1386,1.7732,0.3122,0.3406,-0.6433,1.137,-0.5813,0.3725,0
0.4716,1.1377,1.4576,1.8216,-0.895,0.6073,0.6427,1.427,0
-0.3566,1.6685,-0.6497,1.8968,-1.6345,-0.533,2.5643,1.3307,0
-0.6438,1.1546,0.7055,1.0678,0.7809,0.1063,-0.0054,0.6664,0
0.8991,-0.1458,2.4391,1.0802,0.4866,1.097,0.6027,0.4009,0
0.853,0.4905,1.3712,1.4623,0.0709,-0.5523,0.3456,-0.0401,0
-0.1744,-0.7996,0.1175,-0.0359,0.99,0.1407,-0.476,0.7837,0
-0.2339,-0.0856,-1.6608,-0.7699,0.1854,-2.929,-0.1443,-0.767,1
1.2062,-0.4814,-0.0511,-0.9076,0.4474,0.8417,0.5366,0.2949,0
-0.3217,-0.0745,-0.4536,-1.576,-0.9138,-0.6211,-0.1774,-0.1433,1
0.7243,0.9625,-0.0042,0.6109,1.2263,2.3349,1.9443,1.2917,0
0.8243,-1.0318,0.6326,-0.3417,-1.1095,-0.9073,-0.535,-0.4059,0
0.6652,2.1162,-0.4101,1.5675,0.56,-1.9334,0.1371,1.5827,0
-1.8649,-0.229,-1.9134,0.0919,-0.0715,-1.9929,0.446,0.3784,1
-0.2154,0.0156,0.8977,0.0435,-0.1199,-1.1225,-0.1169,0.3552,0
1.9846,-0.8046,-0.0813,-1.6451,0.188,0.018,-0.7168,-0.5829,1
0.5886,-0.3719,1.8708,0.2245,1.1759,1.275,-0.0566,-1.2913,0
0.6871,-1.1464,-0.7192,0.6909,-0.1397,-2.8889,1.3447,-1.6604,1
-2.0525,-2.509,0.2992,0.1846,-1.1293,0.0431,-2.7266,-1.3763,1
0.2953,-1.7484,-0.4432,-0.3898,-0.3912,-0.9256,-0.0537,1.9303,1
0.6637,-1.5565,0.59,-0.9823,0.2667,0.5625,1.0759,-0.3399,1
0.6778,-0.7126,1.0592,1.7551,0.301,0.118,0.7976,0.3698,0
1.1271,-0.0085,-2.0709,-1.8677,-1.6594,1.8532,-0.746,-1.537,1
-0.2777,0.4922,0.2417,0.5297,0.2792,-0.6904,1.2515,0.6659,0
-1.3956,0.8791,-0.4112,-0.42,-1.147,-0.2264,-1.5158,-1.4481,1
0.7846,-0.6554,-0.0273,0.1221,0.7085,-0.0064,0.9464,0.8314,0
0.2684,-0.8677,-1.8476,-1.4567,-1.5726,-0.6992,-0.8222,-0.3878,1
0.3408,-1.5003,0.1682,-0.1724,-0.3675,-2.7748,-1.7068,-2.591,1
0.6603,2.1435,0.9801,-1.0353,-0.6893,1.5954,1.3289,-0.4854,0
-2.3726,-0.3504,-0.2352,0.7919,2.1454,-0.7556,0.5129,-0.1369,1
2.1468,1.7774,0.333,-0.0088,0.8686,0.9869,-0.3445,2.4777,0
1.9039,1.9778,0.3348,0.3524,1.6227,-0.4911,0.1832,-0.0586,0
-0.1295,1.6584,0.6598,-0.6169,-1.3739,-1.4387,-0.2744,1.1979,1
-0.5984,0.8756,-0.1808,0.2226,-0.6674,-3.1055,-1.3649,-0.2074,1
-1.5979,-0.9722,0.654,-0.9444,-1.1675,-0.997,-1.8569,2.6902,1
1.4783,0.5282,2.0306,1.6098,1.0902,1.7448,1.7952,-0.7316,0
-0.3028,-1.3744,-0.1167,-0.5914,-1.0756,0.0353,-1.0216,-0.5182,1
0.5016,0.4937,-0.5492,-0.4069,-1.3688,-0.4209,1.4994,0.1227,0
-0.6891,1.1107,-0.4094,-1.2846,-1.5294,-0.3098,-1.6728,-0.3759,1
-1.8845,-0.0671,1.5458,0.8269,0.6877,-0.3903,0.0348,-0.7135,0
-1.1337,2.1363,-0.4918,1.1379,-0.4681,0.2424,0.1689,1.6786,0
0.1219,1.4547,-0.0685,-0.3039,-0.3631,0.1853,0.2295,1.333,0
-0.2569,2.1269,-0.5442,-0.5719,-1.5352,0.4848,-1.2279,-0.4342,1
0.0672,1.3708,1.3176,-0.3941,0.2204,0.1263,2.2003,-1.2902,0
-1.6389,0.2416,-0.2162,1.3044,0.2965,1.1855,-1.2862,0.7591,0
0.6443,0.6912,1.7673,0.3651,-1.4347,0.1275,-1.0123,-1.1774,0
0.0479,-2.5729,0.8234,-0.3244,-1.8125,-0.1367,-0.4085,1.2729,1
