@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R3-4,7-8,10,13,15,19,21'

@attribute A3 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.5963,1.3859,1.0008,-0.9589,-0.5572,-0.1817,-0.3551,-1.065,1
-1.7199,-0.1783,-0.7337,0.0451,-1.0377,1.0685,-1.0625,-0.5343,1
-0.9682,-0.9885,-0.307,0.3553,-0.8768,-1.0668,1.003,-0.9652,1
-0.4411,0.4517,-0.4717,0.7053,-0.4156,0.886,0.6756,0.1003,0
-0.8895,-0.7496,0.1197,-0.003,-1.8778,-3.331,-1.0706,-1.461,1
1.5234,-2.0327,0.7383,0.9001,0.3515,-0.8487,0.6506,1.2226,0
0.7636,0.5256,0.9908,-0.728,-1.6106,2.0868,1.6641,-0.166,0
-1.1604,0.5086,1.881,1.409,0.425,0.6503,-1.9033,0.3229,0
-0.0286,0.8808,1.4073,-0.1765,-0.1691,0.5388,2.1303,-0.7262,0
-1.4042,0.0556,-0.9808,-0.6879,-0.143,1.0041,0.3731,0.6651,1
-1.967,-0.2728,-2.2128,1.6388,-0.4302,0.0912,-1.7299,-1.5935,1
-1.1301,1.5268,0.3064,-0.2133,0.5614,0.5326,0.7114,0.1087,0
-0.0913,-1.1854,-1.7243,-2.5025,-1.3383,-1.2691,0.1326,-1.0529,1
0.2379,1.0911,-1.9988,-0.375,-1.7219,-1.8072,-0.6385,-0.1333,1
-1.5515,-2.1611,-0.1645,-1.0763,-0.3997,-0.0066,-0.6066,0.187,1
-1.8902,-0.8604,0.0378,-0.8273,-0.3091,-0.9979,-0.6322,0.0788,1
0.5305,-1.2897,-0.5078,-1.7047,0.4909,1.1787,-0.7084,0.1212,0
-0.751,-0.9516,-1.3272,0.8548,0.9079,-0.5938,-2.1271,-1.2527,1
1.1849,-1.7081,-1.3694,0.8897,0.7231,-0.3,-1.7311,-0.3376,1
