@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,6,8-9,11,15-17,20-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.1713,-0.1669,-1.2382,-0.3869,0.645,-0.9652,-1.657,-2.0039,-1.3395,0.0202,1
-1.6787,-1.7165,-1.0667,-0.7272,-1.7985,0.5124,1.0856,-0.0754,-0.3115,-0.4501,1
-1.4109,0.535,-1.9344,-1.4273,-1.1568,-0.9255,-0.3814,0.7856,-1.5538,-0.5213,1
0.3853,-0.7743,0.6665,-0.2349,-0.07,-0.7377,1.0648,-0.0331,-1.5656,-0.6591,1
0.3975,-1.1279,-1.6196,-0.8741,-2.3324,0.9253,-0.824,-0.4296,-2.4746,-1.3519,1
1.6805,-0.9258,-1.7706,0.0351,-0.4,0.2046,-1.296,-1.887,1.2586,-1.4511,1
0.4954,-0.0838,-1.4074,0.1701,-0.5016,0.3665,-1.7011,0.9429,3.1887,-0.6946,0
-0.0708,-0.2498,1.7842,-0.8827,-0.7945,-0.3751,0.9623,-0.2181,0.4712,0.7023,0
-0.7371,0.5067,-1.5447,-1.1563,0.9926,-0.8922,-1.0568,-0.6759,0.4816,0.6339,1
0.2465,-0.695,-0.7132,1.0427,1.4186,1.2832,-0.0371,0.0371,1.1465,1.3477,0
-0.1871,-0.0175,-0.7134,1.0736,-0.7629,-1.1508,-0.0993,2.4691,-0.3858,0.0605,1
-0.5701,0.3868,1.2536,1.3643,-0.1141,2.97,0.4207,-0.4631,0.6532,-0.3952,0
-0.8414,-0.5359,0.1607,-0.2321,-0.5969,0.5185,-0.1691,2.6002,2.9243,-0.0349,0
-1.8508,-0.8228,-1.8986,0.9871,0.3924,0.8931,-2.0338,-0.3167,-1.6112,-1.1709,1
-1.0327,-0.2666,-1.8191,-1.4964,1.2087,-0.2238,2.318,0.4509,-0.1453,-1.3369,1
-0.6501,0.3698,-0.5426,0.4945,-0.3345,-0.7166,0.9029,-1.8071,0.6056,-0.7695,1
-0.5875,0.1775,-2.0378,1.2552,-0.6694,-1.6096,-2.2307,-0.3873,-0.6359,-1.4898,1
0.8902,-0.1122,0.7479,-1.5645,1.0706,1.3004,-0.4293,-1.6257,-0.2892,-0.2442,1
-2.3599,0.0549,-0.5632,-0.8459,-2.2227,0.6191,1.2926,-0.9321,-1.2259,0.1003,1
