@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,5,9,13-15,17,20-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.7743,-0.606,0.3864,-0.5478,-0.2295,-1.6227,0.6551,0.9491,0.0191,1
-0.552,0.3249,0.3148,-2.3584,-0.0908,-0.4096,1.5287,0.3843,0.5216,1
1.2268,-0.4586,-0.8821,-2.0609,1.0733,-0.4977,0.3324,0.4215,0.4489,1
-0.6421,1.2597,0.9736,2.8203,1.9451,-0.3823,-0.6084,-0.9558,-0.0683,0
-0.1769,-1.6978,-1.9768,-1.1332,-0.5503,-0.6047,-0.8091,0.1346,-0.2599,1
0.5283,0.1669,1.7476,0.4476,1.16,0.7346,-1.7294,0.1396,0.345,0
0.8945,1.3853,-0.0506,-0.3283,0.53,0.437,-0.8953,0.6377,0.8343,0
0.259,0.9724,0.9983,1.0219,0.7939,-0.7774,0.2306,0.0875,0.7909,0
-0.3438,-0.1739,2.0776,0.0744,0.232,0.5576,-0.3211,-0.5777,1.5534,0
0.3672,-0.1598,-0.396,-0.4834,-0.8363,0.8129,-1.1099,-0.5026,0.2314,1
0.2712,-1.1028,0.1273,0.7981,0.0181,-2.014,0.4571,-0.7635,-1.5959,1
1.1832,0.935,2.1138,0.8606,1.0141,0.1799,0.9439,-0.1926,1.4905,0
-0.6302,0.752,1.1767,-1.6554,-0.2763,0.2223,-0.0504,0.6381,1.5635,1
-1.5159,-1.6066,1.1958,-0.3323,0.467,0.2467,1.1569,-1.2893,0.8119,1
0.6285,0.9687,1.71,-0.4005,0.3525,-0.7575,0.6117,-0.6682,3.4198,0
0.7603,-1.2782,-1.9287,0.1261,0.1806,-0.3028,1.1273,-0.1112,-1.6539,1
-0.8091,1.2597,-0.1014,0.9031,0.3742,-0.0155,0.0773,0.8291,-0.0907,0
0.2972,0.9267,-0.1333,-0.2913,-0.4161,-1.0342,0.3573,-1.8553,-0.916,1
0.1396,-0.4202,-0.7036,1.0328,0.6301,1.0439,2.208,-1.66,-0.7979,0
-0.7829,2.1203,0.0667,-2.7147,-0.3048,0.9381,0.9864,0.0236,1.0967,0
1.7321,0.4835,1.9414,1.1411,0.2058,-0.3744,0.6275,-0.8221,1.7285,0
-0.0765,-0.2471,-0.05,0.2457,0.9713,-0.5667,0.5673,-0.0278,-0.595,1
0.9515,0.8361,2.1046,0.329,-0.0316,0.7904,1.0744,-0.0334,0.7273,0
-1.9599,-1.9086,-0.898,0.1198,0.2658,-1.0475,-0.5672,-1.0837,-1.3023,1
-0.6433,0.5499,-0.4911,-0.0747,0.2011,0.2806,-1.2883,-1.1658,0.2519,1
0.4681,-0.3242,-2.6308,0.2134,-0.0938,0.5119,-1.0529,0.2467,0.668,1
-0.4526,-1.4278,0.9377,-0.9071,-0.2498,0.8407,0.1513,-0.4154,-0.7929,1
-0.4513,-0.2651,-0.1005,-1.1235,-1.181,0.672,-1.3626,-2.1424,0.3438,1
-0.077,0.6241,0.0996,0.8538,3.5692,0.3633,-0.3497,0.9268,-0.0148,0
-1.7674,-0.9873,0.4282,-0.2014,-0.8391,-0.4283,-0.3377,-0.1677,1.0707,1
-0.3044,0.275,0.4413,-1.4478,-1.5187,-0.9471,-0.4624,-0.0166,-2.5503,1
-3.4302,-0.3857,-0.8999,-0.5749,-0.4553,-1.1082,-2.6998,-1.6575,-0.2833,1
-0.3588,-0.9743,-1.6399,-1.2591,-0.4828,0.7943,0.49,-0.3196,-1.0712,1
-0.851,0.0196,0.577,-1.1568,-1.8936,-1.0036,0.1152,0.1005,-2.3168,1
0.8145,-1.4633,-1.1382,-0.6388,-1.3205,0.6247,-0.8272,-0.5493,0.0448,1
0.3585,1.2185,1.1794,-0.1921,0.9749,-1.0177,0.541,3.1212,1.0725,0
-1.7813,0.7992,-0.0912,1.0415,-0.7163,0.0546,1.1293,-0.4201,1.4209,0
-1.2833,-0.1642,-1.1252,-0.3667,-0.3627,-0.5705,-0.9599,1.0819,-0.4664,1
0.1046,1.9766,0.2203,1.3553,1.0628,-0.7245,-0.4088,0.5362,-0.805,0
-0.7826,1.2099,1.3364,0.0662,-0.3834,-1.9365,-1.8818,0.2797,-2.0966,1
-1.4051,-1.4257,-1.248,-1.3495,0.3072,1.1492,-0.2041,0.3486,0.1229,1
3.2569,1.7807,-0.4361,0.479,0.5955,-1.0532,0.6645,0.3518,1.7723,0
-1.1263,0.7743,1.7292,0.1773,2.3327,1.0038,0.5282,2.7644,-0.6298,0
0.0627,0.0566,1.2663,-0.0619,0.3161,-0.04,1.3693,2.5285,1.9237,0
-0.6851,0.3293,1.0244,0.0068,-0.1711,0.6438,-0.4111,0.516,-0.0744,0
2.6811,0.8634,-0.555,0.8012,1.5442,-0.026,0.2436,1.0641,-0.0702,0
0.9882,-1.2415,-1.6777,-0.1221,-1.2877,-0.3213,1.3621,0.1834,-2.5365,1
-0.2413,0.8985,-0.8123,-0.5553,-2.624,-0.2384,-2.0712,-0.193,-0.9175,1
1.1516,-1.1774,0.1925,0.0011,0.7159,-0.8655,1.5462,-0.0471,0.3479,0
-1.1833,-0.1961,-0.2393,-1.0689,-0.8545,1.4474,0.9534,-0.4697,-0.205,1
0.8719,-0.1109,0.5363,0.0327,1.0007,0.9823,1.3315,2.4322,-0.5654,0
-0.6856,-1.6618,0.3151,-0.985,0.3341,0.4432,0.8271,-0.3319,-0.6381,1
-1.2993,-0.9811,-0.4863,-0.3961,-1.9061,-0.745,0.0709,-0.5685,0.0773,1
-1.1924,-2.4598,0.4058,0.8698,-0.4162,-1.0495,-1.3177,-0.8467,1.2892,1
-1.7179,-1.3343,0.2611,-0.9509,-1.1474,-0.7588,0.189,-1.9912,-0.8036,1
-0.0459,-1.608,-0.1272,-0.7454,0.7238,0.3435,-0.6051,-1.8104,-1.0246,1
-1.2315,-0.7855,-0.6285,-0.059,0.8796,-1.1604,-1.71,0.5717,-2.1529,1
-0.7113,0.0373,-0.4882,-0.082,-0.6307,-0.4743,0.8933,2.1895,0.0213,1
0.3268,0.4664,0.3847,1.6652,0.3542,-1.5267,0.7651,-0.9309,2.1344,0
-0.3638,0.233,0.8953,0.2236,-0.0189,0.1846,-0.389,1.8153,0.5934,0
1.1172,-0.4601,2.7042,2.1492,-0.1106,0.996,2.4888,-0.0515,0.8062,0
-0.9552,-1.1081,0.4168,1.1123,0.3546,-0.0874,1.277,0.3994,-1.8035,1
-1.1206,-2.2036,0.482,1.3317,0.1225,-0.3558,1.0326,0.914,0.2149,1
0.2876,-2.9892,0.9206,0.902,-0.7074,-0.0529,-0.8344,-0.457,-0.4974,1
-0.0383,-1.3805,-2.07,-1.6798,-1.3846,1.4056,-0.1654,2.0537,0.765,1
0.0367,-2.1266,-0.9887,-0.0686,0.3478,-0.9096,0.0043,-1.183,0.7325,1
-0.1398,-0.3331,2.0393,-1.2731,0.3586,1.2955,-1.259,1.5875,1.2247,0
-0.7064,1.0489,-1.4348,-0.9037,1.1885,-2.0109,-0.7915,-1.6579,-0.3158,1
-0.4995,-0.9301,-0.5383,1.3483,-0.9943,-1.2715,-1.9094,-0.6196,-0.4979,1
0.0359,1.304,-0.8179,0.6042,0.9823,1.3887,-0.7715,1.5988,2.1948,0
1.0337,1.6047,1.3245,-1.8866,-0.1106,0.8442,0.1293,0.1068,-0.9251,0
1.6494,-0.0888,1.38,1.0898,0.0257,-0.1805,-1.4949,1.477,1.1894,0
-1.0005,-0.6422,-1.6419,-1.0821,-0.1315,-1.1662,-0.0965,-0.8405,-1.0088,1
2.1599,-0.4319,-0.2907,0.0892,0.3712,1.6375,-0.9298,-0.9457,2.3495,0
-0.938,-0.7975,-1.8828,0.4245,-2.0999,-1.326,0.2369,0.1752,-1.562,1
0.7208,1.3424,0.0325,0.9123,1.9754,-0.2634,2.1213,0.9067,0.0353,0
-1.3281,2.367,0.3719,0.5236,-0.1876,0.6692,-1.0505,0.5751,1.4114,0
1.5754,1.103,2.1042,0.968,0.1577,1.854,3.1641,1.7748,0.3806,0
1.5462,-0.1461,0.0513,-0.1297,-1.8584,-0.0465,0.2367,-0.5722,1.6647,0
2.0002,0.4449,-0.4101,-0.5396,0.535,1.1098,-1.8048,1.6105,-0.3463,0
0.2921,2.5451,-0.2345,0.5368,1.24,-0.8412,0.4532,1.2458,0.4546,0
0.3112,-1.515,-0.9844,0.2261,-0.7629,0.8511,-2.4257,-1.0425,0.2286,1
1.7661,-0.4118,-0.4763,0.1051,0.4937,1.1278,-0.7143,0.5102,0.332,0
-0.4884,-1.2876,1.0948,1.1678,0.1058,-1.6798,-1.2747,-2.2495,-0.71,1
1.5866,-0.0808,0.9113,0.0086,-0.516,1.2655,0.7743,-0.2799,1.4476,0
1.852,0.3501,0.7771,0.7642,0.5872,0.6801,1.6223,0.8673,0.2846,0
1.1682,2.7105,0.3731,1.5945,0.4139,0.0235,0.1849,-0.104,2.2375,0
-0.1954,0.2895,1.818,-0.0471,-0.0339,0.4372,1.2786,0.8678,-0.6301,0
-0.7009,-1.4225,-1.8434,-0.5392,0.7647,0.1959,0.1276,-1.1688,-1.6344,1
-1.2034,-1.7067,-0.0294,0.3958,-1.0297,-0.9732,-0.6276,-1.8773,-1.0047,1
-0.5227,0.5754,-1.9875,0.4743,1.0702,-1.2615,-0.0782,0.8556,-0.3844,1
1.0146,0.1588,0.5797,1.9875,0.0094,0.8887,-0.2284,-0.0043,1.3658,0
0.0793,-0.9467,-3.3733,1.1836,1.6339,0.9642,-1.1315,-1.7372,-0.2039,1
-0.4037,2.0094,0.8998,0.0945,-1.7938,-0.5724,-0.976,0.5968,-1.6291,1
0.2785,0.659,1.3113,-0.643,0.9691,0.0295,-0.2002,-0.3084,0.8457,0
1.5766,-1.6182,-0.1292,-0.0489,-0.8755,0.5862,0.764,-0.6418,-1.1332,1
-1.4736,0.0673,0.9204,1.2634,0.5275,0.2147,0.9795,-0.2937,-0.5654,0
-1.7236,-0.1,0.9148,-0.9974,1.3782,-1.628,-1.6878,-1.2544,-1.5263,1
-0.0758,0.7915,0.6711,0.5635,1.598,1.7534,1.4021,-0.1974,0.44,0
-1.3362,-0.3716,-1.1159,-0.3504,0.3707,-0.9923,0.1061,1.6092,-0.9855,1
1.1518,0.195,0.4653,0.5031,0.2035,-0.3634,-2.815,0.6051,1.0557,0
-0.1701,-0.2896,-1.1667,-1.0543,-1.4051,-0.0089,1.1405,-0.5405,0.5564,0
1.8243,1.4866,0.9066,-0.5593,0.3213,0.8541,-0.2601,0.4244,1.2298,0
0.4887,0.9341,0.3155,-0.2206,-0.9687,0.3859,0.7088,-0.3043,-0.08,0
-0.6238,0.4633,0.9862,-0.8852,1.6492,0.7228,-0.5339,-1.4186,-0.466,1
-0.8658,-0.02,-0.0526,2.5384,1.1817,1.1759,0.7109,0.5296,2.4138,0
-0.6707,0.679,-0.6954,-0.9187,-0.0151,-2.2922,0.7678,-1.8998,0.0872,1
-0.1248,1.8116,-0.1676,0.3468,-0.3799,0.7087,0.2413,0.5528,0.4342,0
0.9859,-0.9286,0.4687,0.6276,-1.0061,0.2542,1.1834,1.4983,1.7562,0
-0.716,0.7988,-2.0775,0.5478,-0.2558,1.2301,0.2376,-0.0246,0.172,0
0.0663,-0.2308,0.3683,-1.1387,0.2571,-0.6155,-0.1548,-2.4476,-0.4307,1
-1.6776,-0.6648,-0.8767,0.2051,-0.5404,-0.9284,-1.8772,0.1176,-1.2561,1
-0.1597,-0.5968,0.9049,-2.1133,-0.3705,0.6561,-0.5301,0.0335,-0.0249,1
0.5001,0.2275,-0.8063,2.6622,-1.4509,0.6766,-0.577,-1.1423,1.4287,1
-0.7677,-2.0553,-1.0196,0.0548,-0.502,-2.2982,-0.5903,1.1221,-0.5933,1
2.2955,1.8417,1.5127,-0.6945,-0.14,1.8005,-0.1985,2.4515,-0.0217,0
1.4068,1.4223,0.082,1.6743,0.4878,1.9048,2.5794,0.2383,0.974,0
-0.2158,-0.0332,0.6893,-1.5874,-0.6186,-0.5087,0.5809,-3.167,0.2316,1
0.6203,-1.2697,1.4855,-0.0957,-0.4134,-0.3934,-0.5826,-1.5053,-0.9432,1
0.4713,-0.0202,0.5976,-1.6743,-0.0943,-1.7486,-0.3368,-0.5776,0.3915,1
1.0593,1.5283,1.1173,1.2774,-0.1999,0.7187,0.2297,-0.4039,1.1595,0
-0.4076,-1.2207,0.1458,0.7495,-0.0221,-0.9505,1.1056,3.0384,1.1816,0
1.2697,0.4354,0.1601,-0.5856,0.5016,-2.1311,0.5181,-1.2475,-1.0699,1
-0.5622,0.4528,1.2883,-0.0238,0.0446,1.554,0.8315,0.2723,0.3134,0
-1.5792,0.8551,-0.7341,0.0502,0.4372,0.2683,0.5379,0.0189,1.0603,0
-0.4456,-2.2565,-1.107,0.566,0.2904,-0.1778,-0.9848,-0.4241,0.1728,1
-0.6575,-0.4084,-0.8033,0.0614,0.8956,0.6774,-1.8865,1.1747,2.1548,0
-0.2294,1.529,-0.15,0.857,-0.9219,-0.1542,0.0706,-0.268,1.6588,0
-1.6871,-2.398,0.036,0.0301,0.3921,-0.5764,-0.2812,-0.2614,-1.033,1
-1.3496,-2.0208,0.3126,0.6217,0.0947,-0.1352,-1.6703,-1.1593,-0.8894,1
-0.5484,-1.4695,0.0316,0.7132,-1.0777,-1.2374,-1.6975,-0.8076,-0.0895,1
2.4914,0.1788,-0.415,2.4349,0.0269,-0.042,0.4036,1.0115,0.7933,0
-1.3875,1.4657,1.1209,0.095,-1.9116,0.8081,1.8569,0.0612,0.4799,0
0.3828,-0.5735,-0.3116,-0.5377,-1.1502,-0.6558,-1.763,0.6165,-0.5543,1
-1.7971,-0.1081,-0.7621,-0.982,1.3298,0.1892,-0.7432,-0.1933,-0.4039,1
0.4277,1.9919,-1.6841,-0.9128,-0.0647,0.6378,1.2171,-0.0238,-0.9697,1
-1.4112,-0.1753,0.2551,0.801,-0.7248,-0.6725,-0.2372,-0.0094,0.2264,1
-1.1458,0.6046,-0.5391,0.2873,0.2614,0.9996,0.02,0.0511,0.7339,0
0.2199,0.9032,0.6763,1.4419,-0.1285,0.5401,1.3848,-0.1846,0.0956,0
0.3763,-0.4597,1.1519,-0.0918,-0.8586,-0.4871,0.9281,-0.8743,-0.5438,0
1.3784,1.7374,-1.8498,0.4918,-0.901,-0.7694,-1.2458,-1.4332,-1.377,1
-1.6029,-0.7821,-0.9624,-0.5925,1.8324,-0.8872,-1.2254,-1.2435,-0.6213,1
-0.3643,0.2715,1.7999,2.3778,0.1575,1.7107,0.8303,-0.1411,0.0241,0
0.5908,0.8313,0.147,-0.3771,-0.5819,-0.1527,-1.9577,0.6934,-0.5883,0
0.5246,-1.6499,1.4225,1.4756,0.2878,0.8658,0.0492,0.0762,1.5566,0
-0.4014,-0.4092,1.3745,0.6068,-1.7763,-1.2726,0.363,1.1284,0.1065,1
1.2301,0.3098,1.6482,-1.789,-0.0871,1.2819,-0.3271,-0.0148,-0.1834,0
0.8482,-0.1137,-1.4948,-0.8596,-0.4685,-0.6775,-0.8831,-1.3677,-2.1154,1
0.7718,0.6247,-0.7472,0.0094,1.0241,1.3121,-0.3963,-1.164,-0.3744,0
-0.0496,-0.4502,-0.4711,-0.5604,1.5292,-0.876,1.1025,-0.9567,-1.6559,0
-0.4188,-0.3769,-0.4122,3.0679,0.1341,-0.67,-0.71,0.5603,-0.9005,0
-2.0235,-1.7354,-0.4072,-0.6597,-2.9575,-0.8709,-0.9073,1.2921,-0.4063,1
0.3406,2.126,-0.2281,0.7901,1.0907,0.5673,0.3651,0.6392,1.1715,0
-0.0567,1.4276,1.446,1.4116,0.8959,-1.6665,2.8301,1.0205,0.9623,0
-1.3488,1.298,-0.85,-0.5429,0.3767,0.6778,-1.8887,-0.0314,-1.5771,1
0.1278,-2.3772,0.1395,0.1666,-0.0235,0.0461,-0.418,-0.8376,0.6512,1
1.263,-1.5866,-0.3869,-0.6989,-1.5759,-0.7657,-0.0427,1.2404,0.7434,1
-1.315,-1.9388,-0.1419,1.7606,1.8138,0.0438,-0.0199,-0.5684,0.6315,0
-1.2889,-2.0864,-0.2219,-0.9313,-1.6244,-1.0997,-0.384,0.1283,-0.0801,1
-0.2402,0.9432,-0.4209,1.7556,-0.2524,1.1944,0.8891,0.9217,-0.2383,0
-0.1237,0.9108,-1.8053,0.775,-1.4711,-1.5916,0.3991,-1.4163,0.3184,1
-0.6138,-1.4778,-0.7823,-0.974,0.6322,-0.5804,1.9029,-1.5092,-1.0366,1
0.7355,1.1806,2.0805,-0.4002,0.133,0.6051,-0.4886,-0.9198,0.921,0
-0.2509,0.8532,0.9047,-1.9632,0.6366,1.4451,-1.6609,0.6869,-1.454,1
0.3428,0.285,-0.7699,0.2895,-0.6462,-1.5381,-2.3814,0.5919,0.0096,1
-1.3404,1.0547,-0.772,-0.4508,-1.8853,-0.7102,-1.5422,-0.5646,-0.7313,1
-2.1812,-0.5157,1.5873,0.0212,0.5672,-1.1067,-1.778,-0.0014,-0.2914,1
0.1296,0.4218,-1.3336,0.4652,0.3157,-0.0769,-0.0068,0.5843,-0.8348,1
-1.7021,-1.1164,-0.7769,0.0617,-1.3964,0.7045,0.1147,0.1428,1.1881,1
-0.2389,1.6775,1.4865,0.4267,1.0817,0.0662,-0.0744,-0.3651,1.2216,0
1.2139,1.8936,-0.4963,0.2302,0.1913,2.2725,-0.5925,0.0834,-1.1212,0
0.5152,-1.1051,1.2244,-1.1894,0.2941,-0.6179,2.1393,-0.291,0.2353,1
-0.4068,-0.1996,-1.1999,1.3361,0.5132,-0.1557,2.1272,0.9824,2.0731,0
1.1019,1.12,1.4512,-0.1883,0.655,0.1386,-1.8271,0.517,0.6609,0
-0.1305,-0.8646,1.7707,0.0505,-0.9037,0.8903,1.1405,2.1748,1.0347,0
-0.4752,-1.0599,-1.3342,1.0861,-1.0658,1.8851,-0.5406,-1.7475,1.6414,1
0.035,0.9417,2.471,-0.2496,-1.1955,0.2682,1.3079,0.5373,1.467,0
-0.1449,2.2152,-0.5304,-1.4088,0.6616,0.4815,0.7842,-0.197,0.8044,0
1.4273,0.5135,0.6097,0.4574,0.8339,1.5602,0.1491,0.736,0.4678,0
0.719,0.1879,0.6153,-0.6587,-0.2601,-0.4763,1.0726,0.2443,2.1007,0
-1.2721,-0.6561,-0.0303,-1.666,-0.0751,-0.4744,-0.241,-1.4056,-1.2621,1
1.5883,-0.1707,0.885,0.3041,0.8622,-0.505,-0.8624,2.0585,0.3626,0
2.4075,0.0653,1.4208,1.0753,3.1294,-0.4159,-1.1822,0.818,0.463,0
0.6843,-0.0941,-0.4937,1.2773,0.0382,-1.6174,0.3086,0.5735,-0.8608,0
-1.2673,-1.643,-0.5806,-0.8569,-0.5141,-1.2312,0.9061,-1.8119,0.0015,1
0.7623,0.4123,-1.788,-0.7798,-1.373,-1.9218,-0.6782,0.4291,-0.2562,1
