@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-4,7-8,10,12,14,18,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-1.2134,0.8617,0.7827,0.564,0.3899,-0.8766,-0.4462,0.6983,0.5943,1.855,0
1.2607,-0.7137,0.9245,0.8836,-0.0184,0.3317,1.7455,0.146,1.1284,1.9651,0
1.5553,-0.3206,0.4814,1.0857,-0.0528,0.9334,1.5801,2.2037,2.0443,2.7925,0
-2.0902,0.2826,0.5311,0.8906,0.2743,0.0971,1.091,1.7509,-1.7052,1.4325,0
-1.4728,0.6526,-0.5887,-1.2314,0.6999,0.7397,1.4549,-2.1139,-2.2243,-0.9905,1
1.8351,1.0981,-0.6455,2.0222,-0.0935,1.0964,0.9581,2.1973,-0.8398,0.7183,0
-1.319,-1.0406,0.2278,0.2107,0.6876,-1.0962,-1.3191,0.0758,-0.6144,-0.2241,1
2.3227,1.6632,1.0099,0.2165,0.8105,2.3448,1.3126,1.2613,1.3553,-1.1895,0
0.4703,-0.8229,0.6918,-1.2593,-0.6821,-1.0102,-0.9121,0.5192,-0.814,-0.416,1
-1.8938,-1.02,0.7735,-1.4237,-0.7076,1.8845,-0.3965,-0.0122,-0.8158,0.655,1
-1.8976,1.9112,0.2389,-1.3458,0.5846,-0.0011,0.3359,0.1786,1.4433,0.0988,0
-0.4078,-0.6741,-0.5181,-0.8389,1.1598,-1.8433,0.5679,-2.3997,-0.5546,-1.245,1
0.4113,0.0724,0.5778,1.2195,3.0247,1.791,0.825,0.1305,-0.6508,1.5352,0
-0.9358,0.7067,0.2576,0.5212,1.7496,-0.0011,3.0645,1.4091,2.2268,-1.9874,0
0.5642,0.4558,-1.2332,1.1382,1.7208,-0.5833,0.3906,0.235,-2.0736,-0.6068,1
1.5064,0.0363,-1.8831,-0.7856,0.289,-0.1491,-0.3086,0.133,-1.249,-1.4888,1
0.382,-0.3299,0.8539,1.5817,1.9454,0.4681,0.0149,-0.3574,1.1003,0.0275,0
0.495,1.1478,0.3115,-1.8863,0.0533,0.2979,-0.6514,-1.3915,-0.3422,2.4,0
1.102,1.4062,2.1571,1.0272,1.1323,0.1317,0.5957,0.4157,-1.0954,1.0377,0
-0.8211,-0.4452,-1.0215,1.3017,-0.9671,-1.2556,-1.1317,-1.5045,-1.0904,-0.3659,1
0.3063,-0.2118,-0.6531,-0.7741,-0.0977,-1.6331,0.438,0.5834,0.4497,0.2884,1
3.532,2.2661,-0.6999,-0.4032,-0.1261,0.7945,0.0213,1.2942,-0.167,0.9664,0
-0.9709,-1.0062,-0.9848,-0.7359,-0.4378,-1.7884,0.6978,0.9132,1.2622,0.2778,1
1.6625,0.2293,0.4445,0.0431,1.0221,-0.0179,0.8397,-2.3787,-0.1587,-0.8676,1
-1.9044,-0.8331,0.1706,0.7927,-0.0357,-0.7985,0.1276,-1.5577,-0.2162,-3.791,1
0.6287,1.1477,-0.5153,0.516,0.7363,1.329,-0.3125,0.2472,1.3297,1.6345,0
2.1924,0.8351,-0.4398,1.3592,-0.9437,1.012,1.2002,-0.6397,0.0514,0.1793,0
1.6938,2.3852,1.044,0.3826,0.9019,0.4592,0.1448,0.4102,0.5778,0.4563,0
-0.7845,-0.9136,-0.4365,-2.1783,-0.6286,-0.3602,0.1231,0.708,-0.3293,-0.4427,1
-1.086,-0.563,1.6508,3.1467,0.9717,1.1778,-0.6884,1.4772,0.19,0.5576,0
0.0372,0.7281,1.7693,0.4657,-0.6004,1.2212,0.7784,0.1689,0.07,0.8941,0
1.5682,1.3059,1.7739,0.3919,0.9226,-1.46,0.4453,1.4528,-0.8062,0.2851,0
1.361,-0.8342,1.1748,0.3669,-0.4637,-0.0115,-1.3078,-0.1339,0.0297,1.018,0
-1.1117,0.6474,0.7148,-1.0003,1.0456,1.6063,-0.6793,-2.6486,0.2472,-0.9527,1
-1.0201,0.2439,1.077,-1.2948,0.2617,-1.5007,0.6234,1.8039,0.3706,-2.8391,0
-0.0701,0.6613,-0.4071,-0.1651,-0.1737,-1.1672,1.3791,-0.0163,-0.0709,-2.9789,1
2.311,-1.3981,0.2032,-0.098,-0.7781,1.5176,2.2271,-0.4136,1.6317,0.8215,0
0.1864,1.1692,-0.5122,-0.9731,-1.2981,0.2759,0.0578,-0.6146,0.9353,0.1288,1
0.2027,-0.9411,0.6462,-0.318,-1.8737,-1.4853,-1.2447,-0.4155,-1.8571,-1.7634,1
1.2189,-0.6318,-1.1732,-2.2083,-0.5368,-0.3529,-0.5612,-1.0179,-1.1342,1.0311,1
0.8475,0.4503,-0.7069,0.2077,0.4196,0.5977,0.0983,-0.3665,-0.0206,0.2938,0
-1.162,-1.1293,-1.9528,-1.4054,-0.7087,0.2371,-1.4374,-0.2385,0.0505,-1.4622,1
-1.1092,0.0509,1.3033,-2.4744,-0.4209,-0.9171,-1.392,-1.1477,-1.5303,-1.1769,1
1.6698,1.168,-0.4295,2.7666,0.585,2.3119,0.1713,-0.1626,0.3032,-0.7672,0
0.2617,-0.1156,2.3421,0.687,0.0787,0.3623,-0.9647,0.6717,-0.5475,1.8015,0
0.0398,-2.2858,0.9593,-1.8325,-1.3933,-2.0818,-0.9642,0.7751,-0.5829,-0.7354,1
-0.6722,-0.0155,1.2065,0.8339,-1.3748,-1.97,-1.2486,-1.4275,-2.0005,-1.2758,1
-0.1932,0.1368,0.5569,0.1636,0.5892,-1.4514,1.6274,0.5311,0.5207,-0.3742,0
-0.0763,1.4303,1.5638,-0.9167,1.3307,0.7389,0.2177,-0.2385,-0.8768,0.523,0
2.1117,-1.1385,-0.0714,1.0456,0.5191,-2.8116,-0.8982,0.1521,-0.6179,-1.6425,1
1.2622,-0.2516,1.2026,-0.4545,-0.748,0.3677,1.2883,0.9095,0.5115,0.9715,0
-0.6848,0.259,-1.1075,-0.9331,-0.2548,-1.2038,-1.9708,0.9542,-0.9424,0.5377,1
-0.4215,-0.9175,-0.5185,-1.2073,-0.3198,0.0186,-1.9121,-2.9158,1.2515,-0.4093,1
0.9965,-0.1875,-0.2088,-1.8153,-0.4274,0.4908,0.765,0.253,1.7418,0.6385,0
0.1627,-1.4159,-2.4995,-0.1382,-0.2171,-1.8665,-0.7159,-1.1495,-1.1574,-1.4481,1
1.0007,1.22,0.9489,1.3465,0.0182,2.1561,-1.7414,0.2165,1.3241,0.0652,0
1.0326,0.5643,0.0437,0.7761,0.8363,0.1036,0.2812,0.1729,-0.6922,0.9401,1
0.6472,0.9297,-0.0018,0.8264,-2.5816,-2.2076,0.3248,-1.0473,0.1381,-0.8569,1
-1.2646,-1.4071,-1.7043,0.5821,0.8508,-0.7797,0.0376,-0.2443,0.2056,-0.1248,1
-1.2504,0.5013,0.775,0.958,0.9965,1.0887,1.0532,0.8253,-0.7279,-0.0356,0
-0.4579,0.057,-0.4918,1.1089,-0.0915,-0.2559,0.3267,0.5714,1.175,-0.0593,0
0.0964,0.8378,1.9802,0.0873,1.703,-1.9798,0.5916,-0.9477,2.1373,0.6591,0
0.6272,-0.327,0.7756,1.0125,1.0532,0.5097,-0.6125,-0.3424,3.1322,-0.6835,0
-0.8968,-1.8943,1.2536,-2.1072,-1.84,1.5434,-0.8889,-0.9363,0.4226,-0.4093,1
-0.3995,-0.4461,0.6008,0.4909,1.9346,0.3252,0.8646,0.4709,2.2106,0.3943,0
-0.6694,0.6571,0.1538,-1.464,0.6696,-2.1232,0.6745,-0.8179,-0.6841,1.7182,1
-0.0094,-0.2896,0.6825,2.2091,0.8445,-0.1873,-0.6251,1.8045,1.0756,0.8189,0
0.9808,0.115,0.559,1.7579,-1.3515,-0.8853,0.9309,-0.3646,1.4146,-0.7559,1
1.8717,0.4207,0.1158,1.5216,-0.3903,-1.7626,1.1538,-0.6782,0.5608,-1.4034,0
-0.5317,0.5449,1.5848,-0.4997,-0.5234,0.6142,-0.5384,-0.0735,0.0776,-1.0715,1
-0.9093,1.2116,-0.2537,-2.3877,-1.2622,-0.52,0.3713,-0.4584,-1.0674,0.471,1
0.6443,-0.461,-0.2089,0.9606,1.7784,-0.1467,1.2375,1.7285,0.1844,1.2361,0
