@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,4,6-7,10-12,16,19,21'

@attribute A2 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.8295,-1.5558,-0.0202,-1.5196,-0.9154,-1.0799,-1.3414,0.0918,-0.6141,1
-0.1899,0.3304,1.4079,-0.5027,-0.4863,-1.011,-1.2447,-0.5565,0.7594,0
-0.5382,-0.4952,-1.1886,1.1339,1.601,1.2129,0.213,-1.3001,-0.4601,0
0.9633,-0.2037,1.2039,2.9136,0.7222,-0.3375,1.4807,0.2475,-0.15,0
0.3998,-0.8427,2.0538,0.215,-0.2033,0.27,-1.1172,-0.5076,2.3787,0
0.7071,-1.7727,-0.2171,-2.4343,-1.2153,-0.3426,-1.3633,-0.1551,0.5351,1
0.4991,0.9328,1.686,0.5484,0.449,1.7394,1.0946,-0.3973,0.348,0
-1.7159,1.542,-0.3464,-0.0868,-1.2743,-2.6372,-0.6378,0.239,-0.8953,1
0.0463,0.1771,-1.0219,-0.9146,-0.9997,-1.3398,0.102,-1.4477,0.394,1
-0.3194,1.3388,1.3998,0.2699,0.4411,0.2938,-0.2008,-0.1181,-0.0164,0
-0.3839,-0.2157,1.2026,-0.6364,0.4135,1.0023,1.6342,1.359,1.6716,0
-0.9021,0.5841,-0.6429,1.4586,-1.4568,0.0322,-1.2725,-2.2155,-0.3997,1
-1.3213,-0.4417,0.3107,-1.1929,-0.8012,-0.7197,-1.1155,0.8387,-0.0207,1
1.2312,-0.771,-1.363,0.5278,1.445,-0.8534,1.1536,1.2204,0.8762,0
-0.4724,0.2732,-0.0579,-1.9688,-0.6721,-1.9746,-2.11,-0.1729,-1.3344,1
0.4414,-1.4295,-1.0486,-0.5794,-0.2948,-0.2844,0.1311,-0.3608,0.1676,1
0.9346,1.269,0.5974,2.0063,-1.6847,-0.0015,-0.5032,0.2161,0.1993,0
0.6569,-0.5148,-0.2115,-0.2,-2.8305,0.7429,-0.3181,-1.7272,-0.7049,1
-1.1937,0.1408,-2.4481,-0.0642,1.2732,0.4188,0.2647,-2.2726,-0.5152,1
0.1043,-1.5453,-1.2373,-0.7619,-1.5025,-0.9867,-1.9679,0.6789,-1.0208,1
0.5546,0.5212,-1.0963,-1.0526,-0.8706,1.2371,-2.1777,-0.5922,-0.9672,1
-0.8551,1.4212,2.8398,1.1143,-0.3901,-0.1561,-1.8575,-0.2682,-0.3313,0
-0.6012,-0.9596,1.5723,0.0349,-0.6794,-1.1052,-1.6658,-1.4452,-0.5246,1
0.828,-1.8447,0.1609,-0.4261,-0.0424,1.0323,0.8634,0.5584,0.9746,0
-0.4056,-0.1241,1.673,0.8143,0.0143,-1.3831,0.5256,0.5482,-0.4084,0
-0.7309,-0.2019,0.2377,0.0172,1.0581,1.2065,-0.2035,-0.4919,-0.1514,1
1.2012,0.958,1.7214,0.8551,0.8735,-0.2399,1.3126,1.1113,-0.8253,0
0.9203,0.884,1.6522,0.1265,1.0349,-0.6425,-0.6193,-0.4333,-1.4767,0
1.1176,0.5955,0.5682,0.679,-0.0386,0.3624,1.8915,0.9833,1.5999,0
0.7438,-1.0719,-1.0801,-0.8466,-0.2705,0.6185,0.7881,-1.8673,-0.0717,1
0.0092,0.9031,0.6861,0.5835,3.7099,0.7361,1.2672,-0.5562,0.8466,0
0.5988,0.9651,0.495,1.1283,0.4954,0.8642,0.5222,1.1344,0.1694,0
1.0876,0.3291,0.3495,0.3587,0.2629,1.2842,0.0717,0.16,1.1675,0
0.5836,1.2753,0.046,0.7519,-0.0822,-0.6919,-0.6287,-0.8723,0.0158,0
0.4584,0.7441,-0.0124,-0.9842,-1.2835,-0.4254,-2.9228,-0.5508,-2.1792,1
0.8771,-1.4174,-0.2334,-0.3502,-1.4808,-0.8258,-0.8322,-0.8197,0.0933,1
0.8764,-0.3385,1.263,1.5059,0.7253,2.6569,0.0106,-0.0452,1.8176,0
1.1588,-0.0871,2.276,-0.9841,-0.7151,-0.3758,1.0265,-1.0299,2.687,0
0.177,0.9778,-0.2412,-1.3077,-1.3402,-1.786,0.2072,-2.4877,0.2806,1
-1.3006,0.2051,-1.1641,-0.2509,0.9604,-1.459,3.03,-2.4629,1.5383,1
-0.4182,0.5696,0.8823,-0.2401,-0.871,0.2396,-0.733,2.4182,1.5525,0
-0.8656,-0.5119,0.5284,0.3768,-0.6449,-0.7526,0.6453,-0.5623,-0.1933,1
1.6013,0.1806,2.0797,0.5915,0.8936,0.0736,0.8351,-0.2438,-0.111,0
0.9792,1.6588,1.5208,0.0036,-0.3533,0.3533,-0.6525,-1.2208,-1.407,0
0.4605,-0.3456,1.3178,-0.4062,-0.0497,-0.6542,-0.4622,-0.255,-0.0338,1
-0.3106,1.7648,-1.3602,-0.4929,0.9016,1.4838,0.6737,1.1369,-0.4553,0
0.6462,-1.4483,-1.1788,-0.9215,-0.1215,2.3852,-0.0113,1.226,-1.222,0
0.6877,1.0305,-0.8722,-0.4749,-2.1096,-1.1092,-0.2364,0.0466,-1.2295,1
-1.9966,-0.7557,-0.7107,-2.487,-0.9224,-0.294,-1.6456,-2.0608,0.0866,1
-0.3902,-0.9284,-1.3045,-2.3859,-1.3219,-0.9088,0.5907,0.9319,-0.5087,1
-0.8544,0.2654,-0.5592,-0.3918,-1.135,1.8334,1.0407,-0.633,-0.3873,1
-0.4045,-1.647,-2.1942,-1.2528,-0.2783,-0.6103,0.1755,-0.3837,-0.1611,1
-1.8848,-0.1665,-0.1307,-0.2404,-1.8191,-0.2602,0.171,-0.4866,-0.5344,1
0.8455,-1.9005,-1.8684,-0.1683,-0.1557,-2.0913,-0.5745,-3.5233,-1.1215,1
-2.1482,-1.1077,1.157,0.205,0.1071,-0.7761,-1.0327,-0.1274,-1.2536,1
-0.2615,1.6059,1.1031,1.0944,0.229,-0.3057,1.0935,0.1385,-0.1392,0
0.2979,0.1086,0.6305,-0.1602,-0.4556,0.3273,1.3461,-0.9627,0.762,0
-0.747,-1.3304,-0.3817,0.0767,-0.3923,-0.209,0.2213,-0.3356,0.5434,1
-1.0486,-0.7515,-1.423,0.3608,0.3242,-0.9844,-0.2632,-0.4296,-1.4111,1
-1.5276,0.9465,-1.1814,0.8385,-0.0298,-1.2623,1.1543,-1.6295,1.5984,1
-0.4655,1.2238,1.9566,1.7827,0.3455,-0.1184,-0.1508,2.0477,-0.2753,0
1.6364,-0.5326,-0.1191,3.88,-0.04,0.7382,-1.9333,-0.4931,0.6682,0
-0.444,-0.7026,-1.9487,0.3831,-0.3225,-0.1131,-0.412,-2.2948,-0.9302,1
2.2658,1.1388,-1.3775,0.1277,0.5256,0.9281,0.3816,-0.56,0.7871,0
-2.127,0.7719,-0.9628,-1.2179,-0.7167,-2.5452,0.3174,-1.2055,-1.5619,1
0.7441,-2.6867,-1.3261,0.0318,0.0184,0.7933,0.4309,-1.7845,-1.4856,1
0.9675,-0.5197,0.4243,2.3104,0.499,-0.736,0.8067,-0.5983,-0.1426,0
1.2223,-0.409,-0.9279,2.4681,-1.3728,-0.1113,0.1127,1.3889,-0.3195,0
1.6447,-0.0291,-0.0836,0.2173,-2.5042,-0.3142,-0.4672,-0.2895,-0.2063,1
0.0396,1.102,0.7248,-0.1304,0.0318,1.763,0.3094,1.0589,-0.229,0
-2.4618,-1.0458,-0.1148,0.7733,0.0555,-0.5643,-0.7049,-0.8796,-0.6636,1
0.6941,-0.8486,0.7098,-0.8776,-0.1116,0.119,-0.6526,-0.1818,-0.8858,1
0.7797,-1.0955,-1.1786,0.2822,-0.4043,-0.0527,-0.8287,-2.2545,-2.0384,1
-0.7989,-0.0983,-0.5776,-1.8928,2.2891,1.2038,0.9131,1.3093,-1.2929,1
0.7795,0.426,0.8646,-0.9388,-0.0871,-0.5354,-0.2956,-2.251,-1.1362,1
0.1249,-0.0378,0.524,2.0164,0.2649,0.0732,-0.0141,0.4106,0.1093,0
1.1429,-0.0861,0.2608,1.5736,-0.4342,-1.2777,0.5082,-0.1947,1.0469,0
-1.0257,-0.9404,2.7745,-0.9355,-0.2696,0.8745,-0.7602,1.0525,-0.8183,1
-0.087,0.8876,-0.6518,-0.1842,0.6508,0.4762,1.1656,0.7627,0.2271,0
-0.9103,-0.1288,0.5807,1.9639,0.6531,0.9551,0.2536,1.5819,0.878,0
0.6056,0.1086,0.8999,0.5407,-0.6007,-1.5967,-1.1237,0.3094,0.3423,1
0.1278,0.3796,0.5312,1.1819,0.1563,1.8276,1.551,2.1962,-1.9418,0
-1.7177,-1.6982,-0.4211,-0.0672,1.7244,0.1084,0.2177,-0.059,0.2294,1
-1.1141,0.0968,-0.6662,-1.0559,0.2372,-1.3028,-0.5433,-0.7083,-1.1273,1
-0.8899,-0.842,1.4363,0.8328,2.8043,0.3953,1.4174,-0.8185,1.3346,1
-0.4019,-1.4939,-0.4419,-0.5618,-1.3474,-1.1394,-0.8893,-0.6489,-0.1512,1
-0.6722,-0.9304,-1.2766,-1.0013,-0.7401,-0.4787,0.7152,0.3188,1.044,1
1.369,1.4519,-0.7953,0.457,0.3795,0.5307,0.6183,1.6004,1.0616,0
2.2656,2.047,-0.8638,-1.2618,0.5488,1.1447,-0.4945,1.1125,1.2124,0
-0.7573,1.0106,-0.3261,1.294,0.9212,1.4041,0.5194,0.328,-0.4619,0
-1.0128,-0.1271,0.2254,-1.2174,-0.6292,-0.3223,1.393,-0.9356,-1.4608,1
-0.8103,-0.8226,0.914,0.3336,1.4197,-2.8167,-2.0159,-0.139,-1.271,1
1.3162,-1.4009,-0.6822,-0.8178,-1.8316,-0.64,-2.3853,-0.5271,-0.1464,1
-2.2328,1.6843,-0.9751,-1.0424,-0.8266,-1.0561,-0.3965,1.0127,-0.5674,1
-0.4472,0.2841,0.1916,0.4756,-0.3596,-1.915,-0.3215,-0.7418,-1.1733,1
0.5573,-0.4822,-0.8882,-2.9671,-1.5873,-0.1882,-1.3402,1.2788,1.1334,0
0.8925,-1.0774,-1.0874,-2.1402,0.9528,0.8281,-0.7208,0.688,0.0736,1
1.1072,2.4921,1.3536,-1.3559,-0.3476,1.1923,1.9445,0.5928,1.0249,0
