@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,11-14,17,21'

@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
1.099,-1.4684,-1.7003,0.451,0.0877,1.8583,-0.88,1,-1.756,-0.6858,1
-0.7642,0.3038,0.8198,-1.1173,-0.5012,-0.9198,-0.198,-0.9364,-1.8025,-0.9519,1
1.3991,2.3894,-0.1118,-0.3478,-0.3639,-0.304,0.1147,0.5454,0.4672,-0.2702,1
-0.2065,-0.0582,0.2355,-2.5652,0.8904,-0.6683,0.925,1.1256,-0.1299,-0.128,0
-1.6499,-0.0895,0.2723,-1.291,0.2629,-1.341,-2.3484,-0.051,-1.1298,0.4024,1
-0.7206,0.9922,0.2963,1.334,0.2637,-0.0697,1.2222,0.6771,0.7853,0.7162,0
-2.9416,-1.8932,-0.3938,-2.4024,-1.0505,1.0761,-2.3523,-2.5376,-1.5101,-0.5445,1
-0.585,-0.9779,0.3747,0.1138,-0.5694,0.531,0.6476,-1.4087,-1.0544,-0.4233,1
-0.7654,-0.8878,-0.3607,0.7786,0.2582,-0.3653,2.2576,1.0745,1.7456,0.7255,0
0.1821,0.5378,-0.5044,-0.4964,-1.2792,0.5973,-0.7613,-1.3826,-0.7436,1.1156,1
0.3057,1.506,1.6261,-0.0431,0.796,-0.1369,1.5872,3.0643,0.4377,0.532,0
0.6359,0.4311,1.0366,0.5216,-1.2416,0.3857,-0.5591,-1.2468,1.9436,-0.4155,0
1.05,-0.8493,0.4209,0.6339,-1.6608,0.7597,-0.189,-0.3233,0.6602,-0.085,0
1.7757,1.1413,1.3723,0.9572,1.6551,0.3548,0.2165,1.1407,0.0426,0.3208,0
-0.1355,-1.0582,-2.2433,-0.7991,1.2517,-1.4551,-0.5094,-0.468,-0.7892,-2.5732,1
-2.1127,0.1319,-0.2899,-0.201,0.3854,-1.7579,-1.5156,-2.1244,-0.5414,0.3393,1
-0.8265,-0.5127,-0.5227,-1.5675,-0.7548,-1.9038,-0.2321,0.9821,0.423,-0.0198,1
0.4005,0.0331,-2.4193,-2.1792,-0.7819,-1.6712,-0.3008,-1.0514,-1.5865,0.7858,1
-0.3634,-1.2674,-0.5634,1.146,0.285,0.8682,1.2009,1.06,0.4079,0.2434,0
1.3396,1.613,1.5118,-0.4556,0.1942,-0.5836,-0.2538,0.661,-0.9298,0.2477,0
-0.4313,2.0203,1.6376,-1.463,-1.474,1.5482,-0.9064,0.8973,2.3214,0.6473,0
-0.7673,0.6715,2.2028,0.742,1.546,0.9065,1.1738,0.4253,1.9271,-0.9515,0
-0.1674,1.3199,1.148,2.0749,0.3065,1.1253,1.3067,0.8357,1.3161,0.4018,0
0.6139,0.0847,1.8272,0.2029,1.9727,0.2448,0.5494,0.4094,0.1329,0.7097,0
-0.9811,0.4914,1.3811,0.8639,-0.2668,-1.229,1.5659,-0.4241,0.2249,-1.5809,0
0.8407,1.4885,0.8901,1.6513,-0.3998,-1.7296,0.5296,0.7053,0.5721,0.0704,0
1.142,-0.1891,1.2984,2.3601,-0.4043,-0.1811,1.287,0.302,0.0839,-0.3593,0
-2.1807,0.2878,-1.8926,-0.7261,-1.3328,-1.6397,-0.568,-2.0997,0.2378,0.0093,1
0.5296,3.9924,1.7232,0.8794,1.2684,2.5885,0.7988,-0.5765,0.898,-0.9776,0
1.8178,-0.3797,-0.8001,-0.1305,0.2055,-2.1268,-1.914,-1.5908,0.017,-0.2837,1
0.679,-1.5161,-0.4421,1.7838,1.0385,0.2003,-0.1695,-0.7778,2.8942,1.2506,0
1.0609,1.6441,3.3676,-0.4654,-0.3657,-1.9599,0.5602,-0.1022,1.0287,2.5933,0
-1.0691,0.1479,0.1711,-0.9495,1.4803,0.4967,0.5167,1.0954,1.4045,0.1688,0
-1.087,0.2132,-2.1722,-0.3904,0.1952,-2.0503,-1.0906,0.1406,1.821,0.9411,1
1.8519,0.4926,0.2938,2.2316,0.1492,1.3675,-0.4852,1.098,0.0815,2.5789,0
0.2624,-0.2389,-0.1211,-1.2234,-1.8205,-2.2344,-1.3505,-0.0374,0.1306,0.0422,1
-0.3662,-0.7807,-1.3698,-0.7249,1.1319,-0.1454,-1.7399,0.2554,1.4299,-1.5453,1
-1.1814,-0.0964,-0.8318,-0.4026,0.2758,-1.2628,0.0128,-0.5639,0.7928,0.4262,1
-0.063,-1.306,0.117,-0.882,-0.6653,-0.9094,-0.6839,-2.662,-1.5826,-1.7719,1
0.7133,-2.1586,-3.296,0.2315,-1.5152,-0.3365,0.5828,-0.4993,0.5964,-1.6647,1
2.1081,0.9371,0.2995,0.8025,2.4919,1.8679,1.274,-0.9278,1.0115,0.6227,0
-0.1487,0.6502,-0.1962,2.1845,-0.1848,-0.5715,0.9618,2.0297,0.6027,-0.7535,0
0.8568,1.0606,-1.3264,1.2503,1.7468,-0.2178,-0.7106,-0.4995,-0.3781,1.2298,0
1.9614,0.9813,0.2345,0.7042,-0.0311,-0.0929,1.3416,0.7651,1.2414,-0.2111,0
0.5039,0.3301,0.0761,-0.0267,1.8641,-0.3358,0.3409,1.3414,0.1244,0.4861,0
-1.3315,-0.4987,0.1114,0.205,-0.3876,-1.845,1.0188,-0.1959,0.7129,-1.7139,1
-1.5204,-1.0459,-0.8176,0.2172,1.6918,-2.2386,-1.2853,-1.5875,-1.3504,1.2119,1
-0.6923,-2.1871,-0.138,-0.4989,1.8785,-0.9524,-1.1424,0.6976,-0.0811,-0.5001,1
0.0474,-0.2615,-2.491,0.3834,-0.7289,0.2742,-0.8186,-0.084,-0.4672,-0.291,1
1.8161,1.948,1.8987,0.7466,1.9959,0.7527,2.4166,1.0078,0.805,-1.615,0
-0.8844,1.2403,0.8784,0.1839,0.7518,1.9532,0.5,0.0154,0.0176,1.1506,0
-1.9488,-0.1528,-2.2057,1.2078,-0.0169,1.3248,-0.8738,-0.3826,-1.3618,-1.0256,1
-0.5177,-0.6197,-1.3966,0.7913,1.0136,-1.7817,0.2065,-0.432,-0.3525,-2.136,1
-3.2356,-1.2238,-0.6722,-0.9988,1.0552,1.2117,-0.4793,1.2948,-0.729,-0.8566,1
-0.808,-1.5385,-0.7167,-0.3557,-1.2955,0.734,-0.1085,-0.2826,-1.4178,-0.2768,1
0.9769,1.3689,0.9908,1.3741,0.3313,-0.0657,0.254,-1.7369,0.4765,0.4873,0
-0.762,-0.2362,-0.3529,-0.4994,-0.794,-0.6347,-0.1275,0.7132,-0.6381,-0.858,1
-0.3975,0.1784,0.3704,-1.8705,-1.3462,-0.5437,-0.0465,0.3922,0.8715,0.098,1
-0.4163,-1.4853,-0.6489,-1.401,-0.6338,0.0728,-0.8217,0.0838,0.3463,-1.0416,1
-2.2526,-0.0265,-1.6106,-1.523,-1.6181,0.1705,0.2263,-0.4647,-0.0434,-0.9969,1
1.0352,0.0697,-0.1796,0.5075,0.5926,0.9745,-1.2791,-0.6404,-0.1753,0.8384,0
-0.144,-0.0199,-0.774,-0.9932,0.5866,-0.2313,0.7418,-0.4032,-2.8149,-1.1289,1
1.3853,0.2934,0.2385,-0.3339,1.0935,0.1346,-0.2499,0.0242,0.0693,0.6345,0
-0.0467,-0.7484,-0.8396,-0.8326,-0.3648,-0.8513,-0.8315,-0.2713,-1.5258,1.509,1
-1.0072,2.0351,-0.3725,-0.3888,-0.3025,-0.2957,1.2444,0.8403,1.326,0.4187,0
2.0786,-0.3251,1.9478,0.7177,0.3033,1.4173,0.6355,0.8245,0.2456,-1.4241,0
-0.3883,2.1279,0.0997,2.9929,-0.2677,2.0819,0.696,0.9136,-0.8533,-0.2251,0
-0.2249,-0.409,0.0476,-0.7994,-0.4349,-0.7733,-0.5059,0.4559,0.0363,-1.2811,1
1.5822,0.1337,0.5227,-0.5939,1.6366,1.494,1.7108,0.6713,-1.4726,1.1629,0
-0.3354,-0.5536,-0.1554,-0.5883,-1.5603,-0.5867,-0.0294,-1.7556,-2.1327,0.9825,1
-1.0133,0.1144,-0.4332,-1.3773,0.6241,-0.7756,-1.0509,0.8591,0.6367,-0.5281,1
-0.764,0.663,0.8625,-0.8369,-0.6511,0.3606,1.4724,0.6903,-0.1372,0.4998,0
-1.8454,-0.8668,0.3729,-0.2738,-0.1543,-1.0099,-1.0496,-0.2355,-1.2843,-0.2819,1
-0.2577,0.1049,0.5446,-1.5998,-0.4055,-0.9235,-1.9575,-1.8368,-1.121,-0.1217,1
0.9386,-2.3343,0.6552,-0.4431,0.1453,-1.3156,-0.0784,2.0135,-0.1338,-0.9137,1
-0.3026,1.5137,-1.9141,-1.7957,-0.7714,0.3784,-0.301,-1.067,-1.1736,-1.5701,1
-1.0433,1.4125,-0.4049,-0.7317,-1.4416,-1.086,-1.0283,0.6462,-0.546,-0.9255,1
-0.8675,-2.4504,1.976,0.8746,1.8624,0.4578,-0.9625,0.472,1.1084,-0.2736,0
1.4932,-0.8409,-0.224,-2.2689,-0.2868,-0.2579,-1.761,-0.6614,0.8626,-0.7305,1
0.4399,-0.0136,-0.4178,-0.5506,-1.6246,1.4622,-0.5747,-2.1619,0.0345,0.4038,1
1.517,0.2671,-0.4589,1.0058,2,1.4012,1.5502,-0.1617,0.6099,2.2202,0
-0.9145,1.2325,0.3593,1.0091,0.6805,2.2066,-0.1367,0.0702,1.1331,0.2958,0
-1.9813,-1.5849,0.8766,-0.2285,-1.5261,-1.6959,-1.2615,-1.6483,-0.0471,-0.9221,1
-0.1416,-1.68,-1.6543,-0.9029,-0.9186,-0.747,-0.4315,1.038,-0.5032,-0.7658,1
-0.5967,-0.0962,-1.3103,-1.5128,0.3991,0.016,1.175,0.5028,1.0171,0.8573,0
0.2747,-0.3548,-1.443,-0.9238,2.5109,-0.3624,-0.8715,-0.5733,0.1846,-0.2034,1
-1.7864,0.2442,-0.7796,-0.0301,1.2753,-1.5662,0.6318,-0.4488,-1.8653,0.637,1
