@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-5,9,11,13-15,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute Class {0,1}

@data
0.9359,0.5244,0.1965,-0.4045,1.9369,0.7927,0.8902,-0.4077,2.1274,0.6354,0
0.6924,-0.0928,0.8403,0.9589,2.0589,1.3161,0.1273,1.5855,-0.0675,0.4916,0
0.5425,0.8128,0.9422,-1.9035,2.2501,-0.0893,2.0133,-0.3142,1.8501,1.7134,0
1.2119,1.7405,0.6325,1.028,0.0792,-0.0609,1.4191,-2.3567,-0.8768,-0.1668,0
-0.6871,-1.8864,-1.3062,-1.4878,-1.5397,-1.2836,0.4318,-0.5739,1.112,0.2813,1
-0.6212,1.2713,0.6531,0.1133,1.5034,1.283,0.4033,0.4185,-0.3986,-0.6175,0
1.2546,1.7375,-0.8419,0.7722,0.89,-0.1338,2.2292,0.4552,-1.2198,-0.0229,0
1.0337,-1.1098,-0.9947,2.2808,-0.4831,-0.701,-0.742,-1.3046,-0.0691,0.2735,1
2.0004,0.2112,-0.9163,-0.4539,1.2557,0.9893,1.1602,0.9737,0.302,-1.4556,0
0.4914,-0.7645,0.4374,1.8827,0.5157,2.2798,1.7305,-0.2542,0.744,2.5231,0
0.1836,-1.6489,0.116,1.1347,-0.6402,1.1349,-0.087,-0.5881,0.9999,-0.5632,0
-1.1592,-0.2791,1.1188,-0.1153,0.2247,-0.4925,0.0048,-0.3773,-0.1606,0.3005,1
-0.0069,1.6558,1.0331,-0.4443,-0.4203,-0.034,0.4307,-0.1307,-1.1334,-0.6795,0
0.9034,0.2431,1.5505,-0.0813,0.211,0.6261,-0.3837,-0.0956,0.2873,0.2858,0
1.5687,-0.3466,-0.9424,1.4462,-1.5808,1.266,-0.3113,0.5051,2.5016,1.9038,0
-0.0194,-1.1389,0.3844,-0.0999,0.8409,0.1601,0.4531,-0.1889,0.174,0.6682,0
3.0936,-0.341,-0.0105,2.3978,0.9894,0.914,-0.5346,0.8079,1.676,-0.009,0
0.6533,1.6961,0.4165,0.9913,0.1379,-0.4404,-0.3609,0.5138,1.0408,0.5586,0
1.399,0.4178,0.0825,0.4712,0.1377,-0.2037,0.3248,-1.2233,-0.7772,0.7312,0
-0.3487,-0.1651,-1.0462,0.2314,-0.6075,0.1177,-0.8024,-0.2132,-0.6782,-1.0854,1
1.0514,2.2912,0.4768,1.646,1.3395,-0.0408,0.1225,0.0724,0.3137,0.412,0
-1.3613,-0.6184,-0.8696,-1.7244,0.0467,-0.8338,-0.0513,-0.8428,-1.2182,-0.6192,1
0.4668,-0.0333,0.3523,-0.34,-0.3401,1.4953,-0.9721,-0.4718,1.7402,-0.1882,1
1.482,-2.5319,-1.925,-0.9881,-0.3857,1.8461,-1.3123,1.9729,0.67,-0.3886,0
0.1627,-2.4409,0.4676,0.7394,1.2475,-0.1967,0.2813,1.1048,0.3422,0.2014,0
-0.4183,1.2229,0.5611,-2.8704,-2.3332,-0.884,0.3493,1.0547,-0.6164,-0.2965,1
1.298,-0.3824,1.2567,-0.0851,1.2917,-0.005,-0.0537,-0.7522,0.8608,-0.512,0
-0.9193,-0.4402,0.9556,1.6879,-1.3029,1.1513,0.2637,-0.6704,0.5441,-0.4325,1
-1.4081,-0.5475,-0.3746,-0.9756,0.4927,-0.4003,-0.7597,1.1897,-1.2604,-1.9979,1
-1.2437,1.1309,-1.8087,-0.3892,1.2007,-1.1105,-0.2102,0.5548,-0.6061,1.4153,1
-0.7009,-1.3052,0.4383,-0.7773,-1.5516,-0.1289,-1.1003,-1.3747,-0.6319,-0.5234,1
-2.9238,1.3081,2.3204,-0.4769,0.0203,0.3876,1.9433,-0.2994,0.5212,-0.1748,0
-1.0068,-0.2172,0.4305,-0.2543,1.0991,-0.4269,-1.2703,0.6679,0.2541,0.3082,0
-0.396,-0.8469,-2.3197,-0.1995,-2.259,0.309,-1.4631,-0.3262,-0.6246,-0.1107,1
0.4149,0.9384,-0.3786,-0.8743,0.2252,0.7536,0.4505,-0.9876,-2.0063,0.4983,0
-1.4118,-0.604,0.6173,-1.4057,-0.1597,-1.1422,-0.6943,-2.3856,0.1607,-1.2907,1
1.4799,1.7742,0.7518,-1.4258,-0.6588,-0.1694,-1.1045,-0.2219,-1.7889,-1.2554,1
1.0634,1.1576,-1.0811,-1.8897,-0.9714,1.8406,-1.5986,1.8194,-0.5323,1.672,1
0.2069,-1.7225,1.2001,0.4035,1.6786,0.1237,-0.6938,-0.2619,0.6878,0.4927,0
-1.02,-1.0345,-0.1103,-1.2456,0.0481,1.6879,0.0592,0.03,-0.9861,-1.1079,1
1.7688,0.472,0.4605,-0.6785,-0.9909,-1.2328,-1.9993,0.2727,-0.0846,-0.3441,1
-1.4717,-0.0946,-0.5957,-0.225,0.7638,-0.6219,0.1898,-0.3773,-0.9454,-0.6969,1
0.6864,2.3661,0.0945,-0.0211,1.2002,-0.879,0.3792,0.3285,1.653,0.9057,0
0.1959,0.2323,1.3166,1.6026,-0.0305,1.1073,-0.3935,0.2644,1.3136,0.7313,0
-1.5336,0.8755,0.9818,1.3982,0.179,1.2827,0.1468,0.9897,1.1041,0.8897,0
1.3124,1.7396,-0.1031,-0.3074,-0.8304,0.7283,0.4238,0.4984,1.1422,1.1743,0
-1.0349,-1.2541,1.2961,-0.9885,0.3779,0.5739,1.2593,-0.1415,-0.1717,-0.3771,0
0.0692,0.2113,0.5096,-0.1859,0.1553,0.2154,-0.1396,0.0604,-0.8986,0.0373,0
-1.0824,-0.4564,-0.2305,-1.1654,-0.7061,-0.3313,-2.0984,-0.5882,-0.5235,-1.109,1
-0.8199,1.1563,-0.6496,0.3723,1.0606,-0.7366,0.3059,-1.697,-1.5867,0.3477,1
1.2386,0.3053,0.5853,1.0332,0.3473,-1.3523,0.9772,0.8559,1.0014,0.8144,0
1.8015,0.9421,1.3133,1.0071,1.1418,0.2612,0.1516,-0.7665,0.5497,1.5344,0
-2.6403,-2.3258,0.0571,-0.3916,0.2067,0.0808,-0.728,0.3776,0.4662,-1.1299,1
0.2379,2.2982,-0.4236,0.1991,1.355,0.8244,0.6844,1.2246,0.377,-0.0334,0
-0.1706,-0.3257,-0.2447,-0.2728,-0.1541,-0.4757,-1.6934,0.9234,1.2789,0.1987,1
0.8853,-0.2595,1.1718,-0.5987,0.4243,0.0105,2.2447,0.9708,-0.2844,0.7135,0
-1.1114,0.7388,-1.9488,-1.5713,0.2992,1.0514,-0.7089,-1.6091,-0.879,-0.7273,1
-1.6154,0.2124,-0.1254,0.3995,-1.6869,-2.1708,-0.4202,0.5441,-1.2426,0.6383,1
0.4521,0.0754,-0.3895,-1.4508,2.444,-0.1712,0.5113,-0.1548,0.2899,-0.7194,0
-0.0836,-0.3456,0.4812,0.1548,1.3205,0.0402,-0.1478,2.0853,0.2368,0.1671,1
-0.2163,0.3984,-1.4107,-0.5398,0.7403,-0.8283,-0.3634,-0.786,-1.5073,0.0363,0
0.8294,-0.0826,2.0501,1.5135,2.3213,0.577,0.0315,1.745,-0.8526,0.1674,0
2.5773,0.4179,0.3039,0.8677,-0.0555,-1.0297,1.9825,-0.5187,0.4336,1.1682,0
0.09,-1.7458,-0.1512,-1.754,-0.5987,-0.6106,-0.4768,-1.0058,-0.7262,-0.587,1
-1.4449,-1.4173,1.8866,1.2322,1.3203,0.1193,-0.705,0.9797,1.426,0.5344,0
0.1252,0.3777,0.811,-0.267,-0.5504,0.3645,-0.7665,-0.864,1.5907,0.318,0
1.2036,0.8681,0.6362,1.3522,0.3156,0.6106,1.1817,0.8453,1.3013,-0.0248,0
-0.4372,1.2891,-1.4438,0.1393,-0.6807,0.8563,-0.5267,-0.0158,-1.1284,0.1563,0
1.9596,-0.183,0.6947,0.8735,0.6107,2.2549,-0.29,0.9084,-0.5682,-0.5345,0
-1.1658,-0.3627,-2.3702,1.2246,-1.2275,-2.034,1.5577,-0.1464,-0.6454,-0.2784,1
2.2314,0.6058,1.6034,0.3766,1.6779,0.3106,0.9269,1.3593,0.0199,0.1517,0
0.229,0.6854,1.2956,0.2873,1.5207,1.9048,0.9202,0.83,0.4312,-0.5721,0
-1.794,-1.6443,0.4796,-1.0102,-0.4699,-1.6124,2.109,0.1304,-0.6817,0.238,1
0.6068,-2.0401,0.5301,0.221,0.3963,-0.3896,-0.1735,-0.7796,0.7924,-1.4686,1
1.1215,-0.8548,-2.5166,-0.3105,-1.2965,-0.3611,0.2373,0.6267,-0.5521,-0.9169,1
0.7265,-0.4504,0.0489,-0.6119,0.8261,0.4333,0.9197,0.1075,0.7858,-0.6541,0
1.4716,1.6862,1.2795,0.6885,0.3297,1.3579,1.2255,0.4855,-0.2104,0.1922,0
0.1062,1.3347,1.4006,0.7344,0.7892,-0.4658,0.3467,2.0453,-0.3351,0.3349,0
1.6561,0.3812,1.9453,-0.5415,0.866,1.6581,1.4805,0.2977,2.0916,1.0977,0
-1.5804,-1.0834,1.0158,-0.289,-0.2706,-1.1247,-1.0235,-0.1075,-2.1929,-0.1067,1
-0.4417,1.19,1.4209,1.2213,-0.6357,-0.052,0.3762,-0.0017,0.7795,0.0978,0
-1.085,-0.8292,0.072,0.5013,-1.8723,1.5905,-0.3363,-1.3289,-1.3914,-0.5665,1
-0.8116,-1.1316,-0.8623,-0.3321,-0.9757,-0.1889,-1.7639,-2.184,-1.4295,1.3533,1
0.5525,2.9479,-0.2208,-1.1418,-0.5634,0.4042,1.5679,0.2566,1.1677,-0.2351,0
-0.7253,-0.311,-0.2928,-0.0137,-0.0005,-1.1213,-0.6024,1.5338,-1.6045,-0.0671,1
-1.0579,2.1634,-1.1508,2.4372,2.0915,1.6726,1.1449,-0.3125,0.7357,1.2845,0
-1.182,0.8608,1.4186,0.8389,-0.1264,1.0615,-0.1001,-1.639,0.5331,0.1809,0
-0.864,0.7798,1.4105,0.4164,-0.9393,1.571,0.6095,2.3869,1.0671,-0.353,0
0.6597,1.3751,-0.8179,1.2681,0.3145,0.0435,-0.8923,0.0688,1.6765,1.8454,0
0.7619,1.2979,0.2079,0.4372,0.7906,-0.4102,-0.224,-1.2387,-2.4787,-1.2928,1
-1.9838,1.2897,0.8916,0.9893,1.676,1.148,1.8922,0.2109,1.2837,0.1377,0
0.6324,-0.0165,0.9499,-0.5805,1.1857,0.0187,-0.0822,-1.1008,0.3625,0.9804,0
1.1982,1.1216,1.1333,1.2737,0.4088,-1.4997,0.2824,1.3772,1.2702,0.8944,0
0.5624,-2.4961,-0.9157,-1.0801,-1.4233,0.1738,-0.8399,-0.8058,0.1163,0.5092,1
-1.4789,-0.8551,0.1679,0.6751,-0.8664,-0.0039,1.0011,0.2029,-0.9538,-0.4058,0
1.1247,0.1602,-1.0814,-0.1652,2.0108,0.3332,-1.6544,-0.8346,0.942,-1.1633,0
-0.0314,0.943,1.7546,-0.3879,-2.5243,-0.1503,-0.0256,-0.7482,0.9503,0.1456,1
0.7678,-0.4155,-0.7502,0.4366,-0.6302,-0.9439,-1.5599,-0.3917,-2.5649,-1.0646,1
-0.5253,-1.1916,-0.008,0.8537,0.171,0.2484,-0.2628,0.3039,0.6276,-1.3039,1
0.1208,0.8454,0.6887,-0.6711,-0.772,-1.4447,-0.07,-1.2828,-0.2078,0.5777,1
-1.0148,-1.3941,0.6716,-0.5745,1.2765,1.5318,-1.3219,1.1992,0.0558,0.5711,0
1.3211,1.1741,1.9011,1.4321,-0.5962,-0.6027,-0.4093,-0.945,-0.0526,1.0646,0
1.3008,1.4904,1.2263,1.8102,1.3699,1.6439,1.3577,1.6126,0.7893,-1.1801,0
-1.0292,1.5348,-2.1908,1.1966,-0.0975,-1.1313,0.1524,-0.2994,0.4208,-1.413,1
-0.3561,-2.8921,-1.5065,0.2899,0.8107,-2.1535,-0.2538,-2.6204,-0.6866,-1.6541,1
-0.4683,-2.0464,0.3252,-1.2041,0.1355,-0.2995,0.1935,1.5686,-0.4583,0.2862,1
-1.0574,1.1957,-0.0014,-1.3251,0.249,0.2397,0.079,0.4116,2.7051,0.1707,0
0.0788,-0.5402,-0.8268,-0.822,0.3906,0.0449,0.9814,-0.1593,0.4055,-0.74,1
0.2771,0.5263,0.4816,1.5196,-1.1242,-0.6927,-1.6538,0.0091,-3.3781,0.829,1
