@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,5,7-9,12,14-15,20-21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.7537,0.1087,-0.6401,-2.2915,1.7196,-0.4196,-1.8475,-1.7144,0.7579,1
-1.4365,-1.2329,1.0827,-1.5309,0.4351,0.6757,0.1904,-0.9548,0.3759,1
0.2844,0.6639,0.7213,0.4483,1.9412,2.0342,2.4175,0.7084,-0.2967,0
0.8624,1.1934,1.5866,1.0404,-0.9764,1.8289,0.6058,0.6665,-0.1355,0
-0.8383,0.5936,0.9251,1.5443,0.8492,2.349,0.6158,2.7643,0.6351,0
-0.3637,1.8333,-0.7093,-0.1763,0.0637,-0.4181,0.4296,-0.5225,-0.3582,1
0.0071,-0.7721,-0.3223,-1.182,-2.9905,0.6782,1.1313,-2.0152,-1.1819,1
0.1336,1.353,-1.5423,2.1641,1.193,0.5155,-0.9685,0.3583,-0.9463,0
3.3239,-0.1621,0.1866,0.3006,-0.0545,0.7826,-0.0589,-1.298,2.0929,0
1.8207,1.2845,1.9815,-0.1705,0.5582,2.1021,-0.9396,-0.6031,1.3511,0
1.7911,1.0319,2.998,0.9981,-0.3629,0.1261,1.7855,1.243,-0.9288,0
2.2218,-0.2752,0.2618,0.8384,-0.192,0.2842,1.1234,-0.2201,0.3307,0
0.8637,-0.2657,0.9546,-0.1677,0.1298,-0.7556,0.3191,0.0828,-0.5047,0
-1.454,0.2855,1.9813,-0.1677,0.469,-0.1372,0.4375,1.1141,-0.4082,0
0.7752,-0.7893,-0.2016,-0.7313,-1.4266,-0.5281,-0.8032,-1.5035,-0.2682,1
-1.3683,2.4887,1.3658,0.5174,-0.3272,0.7756,2.1594,1.7584,0.1068,0
-0.0995,-0.5172,-0.202,-0.7085,-1.4282,-1.6428,0.2822,-0.7881,-0.8115,1
-0.0107,-1.577,-2.9487,-0.9928,-0.0924,-1.1425,-1.2427,-1.5006,-0.9898,1
1.3799,-0.948,-1.8407,1.1446,0.8754,-0.2041,1.3926,0.7059,0.7779,0
-0.2227,0.2139,0.353,0.2045,-0.0605,0.1348,-1.6584,0.0729,-0.4955,1
-0.6982,1.2909,-0.6505,0.2572,1.0092,1.0616,1.8578,0.5608,-0.2218,0
-1.1053,1.1098,-0.7652,0.949,0.867,-1.4355,-0.1832,-0.9457,-0.2279,0
0.9575,0.0251,0.2943,1.4252,0.5858,1.7722,1.2005,0.6353,2.2431,0
-0.9261,-0.2487,0.1783,-1.1107,-2.0371,0.2753,0.17,-0.1387,-0.8917,1
0.3304,0.5681,2.1515,-0.0944,0.3565,1.1294,0.7345,0.3383,-0.2938,0
1.3544,0.2944,0.703,0.5827,1.1447,2.1024,-0.1897,2.125,-0.4491,0
0.2017,-0.4851,-0.49,0.6703,0.6349,0.1251,-1.9957,-0.474,0.3019,1
-0.0981,0.0771,0.9768,2.0671,1.2438,1.5827,2.0452,1.025,3.2907,0
1.2283,-0.9697,-0.1259,1.2761,1.9046,0.297,0.636,-0.4034,0.7032,0
-0.3047,1.1373,-1.8501,1.4757,2.3788,-0.4884,1.0285,2.7729,2.2667,0
-1.5027,2.0284,0.3122,0.3406,-0.3686,0.1818,-0.2384,1.137,0.3725,0
-0.6729,-0.6059,1.4576,1.8216,1.6579,1.1059,-0.3834,0.6073,1.427,0
1.0549,1.2319,-0.6497,1.8968,0.7684,0.5718,0.5179,-0.533,1.3307,0
2.1337,3.0617,0.7055,1.0678,0.2136,0.3626,0.2631,0.1063,0.6664,0
1.2488,0.1851,2.4391,1.0802,1.8329,0.1975,1.3856,1.097,0.4009,0
-0.8597,0.2274,1.3712,1.4623,0.0392,1.915,1.2309,-0.5523,-0.0401,0
1.5455,1.4271,0.1175,-0.0359,0.0775,-0.2083,-1.3447,0.1407,0.7837,0
-0.5836,-0.9985,-1.6608,-0.7699,-1.8174,-1.6859,0.2277,-2.929,-0.767,1
2.2452,-0.8279,-0.0511,-0.9076,1.3491,0.1729,0.5263,0.8417,0.2949,0
-1.7792,-1.2913,-0.4536,-1.576,1.0867,0.7098,-0.1131,-0.6211,-0.1433,1
1.6636,0.1637,-0.0042,0.6109,0.8816,0.5859,-0.1927,2.3349,1.2917,0
-1.045,0.8912,0.6326,-0.3417,0.2087,-0.6447,0.9371,-0.9073,-0.4059,0
0.082,1.0845,-0.4101,1.5675,0.0129,-0.5696,-0.1178,-1.9334,1.5827,0
-0.1776,-1.3226,-1.9134,0.0919,-0.648,-1.1503,1.2835,-1.9929,0.3784,1
-1.49,1.7818,0.8977,0.0435,2.6761,2.4834,-0.0837,-1.1225,0.3552,0
-1.8101,-0.6447,-0.0813,-1.6451,-1.0974,-0.3347,-0.4614,0.018,-0.5829,1
1.8796,0.7233,1.8708,0.2245,1.0216,-0.3396,0.9129,1.275,-1.2913,0
0.219,-0.0011,-0.7192,0.6909,-0.7686,-1.8169,-1.2456,-2.8889,-1.6604,1
-1.0211,-1.2896,0.2992,0.1846,0.7733,0.014,-1.5207,0.0431,-1.3763,1
-0.8538,-1.1458,-0.4432,-0.3898,-0.9099,-0.1081,-0.2077,-0.9256,1.9303,1
-0.7421,-0.0387,0.59,-0.9823,-1.0501,-0.2737,-2.0881,0.5625,-0.3399,1
0.1767,0.5401,1.0592,1.7551,1.7909,-0.1772,1.2832,0.118,0.3698,0
-1.8597,0.6116,-2.0709,-1.8677,-0.8365,-0.0294,0.1116,1.8532,-1.537,1
-0.1181,-1.4028,0.2417,0.5297,1.9948,-0.7029,1.034,-0.6904,0.6659,0
-0.8984,-0.4657,-0.4112,-0.42,-0.3126,-0.3844,0.3297,-0.2264,-1.4481,1
-0.7376,1.3823,-0.0273,0.1221,-0.2942,2.0589,-0.2009,-0.0064,0.8314,0
0.7565,0.2691,-1.8476,-1.4567,-0.6094,-0.2423,0.1252,-0.6992,-0.3878,1
-0.305,1.2498,0.1682,-0.1724,-0.6535,-2.6136,1.3177,-2.7748,-2.591,1
2.411,1.3966,0.9801,-1.0353,1.1787,-1.1567,1.8911,1.5954,-0.4854,0
-1.095,-2.3245,-0.2352,0.7919,-1.8483,-1.1791,-0.3369,-0.7556,-0.1369,1
