@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3,7,10-11,13,15,17,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
-1.2134,0.7827,0.3899,-0.4462,1.1027,3.486,-0.4158,-0.1984,0
1.2607,0.9245,-0.0184,1.7455,1.2481,1.33,0.3843,-0.9301,0
1.5553,0.4814,-0.0528,1.5801,0.6177,2.3668,-0.8073,-0.8872,0
-2.0902,0.5311,0.2743,1.091,0.6988,-0.6202,0.6244,-0.107,0
-1.4728,-0.5887,0.6999,1.4549,-1.2524,-0.5315,0.3871,0.6178,1
1.8351,-0.6455,-0.0935,0.9581,-0.2856,-2.0905,2.0079,2.0675,0
-1.319,0.2278,0.6876,-1.3191,0.8937,-0.6334,-2.4636,1.0778,1
2.3227,1.0099,0.8105,1.3126,-1.6629,0.6879,0.9368,0.1599,0
0.4703,0.6918,-0.6821,-0.9121,-2.2333,-0.767,-1.8829,-2.9035,1
-1.8938,0.7735,-0.7076,-0.3965,-0.835,-0.6157,-0.0269,0.0718,1
-1.8976,0.2389,0.5846,0.3359,-0.8149,1.8225,-0.588,0.196,0
-0.4078,-0.5181,1.1598,0.5679,1.069,-0.6052,0.5001,-0.2928,1
0.4113,0.5778,3.0247,0.825,0.5674,-0.7001,1.1458,0.2389,0
-0.9358,0.2576,1.7496,3.0645,-0.9855,0.4002,2.2012,0.148,0
0.5642,-1.2332,1.7208,0.3906,-0.548,-1.6462,-1.9821,-0.2088,1
1.5064,-1.8831,0.289,-0.3086,0.8751,0.1953,0.8082,-0.9731,1
0.382,0.8539,1.9454,0.0149,0.7313,0.0282,0.484,0.4679,0
0.495,0.3115,0.0533,-0.6514,-0.7748,1.8722,0.2788,0.1544,0
1.102,2.1571,1.1323,0.5957,0.2387,-0.6228,1.6253,0.4458,0
-0.8211,-1.0215,-0.9671,-1.1317,-0.4266,0.2387,-0.1538,-0.8227,1
0.3063,-0.6531,-0.0977,0.438,0.9045,0.2653,-0.1526,0.0008,1
3.532,-0.6999,-0.1261,0.0213,-0.0232,0.8317,-0.0711,2.1066,0
-0.9709,-0.9848,-0.4378,0.6978,-1.8041,0.0491,0.017,-0.4332,1
1.6625,0.4445,1.0221,0.8397,-0.9827,0.0224,-0.463,-0.9794,1
-1.9044,0.1706,-0.0357,0.1276,-0.3776,0.6536,-0.9499,0.1325,1
0.6287,-0.5153,0.7363,-0.3125,1.9679,1.0953,-0.4684,0.3728,0
2.1924,-0.4398,-0.9437,1.2002,0.953,-0.9781,1.2406,-0.1514,0
1.6938,1.044,0.9019,0.1448,0.9116,0.1436,-0.2192,-0.1771,0
-0.7845,-0.4365,-0.6286,0.1231,0.8139,-0.7536,-0.2434,-0.159,1
-1.086,1.6508,0.9717,-0.6884,0.0678,0.562,1.0716,-0.9425,0
0.0372,1.7693,-0.6004,0.7784,-0.2437,1.0153,1.3915,1.4021,0
1.5682,1.7739,0.9226,0.4453,0.2518,-1.2115,-0.0068,-0.2421,0
1.361,1.1748,-0.4637,-1.3078,1.6286,0.0479,-0.9622,-1.2213,0
-1.1117,0.7148,1.0456,-0.6793,-0.9148,-2.1145,-1.4324,-0.109,1
-1.0201,1.077,0.2617,0.6234,1.1478,1.373,-0.3204,-0.3312,0
-0.0701,-0.4071,-0.1737,1.3791,-1.126,-0.9154,0.2705,-0.82,1
2.311,0.2032,-0.7781,2.2271,-0.907,1.7336,1.6292,0.9123,0
0.1864,-0.5122,-1.2981,0.0578,-0.1073,0.9902,-0.7707,-1.13,1
0.2027,0.6462,-1.8737,-1.2447,1.4089,-0.6362,0.2299,1.3571,1
1.2189,-1.1732,-0.5368,-0.5612,1.0591,0.4131,-1.0575,-1.1795,1
0.8475,-0.7069,0.4196,0.0983,1.5765,0.0844,0.4455,-0.1143,0
-1.162,-1.9528,-0.7087,-1.4374,-1.0194,-0.3168,-1.0838,0.5404,1
-1.1092,1.3033,-0.4209,-1.392,-0.1293,-1.4993,0.45,-1.8932,1
1.6698,-0.4295,0.585,0.1713,0.4222,-0.3126,-0.4589,1.8363,0
0.2617,2.3421,0.0787,-0.9647,-1.0802,-0.0017,0.9931,-2.134,0
0.0398,0.9593,-1.3933,-0.9642,-0.133,-1.1072,0.0492,1.1568,1
-0.6722,1.2065,-1.3748,-1.2486,0.6161,-0.2371,-0.54,-0.2482,1
-0.1932,0.5569,0.5892,1.6274,0.7874,-0.2949,-1.129,-0.1072,0
-0.0763,1.5638,1.3307,0.2177,0.3534,1.3512,2.2565,0.5705,0
2.1117,-0.0714,0.5191,-0.8982,-1.4085,-0.7488,-0.6147,-0.1091,1
1.2622,1.2026,-0.748,1.2883,1.2492,2.9622,-0.3722,-1.5321,0
-0.6848,-1.1075,-0.2548,-1.9708,-1.2192,-0.276,-1.6055,-1.3451,1
-0.4215,-0.5185,-0.3198,-1.9121,-2.8598,0.1804,0.8592,-0.0052,1
0.9965,-0.2088,-0.4274,0.765,1.6038,-0.5578,-0.8001,1.4002,0
0.1627,-2.4995,-0.2171,-0.7159,-0.9375,-0.0717,1.0362,-0.4538,1
1.0007,0.9489,0.0182,-1.7414,-0.158,-0.0863,1.1481,-1.276,0
1.0326,0.0437,0.8363,0.2812,2.7137,-1.0688,-2.1434,-1.8585,1
0.6472,-0.0018,-2.5816,0.3248,-0.8673,-0.3811,0.0817,0.5346,1
-1.2646,-1.7043,0.8508,0.0376,-0.9965,-0.0955,-1.4831,-0.1702,1
-1.2504,0.775,0.9965,1.0532,-0.2113,1.1952,1.3836,0.0643,0
-0.4579,-0.4918,-0.0915,0.3267,0.0919,1.7083,0.5079,1.2679,0
0.0964,1.9802,1.703,0.5916,1.1131,-1.3202,1.8607,-1.5874,0
0.6272,0.7756,1.0532,-0.6125,2.7057,1.6122,1.6633,2.478,0
-0.8968,1.2536,-1.84,-0.8889,-0.8223,0.1196,-1.0196,-1.2092,1
-0.3995,0.6008,1.9346,0.8646,1.2357,3.3326,-0.1595,-0.2651,0
-0.6694,0.1538,0.6696,0.6745,1.8295,0.5041,0.0271,-0.9105,1
-0.0094,0.6825,0.8445,-0.6251,-1.4981,-0.8715,0.9469,2.8073,0
0.9808,0.559,-1.3515,0.9309,-1.453,-0.8829,-0.2801,2.7358,1
1.8717,0.1158,-0.3903,1.1538,-0.3728,0.5301,-0.5771,0.0313,0
-0.5317,1.5848,-0.5234,-0.5384,-2.4611,0.1306,-1.9198,0.6793,1
-0.9093,-0.2537,-1.2622,0.3713,2.3218,-0.5731,-0.6715,-1.4532,1
0.6443,-0.2089,1.7784,1.2375,1.0387,-0.2622,-0.4975,0.7169,0
0.1073,0.4743,-0.4353,-1.5787,0.3127,-1.2186,-0.6982,-0.7192,1
0.9549,0.0338,2.7177,-0.6531,-0.853,-1.5641,-0.1373,-0.5984,0
1.8923,1.5097,0.9057,1.2785,0.563,-1.9573,1.918,-0.4867,0
-0.642,-1.0149,1.8469,-1.1302,0.6981,-0.6314,1.0047,-0.3244,0
-0.0121,-0.6507,0.793,0.5128,-0.1739,3.3235,0.0851,1.4908,0
-1.128,-0.9371,-1.1318,-1.9357,-1.9877,0.51,-1.5608,-1.685,1
0.6946,0.7638,-1.7356,-0.6652,0.502,0.7981,0.5307,-0.0003,0
0.3806,-1.4236,0.3791,-1.1512,0.6176,-1.0021,-0.9774,-0.3979,1
-1.3872,-1.8764,0.2101,0.8771,0.2906,-0.9838,-0.8267,0.0712,1
2.1082,2.0813,0.0636,-0.0081,1.6095,-2.8058,-0.7272,0.7443,0
0.3997,1.6478,0.9019,-1.9843,-0.4858,-2.1203,-1.142,-1.4483,1
-0.6997,0.8089,-1.195,1.3422,1.157,-1.324,-1.1085,0.2912,1
0.414,-0.6055,0.2656,1.1381,-0.4328,-0.2277,-1.4823,-2.2469,1
0.5363,-0.0278,-0.729,-0.4108,-0.8539,0.3276,-0.9333,1.2758,1
-1.7427,-0.1543,-0.2655,-1.624,1.0397,-1.5719,0.3959,-0.568,1
-1.1203,-0.2721,1.0597,-0.6408,-0.1793,0.2807,0.8216,-1.5382,1
0.7735,0.8393,1.067,0.4041,1.1595,1.0097,0.195,0.0353,0
-0.1141,-0.0039,-2.377,0.004,-0.9557,0.4824,-1.0939,0.5059,1
-0.3283,-0.806,-1.8242,-1.1726,-1.096,0.5271,0.6742,-1.5886,1
-2.2421,0.4792,-0.2673,0.3608,-1.0119,-0.7042,0.0935,-0.2365,1
-0.5478,1.1359,0.1916,0.2275,-3.3712,-1.5027,0.024,2.0495,1
-0.4195,0.536,-0.8884,0.8368,2.3705,0.5026,1.1278,-0.1966,0
-1.1036,1.2341,-0.6969,-1.7944,0.289,-0.9594,-0.4377,-1.2135,1
-0.6406,0.0464,-0.3429,-1.1213,1.3806,-1.6796,-0.0224,-0.276,1
-0.6599,-1.153,-0.157,-0.7287,0.4905,1.0123,-1.3867,-1.6664,1
-0.2144,-1.076,1.6445,0.7721,1.5366,-1.5865,1.0993,-0.0118,0
2.3975,0.6278,-1.7037,0.3335,-1.4738,2.8462,0.7924,-0.6072,0
-0.6409,0.5834,0.6295,-0.0546,-1.9856,0.7682,-1.5257,-0.1044,0
1.4124,-0.1529,2.594,1.6202,-0.6376,-0.6761,0.5351,1.6222,0
-0.3583,0.1204,0.0797,-0.5691,-0.58,-0.0571,-0.0629,1.13,0
0.0879,-0.8346,2.8217,0.4209,1.5999,0.6336,-0.2168,-0.8846,0
-0.6669,-1.0013,-0.186,-0.5319,-1.7867,0.1064,0.5932,-1.4035,1
-2.5581,0.1901,0.8807,0.5323,-1.0844,-1.3275,0.1854,0.0187,1
-0.2609,-0.5727,0.4674,0.2415,0.1148,0.7184,-0.0748,-1.9115,0
0.251,0.5522,-0.588,-1.1488,1.2652,0.2339,-0.3811,0.3692,0
-1.134,0.253,2.0761,-0.1877,-0.3202,1.4586,1.898,2.1896,0
-0.0359,0.3016,0.0502,2.7005,0.168,-0.8391,0.9661,0.3482,0
0.1481,-0.1881,-2.3031,0.2189,-1.6459,-0.4471,-0.6091,-0.7921,1
0.572,1.3296,-0.741,1.0509,0.1611,1.5449,0.893,2.3454,0
0.6499,1.7543,-1.0856,0.9567,0.4029,0.6155,1.0897,0.299,0
2.0221,0.429,-0.6061,-0.3936,1.452,0.0697,0.2315,1.0418,0
-1.0811,-0.9378,-1.0813,2.13,-0.4795,-1.2464,-0.2921,-1.1833,1
1.6685,1.3664,0.5793,-1.4456,-0.0928,0.0522,-0.1731,-0.6762,0
0.0996,-0.3527,1.7754,0.0816,-1.0051,-0.34,-0.2789,-0.0243,0
-1.8148,-1.678,2.017,1.3247,2.2147,-0.6967,-0.7285,-0.0421,0
-0.01,-0.2341,-0.7712,-1.3927,-0.4891,-0.4902,-0.146,0.22,1
-0.1681,0.0105,0.2168,-0.0111,0.7906,-0.0892,-2.0641,-0.1127,0
-0.477,-0.7126,0.0687,-0.6191,-1.5826,-1.6052,-0.7626,-1.3238,1
1.1427,-0.1079,1.6746,-0.756,0.7159,1.9283,0.1281,0.6553,0
-1.1622,-0.3006,-0.2646,-0.1642,-0.6152,-1.1758,-1.2829,-0.0569,1
-2.1492,0.4626,0.8373,1.0488,-1.5859,1.6602,-0.0675,0.813,0
0.5932,-1.3987,0.1579,0.5503,0.1775,0.9197,-0.4621,-0.1423,1
-0.8286,2.0258,2.1778,0.8585,0.1661,0.6018,0.7141,2.0468,0
0.8927,-0.4319,1.032,1.0616,1.0352,-0.5497,0.745,-0.5206,0
-0.2753,-0.8932,-1.1016,-1.5393,-0.8197,-1.4411,-2.1033,-2.6038,1
0.5949,0.3807,0.1558,0.7173,-0.9987,0.8703,-0.4451,2.3297,0
0.1163,-1.0913,1.3187,-0.6404,-2.9278,0.9115,-0.7017,-0.2919,1
0.187,0.3358,-0.2168,-1.1188,-0.7184,0.441,-0.8816,-1.3681,1
-0.4184,-1.412,-1.6394,0.7041,-1.5889,-0.7809,1.6613,-1.0208,1
-0.4268,-0.1375,-0.5733,-0.6185,0.1984,-0.0233,-1.7979,-2.6148,1
-0.3297,1.947,1.2995,0.8669,1.6338,3.2296,-0.2327,1.3836,0
-0.5357,-1.0169,-0.5218,-0.4719,0.1555,0.2986,0.2505,-0.323,1
0.695,0.1796,-0.623,-1.1992,-1.6967,2.5931,1.9069,0.3055,0
0.7843,0.0106,-0.8707,-0.8088,1.3516,0.5266,0.9236,1.5397,0
1.1974,2.3571,0.7776,0.7753,-0.6222,-0.6861,1.3471,0.1188,0
0.236,2.4907,1.3039,1.5741,1.5571,0.8184,-0.6027,-0.6074,0
0.0325,0.3204,0.9247,-1.8563,-1.6852,0.6498,1.2669,-0.3971,0
-0.1325,-1.2502,0.6362,-0.6627,0.2454,-0.8593,-0.4881,-0.0619,1
0.9599,0.1239,0.0629,1.1706,2.0376,0.9868,0.9098,-0.4175,0
-0.042,0.9992,-0.0752,1.243,1.0248,0.5432,-1.2597,0.6606,0
-1.5105,0.1882,-0.7609,-0.9476,-0.5045,-0.3163,-0.7539,-0.0488,1
-0.2714,-1.3623,-2.0062,-0.9231,-1.0408,-1.2018,-1.276,-0.5464,1
-0.4193,-1.0531,-0.2573,0.1794,-0.3641,-0.5227,0.086,-1.2721,1
-1.1618,-0.8474,-2.5778,0.3912,-1.2786,-0.0712,-1.3156,0.4942,1
-0.7116,1.8658,0.1548,-1.7388,-0.4371,2.1175,-0.2832,-1.1294,1
-1.893,0.8521,-1.7871,-0.51,-0.881,-1.567,-0.7984,-0.6769,1
-0.3801,1.5373,1.5036,0.0486,1.754,0.0533,1.4324,0.1815,0
1.9919,0.3222,3.1025,1.9178,0.8947,0.3224,-0.9282,0.6487,0
0.8397,-0.4729,0.8807,0.5608,1.0092,-1.1892,-0.6141,-0.6523,0
-0.1359,-1.7815,1.8791,-0.3324,-0.0727,0.342,-0.6698,-0.5657,1
-1.3185,-1.8845,0.2479,-0.5374,-1.2582,0.0487,-1.2348,-1.6021,1
-0.1843,0.4248,0.2931,1.4517,-0.1655,0.3673,0.6258,0.9862,0
-0.8402,0.179,-0.1936,1.4192,0.1045,-1.3276,-0.6744,0.3738,1
-0.4626,0.1603,-0.2731,1.5696,0.7583,0.2117,-1.2648,-1.1456,1
1.073,-0.0547,0.473,0.1845,0.539,-0.6068,-0.2695,1.3111,1
-0.1023,-1.2527,-2.5797,-0.2401,-2.2487,-1.8959,-2.4718,-0.045,1
-0.9575,-1.2513,-1.4677,1.0513,-0.4312,0.94,0.2312,0.7791,0
-2.4684,1.0125,-2.0411,-1.6548,-0.7122,1.5935,0.9317,-0.4391,1
-0.1409,0.0139,0.1688,1.0464,0.7515,1.7895,0.4351,0.2814,0
0.2013,0.8635,-0.9646,0.1786,-0.6792,0.9917,-2.3314,-1.005,1
-0.5531,-0.6763,1.0253,0.4322,1.5751,-0.7297,-0.36,1.2904,0
-2.4309,0.4408,1.4528,-0.2688,0.6099,-0.214,-0.3149,-0.2732,1
-0.4091,-1.1064,-0.5899,0.1124,-0.9985,-1.6619,-0.9639,-1.7865,1
-0.3947,0.1373,1.2373,0.1103,-0.9191,-2.3715,-0.9687,0.2924,1
-1.3285,-1.2036,-0.7266,-1.5874,-1.536,-0.3234,-1.0715,-0.4475,1
0.338,-0.4249,0.9382,1.5609,-1.4775,-0.4623,-0.2022,-0.3767,0
0.4077,1.1997,1.1697,-1.4224,0.8761,2.959,2.5514,0.7659,0
0.9255,0.1059,0.4627,0.0281,-1.0266,-0.0523,0.3274,0.207,1
-1.4906,-0.4156,0.3733,-0.6492,0.2127,0.6882,0.5854,0.3369,1
-1.3103,-0.4848,0.3478,-2.2275,-0.9339,-1.0903,-1.0942,-0.1666,1
1.04,-0.6897,-0.7608,0.9655,0.0204,0.5402,-0.605,-2.2658,1
-0.2085,-0.4308,-0.9733,-0.0452,-0.6507,0.1262,0.2087,-0.9082,1
-2.3528,-0.6154,-0.0466,-0.8722,-0.9392,-0.8552,0.075,-1.5288,1
-1.1379,0.8275,1.3233,-0.4139,-1.7326,-0.4546,0.1913,-0.0222,1
0.7708,0.9943,-0.7419,0.9902,0.9698,-0.3269,0.9552,0.3881,0
-1.1201,0.2508,-0.9554,-0.7505,-0.239,-0.1632,-0.3849,-0.6895,1
0.1982,0.5386,-1.1674,0.2204,0.7146,-1.3263,0.459,-0.4192,1
-0.0424,-0.0603,0.3104,-1.0031,1.9292,2.452,1.8458,0.2799,0
0.3297,-2.1178,1.4422,-0.7516,-1.398,0.3876,1.1307,0.4113,1
-0.6881,0.1687,0.9296,1.0437,-0.9473,-0.7433,-0.2375,0.0247,1
-0.362,0.7585,-0.0588,0.6989,-0.5679,1.5377,1.2988,1.7991,0
-1.5549,-1.2407,0.8123,-1.7621,0.448,-1.8864,0.997,-0.5631,1
-1.4642,-1.348,-1.353,0.3613,-0.8335,-0.1919,0.1021,1.2577,1
0.3968,-0.476,0.5266,0.2907,-0.649,-0.0457,0.7239,-1.8901,1
0.1277,0.2602,0.5843,-0.054,1.8341,1.1294,0.2553,2.3578,0
1.5104,0.466,1.9733,1.3791,1.3775,0.2438,-0.0575,0.699,0
0.4194,0.8059,-1.2683,0.948,0.289,-1.5452,1.9485,-1.1206,1
0.9115,0.6543,1.9156,-0.8295,0.5688,0.3018,-0.7415,2.2829,0
0.375,-0.1944,-1.1001,0.4931,-0.9804,0.5743,-1.1355,0.462,0
-0.7808,0.3835,-1.3923,-0.9578,-2.356,-1.3233,0.9562,1.0059,1
-0.046,0.662,-0.4084,-0.5634,0.904,0.509,-0.5977,0.7027,1
-0.0761,1.8007,1.5151,2.3559,0.3748,0.3165,0.4703,-0.5581,0
-0.6787,0.2836,-0.1634,-0.6969,0.7608,0.1489,-0.5566,0.7068,1
0.8365,-0.1299,0.1503,0.68,-1.5138,-0.4249,0.604,0.1801,0
-2.5586,-0.3567,0.7249,0.2136,1.1503,0.4031,0.3346,-1.4404,1
-0.4001,-0.589,0.713,1.4854,0.91,0.9698,-0.2686,1.1321,0
1.3068,1.4316,-0.2746,-1.418,-0.2664,1.4963,2.9748,0.231,0
-0.738,1.2842,-0.0895,1.1834,2.3435,0.4836,0.3531,0.933,0
0.0245,-2.0784,0.357,-1.631,-0.2125,-1.2555,-0.571,-1.1576,1
-1.3884,2.1427,0.3204,-0.9712,0.1377,-0.7155,1.7388,-0.206,0
-0.7004,-0.2612,0.9333,0.8544,-1.1292,0.2137,0.1585,-1.4499,1
1.1785,0.157,1.0729,0.7653,1.0982,-0.8894,2.0251,1.7917,0
-1.2196,-0.1919,-0.3441,-1.5592,-0.6896,0.0448,-0.363,-1.4182,1
-0.2052,-0.3674,-1.5505,-1.0932,-1.4847,0.3181,-0.5648,-1.4277,1
0.3072,-0.7256,0.6513,1.1157,1.4424,1.6855,0.9803,2.2168,0
-0.9553,-0.8316,0.0047,0.8679,-1.1039,0.0945,-1.9413,-0.7869,1
0.6059,2.4403,0.4885,0.2224,-0.6832,0.9046,0.2757,-0.4908,0
-0.7316,0.2934,-0.1674,0.1138,1.6049,-0.2057,-0.7845,0.3378,1
0.5744,-2.5324,-1.574,-0.5271,-0.0198,-0.4173,0.4202,-2.1692,1
-0.4014,-0.2074,-0.6393,0.9111,0.1097,0.2277,1.5639,-0.3978,1
-0.3698,-0.7856,-2.1109,-0.1005,0.263,-1.734,1.4893,-0.411,1
-0.3074,-0.8757,-0.0569,1.0408,1.8106,1.7981,-0.9522,1.081,0
-0.517,0.6339,-0.1908,-0.9239,-0.9183,1.1077,-0.2243,0.3847,1
0.2675,1.4598,1.6675,-1.5425,1.0775,0.6307,1.8545,0.1304,0
0.0061,0.1116,1.5594,0.6261,0.473,0.7666,0.2796,1.7478,0
1.2469,0.803,1.055,1.1685,0.9907,2.0108,-0.7416,-0.6807,0
-0.6211,0.2758,1.054,0.1693,0.4413,0.8597,-0.4887,0.9715,0
-1.0976,0.487,0.7141,-0.7084,-0.3787,-2.4497,-1.1362,-0.2466,1
-1.5257,0.9691,0.48,-0.5985,-0.0377,-0.8906,0.5431,-1.251,1
0.3667,-0.5481,0.1117,-0.0362,0.3815,1.0055,-1.2567,0.5027,0
0.165,-0.663,-1.7935,-0.9376,0.4631,0.81,-0.8827,-0.5948,1
0.4273,-0.8,-0.4664,-0.3203,1.5521,-0.696,1.3091,0.3852,0
-0.8296,1.643,0.4454,0.422,-1.9796,-0.2075,0.1549,1.0512,0
-2.1149,-2.3412,-0.5968,0.0458,-0.7985,-1.9049,0.1807,1.4336,1
-0.0614,0.9277,-1.3485,-0.503,0.2438,0.6644,-0.3887,-0.1319,0
-0.3582,-0.1094,1.4913,0.12,-0.4956,1.3876,1.3138,-1.3587,1
-1.1749,-1.6376,1.1133,0.6801,-0.6643,1.1848,-0.2029,-0.7963,1
-0.382,0.0165,-1.9262,-1.4659,1.5105,0.6801,-0.8024,0.0656,1
-2.038,-0.0922,-0.9066,-1.0813,-0.6658,-0.0787,-1.8822,0.0316,1
0.9595,1.8219,1.2926,1.8307,0.3698,1.19,2.2873,1.1397,0
-0.7009,-0.47,1.6101,0.2313,0.3002,1.1806,2.6467,0.3839,0
-0.421,1.9566,-0.2764,-0.2918,0.6655,-0.9384,0.7463,1.812,0
-1.9446,-1.846,0.6714,-0.3126,-1.3042,-0.9611,-2.3012,-1.2573,1
1.6937,-1.5232,0.762,-1.0978,-0.0034,0.7309,-0.3946,-0.6998,0
1.0318,1.3287,-1.233,-0.9207,1.8434,0.2234,-1.3622,0.487,0
0.6692,-0.9566,0.0291,0.3154,0.6713,0.5736,0.6963,-1.2686,0
0.7254,1.1519,0.8219,0.4119,0.7481,0.5613,1.376,1.1596,0
0.0466,0.1775,-0.49,0.3166,1.6702,0.4383,-0.2664,1.3644,0
-0.3293,0.1009,-0.7816,-1.1357,-0.2004,-0.8284,0.0436,-0.9414,0
0.1145,0.1644,-0.4855,-2.0135,0.1746,0.8643,0.1379,0.5617,0
0.3821,1.1295,-1.1051,0.1829,1.1396,1.039,-1.0936,-0.8362,0
-0.3946,-0.0484,-0.0036,-1.9838,0.5266,0.894,2.606,0.0433,0
-0.2916,-1.1834,0.5412,-0.7057,-2.6747,-0.5268,-0.4665,1.0323,1
1.7958,-1.3052,0.6622,0.4021,0.238,1.5063,0.0393,-1.1278,1
-0.683,1.4081,1.817,-0.024,-0.5783,1.4393,0.5419,-0.4788,1
