@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,8,10-11,13,15,17,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
0.7743,-1.9338,0.3864,-1.2079,-1.1045,-0.3664,-0.2295,0.6551,0.9491,1
-0.552,0.7253,0.3148,-0.3111,1.488,0.2229,-0.0908,1.5287,0.3843,1
1.2268,-1.9072,-0.8821,0.4413,0.2918,-0.1957,1.0733,0.3324,0.4215,1
-0.6421,1.1962,0.9736,0.1019,-0.3667,1.8319,1.9451,-0.6084,-0.9558,0
-0.1769,-1.5334,-1.9768,-0.6714,0.7719,0.2564,-0.5503,-0.8091,0.1346,1
0.5283,2.6369,1.7476,0.4779,-0.1636,-0.2842,1.16,-1.7294,0.1396,0
0.8945,0.8183,-0.0506,0.983,1.9512,-0.0647,0.53,-0.8953,0.6377,0
0.259,0.3766,0.9983,0.591,0.1522,0.4087,0.7939,0.2306,0.0875,0
-0.3438,-0.6549,2.0776,-0.682,1.3807,0.0817,0.232,-0.3211,-0.5777,0
0.3672,1.1018,-0.396,-2.2519,-1.7777,-1.3169,-0.8363,-1.1099,-0.5026,1
0.2712,-1.0686,0.1273,0.2369,-0.46,-0.0843,0.0181,0.4571,-0.7635,1
1.1832,-0.0917,2.1138,1.0591,-0.8846,-2.3166,1.0141,0.9439,-0.1926,0
-0.6302,-1.5985,1.1767,1.5351,-1.2818,-0.1032,-0.2763,-0.0504,0.6381,1
-1.5159,-0.85,1.1958,-0.0612,-0.3391,2.0281,0.467,1.1569,-1.2893,1
0.6285,-0.1672,1.71,0.7432,0.6688,-1.3226,0.3525,0.6117,-0.6682,0
0.7603,-1.5045,-1.9287,-0.1114,-0.9501,-1.2136,0.1806,1.1273,-0.1112,1
-0.8091,0.7674,-0.1014,-0.8572,1.1387,-0.3238,0.3742,0.0773,0.8291,0
0.2972,0.4831,-0.1333,1.443,-1.0228,1.5405,-0.4161,0.3573,-1.8553,1
0.1396,0.0344,-0.7036,0.4807,-0.2309,-1.3367,0.6301,2.208,-1.66,0
-0.7829,-0.1286,0.0667,0.457,-1.0114,3.1185,-0.3048,0.9864,0.0236,0
1.7321,0.8064,1.9414,-1.0152,0.1417,1.4121,0.2058,0.6275,-0.8221,0
-0.0765,-3.9024,-0.05,-0.7481,-0.0528,-1.3885,0.9713,0.5673,-0.0278,1
0.9515,0.8023,2.1046,0.5058,-1.0047,1.9735,-0.0316,1.0744,-0.0334,0
-1.9599,-2.2337,-0.898,-1.7903,-0.797,0.0016,0.2658,-0.5672,-1.0837,1
-0.6433,0.2175,-0.4911,-1.4412,-1.4653,-1.1494,0.2011,-1.2883,-1.1658,1
0.4681,0.7006,-2.6308,1.5818,1.2998,0.8709,-0.0938,-1.0529,0.2467,1
-0.4526,-0.1648,0.9377,-2.3263,-0.1117,-0.827,-0.2498,0.1513,-0.4154,1
-0.4513,-0.4356,-0.1005,-0.3968,-0.8928,-1.1433,-1.181,-1.3626,-2.1424,1
-0.077,1.3752,0.0996,0.2851,1.0203,-1.4632,3.5692,-0.3497,0.9268,0
-1.7674,-1.782,0.4282,-1.7165,-0.5058,-0.172,-0.8391,-0.3377,-0.1677,1
-0.3044,1.0551,0.4413,-0.3048,-1.8866,-0.0527,-1.5187,-0.4624,-0.0166,1
-3.4302,0.4789,-0.8999,1.6979,-0.8302,-0.219,-0.4553,-2.6998,-1.6575,1
-0.3588,-0.478,-1.6399,-3.5487,-0.8237,-0.2591,-0.4828,0.49,-0.3196,1
-0.851,-2.404,0.577,-0.1981,-0.8308,-1.3596,-1.8936,0.1152,0.1005,1
0.8145,0.0039,-1.1382,-1.1719,-1.9106,-2.8955,-1.3205,-0.8272,-0.5493,1
0.3585,0.5081,1.1794,-0.8407,1.075,-0.5079,0.9749,0.541,3.1212,0
-1.7813,0.8684,-0.0912,-0.1554,-1.3993,-0.1152,-0.7163,1.1293,-0.4201,0
-1.2833,0.0118,-1.1252,-0.7639,-0.1793,-2.8348,-0.3627,-0.9599,1.0819,1
0.1046,-1.8676,0.2203,0.7148,0.3148,1.3136,1.0628,-0.4088,0.5362,0
-0.7826,-0.7901,1.3364,-1.8803,-1.0846,-1.4604,-0.3834,-1.8818,0.2797,1
-1.4051,-2.0783,-1.248,-0.5929,-0.2103,-0.8843,0.3072,-0.2041,0.3486,1
3.2569,0.6131,-0.4361,-0.7749,-1.1376,1.8583,0.5955,0.6645,0.3518,0
-1.1263,2.3994,1.7292,2.0585,-0.5139,-0.8168,2.3327,0.5282,2.7644,0
0.0627,-1.9903,1.2663,-0.2755,0.8732,0.5818,0.3161,1.3693,2.5285,0
