@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,12-14,16,19,21'

@attribute A1 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.9359,-1.2864,1.1142,0.7927,1.5043,-0.4077,2.1274,1.3877,-0.8859,0
0.6924,-0.1161,0.7655,1.3161,-0.458,1.5855,-0.0675,1.4696,-0.3001,0
0.5425,0.1231,0.221,-0.0893,0.2072,-0.3142,1.8501,-0.6486,0.2647,0
1.2119,-0.2373,1.5768,-0.0609,0.9118,-2.3567,-0.8768,1.6909,1.3801,0
-0.6871,-1.6246,-0.7635,-1.2836,-0.988,-0.5739,1.112,0.0278,0.299,1
-0.6212,0.5551,0.2973,1.283,-0.1028,0.4185,-0.3986,1.1188,0.8952,0
1.2546,-0.1813,0.0411,-0.1338,0.4811,0.4552,-1.2198,0.1377,-0.5722,0
1.0337,0.3824,0.0935,-0.701,-1.3326,-1.3046,-0.0691,-0.6731,-1.719,1
2.0004,0.2722,0.5025,0.9893,-0.8444,0.9737,0.302,-1.21,0.6405,0
0.4914,1.6659,0.9026,2.2798,-0.4546,-0.2542,0.744,0.7623,1.8023,0
0.1836,0.7196,1.4683,1.1349,0.2523,-0.5881,0.9999,0.9919,0.5713,0
-1.1592,-1.4046,0.4045,-0.4925,-1.6463,-0.3773,-0.1606,-0.5603,0.1723,1
-0.0069,0.4232,-0.4033,-0.034,0.6073,-0.1307,-1.1334,1.0942,1.9354,0
0.9034,-0.0694,-0.6111,0.6261,1.487,-0.0956,0.2873,-1.9596,0.9544,0
1.5687,-0.0006,1.7018,1.266,-1.2192,0.5051,2.5016,0.0738,0.1756,0
-0.0194,0.6066,0.8282,0.1601,1.6761,-0.1889,0.174,0.1369,1.0427,0
3.0936,-0.2006,2.9017,0.914,2.0012,0.8079,1.676,-1.2178,2.8656,0
0.6533,0.468,1.6217,-0.4404,1.9701,0.5138,1.0408,1.6202,1.438,0
1.399,1.5333,0.3699,-0.2037,0.4724,-1.2233,-0.7772,1.5,-0.6035,0
-0.3487,-2.0519,-0.3278,0.1177,-0.6591,-0.2132,-0.6782,-0.4628,-1.0146,1
1.0514,-0.0618,-0.9285,-0.0408,2.0941,0.0724,0.3137,0.5023,0.3795,0
-1.3613,-0.9735,1.2083,-0.8338,-0.4028,-0.8428,-1.2182,0.446,0.428,1
0.4668,-1.571,-0.638,1.4953,-1.2637,-0.4718,1.7402,-0.1703,-0.2406,1
1.482,2.256,0.5273,1.8461,-0.6208,1.9729,0.67,-0.8723,0.8213,0
0.1627,-0.1327,0.3634,-0.1967,1.3852,1.1048,0.3422,1.0447,0.6355,0
-0.4183,-0.5616,-0.8578,-0.884,-1.23,1.0547,-0.6164,-1.4761,0.6841,1
1.298,-0.1939,2.2551,-0.005,-0.4873,-0.7522,0.8608,-1.5803,-0.1839,0
-0.9193,-0.5229,-2.46,1.1513,1.8065,-0.6704,0.5441,-0.4598,0.4669,1
-1.4081,0.425,0.7498,-0.4003,0.2187,1.1897,-1.2604,0.3539,-0.1057,1
-1.2437,0.7329,-0.9814,-1.1105,-0.8386,0.5548,-0.6061,-1.7407,1.3185,1
-0.7009,-1.1436,-1.5795,-0.1289,-1.2575,-1.3747,-0.6319,-1.4409,-1.8372,1
-2.9238,0.8419,-0.6166,0.3876,-0.3946,-0.2994,0.5212,-0.6876,0.5662,0
-1.0068,0.8244,0.8252,-0.4269,-1.0995,0.6679,0.2541,0.3685,-0.4258,0
-0.396,-1.5336,0.3717,0.309,0.7396,-0.3262,-0.6246,0.7933,0.1875,1
0.4149,1.2139,-1.2153,0.7536,2.1356,-0.9876,-2.0063,0.0031,-1.1206,0
-1.4118,0.8139,-0.941,-1.1422,-0.2355,-2.3856,0.1607,-0.9445,0.7886,1
1.4799,-0.0854,-0.0353,-0.1694,-0.8886,-0.2219,-1.7889,-1.3318,-0.4116,1
1.0634,0.1372,0.4893,1.8406,-0.6064,1.8194,-0.5323,-1.5461,1.2917,1
0.2069,1.6867,0.5084,0.1237,0.7621,-0.2619,0.6878,0.8778,0.0734,0
-1.02,-0.5139,-0.2554,1.6879,-0.7533,0.03,-0.9861,-0.1544,0.9983,1
1.7688,0.3677,0.0882,-1.2328,-0.9451,0.2727,-0.0846,-0.5625,-0.8273,1
-1.4717,-1.0466,-0.4066,-0.6219,-0.3683,-0.3773,-0.9454,-0.6765,1.009,1
0.6864,-0.3255,2.8976,-0.879,-0.154,0.3285,1.653,2.8235,0.7447,0
0.1959,-1.4826,1.3761,1.1073,1.3197,0.2644,1.3136,0.7977,-0.8513,0
-1.5336,1.2977,1.7763,1.2827,0.1448,0.9897,1.1041,2.7321,1.3382,0
1.3124,0.7919,-0.2936,0.7283,1.3645,0.4984,1.1422,0.6429,-0.5143,0
-1.0349,1.3198,1.1952,0.5739,-0.4808,-0.1415,-0.1717,0.4425,0.3666,0
0.0692,-0.5166,1.8182,0.2154,1.272,0.0604,-0.8986,0.0052,1.9947,0
-1.0824,-2.8309,-1.2611,-0.3313,0.0989,-0.5882,-0.5235,-0.1742,-1.4697,1
-0.8199,-0.8824,-1.4283,-0.7366,-0.5079,-1.697,-1.5867,-2.251,0.8354,1
1.2386,1.0638,-0.2807,-1.3523,0.7581,0.8559,1.0014,-0.6665,-0.3947,0
1.8015,1.9511,-0.9096,0.2612,0.9537,-0.7665,0.5497,0.9917,0.66,0
-2.6403,-0.7982,-0.6382,0.0808,-0.2474,0.3776,0.4662,-0.8956,-2.068,1
0.2379,1.7023,0.0896,0.8244,1.1466,1.2246,0.377,-0.5526,-0.5304,0
-0.1706,1.5211,-2.6374,-0.4757,0.6302,0.9234,1.2789,-1.0508,1.1417,1
0.8853,0.4579,0.7996,0.0105,1.9282,0.9708,-0.2844,0.2098,0.0491,0
-1.1114,0.5763,-1.6965,1.0514,0.5928,-1.6091,-0.879,-1.479,-0.8216,1
-1.6154,0.1407,-1.6668,-2.1708,0.4808,0.5441,-1.2426,0.586,-1.7921,1
0.4521,-0.0929,-0.6496,-0.1712,-0.418,-0.1548,0.2899,2.2245,0.3743,0
-0.0836,-0.704,-1.2085,0.0402,-0.072,2.0853,0.2368,-0.6339,-1.2741,1
-0.2163,0.6452,1.0733,-0.8283,1.272,-0.786,-1.5073,1.6567,1.2066,0
0.8294,-0.9265,0.7568,0.577,1.0542,1.745,-0.8526,-0.1472,-0.9143,0
2.5773,0.6014,-1.1503,-1.0297,1.0839,-0.5187,0.4336,1.1319,0.8298,0
0.09,-0.5394,-0.9047,-0.6106,-0.8274,-1.0058,-0.7262,-2.4692,0.794,1
-1.4449,-0.1515,0.2885,0.1193,-0.5368,0.9797,1.426,-0.1901,0.3563,0
0.1252,-0.6216,1.6188,0.3645,-0.6076,-0.864,1.5907,0.3828,0.6701,0
1.2036,1.4966,0.461,0.6106,0.4774,0.8453,1.3013,0.3138,1.131,0
-0.4372,-0.3011,-0.1554,0.8563,0.9557,-0.0158,-1.1284,0.3212,0.5965,0
1.9596,0.3282,0.6612,2.2549,0.1238,0.9084,-0.5682,1.0636,-0.3547,0
-1.1658,0.7304,0.2259,-2.034,0.1867,-0.1464,-0.6454,0.2042,-0.1315,1
2.2314,1.0477,-1.6836,0.3106,0.7017,1.3593,0.0199,-1.548,0.1348,0
0.229,0.2403,0.1806,1.9048,0.3398,0.83,0.4312,0.8987,0.1973,0
-1.794,-1.8157,-1.2598,-1.6124,-2.8868,0.1304,-0.6817,0.0073,-0.9921,1
0.6068,-1.7844,-0.8914,-0.3896,-0.7283,-0.7796,0.7924,-1.9033,-1.3602,1
1.1215,-0.2311,0.1017,-0.3611,-0.2807,0.6267,-0.5521,-0.394,0.3727,1
0.7265,1.6906,0.7874,0.4333,-0.3452,0.1075,0.7858,1.4667,0.575,0
1.4716,0.2286,-0.0327,1.3579,-0.486,0.4855,-0.2104,1.2011,0.3553,0
0.1062,0.6064,-0.8188,-0.4658,1.5603,2.0453,-0.3351,0.3482,0.5095,0
1.6561,-1.1253,-0.7359,1.6581,0.705,0.2977,2.0916,0.8271,0.034,0
-1.5804,-0.4643,0.9861,-1.1247,-1.6454,-0.1075,-2.1929,-1.5985,1.8961,1
-0.4417,0.996,0.2174,-0.052,1.5531,-0.0017,0.7795,0.9662,-1.4273,0
-1.085,0.7489,0.2888,1.5905,-2.1397,-1.3289,-1.3914,-0.9288,1.2987,1
-0.8116,-1.1286,0.1538,-0.1889,-0.2558,-2.184,-1.4295,-0.3785,-1.8714,1
