@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,8-10,15-17,19,21'

@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
0.4441,0.1268,1.4626,1.1206,-0.0606,1.2063,1.1777,-0.6529,-0.7953,-0.0444,0
-0.8469,-0.5167,1.1393,1.1374,-0.9421,0.4421,-0.008,-0.9432,0.6535,-0.1082,0
0.168,0.0459,0.5017,-0.2945,-1.13,0.1215,2.1693,-0.277,1.0023,1.5884,0
-0.1297,0.2394,-0.3089,-0.2317,1.9058,-0.0415,0.2592,-1.5637,-1.1309,0.5152,0
-1.4518,-1.1149,0.3199,-2.9514,1.0884,-1.082,-1.1299,-2.1147,-1.3711,0.7432,1
0.5456,-0.4764,-0.3746,0.172,-1.4448,-1.231,2.1898,-0.6438,-0.0044,1.3896,1
-0.8678,1.0265,-0.4873,1.0615,-0.4757,-0.471,-0.4424,-0.8385,-0.4228,-0.4497,1
-0.1512,-0.4545,-1.6006,-0.4134,0.525,0.3477,-0.8697,-1.8943,-0.8166,0.6414,0
-0.3232,0.5631,0.9435,1.0328,0.9224,-0.6274,2.2536,0.1684,0.8564,1.4979,0
-0.1903,-0.9306,-0.203,0.3982,-0.2971,-0.318,-0.0622,-1.8812,-1.1843,-0.3378,1
0.7868,0.2397,2.2131,1.0952,-1.9176,1.1389,-0.5116,-1.3356,0.3326,-0.4568,0
-0.3384,1.4296,0.3684,1.2725,0.9293,0.5118,1.8638,0.7262,-1.3586,-0.4043,0
-0.0663,0.3387,2.3323,-0.1851,1.2257,0.5089,1.338,0.7058,-0.6543,0.7933,0
-0.9636,1.6757,0.0249,2.8854,-0.6064,1.8004,0.8662,2.1532,0.9003,1.803,0
0.2475,-0.8697,-2.0025,-0.2403,1.7034,-0.4794,1.5294,0.3869,-0.6122,-0.5028,0
0.2697,2.0797,1.5099,0.7476,-0.3041,0.1958,0.109,0.5126,-0.4005,-0.7404,0
-0.6913,-0.8904,0.4677,-1.2514,-1.4249,-1.5498,-0.946,0.7757,-2.4344,-0.6312,1
0.2179,1.2989,-0.2422,-0.2706,-0.2748,1.2669,1.792,0.8292,-0.2216,0.2997,0
0.7077,0.3335,1.6947,2.0138,0.155,2.5008,-1.0794,-0.1096,1.5028,1.0551,0
-1.5429,0.2025,-0.017,-0.8631,-1.3886,-1.0156,-1.3736,-0.7272,-0.7706,0.5211,1
-0.0024,0.6928,-0.4947,1.421,2.2021,0.9669,0.1976,-1.1317,-0.0052,-1.1402,0
-0.3518,-1.4486,-0.3911,0.3354,0.3169,-1.0904,-0.5179,-0.1847,-0.5082,-1.043,1
0.0447,0.2189,0.8391,-0.9246,0.5307,0.9398,0.6252,0.6111,0.9769,-1.0513,0
-1.757,0.2112,1.3841,-1.0947,0.1071,-1.8828,-0.848,1.3545,-1.2067,-2.0032,1
-1.299,-0.722,-1.0174,-1.0218,-0.88,-0.4921,-1.2097,-1.0632,0.1587,1.1035,1
-0.2465,0.0416,-1.7552,0.4245,1.2156,-0.7935,1.0265,0.8209,-0.1273,-0.5087,0
-2.3416,0.462,0.5724,-1.2092,-0.4228,-0.5843,-1.3008,-1.1685,0.7407,0.1658,1
-0.0334,-0.4259,0.8218,-0.078,-0.4328,-0.7829,1.0058,0.2127,1.5644,-0.911,0
-0.1001,0.0754,-0.7774,0.433,0.9528,0.7164,-0.7302,0.2392,1.9776,1.1265,0
-2.4285,-2.0625,0.8344,-0.3989,-0.3537,-0.0524,-1.6304,-0.3887,-1.1899,-0.6265,1
0.6458,-0.8782,0.7027,-0.9571,-0.3909,-1.0457,0.0436,0.2966,0.6859,-0.5903,1
-0.4321,0.4763,1.9053,0.4866,-2.3481,0.4508,0.1121,1.1986,-1.0863,0.1545,1
2.1684,1.5373,0.1169,1.0899,-0.3661,0.6013,-0.1699,2.5573,0.9199,1.4366,0
0.9943,-0.1038,1.1623,0.1379,0.0159,1.1572,-0.627,2.2316,-0.0804,-3.0036,0
0.3426,-2.5231,-0.4645,0.5458,-0.08,0.8888,-0.4204,0.2973,0.0905,-0.636,1
-0.7395,-3.3409,1.8678,0.8309,0.1957,0.6859,0.4522,-0.2362,1.1748,0.5147,1
-2.035,0.9332,-0.037,-0.6437,1.1153,0.5311,0.1865,-1.3473,0.0092,-0.7384,1
1.2812,2.3128,-0.2613,1.1266,-1.5491,-0.568,2.2622,1.9445,0.9256,0.8648,0
-1.2989,1.4174,-0.3118,-0.2741,-0.6666,1.9696,-2.0371,-0.3753,0.5303,1.2162,1
-0.1104,0.2937,-2.1607,0.1376,-0.6161,-0.3785,-1.9533,1.5035,0.1062,1.0531,1
-1.6327,-1.7365,0.0637,-0.625,-0.1603,-0.2757,0.5442,-1.8716,-0.0527,-2.6757,1
1.0762,0.8081,1.023,0.294,-0.5056,-0.1055,-2.0637,1.4991,-1.4837,-0.1033,1
1.5763,2.1514,-0.5257,0.3475,1.6666,1.1996,1.5063,-0.43,1.4939,1.6535,0
