@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,7-8,10,13-14,21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute Class {0,1}

@data
-1.2444,-1.4684,-1.7003,-0.5761,0.0877,-1.9614,1,-1.756,1
0.0851,0.3038,0.8198,-1.7079,-0.5012,-0.2093,-0.9364,-1.8025,1
-2.8472,2.3894,-0.1118,-1.6038,-0.3639,0.489,0.5454,0.4672,1
0.3431,-0.0582,0.2355,0.7949,0.8904,-1.2361,1.1256,-0.1299,0
-0.3764,-0.0895,0.2723,0.8359,0.2629,-0.2513,-0.051,-1.1298,1
0.4123,0.9922,0.2963,0.7321,0.2637,-0.1038,0.6771,0.7853,0
-0.9541,-1.8932,-0.3938,0.8246,-1.0505,0.1309,-2.5376,-1.5101,1
-0.3529,-0.9779,0.3747,0.0106,-0.5694,-1.4798,-1.4087,-1.0544,1
1.8369,-0.8878,-0.3607,-0.3068,0.2582,-0.1774,1.0745,1.7456,0
0.7602,0.5378,-0.5044,-1.1987,-1.2792,-0.6832,-1.3826,-0.7436,1
-0.6503,1.506,1.6261,0.5947,0.796,0.7425,3.0643,0.4377,0
-0.2743,0.4311,1.0366,0.4528,-1.2416,1.7517,-1.2468,1.9436,0
1.5585,-0.8493,0.4209,-0.12,-1.6608,-1.0151,-0.3233,0.6602,0
-0.492,1.1413,1.3723,1.1406,1.6551,0.0637,1.1407,0.0426,0
-0.2384,-1.0582,-2.2433,1.461,1.2517,-1.1126,-0.468,-0.7892,1
-1.2865,0.1319,-0.2899,-0.8033,0.3854,-0.7995,-2.1244,-0.5414,1
2.1935,-0.5127,-0.5227,-2.1444,-0.7548,0.0051,0.9821,0.423,1
1.3889,0.0331,-2.4193,-1.8794,-0.7819,-0.2311,-1.0514,-1.5865,1
1.7382,-1.2674,-0.5634,-0.9547,0.285,2.3776,1.06,0.4079,0
-1.0553,1.613,1.5118,0.7234,0.1942,0.8868,0.661,-0.9298,0
-0.2265,2.0203,1.6376,-0.1226,-1.474,0.4042,0.8973,2.3214,0
1.6238,0.6715,2.2028,-1.0489,1.546,-0.0968,0.4253,1.9271,0
-1.5859,1.3199,1.148,0.117,0.3065,-1.1808,0.8357,1.3161,0
1.577,0.0847,1.8272,1.5351,1.9727,-0.5024,0.4094,0.1329,0
0.6004,0.4914,1.3811,-0.098,-0.2668,-0.5759,-0.4241,0.2249,0
0.9991,1.4885,0.8901,0.1443,-0.3998,-1.0226,0.7053,0.5721,0
-0.0139,-0.1891,1.2984,-1.7297,-0.4043,-1.6856,0.302,0.0839,0
-0.1892,0.2878,-1.8926,-0.6913,-1.3328,-0.7522,-2.0997,0.2378,1
0.4758,3.9924,1.7232,0.2474,1.2684,-1.035,-0.5765,0.898,0
-0.6893,-0.3797,-0.8001,-2.9309,0.2055,-1.2169,-1.5908,0.017,1
1.89,-1.5161,-0.4421,-0.2844,1.0385,0.3006,-0.7778,2.8942,0
0.2124,1.6441,3.3676,0.2603,-0.3657,1.0609,-0.1022,1.0287,0
-0.9993,0.1479,0.1711,1.5458,1.4803,1.1097,1.0954,1.4045,0
-0.7588,0.2132,-2.1722,0.0226,0.1952,-0.2616,0.1406,1.821,1
0.6866,0.4926,0.2938,1.2619,0.1492,-0.4658,1.098,0.0815,0
0.8669,-0.2389,-0.1211,-1.5301,-1.8205,-0.1922,-0.0374,0.1306,1
-1.6048,-0.7807,-1.3698,0.6509,1.1319,-1.035,0.2554,1.4299,1
