@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,8,16-17,20-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.1713,-0.1669,-0.9974,-0.9459,-0.3869,-2.0039,-1.3395,0.0202,1
-1.6787,-1.7165,-0.7118,-0.9282,-0.7272,-0.0754,-0.3115,-0.4501,1
-1.4109,0.535,-0.5772,-0.0547,-1.4273,0.7856,-1.5538,-0.5213,1
0.3853,-0.7743,-0.7385,-0.5065,-0.2349,-0.0331,-1.5656,-0.6591,1
0.3975,-1.1279,-1.4314,-0.1873,-0.8741,-0.4296,-2.4746,-1.3519,1
1.6805,-0.9258,0.2464,-1.033,0.0351,-1.887,1.2586,-1.4511,1
0.4954,-0.0838,-0.9241,-0.1296,0.1701,0.9429,3.1887,-0.6946,0
-0.0708,-0.2498,-1.1951,0.9169,-0.8827,-0.2181,0.4712,0.7023,0
-0.7371,0.5067,-0.5832,1.7369,-1.1563,-0.6759,0.4816,0.6339,1
0.2465,-0.695,-0.2026,-0.8858,1.0427,0.0371,1.1465,1.3477,0
-0.1871,-0.0175,-1.5011,-1.4781,1.0736,2.4691,-0.3858,0.0605,1
-0.5701,0.3868,1.0844,-1.1969,1.3643,-0.4631,0.6532,-0.3952,0
-0.8414,-0.5359,0.8069,-0.1909,-0.2321,2.6002,2.9243,-0.0349,0
-1.8508,-0.8228,-0.0957,-0.7506,0.9871,-0.3167,-1.6112,-1.1709,1
-1.0327,-0.2666,-0.3516,0.3748,-1.4964,0.4509,-0.1453,-1.3369,1
-0.6501,0.3698,1.4107,-1.885,0.4945,-1.8071,0.6056,-0.7695,1
-0.5875,0.1775,-2.6287,0.5138,1.2552,-0.3873,-0.6359,-1.4898,1
0.8902,-0.1122,-0.4224,0.3569,-1.5645,-1.6257,-0.2892,-0.2442,1
-2.3599,0.0549,0.419,-0.5286,-0.8459,-0.9321,-1.2259,0.1003,1
0.9488,0.459,-0.2852,-0.5593,1.7586,1.3575,1.5562,-0.0352,0
-2.5397,-0.6602,-0.5732,-1.0333,0.1514,-1.1915,1.5515,-1.5338,1
-2.3268,1.0902,-0.1419,-0.6481,0.172,-1.074,0.3353,0.977,1
-1.9856,-0.59,0.7728,1.5152,1.1373,1.2188,-0.2764,-1.318,0
0.5542,-1.1781,-0.3703,1.4749,0.0668,0.4158,-1.4102,-0.362,0
0.5291,1.6531,0.4083,0.9807,-0.2407,-0.1198,0.6202,0.2286,0
0.5473,1.4114,1.2025,-0.5689,-0.8997,0.3024,-0.4455,0.7649,0
0.3722,-0.7044,-1.0058,-0.339,1.3951,2.7077,-1.2562,-0.619,0
-0.826,0.2239,-0.2484,-1.619,-1.1085,-0.1428,-1.8536,-0.8189,1
0.5251,-0.9,1.4895,-0.7387,-0.3882,-1.9375,-0.247,0.9207,1
-1.1948,-0.7155,0.1754,-1.3823,-0.1186,0.7702,0.1958,-0.5254,1
-0.1583,0.1579,-0.4964,-0.3151,-0.3808,-0.1869,-0.6825,0.659,1
0.0734,1.0422,-0.3637,0.2234,2.2792,0.8552,1.0097,0.5206,0
0.4045,0.841,0.4619,-0.2021,0.8938,0.3662,0.5167,0.9423,0
0.2207,1.3704,-0.1493,0.5123,1.7769,0.9858,-0.2102,0.9512,0
0.6086,1.4634,-0.0272,1.3147,1.1726,-0.1521,-0.0453,-0.1607,0
0.4965,-1.2113,-2.2559,-1.4126,-1.3073,0.8819,-0.4628,-1.4535,1
0.0023,-0.6891,1.3942,-2.7754,0.4004,-1.315,0.2583,-0.7965,1
-0.276,-0.8088,-2.0343,-0.2364,0.4314,-2.2217,-0.9678,-3.0412,1
-0.7821,-0.2594,-0.8569,-1.1541,-0.5364,-1.1117,-1.5326,0.733,1
