@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,5-6,9-10,13,18,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
0.9359,0.5244,1.9369,-0.6769,0.7927,1.8205,-0.4077,1.7521,0
0.6924,-0.0928,2.0589,1.1361,1.3161,0.1717,1.5855,-0.6709,0
0.5425,0.8128,2.2501,0.9018,-0.0893,1.656,-0.3142,1.3247,0
1.2119,1.7405,0.0792,1.3296,-0.0609,0.4438,-2.3567,-0.1524,0
-0.6871,-1.8864,-1.5397,-1.2323,-1.2836,-1.5939,-0.5739,-1.1809,1
-0.6212,1.2713,1.5034,1.2778,1.283,0.4391,0.4185,-0.438,0
1.2546,1.7375,0.89,0.9582,-0.1338,1.5508,0.4552,-0.0747,0
1.0337,-1.1098,-0.4831,0.0695,-0.701,0.5996,-1.3046,-0.5884,1
2.0004,0.2112,1.2557,0.9075,0.9893,-0.6535,0.9737,1.0286,0
0.4914,-0.7645,0.5157,0.1709,2.2798,0.074,-0.2542,1.6344,0
0.1836,-1.6489,-0.6402,-0.7471,1.1349,-0.187,-0.5881,-0.6051,0
-1.1592,-0.2791,0.2247,-0.8184,-0.4925,-1.6914,-0.3773,-0.4618,1
-0.0069,1.6558,-0.4203,2.2181,-0.034,1.1088,-0.1307,0.6553,0
0.9034,0.2431,0.211,0.1598,0.6261,0.2187,-0.0956,1.8559,0
1.5687,-0.3466,-1.5808,-1.3629,1.266,-0.2701,0.5051,1.6291,0
-0.0194,-1.1389,0.8409,1.5232,0.1601,-0.2881,-0.1889,1.7153,0
3.0936,-0.341,0.9894,0.0648,0.914,-0.5128,0.8079,0.8448,0
0.6533,1.6961,0.1379,0.3308,-0.4404,0.8406,0.5138,0.7886,0
1.399,0.4178,0.1377,-1.4261,-0.2037,0.7471,-1.2233,1.236,0
-0.3487,-0.1651,-0.6075,-0.8947,0.1177,0.5379,-0.2132,-0.2345,1
1.0514,2.2912,1.3395,0.6184,-0.0408,-0.4023,0.0724,0.0639,0
-1.3613,-0.6184,0.0467,-0.5085,-0.8338,-2.1158,-0.8428,-2.3264,1
0.4668,-0.0333,-0.3401,-0.0307,1.4953,-0.7488,-0.4718,0.2187,1
1.482,-2.5319,-0.3857,1.4897,1.8461,-0.5682,1.9729,-0.2969,0
0.1627,-2.4409,1.2475,1.3317,-0.1967,0.6226,1.1048,0.4347,0
-0.4183,1.2229,-2.3332,-0.7081,-0.884,-1.0504,1.0547,-1.2988,1
1.298,-0.3824,1.2917,1.2566,-0.005,2.239,-0.7522,0.198,0
-0.9193,-0.4402,-1.3029,-2.3474,1.1513,-1.8447,-0.6704,-1.8584,1
-1.4081,-0.5475,0.4927,-1.3422,-0.4003,0.3885,1.1897,-0.5389,1
-1.2437,1.1309,1.2007,1.7776,-1.1105,-1.0856,0.5548,0.4241,1
-0.7009,-1.3052,-1.5516,-1.1021,-0.1289,-0.6655,-1.3747,-0.3404,1
-2.9238,1.3081,0.0203,0.9694,0.3876,-0.5512,-0.2994,0.3132,0
-1.0068,-0.2172,1.0991,1.4146,-0.4269,0.367,0.6679,-1.1588,0
-0.396,-0.8469,-2.259,-1.2551,0.309,1.189,-0.3262,-1.2264,1
0.4149,0.9384,0.2252,0.3891,0.7536,-0.0191,-0.9876,1.1645,0
-1.4118,-0.604,-0.1597,1.7853,-1.1422,-0.2886,-2.3856,-1.653,1
1.4799,1.7742,-0.6588,-1.6968,-0.1694,-1.0795,-0.2219,-0.1328,1
1.0634,1.1576,-0.9714,1.0512,1.8406,-1.8841,1.8194,1.1135,1
0.2069,-1.7225,1.6786,1.2421,0.1237,1.6224,-0.2619,1.2656,0
-1.02,-1.0345,0.0481,1.2763,1.6879,-0.2235,0.03,-1.1655,1
1.7688,0.472,-0.9909,0.0578,-1.2328,-0.2377,0.2727,1.2174,1
-1.4717,-0.0946,0.7638,-0.391,-0.6219,0.3894,-0.3773,-0.4014,1
0.6864,2.3661,1.2002,0.7206,-0.879,2.4226,0.3285,1.3427,0
0.1959,0.2323,-0.0305,-0.6011,1.1073,2.6004,0.2644,1.4596,0
-1.5336,0.8755,0.179,0.6834,1.2827,1.3085,0.9897,1.5898,0
1.3124,1.7396,-0.8304,-0.7631,0.7283,-0.3674,0.4984,-0.4921,0
-1.0349,-1.2541,0.3779,0.7938,0.5739,1.0462,-0.1415,1.005,0
0.0692,0.2113,0.1553,-0.0532,0.2154,0.3829,0.0604,0.105,0
-1.0824,-0.4564,-0.7061,-1.7813,-0.3313,-0.5147,-0.5882,-0.0765,1
-0.8199,1.1563,1.0606,-2.9224,-0.7366,0.9821,-1.697,-0.4343,1
1.2386,0.3053,0.3473,-1.7009,-1.3523,0.7892,0.8559,-0.334,0
1.8015,0.9421,1.1418,1.5397,0.2612,1.7653,-0.7665,0.7817,0
-2.6403,-2.3258,0.2067,-1.0426,0.0808,-0.6326,0.3776,-0.5239,1
0.2379,2.2982,1.355,-0.9236,0.8244,1.6359,1.2246,1.3565,0
-0.1706,-0.3257,-0.1541,-0.6582,-0.4757,-0.4276,0.9234,-2.0076,1
0.8853,-0.2595,0.4243,-0.4783,0.0105,-0.4563,0.9708,1.2307,0
-1.1114,0.7388,0.2992,-0.0418,1.0514,-0.063,-1.6091,-0.9942,1
-1.6154,0.2124,-1.6869,-0.1799,-2.1708,-0.2731,0.5441,-0.5701,1
0.4521,0.0754,2.444,-1.0926,-0.1712,0.8776,-0.1548,1.211,0
-0.0836,-0.3456,1.3205,0.8505,0.0402,-1.4503,2.0853,0.0499,1
-0.2163,0.3984,0.7403,-2.2877,-0.8283,0.9019,-0.786,1.7236,0
0.8294,-0.0826,2.3213,1.1791,0.577,0.6742,1.745,0.4352,0
2.5773,0.4179,-0.0555,0.2468,-1.0297,0.8971,-0.5187,1.4205,0
0.09,-1.7458,-0.5987,-0.8471,-0.6106,-0.0834,-1.0058,-2.8224,1
-1.4449,-1.4173,1.3203,-0.3122,0.1193,-0.5286,0.9797,0.4546,0
0.1252,0.3777,-0.5504,1.716,0.3645,2.289,-0.864,0.4517,0
1.2036,0.8681,0.3156,1.3088,0.6106,1.385,0.8453,-0.1651,0
-0.4372,1.2891,-0.6807,-0.3003,0.8563,1.6149,-0.0158,1.2569,0
1.9596,-0.183,0.6107,1.5258,2.2549,0.3338,0.9084,0.6042,0
-1.1658,-0.3627,-1.2275,0.4824,-2.034,-0.7794,-0.1464,-1.4401,1
2.2314,0.6058,1.6779,-2.0908,0.3106,0.7547,1.3593,0.09,0
0.229,0.6854,1.5207,-0.3181,1.9048,-0.6328,0.83,-0.789,0
-1.794,-1.6443,-0.4699,-0.9238,-1.6124,1.3793,0.1304,-1.6974,1
0.6068,-2.0401,0.3963,0.851,-0.3896,0.0799,-0.7796,-0.1277,1
1.1215,-0.8548,-1.2965,-0.7786,-0.3611,-0.6259,0.6267,-0.05,1
0.7265,-0.4504,0.8261,2.7563,0.4333,-0.385,0.1075,0.9697,0
1.4716,1.6862,0.3297,0.6789,1.3579,-0.948,0.4855,-0.7195,0
0.1062,1.3347,0.7892,1.4194,-0.4658,-0.4156,2.0453,-0.9065,0
1.6561,0.3812,0.866,0.0442,1.6581,-1.1357,0.2977,-0.4054,0
-1.5804,-1.0834,-0.2706,-0.3174,-1.1247,-0.469,-0.1075,-0.9951,1
-0.4417,1.19,-0.6357,0.8088,-0.052,-0.9115,-0.0017,-1.9037,0
-1.085,-0.8292,-1.8723,0.5781,1.5905,-0.1209,-1.3289,0.3109,1
-0.8116,-1.1316,-0.9757,-0.8479,-0.1889,0.0855,-2.184,0.7715,1
0.5525,2.9479,-0.5634,-0.9019,0.4042,1.6828,0.2566,0.2398,0
-0.7253,-0.311,-0.0005,1.0426,-1.1213,-1.2231,1.5338,-0.5485,1
-1.0579,2.1634,2.0915,1.0182,1.6726,-0.1652,-0.3125,-0.2375,0
-1.182,0.8608,-0.1264,-0.265,1.0615,-1.572,-1.639,0.9863,0
-0.864,0.7798,-0.9393,-0.071,1.571,0.5187,2.3869,-0.4425,0
0.6597,1.3751,0.3145,1.1836,0.0435,0.5527,0.0688,0.3199,0
0.7619,1.2979,0.7906,0.573,-0.4102,1.9905,-1.2387,-0.8227,1
-1.9838,1.2897,1.676,0.7434,1.148,-0.3356,0.2109,0.033,0
0.6324,-0.0165,1.1857,1.9749,0.0187,-0.0223,-1.1008,-0.454,0
1.1982,1.1216,0.4088,2.3999,-1.4997,0.4229,1.3772,-0.1009,0
0.5624,-2.4961,-1.4233,-0.4146,0.1738,1.5108,-0.8058,0.1713,1
-1.4789,-0.8551,-0.8664,2.6803,-0.0039,-0.5047,0.2029,1.2379,0
1.1247,0.1602,2.0108,1.1629,0.3332,1.2692,-0.8346,0.3679,0
-0.0314,0.943,-2.5243,0.8757,-0.1503,-1.6378,-0.7482,-0.6242,1
0.7678,-0.4155,-0.6302,-1.653,-0.9439,-0.4189,-0.3917,0.2392,1
-0.5253,-1.1916,0.171,0.1222,0.2484,0.0417,0.3039,0.8028,1
0.1208,0.8454,-0.772,-0.5908,-1.4447,-2.2281,-1.2828,0.3352,1
-1.0148,-1.3941,1.2765,0.0302,1.5318,0.0425,1.1992,0.4966,0
1.3211,1.1741,-0.5962,2.2159,-0.6027,2.5255,-0.945,1.7712,0
1.3008,1.4904,1.3699,0.6453,1.6439,1.0423,1.6126,-0.0426,0
-1.0292,1.5348,-0.0975,-0.3047,-1.1313,0.4767,-0.2994,-0.8654,1
-0.3561,-2.8921,0.8107,-1.4887,-2.1535,-0.5787,-2.6204,-0.2778,1
-0.4683,-2.0464,0.1355,-1.9097,-0.2995,-0.1117,1.5686,0.1728,1
-1.0574,1.1957,0.249,-0.0326,0.2397,0.0438,0.4116,-0.8593,0
0.0788,-0.5402,0.3906,-0.7956,0.0449,-0.6445,-0.1593,0.6135,1
0.2771,0.5263,-1.1242,-0.746,-0.6927,0.6332,0.0091,-2.7279,1
-2.2528,-0.0159,-0.8288,0.3441,-0.6021,-0.005,0.0567,-0.1479,1
-0.057,-1.2535,-1.5328,-0.9414,-0.0162,0.5743,0.2158,0.1989,1
-0.059,-0.0308,-0.6667,-2.5937,1.8925,1.2147,-0.4809,-0.2811,0
-1.397,-0.5745,0.0581,0.2903,-0.9805,-1.6675,-0.8483,-0.0211,1
-1.8627,0.286,-1.8129,-0.912,-1.2292,0.9233,-0.2873,-0.0041,1
0.6845,-1.1155,-0.0141,-0.7414,0.9659,0.4418,0.2811,-1.2628,1
1.0019,1.9405,-0.3568,0.7341,1.4094,0.2132,-0.9138,-0.2178,0
1.6638,1.6841,1.0148,1.6757,2.9966,1.0774,-1.9379,2.4714,0
-0.0784,0.7012,2.8776,0.6779,0.1846,0.1376,-0.5074,-0.4877,0
-0.802,0.951,0.1231,1.2563,0.669,-1.6922,-0.6664,-0.6709,0
0.731,-0.2297,1.8135,0.1192,-0.3519,0.968,-1.0648,0.9603,0
1.3629,0.6768,-1.0879,0.2637,-0.8666,0.4343,0.1252,1.3232,0
1.7129,-0.503,1.3045,-0.8113,-0.2148,1.1757,0.3881,-1.3378,0
-0.3831,0.2445,-0.6559,-1.2828,0.7464,-1.0512,0.692,-0.6039,1
1.5616,0.3277,-0.7637,0.7609,0.6831,2.6967,-0.133,3.4833,0
-0.0499,-1.9749,1.0037,0.0271,1.8395,0.7735,1.4463,1.0108,0
0.3343,-0.3215,0.2494,-0.2553,-1.601,-1.0543,-0.7009,1.031,1
1.0027,-0.4823,1.4128,-0.349,1.1687,-0.862,-0.6678,0.9326,0
0.192,-0.2329,0.5629,0.2828,1.0749,1.0219,1.2618,0.9231,0
0.6534,0.9799,-0.0252,0.4177,0.2905,-0.4502,0.5016,1.7481,0
-1.3406,-0.8684,-1.5538,-1.3212,-1.9352,0.2702,0.0416,-2.5662,1
-0.5535,0.5267,-1.3176,-1.5468,1.8099,-0.5354,-2.3204,-0.5721,1
-0.4809,-0.116,-0.7113,-0.0263,-1.1001,-0.7363,-2.0916,0.7852,1
-0.068,-0.0375,-1.3499,-0.3858,0.0452,-1.103,-1.6679,-0.7233,1
1.5477,0.3663,0.835,-0.0501,0.0731,-0.2878,-1.3691,-0.6689,0
1.1765,0.5109,-1.6568,0.9542,1.288,1.5402,-0.0736,0.0883,0
0.1089,0.1008,1.2828,-0.3718,0.2496,1.0694,1.1763,0.7025,0
-1.1204,2.2493,-1.1187,1.6462,0.5306,-0.9108,1.1797,0.8585,0
0.1273,0.7407,2.4601,-0.4881,0.914,-1.3176,1.0806,1.4594,0
-0.1148,-0.9735,-0.5852,-1.2569,1.3042,0.4166,0.405,-1.3106,1
-0.6342,1.2804,-0.8473,0.4058,-0.2294,1.3658,1.2415,2.2986,0
1.0991,-0.6352,0.6687,2.3042,-0.0713,-1.6107,-1.71,-0.4784,0
0.0435,1.3484,2.243,1.0683,0.5907,-0.5711,2.3951,-0.1994,0
0.856,0.5215,0.4788,-0.4152,1.2053,-0.3297,1.9334,-0.0214,0
-0.4583,-0.2178,0.2348,-0.9759,-0.1683,0.8187,-2.9991,-1.2215,1
0.6779,-0.0312,-2.2725,-1.0214,-0.2343,-0.1836,-1.9875,-0.8069,1
1.4266,-2.0785,0.1663,0.5029,0.3552,0.2277,-0.6981,-0.4283,1
1.4681,-1.3785,-0.872,0.2417,0.0424,0.9003,-0.7463,-0.265,1
0.0477,-0.5473,0.2287,-0.3345,0.2434,1.1999,0.9159,-1.5186,0
-2.1732,-1.2244,-0.2161,-1.2117,0.0742,-0.8427,2.2752,0.1886,1
-0.0811,-1.0496,-0.314,-0.5807,-2.1482,-0.0358,-0.144,-1.79,1
0.1739,-1.1911,-1.3706,-1.1643,-1.8869,-0.9323,0.9125,1.1266,1
-0.0124,-1.0302,-0.4788,-1.4818,-1.3755,-1.4664,-1.2096,-0.9942,1
0.3981,-0.1912,-0.158,-0.3061,-0.5342,-0.7782,-0.3885,-1.3116,1
1.9206,1.4796,-1.5125,1.1506,-0.6028,0.5822,0.5198,0.3147,0
0.7544,0.249,-1.4972,-1.1151,-0.743,-2.2723,0.8687,0.638,1
-1.5033,-1.3676,-0.2672,1.8812,-1.3415,-1.1391,-0.0899,-0.6693,1
-0.6444,-1.9239,1.5862,-1.7486,-0.5133,-0.8868,-2.7488,0.5144,1
-0.5916,1.1769,0.4432,0.1094,-0.4216,-0.134,1.4348,-0.4734,0
0.6382,-0.9207,-0.1788,0.0601,2.8189,1.7584,-0.3738,-0.5057,0
-0.1859,1.3584,0.9918,0.4112,-0.0965,-0.7223,-0.1707,-2.2658,0
-0.9024,-0.4453,-0.7961,-0.2821,0.2765,-0.4114,-0.7811,0.3104,1
-0.4071,0.9428,-0.349,-0.3727,2.2789,0.5998,0.8127,1.5198,0
0.7104,1.1598,-0.8161,0.1853,0.1413,1.2128,0.1744,-1.1386,0
-0.0982,-0.9045,-1.7854,-1.7465,-0.2089,-0.5823,0.2457,-0.1034,1
-0.2453,0.8288,2.7469,-0.602,1.4044,1.3528,-2.0399,-1.3002,0
0.7749,1.1138,1.4009,1.3082,1.3993,0.9286,1.6342,-0.5923,0
0.6126,0.3872,0.2266,0.6515,0.5275,-0.1962,1.2633,1.7415,0
1.0483,0.1187,0.2384,-0.2492,1.1937,1.6015,1.0974,1.4833,0
-1.4121,-0.6,1.8645,0.8408,0.8385,-0.5282,0.4113,1.6331,0
0.5044,0.4568,-0.2087,0.6765,0.6367,-0.9627,0.3978,0.1449,0
-1.6974,1.3442,-0.8636,1.248,-1.0023,-0.3437,-0.5641,-0.5981,1
1.009,0.5108,1.1112,-0.216,0.4486,-1.3582,-0.0819,-1.0631,1
0.2127,-1.1355,0.0025,-0.2322,1.3781,-0.8391,-0.8752,-0.0216,1
-0.8213,-0.0391,0.8942,-1.0948,-1.068,0.2726,-1.0527,1.0243,0
-0.1979,-0.1082,0.4526,1.1061,-1.2295,1.9043,0.1649,0.4658,0
-0.4155,0.6793,0.9142,0.4269,0.8891,1.6108,0.1902,-0.4852,0
0.2816,1.3619,-2.0202,-2.2362,1.2754,-0.6939,-1.2874,0.6311,1
1.699,0.6581,-0.3386,0.6303,2.5594,0.9721,-0.3002,0.1546,0
-1.25,-1.7841,0.2414,-0.5437,-2.4089,-2.1203,-1.0025,-1.0845,1
0.7942,-0.6929,-0.6451,-0.768,-0.2917,0.6477,-0.6261,1.5794,0
-1.0431,-2.6733,0.5585,0.2259,0.5158,-0.0106,-2.2972,-0.4242,1
-0.1392,-1.1844,-0.8783,-0.5464,0.7726,0.6724,-1.9879,-2.9629,1
0.0819,-1.3168,-1.6464,-0.1252,-0.2646,-1.731,-0.0948,-0.8138,1
-0.527,0.462,0.1502,-0.1599,-1.6736,1.9645,-0.3872,1.0964,0
-1.2087,-1.1477,-1.8317,-0.9435,-1.3895,0.7969,-1.4239,-1.5997,1
1.9636,0.5782,0.7317,0.6871,0.4619,-1.8825,-1.4571,0.1677,1
0.3689,-1.2929,0.2016,1.2064,-0.5099,0.643,-0.949,-1.3138,0
-1.7149,-0.083,0.0515,-0.9226,-1.1215,-0.5543,0.6827,-1.0463,1
0.6809,2.7565,0.0683,-0.302,1.025,-0.8025,-0.0265,0.3097,0
0.9925,0.0071,-0.7656,-0.3133,1.7662,-1.1345,-0.8979,-0.7872,1
-0.9347,1.1325,1.0467,0.6398,0.8725,1.2814,1.9909,-0.762,0
1.6674,-0.4245,1.5221,0.7277,2.3392,0.0647,1.7143,0.4733,0
0.3721,0.9404,0.5334,0.2922,1.0918,0.2327,-0.1242,0.4488,0
1.4419,-1.7332,-1.8308,-0.8,0.9853,-0.7212,-1.9677,-1.1966,1
0.8069,2.1883,0.0796,0.1778,0.925,1.492,1.4821,0.3975,0
0.6463,-0.6677,-2.9963,-1.3993,-1.8374,-0.4368,-0.1603,-2.887,1
1.5027,2.0761,0.9971,-0.4377,1.3163,2.052,1.8953,1.399,0
0.6247,0.9485,-0.2171,-0.0969,-0.159,-0.6829,1.9356,1.8838,0
-0.4601,-0.5093,-0.387,-2.3121,-0.2589,-2.0802,0.8894,0.7165,1
0.9972,2.6618,1.0319,2.2469,-1.3161,-2.2125,1.3955,-1.2723,0
1.8084,0.7802,2.4419,0.0937,0.7144,1.0861,-0.0829,-0.6207,0
0.3869,0.1496,0.0731,0.3063,0.9371,0.5068,1.3294,-1.4522,0
