@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,5,7-8,11,14,17-18,20-21'

@attribute A2 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.6792,-0.4197,-0.6893,0.9826,0.8036,-0.8254,-1.2324,0.9745,-0.445,1
-0.2492,0.5136,-0.6469,0.1432,0.0733,-1.9093,-0.8843,0.313,-1.3683,1
0.9351,1.2736,0.8091,-1.0593,0.1771,0.7956,-0.6416,0.0418,0.896,0
-3.0227,-1.9822,-0.4819,-1.8108,-2.2315,0.5805,-0.1573,-0.2113,-0.0628,1
1.0524,0.6757,1.7138,2.4881,-1.3002,1.7634,0.535,-0.2366,0.9723,0
-0.0199,2.2805,-0.2108,1.6216,1.2614,-2.0856,1.6861,0.3509,2.5272,0
-1.286,-0.445,0.1183,1.4653,1.6373,0.6353,1.2409,-1.1625,0.1212,0
1.1237,-0.2817,0.7407,-1.2523,-0.6905,-1.1011,-0.5447,-1.0811,-1.7067,1
0.8488,-1.4622,-0.2204,-0.1968,-0.7973,-0.6349,-2.1587,0.4701,-2.1474,1
-2.8386,-0.0091,0.0124,-0.0051,-1.2674,-0.88,-0.7628,0.5475,0.5527,1
2.4218,1.2298,-0.6408,0.4229,2.6143,-0.354,0.4442,-1.2014,-0.0195,0
-2.0106,-0.9635,-0.937,1.331,-1.0737,-0.1748,1.5254,-0.3018,-0.2334,1
-0.3196,1.2865,-0.7848,0.4923,1.0003,2.0626,1.2476,-0.4562,-0.8374,0
1.2003,2.7722,0.1386,0.1163,0.3716,0.522,0.3545,-0.7734,-0.5059,0
2.2242,-0.72,-1.3024,0.3812,1.7125,-0.8842,1.2615,-0.1471,-1.4579,1
-1.495,-0.6614,-0.2451,-0.9858,1.3364,0.3054,0.1351,-1.7758,0.5765,1
-0.8837,1.0715,1.9539,0.3034,1.202,-0.1964,-0.4074,0.7751,-0.3709,0
-1.6979,-1.348,-0.2166,-0.71,-1.2434,-0.2051,-2.4592,-0.2533,-0.9033,1
-0.2801,-2.217,-1.1973,-2.0397,-0.6023,1.272,-1.4531,0.4647,-1.236,1
0.3293,0.8739,1.3012,-0.3122,-0.4678,-0.7234,0.2698,-0.7545,0.6934,0
-1.1512,0.382,-0.8752,0.4776,-0.6255,0.571,-0.392,0.5287,-1.9551,1
0.2717,-1.2025,-1.5594,0.7544,-0.3072,0.6634,0.2176,-1.5095,-0.3521,1
-1.9875,-0.576,-1.6135,-0.6983,-1.2032,-0.1689,-0.4548,-3.166,0.4583,1
0.7263,0.3769,-1.6213,0.6346,-0.4107,0.9983,-0.5505,0.3921,-0.0599,0
0.9809,2.4869,1.8078,1.1813,0.8028,-0.2475,1.1933,-0.0595,-1.3357,0
0.429,-1.0919,-0.6889,-0.4789,-1.5819,0.5134,-0.4917,0.6616,1.3101,1
1.7578,5.6395,-1.2718,0.459,2.4607,0.4792,0.8569,-0.2518,-0.363,0
0.2081,-0.6645,0.105,-0.5602,-1.0339,-0.2079,0.3984,-0.8981,-0.1168,1
2.4621,-0.8042,-1.6408,0.4564,0.2994,-0.3735,2.2993,0.0547,-0.0184,0
1.5469,0.5697,0.8812,0.5848,-0.4194,-1.1089,0.6658,-0.2904,0.1225,1
0.7133,-0.1638,-0.7598,0.0662,0.8522,0.0414,-0.3649,-2.4863,-1.594,1
0.4723,0.2761,-1.3678,1.108,-0.2984,-0.4701,-0.3554,-1.2475,-1.8766,1
0.6258,1.4663,0.1177,0.6279,2.3133,-1.5258,1.5059,-2.1211,0.4231,0
-0.4912,-0.4712,1.8138,-0.0338,-0.3289,-0.6382,0.3548,-1.959,0.5074,1
0.1612,-0.0793,-0.1092,0.773,-0.5534,2.0225,0.5313,0.5949,-0.4313,0
-0.6741,1.2919,0.4703,0.9296,-0.7409,1.8569,-0.1449,0.0695,0.438,0
-0.1122,-1.5501,-1.2887,-1.0043,-0.0956,-0.3819,-0.3853,1.6155,-3.0805,1
-0.0283,-1.191,-2.5405,-0.1848,-0.601,1.0397,-2.7466,-0.095,-0.0514,1
-0.1088,1.1138,-1.1224,-0.4708,-0.9937,-0.2611,-0.0625,-1.1877,-0.1386,1
-0.9235,1.7573,4.3743,-0.4587,1.1498,-1.3725,1.4008,-0.5865,-1.5458,0
-0.6386,1.3525,-1.2653,-0.6782,0.0676,-1.5761,0.4686,-0.4856,0.5796,1
1.3733,0.6967,-0.2819,0.3209,0.7161,0.7043,0.7401,0.4371,0.3611,0
1.1503,0.397,0.7209,-1.2223,0.6106,-0.083,0.9176,0.6077,0.3753,0
0.8797,-0.8027,0.0193,-0.3734,1.799,0.9027,-0.6789,-1.4339,1.4755,0
2.1589,2.7055,2.653,0.2754,1.3974,0.6235,-0.6334,2.1462,-0.46,0
0.8834,0.6891,0.297,1.1581,0.5226,-1.5673,-0.9597,1.4945,1.4219,0
-0.8273,0.3574,-0.475,0.3901,-0.6128,-1.9025,0.3067,0.1934,-1.5166,1
1.4272,1.5452,1.4344,1.1696,2.0743,1.7857,-0.972,0.4185,1.2561,0
1.4886,0.518,0.2492,0.4308,1.8585,-1.3904,0.842,-0.0071,0.817,0
-1.1987,0.5,-1.2213,-0.7838,0.3,-1.1704,-0.9291,0.1951,-1.1766,1
0.704,1.5124,1.0517,0.2589,1.0255,1.6585,1.6236,0.6302,0.7857,0
1.0395,0.5232,3.3321,-0.6619,2.5486,0.5565,0.4313,-1.4851,0.0311,0
-0.2921,1.2608,0.721,2.4036,-0.5349,2.4338,0.1393,-0.5793,-0.422,0
2.3614,-1.0213,-0.7721,-0.5057,-0.7269,0.5765,-2.27,-1.0343,0.3239,1
-0.017,0.2654,-0.876,0.0338,0.3401,-0.7239,-0.0468,0.4193,-1.0698,1
-0.5082,-1.9617,1.6431,-1.3073,0.8651,0.038,-1.8448,-0.819,0.0905,1
0.8609,-0.8802,-1.5405,0.2315,0.3833,-1.3011,1.5525,-0.0407,-0.7568,1
-0.4778,-0.0008,-0.0683,1.0988,0.1441,0.1748,0.8867,0.2175,0.2409,0
0.1625,-2.9144,-0.7056,-1.1448,1.5531,-0.2717,-0.8069,-2.7919,0.115,1
0.396,1.4165,0.0436,0.5859,0.6047,-1.87,-0.798,-2.3509,-0.3953,1
0.6144,0.6799,0.9795,-0.4701,1.3585,0.2425,0.626,-2.4669,1.5694,0
-0.8414,1.3862,-0.1577,-2.6747,-1.9265,-1.0047,1.3461,0.518,-0.9216,1
-1.188,0.2476,-0.308,-0.0075,0.9099,0.4057,-0.8048,-0.56,0.7752,1
0.2173,0.4761,1.2316,-0.6648,0.9791,2.1561,1.2001,0.1986,-0.6599,0
-1.0587,-0.0624,-1.1456,0.2413,-0.283,-1.3842,0.8093,0.0163,0.0681,1
1.9481,0.9394,0.4796,0.4851,0.1782,1.3052,-0.346,1.3681,0.7846,0
-0.5076,0.2503,2.0457,-0.0262,-0.0238,0.1847,1.3835,-0.0155,0.9412,0
-0.4432,1.3858,-0.1846,-0.2771,-0.0545,0.7854,0.1325,-0.1666,0.0657,1
0.6765,0.71,-0.5877,-2.1424,1.2686,0.9864,-0.7932,0.2076,0.2362,0
