@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,5,9-13,19,21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-1.2444,0.451,0.1058,-1.9614,1.8583,-0.88,1,0.0747,1
0.0851,-1.1173,-0.0337,-0.2093,-0.9198,-0.198,-0.9364,-0.3441,1
-2.8472,-0.3478,-0.307,0.489,-0.304,0.1147,0.5454,-0.4717,1
0.3431,-2.5652,0.0293,-1.2361,-0.6683,0.925,1.1256,0.9246,0
-0.3764,-1.291,-0.8133,-0.2513,-1.341,-2.3484,-0.051,0.5693,1
0.4123,1.334,-0.8572,-0.1038,-0.0697,1.2222,0.6771,0.4531,0
-0.9541,-2.4024,-0.1816,0.1309,1.0761,-2.3523,-2.5376,-0.2982,1
-0.3529,0.1138,-1.5568,-1.4798,0.531,0.6476,-1.4087,-1.7567,1
1.8369,0.7786,0.6493,-0.1774,-0.3653,2.2576,1.0745,1.0366,0
0.7602,-0.4964,0.2223,-0.6832,0.5973,-0.7613,-1.3826,-0.6603,1
-0.6503,-0.0431,-0.0285,0.7425,-0.1369,1.5872,3.0643,1.4305,0
-0.2743,0.5216,0.7045,1.7517,0.3857,-0.5591,-1.2468,0.5761,0
1.5585,0.6339,1.0731,-1.0151,0.7597,-0.189,-0.3233,-0.2506,0
-0.492,0.9572,1.191,0.0637,0.3548,0.2165,1.1407,-0.0874,0
-0.2384,-0.7991,-0.7543,-1.1126,-1.4551,-0.5094,-0.468,-1.1851,1
-1.2865,-0.201,-0.8921,-0.7995,-1.7579,-1.5156,-2.1244,0.9442,1
2.1935,-1.5675,0.5638,0.0051,-1.9038,-0.2321,0.9821,-1.6849,1
1.3889,-2.1792,-0.6922,-0.2311,-1.6712,-0.3008,-1.0514,-0.0492,1
1.7382,1.146,0.9443,2.3776,0.8682,1.2009,1.06,0.7675,0
-1.0553,-0.4556,-0.5151,0.8868,-0.5836,-0.2538,0.661,0.7291,0
-0.2265,-1.463,-1.6119,0.4042,1.5482,-0.9064,0.8973,-0.9337,0
1.6238,0.742,-0.4467,-0.0968,0.9065,1.1738,0.4253,0.1517,0
-1.5859,2.0749,1.4412,-1.1808,1.1253,1.3067,0.8357,0.3146,0
1.577,0.2029,0.3118,-0.5024,0.2448,0.5494,0.4094,-1.271,0
0.6004,0.8639,-1.045,-0.5759,-1.229,1.5659,-0.4241,-0.5908,0
0.9991,1.6513,-0.3463,-1.0226,-1.7296,0.5296,0.7053,-0.7286,0
-0.0139,2.3601,1.7101,-1.6856,-0.1811,1.287,0.302,0.5434,0
-0.1892,-0.7261,-0.8619,-0.7522,-1.6397,-0.568,-2.0997,-0.4621,1
0.4758,0.8794,-0.6954,-1.035,2.5885,0.7988,-0.5765,-0.7261,0
