@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
60,1.667,1
812,16.571,1
63,1.286,1
440,4.4,1
552,8.625,1
828,5.75,1
63,1.286,1
112,1.75,1
979,8.091,1
2240,35,1
45,0.556,1
360,5.625,1
132,1.091,1
540,6.667,1
800,8,1
8160,14.167,1
376,5.875,1
1086,30.167,1
250,2.5,1
91,1.857,1
128,2,1
1404,9.75,1
222,6.167,1
190,1.9,1
1000,10,1
808,12.625,1
1694,14,1
25,1,1
2563,21.182,1
760,7.6,1
490,4.9,1
195,7.8,1
136,2.125,1
1298,10.727,1
102,2.833,1
308,6.286,1
220,1.818,1
153,1.889,1
413,8.429,1
42,0.857,1
168,3.429,1
65,2.6,1
1302,36.167,1
1296,16,1
224,3.5,1
190,1.9,1
987,20.143,1
732,5.083,1
42,0.857,1
112,1.75,1
2100,3.36,1
120,1.875,1
189,2.333,1
40,0.625,1
1392,9.667,1
256,4,1
120,1.875,1
80,0.8,1
720,7.2,1
49,1,1
360,3.6,1
1404,9.75,1
450,5.556,1
423,5.222,1
3707,30.636,1
405,5,1
333,4.111,1
5090,50.9,1
224,3.5,1
1573,9.308,1
2510,25.1,1
2768,43.25,1
112,2.286,1
738,9.111,1
210,2.1,1
216,2.667,1
3360,33.6,1
189,2.333,1
294,8.167,1
120,1.2,1
671,5.545,1
963,11.889,1
287,5.857,1
4590,56.667,1
300,3,1
2680,26.8,1
65,2.6,1
657,8.111,1
190,1.9,1
469,9.571,1
2484,17.25,1
144,2.25,1
160,2.5,1
238,4.857,1
77,1.571,1
238,4.857,1
416,6.5,1
60,0.6,1
380,3.8,1
552,8.625,1
192,5.333,1
664,10.375,1
486,13.5,1
570,5.7,1
240,3.75,1
637,13,1
88,0.727,1
133,2.714,1
165,6.6,1
320,5,1
738,9.111,1
1215,15,1
264,1.833,1
322,6.571,1
24,0.375,1
602,12.286,1
35,1.4,1
48,1.333,1
108,1.333,1
4020,17.867,1
770,15.714,1
328,5.125,1
189,2.333,1
1000,10,1
5964,41.417,1
2412,29.778,1
280,4.375,1
78,2.167,1
184,2.875,1
5110,51.1,1
192,0.75,1
4760,24.286,1
660,6.6,1
160,1.6,1
224,3.5,1
63,1.286,1
245,5,1
3647,74.429,1
3024,21,1
1332,16.444,1
306,3.778,1
72,0.889,1
2768,43.25,1
432,6.75,1
1008,7,1
640,6.4,1
287,5.857,1
374,1.294,1
180,1.8,1
240,6.667,1
260,2.6,1
336,5.25,1
756,9.333,1
80,1.25,1
3684,25.583,1
913,7.545,1
530,5.3,1
5317,31.462,1
6696,5.167,1
534,14.833,1
7,7,1
56,1.143,1
1106,22.571,1
2834,16.769,1
2710,27.1,1
161,3.286,1
2510,25.1,1
208,3.25,1
414,5.111,1
252,5.143,1
8533,16.13,1
424,6.625,1
128,2,1
2761,22.818,1
140,2.857,1
56,1.143,1
63,1.286,1
1720,26.875,1
250,2.5,1
405,5,1
1225,25,1
1548,19.111,1
378,4.667,1
640,6.4,1
375,15,1
35,1.4,1
120,1.875,1
208,3.25,1
3822,19.5,1
664,10.375,1
400,4,1
1020,7.083,1
217,4.429,1
104,1.625,1
198,2.444,1
2710,27.1,1
154,3.143,1
585,3.462,1
66,1.833,1
310,3.1,1
84,0.583,1
152,2.375,1
344,5.375,1
288,4.5,1
315,6.429,1
161,3.286,1
616,3.143,1
360,5.625,1
288,4.5,1
2752,43,1
576,7.111,1
147,3,1
78,2.167,1
245,5,1
416,6.5,1
36,0.444,1
297,3.667,1
2412,29.778,1
405,5,1
2992,24.727,1
5304,31.385,1
1111,9.182,1
98,2,1
1379,28.143,1
1629,20.111,1
504,3.5,1
264,4.125,1
1440,17.778,1
5530,28.214,1
584,9.125,1
153,1.889,1
756,9.333,1
5838,29.786,1
5130,22.8,1
918,11.333,1
600,9.375,1
42,1.167,1
3230,32.3,1
128,2,1
340,3.4,1
186,5.167,1
19789,3.338,1
2604,13.286,1
168,1.167,1
270,2.7,1
35,1.4,1
3768,6.542,1
1629,20.111,1
369,4.556,1
2981,24.636,1
816,12.75,1
189,2.333,1
1248,8.667,1
456,7.125,1
576,16,1
24,0.667,1
30,0.833,1
104,1.625,1
1440,22.5,1
4599,56.778,1
40,1.6,1
1740,17.4,1
1771,14.636,1
5499,32.538,1
5872,22.938,1
72,0.889,1
3707,30.636,1
4815,59.444,1
1005,4.467,1
88,0.727,1
77,1.571,1
60,2.4,1
153,1.889,1
376,5.875,1
230,2.3,1
350,3.5,1
324,4,1
1770,17.7,1
95,3.8,1
24,0.667,1
38,9.5,1
306,3.778,1
72,2,1
60,2.4,1
804,5.583,1
576,16,1
504,7.875,1
216,2.667,1
77,1.571,1
1030,10.3,1
300,3,1
370,3.7,1
814,6.727,1
288,3.556,1
144,1,1
1746,21.556,1
105,2.143,1
540,5.4,1
88,1.375,1
1536,10.667,1
4176,51.556,1
300,8.333,1
1250,12.5,1
432,6.75,1
260,2.6,1
4064,63.5,1
328,5.125,1
55,2.2,1
805,16.429,1
872,13.625,1
144,4,1
91,1.857,1
6744,11.708,1
4956,1.424,1
1700,17,1
102,2.833,1
77,0.636,1
161,3.286,1
3252,22.583,1
672,4.667,1
24,0.667,1
104,1.625,1
12,1.333,1
2720,27.2,1
253,2.091,1
35,0.714,1
1899,23.444,1
50,2,1
72,2,1
324,4,1
72,2,1
140,5.6,1
392,24.5,1
160,1.6,1
484,4,1
2112,14.667,1
266,5.429,1
5976,41.5,1
5100,51,1
344,5.375,1
1562,3.227,1
42,1.167,1
1477,30.143,1
738,9.111,1
333,4.111,1
2710,27.1,1
5726,29.214,1
400,4,1
189,2.333,1
320,5,1
296,4.625,1
351,4.333,1
1665,20.556,1
102,2.833,1
476,2.429,1
1300,13,1
231,4.714,1
576,16,1
210,8.4,1
90,1.111,1
176,11,1
1380,9.583,1
6160,31.429,1
96,1.5,1
276,7.667,1
70,1.429,1
2035,16.818,1
78,2.167,1
640,10,1
96,1.5,1
455,9.286,1
820,8.2,1
1890,18.9,1
5950,20.588,1
1034,8.545,1
224,3.5,1
747,9.222,1
830,8.3,1
64,1,1
343,7,1
40,0.625,1
520,5.2,1
42,1.167,1
1190,11.9,1
207,2.556,1
20,0.8,1
95,3.8,1
28,1.75,1
80,0.8,1
747,9.222,1
63,1.286,1
1377,17,1
1551,12.818,1
84,2.333,1
594,7.333,1
54,0.667,1
880,13.75,1
88,0.727,1
462,9.429,1
128,2,1
294,6,1
980,20,1
5894,30.071,1
104,26,1
384,6,1
99,0.818,1
582,16.167,1
56,1.143,1
128,2,1
1449,17.889,1
2552,39.875,1
49,1,1
2448,30.222,1
45,0.556,1
418,3.455,1
343,7,1
77,1.571,1
105,2.143,1
1107,13.667,1
704,2.75,1
114,3.167,1
13,13,1
287,5.857,1
2444,14.462,1
56,0.875,1
240,3.75,1
2622,1.816,1
315,6.429,1
378,7.714,1
336,6.857,1
63,1.286,1
290,2.9,1
105,4.2,1
180,1.8,1
98,2,1
1304,20.375,1
170,1.7,1
980,9.8,1
738,9.111,1
570,15.833,1
512,8,1
96,1.5,1
2710,27.1,1
152,2.375,1
1521,18.778,1
300,8.333,1
242,2,1
2511,31,1
102,2.833,1
105,2.143,1
868,4.429,1
30,1.2,1
306,8.5,1
245,5,1
154,3.143,1
1310,13.1,1
354,9.833,1
470,4.7,1
112,1.75,1
1976,11.692,1
4256,66.5,1
624,17.333,1
290,2.9,1
462,3.818,1
270,3.333,1
4675,7.48,1
350,3.5,1
414,5.111,1
980,20,1
80,0.8,1
3876,3.353,1
1925,15.909,1
426,11.833,1
1098,13.556,1
4545,56.111,1
35,1.4,1
35,0.714,1
1730,17.3,1
280,4.375,1
272,4.25,1
28,0.571,1
150,6,1
1488,10.333,1
320,5,1
935,7.727,1
1911,11.308,1
4815,59.444,1
1220,12.2,1
150,4.167,1
810,3.6,1
2420,24.2,1
2508,20.727,1
168,2.625,1
2178,18,1
1152,3.556,1
21,2.333,1
215,8.6,1
702,8.667,1
72,1.125,1
36,1,1
126,1.556,1
153,1.889,1
2241,27.667,1
153,1.889,1
1710,17.1,1
85,3.4,1
850,8.5,1
1352,8,1
259,5.286,1
88,1.375,1
145,5.8,1
5110,51.1,1
80,5,1
210,5.833,1
252,3.111,1
76,4.75,1
992,15.5,1
3280,12.813,1
5291,31.308,1
4480,22.857,1
4524,26.769,1
224,3.5,1
792,12.375,1
2376,29.333,1
112,7,1
45,1.8,1
104,1.625,1
224,3.5,1
752,11.75,1
1008,15.75,1
120,1.875,1
162,2,1
488,7.625,1
4602,27.231,1
384,6,1
250,10,1
72,2,1
200,3.125,1
600,1.5,1
120,1.875,1
2691,33.222,1
1143,14.111,1
70,1.429,1
424,6.625,1
494,2.923,1
65,2.6,1
1232,19.25,1
189,3.857,1
1107,13.667,1
1647,20.333,1
189,2.333,1
280,5.714,1
232,3.625,1
245,5,1
63,1.286,1
1548,10.75,1
119,2.429,1
399,8.143,1
266,5.429,1
77,1.571,1
28,0.571,1
90,3.6,1
78,2.167,1
200,3.125,1
600,16.667,1
408,1.412,1
108,1.333,1
891,11,1
104,1.625,1
520,5.2,1
177,177,1
6784,26.5,1
2480,24.8,1
280,5.714,1
324,4,1
91,91,1
324,4,1
144,1.778,1
441,5.444,1
1413,17.444,1
1232,10.182,1
1342,11.091,1
704,5.818,1
2150,21.5,1
77,1.571,1
144,1.778,1
3300,33,1
450,12.5,1
287,5.857,1
900,11.111,1
105,2.143,1
84,0.583,1
28,0.571,1
342,4.222,1
384,6,1
54,0.667,1
1673,34.143,1
460,0.87,1
7300,11.68,1
98,2,1
15,0.6,1
2439,30.111,1
350,3.5,1
161,3.286,1
5194,26.5,1
242,2,1
200,2,1
128,2,1
280,4.375,1
188,11.75,1
3190,31.9,1
3976,20.286,1
150,6,1
423,5.222,1
387,4.778,1
119,2.429,1
184,2.875,1
56,1.143,1
3212,26.545,1
423,5.222,1
32,0.5,1
2196,27.111,1
1370,13.7,1
330,3.3,1
312,34.667,1
176,2.75,1
2871,23.727,1
245,5,1
2067,12.231,1
2950,4.72,1
231,4.714,1
63,1.286,1
119,2.429,1
190,7.6,1
190,1.9,1
368,5.75,1
20867,3.519,1
96,1.5,1
774,21.5,1
99,0.818,1
90,1.111,1
477,5.889,1
1106,22.571,1
416,6.5,1
85,3.4,1
288,4.5,1
1920,30,1
328,5.125,1
1629,20.111,1
261,3.222,1
80,1.25,1
2710,27.1,1
60,60,1
2875,4.6,1
133,2.714,1
4815,59.444,1
98,2,1
120,1.2,1
84,1.714,1
154,3.143,1
160,2.5,1
1128,17.625,1
63,1.286,1
95,3.8,1
98,2,1
180,1.8,1
152,2.375,1
6112,23.875,1
174,4.833,1
1464,22.875,1
224,4.571,1
1184,18.5,1
1505,30.714,1
242,2,1
275,2.273,1
77,1.571,1
224,3.5,1
328,5.125,1
1596,32.571,1
210,4.286,1
72,1.125,1
168,2.625,1
2568,4.458,1
315,6.429,1
744,11.625,1
36,1,1
440,0.909,1
156,4.333,1
220,2.2,1
64,1,1
175,3.571,1
91,1.857,1
88,1.375,1
2720,27.2,1
576,9,1
126,3.5,1
66,1.833,1
300,8.333,1
5696,22.25,1
306,3.778,1
192,3,1
154,3.143,1
98,2,1
473,3.909,1
119,2.429,1
480,4.8,1
4815,59.444,1
871,5.154,1
1344,27.429,1
18865,3.182,1
996,6.917,1
112,1.75,1
136,2.125,1
99,1.222,1
1782,22,1
990,9.9,1
1144,9.455,1
138,3.833,1
4797,59.222,1
60,1.667,1
2620,26.2,1
999,12.333,1
445,17.8,1
280,2.8,1
4796,39.636,1
8645,23.947,1
56,1.143,1
2852,5.391,1
280,2.8,1
60,1.667,1
440,6.875,1
294,6,1
63,1.286,1
675,8.333,1
1034,2.136,1
322,6.571,1
182,3.714,1
260,2.6,1
42,1.167,1
78,2.167,1
