@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,8,11'

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
5,15,1
3,84,2
9,81,1
9,237,1
9,212,1
9,210,1
8,10,1
2,60,2
9,175,1
9,55,1
9,182,1
9,116,1
1,8,2
2,11,1
11,46,1
11,47,1
10,383,1
11,242,1
9,241,1
8,152,1
12,174,1
7,33,1
8,57,1
9,218,1
8,81,1
9,372,1
11,33,1
9,178,1
1,23,2
8,204,1
8,48,1
8,249,1
9,199,1
10,471,1
9,184,1
66,130,4
10,597,1
1,61,2
8,222,1
9,146,1
306,7861,5
10,439,1
9,280,1
10,329,1
9,198,1
9,136,1
12,28,1
8,52,1
10,73,1
10,132,1
1,31,2
10,632,1
7,58,1
1,8,2
8,77,1
12,86,1
1,92,2
9,181,1
8,128,1
8,31,1
4,16,1
9,183,1
11,159,1
7,21,1
76,76,4
8,83,1
10,439,1
10,570,1
6,112,1
1,13,2
12,55,1
11,62,1
1,13,2
9,156,1
11,266,1
9,278,1
12,184,1
8,101,1
7,230,1
10,54,1
10,46,1
9,34,1
8,235,1
9,46,1
9,161,1
9,70,1
8,103,1
8,170,1
9,176,1
11,166,1
10,93,1
17,17,4
10,448,1
13,13,4
23,23,4
8,348,1
9,112,1
10,321,1
7,202,1
15,489,1
7,400,1
12,458,1
14,1525,1
5,80,1
4,179,1
8,72,1
10,360,1
8,241,1
9,344,1
13,617,1
22,784,1
8,328,1
12,637,1
12,96,1
7,49,1
8,225,1
8,167,1
7,147,1
13,1437,1
11,125,1
10,338,1
10,10,4
19,208,1
12,53,1
9,619,1
5,8,5
10,482,1
14,34,5
7,17,5
7,8,1
8,404,1
10,11,5
10,509,1
21,74,5
8,83,1
10,469,1
10,441,1
10,247,1
7,57,1
11,177,1
8,36,1
6,116,1
5,20,1
5,59,1
8,20,1
6,23,1
10,27,1
7,32,1
7,22,1
7,29,1
7,80,1
9,456,1
7,50,1
7,28,1
7,114,1
5,29,1
10,469,1
7,51,1
7,136,1
9,131,1
6,41,1
7,98,1
9,16,1
6,49,1
7,94,1
5,16,1
7,25,1
7,33,1
7,8,1
7,31,1
7,28,1
7,19,1
5,31,1
7,40,1
7,69,1
9,36,1
9,50,1
7,32,1
6,20,1
8,61,1
7,45,1
5,13,1
4,31,1
7,68,1
9,42,1
8,27,1
7,61,1
7,38,1
7,35,1
7,22,1
9,22,1
7,101,1
7,50,1
7,36,1
9,95,1
7,15,1
4,9,1
7,53,1
5,8,1
7,66,1
7,35,1
9,181,1
5,10,1
7,81,1
8,31,1
7,45,1
7,52,1
7,85,1
6,96,1
7,75,1
7,24,1
9,47,1
5,67,1
8,79,1
7,115,1
8,88,1
24,60,5
8,46,1
8,61,1
8,108,1
7,9,5
8,59,1
9,40,1
11,67,1
11,118,1
21,46,1
13,21,5
8,65,1
9,29,1
8,14,5
10,105,1
9,28,1
8,34,1
9,133,1
8,92,1
9,53,1
9,520,1
8,33,1
9,120,1
9,67,1
10,102,1
8,42,1
10,159,1
10,50,1
8,66,1
8,77,1
8,41,1
10,215,1
8,44,1
6,80,1
11,212,1
10,93,1
8,99,1
8,44,1
8,103,1
11,140,1
8,59,1
10,191,1
9,57,1
8,124,1
5,24,1
12,698,1
8,92,1
9,65,1
11,131,1
8,42,1
8,111,1
6,47,1
8,54,1
8,26,1
10,71,1
8,51,2
8,54,1
7,14,1
10,427,1
8,80,1
1,7,1
5,7,1
5,38,1
5,28,1
5,47,1
5,36,1
5,49,1
8,57,1
10,676,1
9,29,1
8,36,1
10,96,1
6,10,1
10,116,1
8,28,1
6,81,1
5,64,1
5,59,1
5,33,1
8,54,1
8,86,1
5,58,1
8,42,1
10,52,1
11,64,1
8,16,1
8,93,1
7,21,1
10,56,1
7,170,1
8,44,1
11,747,1
10,85,1
10,34,1
7,76,1
8,100,1
8,124,1
10,133,1
8,161,1
8,46,1
10,138,1
8,162,1
8,27,1
8,167,1
8,85,1
8,31,1
8,29,1
7,76,1
10,27,1
10,95,1
11,201,1
8,111,1
6,20,1
8,50,1
10,81,1
5,21,1
8,96,1
8,158,1
7,12,1
11,685,1
7,100,1
10,110,1
8,12,1
7,61,1
8,136,1
7,109,1
8,161,1
10,452,1
7,34,1
8,106,1
28,411,1
7,672,1
8,197,1
1,10,1
5,126,1
7,18,1
8,54,1
9,374,1
25,2221,1
9,732,1
9,629,1
10,703,1
13,164,1
9,216,1
9,537,1
9,130,1
7,278,1
8,153,1
2,419,2
2,43,2
9,681,1
9,358,1
9,655,1
2,479,2
1,537,2
8,174,1
28,414,3
9,507,1
8,290,1
1,263,2
10,301,1
1,73,2
9,476,1
8,32,1
10,886,1
10,827,1
9,201,1
8,33,1
9,221,1
8,198,1
7,149,1
7,63,1
9,755,1
7,333,1
2,578,2
8,232,1
9,740,1
7,149,1
8,705,1
8,285,1
2,13,1
9,760,1
9,143,1
9,117,1
9,478,1
9,196,1
7,75,1
24,2099,1
25,2207,1
9,184,1
8,250,1
9,582,1
8,113,1
1,19,1
8,179,1
9,345,1
1,22,1
1,10,1
11,438,1
95,5966,3
9,212,1
15,83,1
13,251,1
10,317,1
9,42,1
13,384,1
1,14,2
13,2144,1
10,869,1
13,1579,1
10,108,1
1,114,2
1,25,2
14,2010,1
14,1865,1
10,645,1
7,223,1
24,2333,1
11,567,1
1,10,2
1,32,2
10,94,1
10,781,1
12,1259,1
26,2252,1
12,12,4
11,937,1
10,87,1
13,733,1
10,121,1
10,116,1
14,2152,1
10,105,1
10,114,1
8,617,1
13,1007,1
7,164,1
3,9,1
14,1584,1
9,810,1
10,105,1
24,4645,1
11,609,1
12,159,1
11,125,1
83,7353,5
17,597,1
16,2268,1
14,376,1
16,1890,1
11,140,1
3,10,1
11,125,1
11,14,4
3,11,1
8,69,1
9,573,1
10,461,1
8,56,1
9,387,1
8,424,1
15,228,1
24,10359,2
9,356,1
7,372,1
8,191,1
5,40,1
8,142,1
8,331,1
6,89,1
5,86,1
17,163,1
18,196,1
7,135,1
16,151,1
17,166,1
16,158,1
9,359,1
6,174,1
4,160,1
7,248,1
160,9199,5
10,218,1
7,12,1
6,25,1
7,109,1
7,90,1
7,19,1
7,17,1
1,25,1
7,100,1
9,111,1
9,266,1
9,403,1
5,20,1
5,7,4
9,123,1
7,38,1
5,40,1
17,328,1
11,2657,2
6,30,1
23,233,1
10,240,1
9,51,1
12,721,1
1,217,2
1,93,2
13,811,1
2,7,1
6,18,1
8,459,1
20,260,1
20,176,1
20,275,1
8,103,1
7,119,1
9,31,1
8,454,1
7,28,1
12,89,1
11,48,1
1,192,2
2,193,2
38,1574,1
1,9,2
14,505,1
9,146,1
1,128,2
11,516,1
4,1136,2
