@relation australian

@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
0,100,0
1,140,0
0,280,0
0,260,0
0,200,0
0,416,0
0,80,0
0,348,0
0,0,0
1,200,0
0,17,0
0,184,0
0,280,0
0,220,0
0,184,0
0,200,0
0,112,0
0,220,0
0,120,0
1,240,0
0,320,0
0,80,0
0,200,0
0,0,0
1,980,0
0,0,0
0,100,0
0,280,0
1,300,0
0,460,0
1,94,0
0,108,0
0,176,0
0,45,0
1,560,0
0,180,0
0,720,0
0,240,0
0,0,0
0,0,0
0,200,0
0,100,0
0,400,0
0,160,0
0,96,0
0,160,0
1,200,0
0,120,0
0,0,0
0,240,0
0,550,0
0,200,0
0,120,0
0,180,0
0,0,0
0,180,0
0,0,0
0,100,0
0,80,0
0,300,0
0,280,0
0,168,0
0,380,0
0,178,0
1,100,0
0,280,0
0,460,0
0,160,0
0,0,0
1,0,0
1,176,0
0,132,0
0,300,0
0,228,0
0,320,0
0,100,0
0,108,0
0,260,0
0,80,0
0,356,0
0,180,0
0,252,0
0,216,0
0,141,0
0,180,0
0,120,0
0,220,0
1,200,0
1,760,0
0,200,0
0,129,0
0,160,0
0,231,0
1,140,0
0,454,0
0,440,0
0,0,0
1,160,0
0,40,0
1,160,0
0,0,0
0,0,0
0,280,0
1,100,0
0,240,0
0,73,0
0,400,0
0,225,0
0,160,0
0,60,0
0,0,0
0,120,0
1,0,0
0,0,0
0,200,0
0,320,0
0,200,0
0,120,0
1,188,0
1,100,0
0,240,0
0,232,0
0,240,0
0,170,0
1,184,0
0,160,0
1,180,0
0,184,0
1,180,0
0,160,0
0,200,0
0,254,0
0,0,0
0,200,0
0,280,0
0,200,0
0,80,0
0,240,0
0,300,0
0,200,0
1,443,0
0,184,0
0,369,0
0,180,0
0,0,0
0,130,0
0,280,0
0,240,0
0,120,0
1,120,0
0,160,0
0,200,0
0,200,0
0,340,0
0,309,0
0,160,0
0,272,0
0,420,0
0,0,0
0,180,0
0,0,0
0,140,0
0,144,0
0,2000,0
0,160,0
0,465,0
1,112,0
0,200,0
0,320,0
0,180,0
0,76,0
0,720,0
0,0,0
0,200,0
0,160,0
1,208,0
0,160,0
0,140,0
1,152,0
0,200,0
1,120,0
0,210,0
1,0,0
1,400,0
0,0,0
0,260,0
0,0,0
1,0,0
1,268,0
0,28,0
0,132,0
0,340,0
0,140,0
0,0,0
0,340,0
0,272,0
0,600,0
0,224,0
0,120,0
0,263,0
0,0,0
0,0,0
1,928,0
0,160,0
0,132,0
1,288,0
0,110,0
0,420,0
1,320,0
1,440,0
0,360,0
0,80,0
0,120,0
0,0,0
0,0,0
0,0,0
0,180,0
1,0,0
0,340,0
1,171,0
0,108,0
1,163,0
0,320,0
0,200,0
1,368,0
0,144,0
1,120,0
0,120,0
0,70,0
0,360,0
0,92,0
0,0,0
0,160,0
1,180,0
0,200,0
0,128,0
0,0,0
1,0,0
1,160,0
0,200,0
0,520,0
0,320,0
0,260,0
0,272,0
1,75,0
0,0,0
0,136,0
0,1160,0
1,80,0
0,80,0
0,280,0
0,240,0
1,164,0
0,240,0
0,210,0
1,523,0
0,154,0
0,480,0
0,60,0
0,280,0
0,300,0
0,20,0
0,0,0
0,80,0
0,360,0
0,100,0
0,62,0
1,167,0
0,140,0
0,86,0
1,120,0
1,180,0
0,0,0
0,100,0
0,280,0
0,160,0
0,100,0
0,160,0
0,280,0
1,140,0
1,320,0
0,128,0
0,180,0
0,292,0
0,480,0
0,145,0
0,220,0
0,280,0
0,372,0
0,256,0
1,100,0
1,140,0
1,132,0
0,120,0
0,232,0
0,160,0
0,140,0
0,300,0
0,150,0
1,320,0
0,221,0
0,380,0
0,0,0
0,120,0
0,200,0
0,160,0
0,100,0
0,460,0
0,120,0
0,0,0
0,640,0
0,0,0
0,276,0
0,0,0
0,280,0
1,252,0
0,0,0
0,220,0
1,300,0
1,200,0
0,200,0
0,0,0
1,130,0
0,0,0
1,140,0
1,180,0
0,0,0
1,260,0
0,0,0
0,120,0
1,280,0
0,120,0
1,280,0
1,212,0
0,0,0
1,0,0
0,320,0
0,320,0
0,140,0
0,400,0
0,120,0
0,400,0
0,411,0
0,136,0
0,184,0
1,80,1
1,0,1
1,510,1
1,96,1
1,370,1
1,0,1
1,500,1
1,211,1
1,360,1
1,70,1
1,160,1
1,400,1
1,0,1
1,80,1
1,350,1
1,164,1
1,290,1
1,0,1
1,100,1
1,0,1
1,280,1
1,422,1
1,80,1
1,0,1
1,320,1
1,220,1
1,80,1
1,0,1
1,399,1
1,0,1
1,96,1
0,200,1
1,49,1
1,312,1
1,50,1
1,80,1
1,129,1
1,93,1
1,120,1
1,184,1
1,0,1
1,200,1
1,300,1
