@relation australian

@attribute A4 {1,2,3}
@attribute A8 {0,1}
@attribute A12 {1,2,3}
@attribute A14 numeric
@attribute Class {0,1}

@data
2,0,2,1111,0
1,0,2,1,0
2,1,1,1,0
2,0,2,1,0
2,0,2,3,0
2,0,2,1,0
2,0,1,1,0
2,0,2,19,0
2,0,2,1,0
1,1,2,1,0
2,0,2,1,0
2,0,2,4209,0
1,0,1,1,0
2,0,1,1,0
1,0,2,2,0
2,0,2,12,0
2,0,2,1,0
2,0,2,770,0
2,0,2,1,0
1,0,2,7,0
2,1,1,1,0
1,0,2,7,0
2,1,2,1,0
1,0,2,457,0
2,0,2,4501,0
1,0,2,142,0
2,0,2,34,0
2,0,2,501,0
2,0,2,1,0
2,0,2,1,0
2,0,1,1,0
2,0,2,1,0
2,0,2,1,0
2,0,2,161,0
2,0,2,284,0
2,0,2,1,0
1,0,2,68,0
2,0,2,352,0
2,0,2,1001,0
2,0,1,1,0
2,1,2,1,0
1,0,2,723,0
2,0,2,109,0
2,1,2,1,0
2,0,2,3,0
2,0,1,1,0
1,0,2,2,0
2,0,1,1,0
2,0,2,2,0
1,0,1,1,0
2,0,1,1,0
1,0,2,4001,0
1,0,2,1,0
1,1,2,2,0
1,0,2,1,0
1,0,2,3,0
2,0,2,1,0
1,0,2,1,0
2,0,2,26,0
2,0,1,1,0
2,0,2,1,0
2,0,2,11,0
1,0,2,2,0
1,0,2,17,0
1,1,2,1,0
2,0,2,141,0
2,1,2,501,0
1,0,2,1,0
2,0,2,1,0
2,0,2,1,0
1,0,2,1,0
1,0,2,33,0
2,0,2,54,0
2,0,2,113,0
2,0,2,2,0
2,0,2,1,0
2,1,2,1,0
1,0,2,1,0
1,0,2,1,0
2,0,2,1,0
2,0,2,1,0
1,0,2,5,0
1,0,2,3,0
1,0,2,5,0
1,0,2,1,0
2,0,2,147,0
1,0,2,1,0
2,0,2,4,0
2,0,2,11,0
2,0,2,1,0
2,0,1,1,0
1,0,2,1,0
2,1,2,1,0
2,1,2,1,0
1,0,2,18,0
2,1,2,1,0
2,1,2,2,0
1,1,2,226,0
1,1,1,1,0
1,0,2,2,0
2,0,2,121,0
2,1,2,1,0
1,0,2,476,0
2,0,2,20,0
1,0,2,4,0
2,1,2,201,0
2,0,2,5,0
2,0,2,1213,0
2,0,2,8,0
2,0,2,22,0
2,0,2,123,0
2,0,2,1,0
2,0,2,229,0
2,0,2,51,0
2,0,2,1,0
1,0,1,1,0
2,0,2,445,0
2,0,2,1005,0
2,0,2,1,0
1,0,2,2,0
2,0,2,7,0
2,0,1,1,0
2,0,2,9,0
1,1,2,1,0
1,0,2,185,0
2,0,2,351,0
2,0,2,7,0
2,0,2,5201,0
2,0,2,22,0
2,0,2,1001,0
2,0,2,127,0
2,0,2,317,0
1,0,2,18,0
1,1,2,1,0
1,1,2,1,0
2,0,2,301,0
1,0,2,1,0
1,1,2,401,0
1,0,2,71,0
2,0,2,2,0
2,0,1,1,0
2,0,2,1,0
1,0,2,538,0
2,0,2,1,0
2,0,2,3553,0
2,0,2,201,0
2,1,2,1,0
2,0,2,810,0
2,0,2,365,0
1,0,2,2,0
2,1,2,1,0
2,0,2,1,0
1,1,2,1,0
2,0,2,391,0
2,0,2,287,0
1,0,2,1,0
1,0,2,1,0
2,0,2,99,0
2,0,2,1,0
2,1,2,1,0
2,1,2,1,0
1,0,2,1059,0
1,1,2,21,0
2,0,2,2,0
2,1,2,28,0
2,0,2,485,0
2,1,2,1,0
2,0,2,1,0
2,0,2,2,0
2,1,2,1,0
2,0,2,252,0
2,0,2,2,0
2,1,2,1,0
2,1,2,91,0
2,0,2,10,0
2,0,2,2011,0
1,0,2,19,0
1,0,2,2101,0
2,0,1,1,0
2,0,2,69,0
2,1,2,2198,0
2,1,2,69,0
2,0,2,8,0
2,0,2,2,0
2,0,2,6,0
1,0,1,1,0
1,0,2,5,0
2,0,2,4,0
2,0,2,2,0
2,0,2,101,0
1,0,2,196,0
1,0,2,88,0
2,0,2,1,0
2,1,2,1,0
1,0,2,1,0
2,0,2,1,0
1,0,1,1,0
1,0,2,205,0
2,0,3,1,0
2,1,2,1,0
2,0,2,395,0
2,0,2,2804,0
1,0,2,1,0
2,0,2,1,0
2,0,2,7,0
1,0,2,1211,0
2,0,2,1,0
1,0,2,1001,0
2,0,2,36,0
1,0,2,1,0
2,0,2,1,0
2,0,2,1,0
1,0,2,2,0
2,1,1,1,0
2,0,2,1,0
2,0,2,1,0
2,0,2,1,0
2,0,2,11,0
2,0,2,2,0
1,0,2,1,0
2,0,2,502,0
2,0,2,17,0
2,1,1,1,0
2,0,1,1,0
1,0,2,1,0
1,0,2,1,0
1,0,2,21,0
2,1,1,1,0
1,0,2,2,0
2,1,1,1,0
2,0,2,1,0
2,0,2,1,0
2,1,2,341,0
2,0,2,1,0
2,0,2,201,0
2,1,2,39,0
2,0,2,101,0
2,1,2,6,0
2,0,2,5553,0
1,0,2,2,0
2,0,2,6,0
2,0,2,11,0
2,0,2,118,0
1,0,2,1,0
2,0,2,1001,0
2,1,2,1,0
2,0,2,1,0
2,0,2,1,0
1,1,2,1,0
2,0,2,751,0
2,0,2,1,0
2,0,2,1,0
1,0,2,1,0
1,0,1,1,0
2,0,2,155,0
2,0,2,1,0
2,0,2,6,0
2,0,2,174,0
2,0,2,1,0
2,0,2,56,0
2,0,2,1,0
2,1,2,2,0
2,0,1,1,0
1,1,2,29,0
2,1,2,6,0
2,0,2,1,0
2,0,2,688,0
1,1,2,1,0
2,1,2,991,0
2,0,2,351,0
2,0,2,1,0
2,1,2,1,0
2,1,1,1,0
2,1,2,51,0
2,0,2,1,0
1,0,2,1,0
2,0,2,4001,0
1,0,2,1,0
2,0,2,1,0
1,0,2,2,0
2,0,2,1,0
1,0,2,101,0
2,0,2,6,0
2,1,2,1,0
2,0,2,2,0
2,0,2,14,0
2,0,2,2,0
1,0,2,1,0
1,1,2,1,0
2,0,1,1,0
1,1,2,21,0
2,1,2,1,0
1,1,2,1,0
2,0,2,1,0
1,0,1,1,0
2,0,2,1951,0
2,0,2,1063,0
1,0,2,3,0
1,1,2,101,0
2,0,2,151,0
1,0,2,1,0
2,0,2,109,0
2,0,2,51,0
2,0,2,41,0
1,0,2,180,0
2,0,2,1,0
2,0,2,13,0
2,0,2,4,0
2,0,2,4,0
2,0,1,1,0
1,0,2,352,0
2,0,1,1,0
1,0,2,1,0
1,1,2,1,0
2,0,1,1,0
2,1,2,6,0
1,0,2,205,0
2,0,2,1,0
1,1,2,211,0
2,1,1,1,0
1,0,2,61,0
1,0,2,1,0
2,0,2,1,0
2,0,2,247,0
2,0,2,1,0
2,0,1,1,0
1,0,2,1,0
2,0,2,2,0
2,0,2,51,0
2,1,2,131,0
2,0,2,6,0
2,0,2,2,0
2,0,2,1,0
2,0,2,588,0
1,0,2,1,0
2,1,2,1,0
2,1,1,1,0
2,0,2,3,0
2,0,2,43,0
1,0,2,1,0
2,0,2,1,0
2,0,2,23,0
2,0,2,19,0
2,1,2,1,0
2,1,2,169,1
2,1,2,3066,1
2,1,2,1,1
1,0,2,1,1
2,1,2,1,1
2,1,2,1261,1
2,1,2,714,1
2,1,2,1,1
2,1,2,501,1
2,1,1,1,1
2,1,2,5299,1
2,1,2,1,1
2,1,2,1,1
2,0,2,41,1
2,1,2,4701,1
2,1,2,2504,1
2,1,2,601,1
2,1,2,1584,1
2,1,2,1,1
2,1,2,5125,1
2,1,2,110,1
1,1,2,1,1
2,1,2,1,1
1,1,2,1,1
2,1,2,1,1
2,1,2,1,1
2,1,2,1,1
2,1,2,445,1
2,1,2,1271,1
2,1,2,3377,1
2,1,2,1,1
2,1,2,50001,1
2,1,2,151,1
2,1,2,1,1
2,1,2,1,1
2,1,2,1,1
2,1,2,101,1
2,1,2,3066,1
2,1,2,4160,1
2,1,2,801,1
2,1,2,1001,1
1,0,2,114,1
2,1,2,1,1
1,1,2,8001,1
2,1,2,5001,1
2,1,2,1,1
2,1,2,1,1
2,0,2,2691,1
2,1,2,1,1
2,0,3,1,1
2,1,2,2284,1
2,0,1,1,1
1,1,2,2301,1
2,1,2,1,1
2,1,2,11203,1
2,1,2,1,1
2,1,2,279,1
1,1,2,301,1
2,1,2,1,1
2,1,2,1,1
2,1,2,1,1
2,1,2,838,1
1,1,2,13213,1
3,0,1,1,1
2,1,2,201,1
2,1,2,4608,1
2,1,2,7,1
2,1,2,3001,1
2,1,2,501,1
2,1,2,3258,1
2,1,2,1,1
2,1,2,919,1
2,1,2,1,1
2,1,2,611,1
2,1,2,1,1
2,1,2,2207,1
2,1,2,1,1
2,0,2,7,1
2,1,2,1,1
2,1,2,3001,1
2,1,2,1,1
2,0,2,9,1
2,1,2,16,1
2,1,2,501,1
2,1,2,1,1
2,1,2,285,1
2,1,2,501,1
2,1,2,8852,1
2,1,2,1,1
2,1,2,2073,1
2,1,2,1,1
2,1,2,401,1
2,1,1,1,1
2,1,2,1001,1
2,1,2,1001,1
2,1,2,285,1
2,1,2,1,1
1,1,2,322,1
2,1,2,9801,1
2,1,2,1401,1
2,1,2,1211,1
2,1,2,1466,1
2,1,2,328,1
2,1,2,568,1
2,1,2,36,1
2,1,2,1,1
2,1,2,59,1
2,1,2,259,1
2,1,2,858,1
1,1,2,1,1
2,1,2,1201,1
2,1,2,1,1
2,1,2,893,1
2,1,2,541,1
2,1,2,601,1
2,1,2,501,1
2,1,2,1,1
2,1,2,6701,1
2,1,2,1603,1
1,1,2,1188,1
1,1,2,1,1
2,1,2,1,1
1,1,2,1,1
2,1,2,810,1
2,1,2,3001,1
2,1,2,159,1
2,1,1,1,1
2,1,2,20,1
2,1,2,235,1
2,1,2,1,1
2,1,2,731,1
2,1,2,791,1
2,1,2,301,1
2,1,2,5801,1
2,0,2,1,1
2,0,3,1,1
1,1,2,501,1
2,1,2,15109,1
2,1,2,1,1
2,1,2,1350,1
2,1,2,1,1
2,1,2,7,1
2,1,2,5001,1
2,1,1,1,1
2,1,2,6591,1
1,1,2,1,1
2,1,2,1,1
1,1,2,376,1
2,1,2,7060,1
2,1,2,2385,1
1,1,2,1,1
2,1,2,26727,1
1,1,2,60,1
1,1,2,5778,1
2,1,2,2955,1
2,1,2,10001,1
2,1,2,1,1
2,1,2,1209,1
2,1,2,2201,1
2,1,2,197,1
2,1,2,1,1
2,1,2,583,1
2,1,2,5001,1
1,1,1,1,1
