@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R8,13,15'

@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
0,280,0
0,176,0
0,352,0
1,0,1
0,120,0
0,140,0
0,340,0
0,216,0
0,100,0
0,0,0
1,0,1
1,487,1
0,160,0
1,0,1
0,184,0
0,350,0
1,0,1
1,375,1
0,0,0
1,680,0
0,100,0
1,168,1
0,160,0
1,360,0
1,0,1
1,520,1
1,150,1
1,29,1
1,225,1
1,370,1
0,100,0
1,300,1
0,240,1
1,160,1
1,420,0
0,160,0
1,73,1
1,520,1
1,160,1
0,220,0
1,200,0
1,200,1
1,99,1
0,160,0
0,60,0
0,120,0
1,400,0
1,100,1
1,400,1
0,174,0
1,0,1
0,160,0
1,400,1
0,120,0
0,300,1
0,450,1
1,410,1
1,329,0
1,120,1
0,80,0
0,180,0
0,80,0
0,80,0
0,140,0
1,0,1
0,144,0
1,80,0
1,491,1
1,80,0
