@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R3,6-8,11-12,15'

@attribute A3 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A11 {0,1}
@attribute A12 {1,2,3}
@attribute Class {0,1}

@data
446,8,304,1,0,2,1
5,8,5,1,1,2,1
125,8,1375,1,1,2,0
271,4,2415,0,1,2,0
45,4,75,1,1,2,1
9585,4,79,0,0,2,0
175,4,2335,0,1,2,0
15,4,2,1,1,2,1
425,4,35,0,0,2,0
13665,8,15,0,0,2,0
13585,8,85,1,1,2,1
4,8,575,1,1,2,0
1,4,75,1,1,2,1
4,3,0,1,0,2,1
835,1,0,1,0,2,0
95,4,65,1,0,2,1
65,4,629,1,0,2,1
846,4,246,0,0,2,1
205,4,4,0,0,2,0
25,8,225,0,1,1,0
4,5,5,1,1,1,0
25,4,175,0,1,2,0
10,8,1,1,0,2,1
65,5,4,1,1,2,1
58,4,29,1,1,2,1
75,4,15,0,1,2,0
3375,8,829,0,1,2,0
5415,8,29,0,0,2,0
0,5,15,1,0,2,1
1125,1,0,0,0,2,0
705,4,375,0,0,2,0
5,4,35,1,1,2,1
665,4,1665,0,0,2,0
105,4,3,1,1,2,1
225,4,125,0,0,2,0
15,4,375,0,1,2,0
5625,4,171,1,0,1,1
3,4,125,0,0,2,0
275,4,425,1,0,2,1
585,1,0,0,0,2,0
45,8,575,0,1,1,1
65,8,146,1,0,2,1
115,4,15,0,1,2,0
6,4,125,0,0,2,0
375,4,1085,1,1,2,1
425,5,325,1,0,2,1
1,4,5,0,0,2,0
165,8,325,1,1,2,1
5,4,175,1,0,2,1
2,4,25,0,1,2,0
25,4,125,0,0,2,0
1085,4,15,0,0,2,0
7625,8,155,1,0,2,1
11665,8,85,0,0,2,0
1665,1,0,0,0,2,0
6,4,25,1,0,2,1
5,4,125,0,0,2,0
275,5,0,0,0,2,0
79,4,85,0,0,2,0
2,4,175,1,1,2,1
11,4,15,1,0,1,0
5835,4,55,0,0,2,0
171,4,165,0,0,1,0
75,4,1415,1,0,2,1
35,4,835,1,0,1,1
3165,4,3165,1,1,2,1
45,5,25,0,0,2,0
15,4,25,0,1,2,0
145,8,3085,1,0,2,1
