@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R1,8,13,15'

@attribute A1 {0,1}
@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
1,0,60,0
1,0,200,0
1,1,180,1
0,1,519,1
0,1,49,1
0,0,132,0
1,0,141,0
0,1,280,1
0,0,380,0
1,1,100,0
1,0,0,0
0,1,0,1
1,0,290,1
1,0,0,0
0,1,0,1
1,1,100,1
1,0,220,0
0,0,260,0
0,1,396,1
1,0,180,0
1,1,140,1
0,0,300,0
1,0,400,0
1,0,210,0
1,0,280,0
1,1,88,1
1,1,0,1
0,1,232,1
0,1,0,1
1,0,80,0
0,0,180,0
1,0,480,0
1,1,120,1
1,0,232,0
1,1,400,0
1,0,300,0
0,0,0,0
0,0,200,0
1,0,309,0
1,0,0,1
1,0,720,0
1,1,443,0
0,0,240,0
0,0,160,0
0,1,340,1
0,1,0,1
1,1,120,0
1,1,260,1
1,1,164,0
1,1,200,0
1,1,80,1
1,1,0,1
0,1,120,0
1,0,120,0
0,0,120,0
0,1,0,1
1,1,311,1
1,1,60,1
0,1,0,1
1,0,280,0
1,1,0,1
1,1,93,1
1,1,102,1
1,1,393,1
1,0,160,0
0,1,455,1
1,1,0,0
1,1,928,0
1,0,160,0
