@relation australian

@attribute A2 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A9 {0,1}
@attribute Class {0,1}

@data
2075,4,0,0,0
2858,2415,1,0,0
20,5,0,0,0
4158,665,0,0,0
2067,125,0,0,0
245,0,0,0,0
2558,35,0,0,0
1767,25,0,0,0
4092,0,1,0,0
4425,15,1,0,0
3392,0,1,0,0
2867,125,0,0,0
3425,25,1,0,0
2225,325,0,0,0
165,25,0,1,0
2267,75,0,0,0
195,79,0,0,0
3842,375,0,1,0
1758,165,0,1,0
4117,25,0,0,0
215,25,1,0,0
3517,0,0,1,0
625,5,1,0,0
4317,75,1,0,0
3317,35,0,0,0
3958,0,0,1,0
2633,0,0,0,0
2817,85,0,0,0
4517,25,1,0,0
2342,85,1,0,0
2983,25,0,0,0
2008,0,0,0,0
23,5,0,0,0
3892,25,0,0,0
2717,0,0,1,0
2192,85,0,0,0
2925,5,0,0,0
3442,125,0,0,0
3483,3,0,0,0
3358,85,0,0,0
2958,125,0,0,0
19,0,0,1,0
1858,54,0,0,0
1958,0,0,1,0
2342,5,0,0,0
3675,0,0,0,0
2683,0,0,0,0
3875,0,0,0,0
23,0,0,1,0
2083,1,0,0,0
1633,415,0,0,0
1633,665,0,1,0
20,2,0,0,0
2275,165,0,0,0
225,3,1,0,0
1975,795,1,1,0
4092,10,1,0,0
1725,4,0,0,0
2292,165,0,0,0
2358,85,0,0,0
2142,75,0,0,0
33,7,0,0,0
3157,425,0,0,0
3175,0,0,0,0
3608,0,0,0,0
2292,85,0,0,0
1692,165,0,1,0
4033,165,0,1,0
2542,165,0,1,0
235,45,0,0,0
235,415,0,1,0
2767,2,1,0,0
3458,0,0,0,0
2258,54,0,0,0
3983,25,1,0,0
1792,4,0,0,0
20,5,0,0,0
34,1,1,0,0
2775,25,0,0,0
28,75,0,0,0
4783,85,0,0,0
2225,85,0,0,0
3233,1585,1,0,0
215,5,1,0,0
3483,5,0,0,0
1792,0,0,0,0
4283,13875,0,1,0
2767,165,0,0,0
4717,55,0,0,0
225,15,0,0,0
2692,5,0,0,0
2958,2,0,1,0
2725,455,1,0,0
5183,15,0,0,0
2275,415,0,0,0
1767,0,0,0,0
5192,3085,0,0,0
2108,125,0,0,0
1825,1,0,1,0
245,5,1,1,0
2475,15,0,0,0
2983,4,0,0,0
375,25,1,0,0
2533,275,1,0,0
2267,85,0,0,0
3358,4,0,0,0
3617,5,0,0,0
3225,0,0,1,0
395,15,0,0,0
3025,55,0,0,0
2567,229,0,1,0
3157,85,0,0,0
2217,3335,0,1,0
2525,2,0,1,0
35,829,0,0,0
3242,0,0,0,0
1742,125,0,0,0
3067,225,0,0,0
3157,875,1,0,0
3467,1165,0,0,0
1592,85,0,0,0
6275,0,0,0,0
1692,29,0,0,0
3367,15,0,0,0
3408,125,1,0,0
3242,165,0,0,0
5683,5,0,0,0
31,85,0,0,0
2517,125,0,1,0
365,35,0,0,0
3275,575,0,0,0
2525,5,0,0,0
2042,0,0,0,0
2267,1585,0,1,0
5333,0,0,0,0
2117,5,0,0,0
2408,25,0,0,0
3325,25,0,0,0
2492,0,1,0,0
2292,25,0,0,0
1967,835,1,0,0
3108,4,0,0,0
3157,835,1,0,0
2767,25,0,0,0
2067,1375,1,1,0
3157,0,0,1,0
2117,25,0,0,0
2008,125,0,0,0
2758,279,0,1,0
3733,165,0,0,0
2267,165,0,0,0
1858,415,0,0,0
1608,0,0,1,0
2158,665,0,0,0
3233,125,0,0,0
6333,585,1,1,0
4058,0,0,0,0
2942,25,0,1,0
4083,5,0,0,0
5233,946,1,0,0
195,4,0,0,0
3908,3,0,0,0
2675,25,0,0,0
2117,25,0,0,0
2858,25,0,1,0
295,2,0,0,0
2375,4,0,1,0
2725,125,0,1,0
3658,0,0,1,0
20,125,0,0,0
1633,125,0,0,0
3667,25,0,0,0
2308,85,0,0,0
3142,5,1,0,0
3108,25,0,1,0
2217,125,0,0,0
195,29,0,0,0
2983,165,0,0,0
32,125,0,0,0
2458,175,1,0,0
165,165,0,0,0
45,1,0,0,0
3858,135,1,0,0
2817,4,0,0,0
4092,5,0,0,0
3375,1,1,1,0
5075,0,0,0,0
3075,585,0,0,0
1708,335,0,0,0
2658,0,0,0,0
3992,21,0,0,0
2375,2085,0,0,0
1867,375,1,1,0
4317,225,0,0,0
3158,35,0,0,0
2408,85,0,1,0
2617,125,0,0,0
1733,175,0,1,0
3417,25,0,0,0
1883,0,0,0,0
34,15,0,0,0
3008,5,1,1,0
245,165,0,0,0
2325,125,0,1,0
235,875,0,0,0
1833,0,0,0,0
2783,3,0,0,0
2067,2,0,0,0
2583,5,0,0,0
225,335,0,0,0
1942,2,1,0,0
2042,0,0,0,0
1917,1,0,0,0
2458,25,0,0,0
2675,75,0,0,0
3125,0,0,1,0
35,1,0,0,0
2458,0,0,0,0
2208,1585,0,0,0
2067,375,1,1,0
3367,1165,0,0,0
3733,21,0,0,0
3525,375,1,0,0
2875,15,1,0,0
245,4,0,0,0
2858,25,0,0,0
1858,415,0,0,0
2375,25,0,1,0
3225,25,0,0,0
3157,0,0,0,0
2208,75,0,0,0
2192,125,0,0,0
5242,375,0,0,0
1708,335,0,1,0
2742,25,0,0,0
3483,125,1,0,0
2758,5085,0,1,0
1842,125,1,0,0
1933,585,0,1,0
4225,0,0,0,0
1883,165,0,1,0
3642,585,0,0,0
1792,175,0,1,0
22,165,0,0,0
2567,4,1,0,0
2358,2625,1,1,0
3633,1165,1,0,0
25,45,1,0,0
5483,0,1,1,0
3717,5,1,0,0
2892,29,0,0,0
5575,675,1,1,0
2183,85,0,0,0
285,1,1,1,0
265,85,0,0,0
3942,165,0,0,0
4483,1625,0,0,0
1575,1,0,0,0
4275,1,1,0,0
2217,0,0,0,0
3125,0,0,1,0
5217,0,0,0,0
1817,1085,0,0,0
49,0,1,0,0
4733,1,0,0,0
2108,4,0,0,0
3617,29,0,0,0
4817,335,0,0,0
2358,3,0,0,0
1583,125,0,1,0
19,2335,0,0,0
25,225,1,1,0
3475,5,0,0,0
5758,65,0,1,0
2483,1,0,0,0
1625,25,0,0,0
1883,665,0,0,0
34,1085,0,0,0
3042,4,0,1,0
295,29,0,1,0
1917,29,0,0,0
2042,15,0,0,0
2975,25,0,0,0
2733,0,0,0,0
2617,1165,0,0,0
3525,4,1,0,0
2358,125,0,0,0
1817,165,0,0,0
3292,175,0,1,0
2083,165,0,0,0
2442,165,0,1,0
2917,35,1,1,0
2542,129,1,1,0
5858,2415,0,0,0
2175,25,0,0,0
2167,25,1,1,0
23,125,1,0,0
3833,125,0,0,0
4875,0,1,0,0
4117,165,0,0,0
3157,85,1,0,0
3192,304,0,1,0
3892,5,0,0,0
2308,1,0,1,0
22,29,0,1,0
4325,21,1,1,0
2475,1,0,0,0
3233,5,0,0,0
3375,0,0,0,0
23,5,1,0,0
3825,125,0,0,0
3058,85,0,1,0
2783,575,1,1,0
3308,54,0,0,0
5025,5,0,0,0
3157,3,1,0,0
3183,75,1,0,0
2567,15,0,0,0
4917,29,0,0,0
2625,125,0,0,0
2075,29,0,0,0
5708,1,1,0,0
2525,1,0,0,0
3325,2,0,0,0
8025,54,1,0,0
3033,85,0,0,0
225,175,1,1,0
3558,15,0,0,0
2433,45,0,0,0
3058,125,0,0,0
2458,875,1,0,0
2267,2,0,1,0
1958,1665,0,0,0
2592,375,0,1,0
1825,25,0,0,0
295,1,0,0,0
525,3,0,0,0
2667,0,0,0,0
2942,175,0,0,0
2967,4,0,0,0
4425,1075,1,0,0
1817,96,0,1,0
225,125,0,0,0
1625,85,1,0,0
5183,15,0,0,0
3157,65,1,0,1
3083,125,1,1,1
2575,146,1,1,1
2342,15,1,1,1
3208,25,1,0,1
1917,0,0,0,1
5442,396,1,0,1
1883,1625,1,1,1
7342,0,1,0,1
2808,0,1,0,1
36,2,1,1,1
4217,1275,1,0,1
2083,4,1,0,1
565,0,1,1,1
525,629,1,1,1
4117,7,1,1,1
1967,29,1,1,1
3667,9,1,0,1
25,104,1,0,1
4192,21,1,1,1
2667,1,1,1,1
3817,25,1,1,1
5867,304,1,1,1
2242,75,1,1,1
2033,1,1,1,1
3517,45,1,1,1
2992,4335,1,0,1
2433,55,1,0,1
47,5165,1,1,1
2267,1335,1,0,1
3475,5375,1,1,1
485,125,1,0,1
5283,55,1,1,1
2125,15,0,0,1
2017,1665,1,1,1
2042,1625,1,1,1
3283,275,1,1,1
4083,175,1,0,1
1875,271,1,1,1
6408,175,1,1,1
4433,25,1,0,1
6092,4,1,1,1
4133,15,1,0,1
3733,425,1,1,1
5133,0,1,1,1
3317,204,1,1,1
6517,0,1,1,1
5592,5,1,1,1
2925,504,1,1,1
5008,229,1,1,1
3317,3165,1,1,1
1933,1,1,0,1
2608,1415,1,0,1
32,4,1,0,1
415,35,0,0,1
3917,125,1,1,1
2133,3,1,0,1
2517,875,1,0,1
1608,175,1,1,1
2767,1,1,1,1
205,2,1,1,1
2967,75,1,1,1
3775,125,1,0,1
4833,16,1,0,1
2133,1415,1,1,1
3317,65,1,0,1
4133,225,1,0,1
2867,5665,1,1,1
3217,1085,1,1,1
21,225,1,1,1
1808,10,0,0,1
1883,3,1,0,1
495,7585,1,1,1
4775,7875,1,1,1
3825,1,1,0,1
27,375,1,0,1
6542,20,1,1,1
4742,13875,1,1,1
3308,1625,1,1,1
2392,1875,1,1,1
6008,18,1,1,1
4858,6,1,0,1
18,21,0,0,1
2325,2375,1,1,1
3442,325,1,1,1
4825,175,1,1,1
2775,25,1,1,1
2017,171,1,0,1
5783,14,1,1,1
4767,15,1,1,1
56,8,1,0,1
39,35,1,1,1
2233,2,1,1,1
2958,75,1,1,1
2042,225,1,1,1
2442,1585,1,0,1
245,15,1,0,1
3992,5,1,1,1
1917,15,1,0,1
2333,835,1,0,1
245,475,1,1,1
4725,275,1,1,1
2817,585,1,1,1
3317,75,1,1,1
41,4,0,1,1
2325,25,1,0,1
2867,25,1,1,1
2667,525,1,1,1
2558,0,0,0,1
2725,5085,1,1,1
1808,5,1,0,1
3492,75,1,1,1
3992,4,1,1,1
2017,196,1,1,1
25,3,1,0,1
2783,2,1,1,1
1583,15,1,1,1
205,25,1,0,1
5433,2625,1,1,1
46,0,1,0,1
2575,875,1,0,1
3417,85,0,0,1
23,5,1,1,1
1892,1,1,1,1
3417,45,1,1,1
6867,0,1,1,1
5842,10,1,1,1
1967,2,1,1,1
595,175,1,1,1
2483,225,1,1,1
3267,55,1,1,1
4817,35,1,0,1
4858,25,1,1,1
3958,8625,1,1,1
3933,10,1,1,1
41,125,1,1,1
3575,75,1,1,1
5392,8665,1,1,1
205,6,1,0,1
2617,0,1,0,1
4608,2375,1,1,1
2275,25,1,1,1
2283,229,1,1,1
44,175,1,1,1
2675,125,1,0,1
42,5125,1,0,1
5675,125,1,1,1
2825,475,1,1,1
5458,14415,1,1,1
6408,0,1,1,1
4417,7375,1,1,1
2125,5,1,1,1
215,25,1,1,1
3758,0,0,0,1
375,15,0,0,1
1375,175,1,1,1
3167,1335,1,1,1
2242,2585,1,1,1
3858,4,1,1,1
2667,429,1,1,1
2267,225,0,0,1
2283,129,1,1,1
2767,575,1,0,1
45,14,1,1,1
3157,5,1,1,1
3417,154,1,1,1
2025,0,1,0,1
7675,1275,1,1,1
2267,2585,1,0,1
43,175,1,1,1
3125,625,1,1,1
2892,5335,1,1,1
2875,1085,1,1,1
2333,1415,1,0,1
3133,7,1,1,1
2567,121,1,1,1
4033,8,1,1,1
4117,5,1,1,1
4325,6,1,1,1
2783,375,1,1,1
235,85,1,1,1
2417,4625,1,1,1
2317,0,0,0,1
3492,0,1,0,1
2167,0,1,1,1
2475,15,1,1,1
3675,5,1,0,1
2742,3085,1,1,1
4875,125,1,1,1
25,35,1,1,1
3917,15,1,1,1
2067,165,1,1,1
4142,5,1,1,1
2042,1585,1,1,1
2267,3085,1,1,1
25,25,1,1,1
1942,146,1,1,1
3192,604,1,1,1
3408,4,1,1,1
2208,2165,0,0,1
6058,11,1,0,1
4742,65,1,1,1
2325,317,1,1,1
5833,4,1,1,1
5142,4,1,0,1
2075,335,1,1,1
3633,85,1,1,1
5642,285,1,1,1
425,3165,1,0,1
4175,25,1,0,1
3267,525,1,0,1
4983,85,1,0,1
30,225,1,1,1
175,0,0,0,1
335,45,1,1,1
3275,55,1,1,1
2317,85,1,0,1
2292,4,1,0,1
2833,11,1,0,1
3517,575,0,0,1
3517,1625,1,1,1
2067,2085,1,1,1
4817,155,1,1,1
3167,3,1,1,1
305,4,1,1,1
2758,2,1,1,1
225,246,0,0,1
2825,15,1,1,1
2575,25,1,0,1
2308,35,1,1,1
3625,25,1,1,1
2325,835,1,0,1
2825,96,1,1,1
3542,14,1,1,1
2317,46,1,1,1
5658,15,1,1,1
3358,425,1,1,1
6775,13,1,1,1
2475,1835,1,1,1
2517,1,1,1,1
2842,835,1,0,1
4667,415,1,1,1
2508,25,1,0,1
4767,25,1,1,1
3908,129,1,1,1
3233,4,1,0,1
395,65,1,1,1
27,425,1,1,1
5967,125,1,0,1
3017,175,1,1,1
2183,29,1,1,1
2208,665,1,0,1
3675,15,0,0,1
3925,65,1,1,1
21,1085,1,1,1
2725,1835,1,1,1
3067,2,1,1,1
2533,29,1,1,1
2392,165,0,0,1
4025,20,1,1,1
2308,2125,1,1,1
5708,55,1,1,1
2258,4,1,1,1
3867,85,1,0,1
3367,375,0,0,1
3225,325,1,1,1
2075,71,1,1,1
2408,125,1,1,1
4583,5,1,1,1
2308,1085,1,1,1
3425,7415,1,0,1
3742,4,1,0,1
255,25,1,1,1
2008,1,0,1,1
2042,15,1,1,1
3667,25,1,1,1
