@relation australian

@attribute A6 numeric
@attribute A8 {0,1}
@attribute A10 numeric
@attribute Class {0,1}

@data
5,1,0,0
4,0,0,0
4,0,0,0
1,0,10,0
4,0,0,0
4,0,1,0
4,0,0,0
4,0,0,0
5,0,0,0
4,0,0,0
4,0,0,0
8,1,0,0
8,1,0,0
4,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
3,0,0,0
4,0,4,0
8,0,0,0
4,1,6,0
8,0,0,0
4,0,0,0
4,0,0,0
1,0,0,0
4,1,0,0
4,0,0,0
4,1,2,0
5,0,0,0
5,0,0,0
8,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
5,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
8,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
4,0,1,0
8,0,1,0
4,1,0,0
1,0,0,0
3,0,0,0
4,1,0,0
4,1,0,0
4,0,0,0
1,0,0,0
4,0,0,0
7,0,0,0
4,0,0,0
4,0,2,0
8,0,0,0
1,0,0,0
4,1,0,0
4,0,2,0
5,0,0,0
4,0,0,0
4,0,0,0
1,0,5,0
4,1,0,0
4,0,0,0
5,0,0,0
8,0,0,0
4,0,1,0
4,0,1,0
8,1,0,0
4,0,0,0
4,0,0,0
5,1,0,0
4,0,1,0
8,1,0,0
4,0,0,0
4,0,0,0
4,1,1,0
4,0,0,0
5,1,0,0
8,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
4,0,11,0
1,0,0,0
5,0,0,0
1,0,2,0
4,0,10,0
4,0,0,0
4,0,0,0
8,0,0,0
4,0,0,0
4,0,0,0
4,0,1,0
1,0,1,0
4,0,4,0
1,1,3,0
1,0,1,0
4,0,0,0
4,0,0,0
5,0,0,0
3,0,1,0
1,1,0,0
8,1,1,0
4,1,2,0
2,0,2,0
8,0,0,0
4,0,2,0
7,0,0,0
1,0,2,0
4,1,0,0
4,0,1,0
4,1,0,0
9,1,20,0
4,0,0,0
8,0,0,0
3,1,0,0
