@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R3,8,15'

@attribute A3 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
65,0,0
125,0,0
304,1,1
3,1,1
1025,1,1
175,0,0
5,0,0
5,1,1
165,0,0
115,1,0
0,0,0
13,1,1
525,0,1
9,0,0
915,1,1
11,1,1
375,0,0
5,0,0
3,1,1
354,0,0
125,1,1
665,0,0
125,0,0
55,0,0
29,0,0
85,1,1
28,1,1
165,1,1
1125,1,1
275,0,0
1175,0,0
5085,0,0
25085,1,1
275,0,0
5,1,0
175,0,0
7625,0,0
75,0,0
42,0,0
165,0,1
125,0,0
65,1,0
835,0,0
3,0,0
11835,1,1
5,1,1
155,1,0
3,1,1
175,1,0
379,1,0
375,1,1
15,1,1
11,1,0
10,0,0
10,0,0
12,1,1
446,1,1
275,1,1
6665,1,1
875,0,0
917,1,1
65,1,1
325,1,1
175,1,1
275,0,0
204,1,1
5,1,0
375,1,0
29,0,0
