@relation 'australian-weka.filters.unsupervised.attribute.Remove-V-R8,11,14-15'

@attribute A8 {0,1}
@attribute A11 {0,1}
@attribute A14 numeric
@attribute Class {0,1}

@data
0,1,33,0
1,1,101,0
1,1,1,1
1,1,1,0
0,0,18,0
0,0,247,0
1,1,1443,1
0,0,1,0
0,0,1,0
1,0,2080,1
0,0,201,0
0,1,1,0
0,1,1,0
0,0,287,0
0,0,391,0
1,1,1,1
1,1,5861,1
0,0,1,0
1,1,1001,1
0,0,41,1
1,0,1,0
1,1,1,1
0,1,5,0
1,0,1,1
1,0,26727,1
1,1,2385,1
1,0,1,1
1,0,341,0
0,1,36,0
0,1,476,0
1,1,1,1
0,0,1,0
0,1,1,0
1,0,1,0
1,1,301,1
1,1,601,1
1,1,1,1
1,0,1,1
0,0,1,1
0,0,2,0
1,0,248,1
0,1,4,0
1,1,4,1
1,1,691,1
1,1,29,0
0,1,17,0
1,0,1,1
1,0,1,1
1,1,1,1
0,0,88,0
0,1,1,0
0,0,1,0
1,0,201,1
1,0,15001,1
0,0,1,0
1,1,1,1
1,1,1,0
0,1,1,0
0,0,1,0
1,0,5001,1
0,0,1951,0
0,0,1,0
0,1,11,0
1,0,8,1
0,1,1,0
0,0,317,0
0,0,1,0
1,0,376,1
1,0,1,1
