@relation australian

@attribute A3 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 {0,1}
@attribute A11 {0,1}
@attribute A12 {1,2,3}
@attribute Class {0,1}

@data
3,5,1,1,0,2,0
25,8,21,0,0,2,0
125,8,5,0,1,2,0
54,4,585,1,1,2,0
5,4,1075,1,0,1,0
271,4,125,0,1,1,0
29,4,29,0,0,2,0
55,4,15,0,1,2,0
155,9,0,1,0,2,0
46,4,125,0,1,2,0
585,8,85,1,0,2,0
585,1,125,0,0,2,0
75,4,585,0,0,2,0
4415,4,125,0,0,2,0
1585,4,585,0,1,1,0
15,5,0,0,0,1,0
585,8,125,0,0,2,0
415,4,165,0,0,2,0
10,4,415,0,0,2,0
12625,4,125,0,0,2,0
1335,4,165,0,0,2,0
1,4,125,0,1,2,0
25,4,3,0,0,1,0
335,1,0,0,0,2,0
335,4,85,0,0,2,0
3,4,165,0,1,2,0
4,4,4,0,0,2,0
54,4,1,0,1,2,0
42,4,29,0,1,2,0
354,5,5,1,1,2,0
125,4,85,0,0,2,0
175,5,25,1,1,2,0
835,4,4,0,0,2,0
225,4,35,0,1,2,0
83,4,415,0,1,2,0
25,1,85,0,1,2,0
2085,4,85,0,0,2,0
529,4,375,1,0,2,0
15,4,225,0,1,2,0
15,4,25,1,1,2,0
375,4,29,0,0,2,0
0,4,25,0,0,2,0
225,5,5,0,1,2,0
3,4,4,0,1,2,0
3625,4,25,0,1,2,0
571,4,54,0,0,2,0
204,4,25,0,1,2,0
7,9,0,0,0,2,0
5,4,165,0,1,2,0
121,2,0,0,0,2,0
135,1,0,0,0,2,0
154,4,85,0,1,2,0
15,4,2,1,0,1,0
1625,4,15,0,0,2,0
7625,4,125,0,1,2,0
5,4,25,1,0,1,0
675,4,4,0,0,2,0
154,4,125,0,0,2,0
25,4,1,0,0,2,0
25,4,7,0,1,2,0
1125,4,129,1,0,2,0
4,4,15,0,1,2,0
165,4,4,1,0,2,0
125,4,25,0,0,2,0
165,4,1,0,1,2,0
0,4,1,0,0,1,0
2415,4,0,0,0,2,0
29,4,15,0,1,2,0
335,8,35,0,1,2,0
1665,4,25,0,0,2,0
67,8,175,1,0,2,0
225,5,75,1,0,2,0
58,4,29,0,0,2,0
2875,4,85,0,0,2,0
271,4,85,0,0,1,0
25,4,25,0,1,2,0
1025,8,1085,0,0,2,0
665,4,25,0,1,2,0
75,5,1,1,1,2,0
175,4,21,1,0,2,0
335,5,1,1,1,2,0
2085,8,275,1,1,2,0
275,1,45,0,0,2,0
55,4,55,0,1,1,0
585,4,4,0,0,2,0
75,4,795,1,1,2,0
125,4,125,0,0,2,0
