@relation australian

@attribute A3 numeric
@attribute A8 {0,1}
@attribute Class {0,1}

@data
2165,0,0
12,0,0
11045,0,0
6,0,0
46,1,0
1,1,0
79,0,0
35,0,0
7,0,0
2165,0,0
10,1,0
2665,0,0
58,0,0
25,0,0
3,0,0
675,0,0
7,0,0
85,0,0
4,1,0
165,0,0
2085,1,0
14,0,0
45,1,0
3,0,0
25,0,0
0,0,0
5,0,0
175,0,0
21,0,0
705,0,0
0,0,0
46,0,0
12835,0,0
0,0,0
1125,0,0
2,0,0
954,0,0
79,0,0
2835,0,0
1335,0,0
7,0,0
10415,1,0
171,0,0
415,0,0
5,1,0
2,0,0
0,0,0
1125,1,0
179,0,0
204,0,0
25,0,0
225,0,0
1625,0,0
175,0,0
3085,0,0
4,0,0
12625,0,0
246,0,0
75,0,0
204,0,0
165,0,0
25,0,0
4,0,0
1665,0,0
15,1,0
15,1,0
13,0,0
154,0,0
425,0,0
125,0,0
11665,0,0
13,0,0
254,0,0
1585,1,0
335,0,0
25,0,0
3,0,0
375,0,0
571,0,0
5085,0,0
335,0,0
585,0,0
104,1,0
835,0,0
4,1,0
35,1,0
725,0,0
1,0,0
125,1,0
75,0,0
125,0,0
529,1,0
125,0,0
335,0,0
3125,0,0
2521,1,0
229,0,0
125,0,0
415,0,0
25,0,0
0,0,0
15,0,0
5,0,0
15,0,0
3165,0,0
125,0,0
135,0,0
221,1,0
375,0,0
585,0,0
2335,0,0
115,0,0
585,0,0
25,0,0
335,1,0
5,0,0
55,0,0
10085,0,0
125,1,0
18125,0,0
45,0,0
55,1,0
1165,1,0
4085,0,0
665,0,0
10125,0,0
0,0,0
3,0,0
5,1,0
54,0,0
1085,0,0
15,0,0
254,0,0
75,0,0
19,1,0
125,1,0
26335,1,0
1,0,0
1125,0,0
104,1,0
4,0,0
2335,0,0
329,0,0
75,1,0
4585,0,0
1021,0,0
12125,0,0
3125,0,0
125,0,0
415,0,0
5,0,0
71,0,0
25,1,0
5,1,0
7835,0,0
9,0,0
5,0,0
225,0,0
1665,0,0
2415,0,0
2,0,0
1335,0,0
125,0,0
3165,1,0
2415,0,0
104,0,0
2,0,0
875,0,0
10915,0,0
10,0,0
225,1,0
10,0,0
115,0,0
335,0,0
835,1,0
354,1,0
415,0,0
121,0,0
85,0,0
1335,0,0
75,0,0
15,1,0
271,0,0
75,1,0
6,0,0
6165,0,0
0,0,0
325,0,0
125,0,0
1,0,0
875,0,0
4125,0,0
1085,0,0
79,0,0
4,0,0
665,0,0
15,0,0
2085,0,0
25,0,0
15,0,0
2,0,0
25,0,0
2875,0,0
4,1,0
55,0,0
325,0,0
225,0,0
3,0,0
425,0,0
1375,0,0
75,0,0
15,0,0
145,0,0
9585,0,0
25,0,0
375,0,0
271,0,0
19,0,0
375,0,0
835,0,0
10665,0,0
625,1,0
225,1,0
975,1,0
125,0,0
165,0,0
15,1,0
3,0,0
125,0,0
125,0,0
475,0,0
4,0,0
3165,0,0
35,0,0
4165,0,0
3,1,0
5,0,0
0,0,0
446,0,0
1375,1,0
471,0,0
3375,0,0
13665,0,0
1275,1,0
3625,0,0
54,0,0
175,1,0
105,0,0
1029,0,0
125,0,0
1025,0,0
5835,0,0
2,0,0
4,0,0
585,0,0
11,1,0
125,0,0
83,0,0
65,0,0
1146,0,0
154,0,0
125,0,0
275,0,0
1585,0,0
95,0,0
25,0,0
708,1,0
7,0,0
7,1,0
5415,0,0
7,0,0
54,0,0
25,0,0
15,1,0
75,1,0
1625,0,0
75,0,0
4415,0,0
11,1,0
65,0,0
129,0,0
125,0,0
9,0,0
17,0,0
15,0,0
1085,0,0
15,0,0
29,0,0
335,0,0
585,1,0
25,0,0
45,0,0
135,0,0
15,0,0
4085,0,0
7,0,0
25,0,0
585,1,0
13335,0,0
585,0,0
329,0,0
5,1,0
75,0,0
1665,1,0
25,0,0
5,0,0
12,1,0
165,1,0
25,0,0
835,1,0
155,1,0
125,0,0
67,1,0
108,0,0
835,0,0
175,0,0
835,0,0
54,0,0
3,0,0
625,1,0
625,0,0
1165,1,0
585,0,0
3,0,0
35,1,0
75,1,0
14585,0,0
75,0,0
8125,0,0
205,0,0
35,0,0
204,0,0
115,0,0
175,1,0
175,0,0
271,0,0
1835,0,0
25,0,0
1,0,0
54,1,0
29,0,0
0,0,0
125,0,0
85,1,0
115,1,1
4,1,1
5,1,1
79,1,1
75,1,1
65,1,1
145,1,1
125,0,1
9,1,1
425,1,1
2415,1,1
21,1,1
215,1,1
115,1,1
55,1,1
95,1,1
4625,1,1
229,1,1
16165,1,1
15,1,1
6,1,1
5,1,1
15,1,1
55,1,1
1,1,1
5,1,1
9625,1,1
1585,1,1
925,1,1
75,1,1
11,1,1
22,0,1
25,1,1
25,1,1
2229,1,1
1,1,1
585,1,1
95,1,1
979,1,1
12335,1,1
154,0,1
3,1,1
125,0,1
2875,1,1
105,1,1
5,1,1
175,1,1
835,1,1
35,1,1
479,1,1
3,1,1
11,1,1
1233,1,1
11,1,1
55,1,1
2,1,1
375,0,1
16,1,1
21,1,1
3,1,1
0,0,1
165,1,1
6,1,1
3,1,1
165,1,1
604,0,1
9,1,1
6625,1,1
5,1,1
0,0,1
204,1,1
5,1,1
2335,1,1
1665,1,1
12,1,1
105,1,1
13585,1,1
11125,1,1
104,1,1
204,1,1
1254,1,1
4915,1,1
54,1,1
65,1,1
4415,1,1
375,1,1
529,1,1
425,1,1
996,1,1
5125,1,1
375,1,1
25,1,1
504,1,1
125,1,1
875,1,1
0,0,1
0,0,1
65,1,1
10,1,1
11,1,1
105,1,1
165,0,1
83,1,1
15,0,1
504,1,1
1479,1,1
875,1,1
125,1,1
4,0,1
5875,1,1
154,1,1
4,1,1
375,1,1
83,0,1
875,1,1
95,1,1
304,1,1
1125,0,1
585,1,1
125,1,1
5625,1,1
8585,1,1
1125,1,1
3165,1,1
115,1,1
20,1,1
25,1,1
25,1,1
1775,1,1
271,1,1
1415,1,1
275,1,1
425,1,1
175,1,1
25125,1,1
817,1,1
65,1,1
446,1,1
1625,1,1
10125,1,1
375,1,1
55,1,1
6,1,1
1835,1,1
704,1,1
15,1,1
1125,1,1
115,1,1
8,1,1
15,1,1
2125,1,1
10,1,1
8665,1,1
6,1,1
54,1,1
1835,1,1
21,1,1
11,1,1
5,1,1
195,1,1
925,1,1
45,1,1
10,1,1
5665,1,1
275,1,1
95,1,1
205,1,1
9335,1,1
925,1,1
154,1,1
1585,1,1
1,1,1
135,1,1
15,1,1
0,0,1
15,1,1
146,1,1
54,1,1
4,1,1
65,1,1
254,1,1
4,1,1
105,1,1
15,1,1
7,1,1
14,1,1
171,1,1
145,1,1
1375,1,1
9415,1,1
46,1,1
75,1,1
375,1,1
5125,1,1
10335,1,1
621,1,1
171,1,1
35,1,1
25,1,1
4,1,1
1004,1,1
104,1,1
205,1,1
1,1,1
185,1,1
29,1,1
15,1,1
1835,1,1
29,1,1
754,1,1
2,1,1
75,1,1
13915,1,1
35,1,1
11585,1,1
0,1,1
42,1,1
4415,1,1
404,1,1
75,1,1
2,1,1
10,1,1
5,1,1
846,0,1
954,1,1
195,1,1
0,1,1
10,1,1
15,1,1
15,1,1
11625,1,1
104,1,1
5,1,1
7585,1,1
46,1,1
1275,1,1
3335,1,1
9,1,1
85,1,1
25,1,1
154,1,1
9,1,1
5,1,1
58,1,1
4,1,1
65,1,1
12,1,1
15,1,1
5,1,1
2,1,1
8,1,1
1175,1,1
665,0,1
3,1,1
4,0,1
7625,1,1
425,1,1
65,1,1
5,1,1
75,1,1
5875,1,1
375,0,1
3,1,1
45,0,1
254,1,1
1,1,1
85,1,1
96,1,1
8,1,1
4625,1,1
675,1,1
1225,1,1
