@relation australian

@attribute A1 {0,1}
@attribute A8 {0,1}
@attribute A13 numeric
@attribute Class {0,1}

@data
1,0,360,0
1,0,0,0
1,0,140,0
0,0,62,0
0,1,171,0
1,0,240,0
0,0,200,0
0,0,120,0
1,0,120,0
1,1,160,0
0,0,160,0
0,0,200,0
0,0,200,0
1,0,420,0
1,0,200,0
1,0,17,0
1,1,320,0
1,0,120,0
1,0,28,0
1,0,240,0
1,0,640,0
1,0,168,0
1,0,200,0
1,0,160,0
1,0,176,0
1,1,329,0
0,0,154,0
1,1,260,0
1,0,176,0
1,0,160,0
0,1,368,0
1,0,200,0
1,0,0,0
1,0,100,0
1,0,120,0
0,0,120,0
1,1,163,0
1,0,0,0
1,0,220,0
1,0,184,0
1,1,560,0
1,0,0,0
0,0,280,0
0,0,40,0
1,0,80,0
1,1,140,0
0,0,280,0
1,0,140,0
1,1,112,0
1,0,45,0
0,0,73,0
1,0,280,0
1,0,100,0
0,0,0,0
1,0,224,0
1,0,0,0
1,0,272,0
1,0,144,0
1,0,120,0
1,1,200,0
1,0,100,0
0,0,480,0
0,1,300,0
1,0,0,0
1,0,280,0
1,0,210,0
1,0,178,0
1,0,160,0
0,0,108,0
1,0,0,0
1,0,252,0
1,0,340,0
0,0,0,0
1,0,80,0
1,0,100,0
0,0,144,0
1,0,320,0
1,0,280,0
0,0,0,0
0,1,252,0
0,1,140,0
0,0,0,0
1,0,352,0
0,0,160,0
1,0,100,0
1,1,200,0
1,0,340,0
0,1,440,0
1,0,132,0
0,0,184,0
1,0,128,0
0,1,268,0
0,0,280,0
1,1,180,0
0,1,80,0
1,0,280,0
1,0,140,0
0,1,160,0
1,1,240,0
0,0,180,0
0,0,0,0
1,0,300,0
0,1,100,0
1,0,200,0
1,0,221,0
0,0,240,0
1,0,180,0
0,0,0,0
1,0,184,0
1,0,132,0
1,0,0,0
1,0,200,0
1,0,136,0
0,0,20,0
1,0,320,0
1,1,680,0
0,0,129,0
1,0,128,0
0,0,220,0
1,0,120,0
1,0,160,0
1,0,160,0
0,0,360,0
1,1,188,0
1,0,80,0
1,0,120,0
1,0,80,0
0,0,80,0
1,0,400,0
1,0,411,0
1,0,108,0
1,0,200,0
1,0,120,0
1,1,320,0
1,1,75,0
1,1,120,0
1,0,225,0
1,1,0,0
0,0,340,0
1,0,100,0
1,0,254,0
1,0,240,0
1,0,220,0
1,0,120,0
1,0,0,0
1,0,465,0
0,0,160,0
1,0,120,0
1,0,140,0
1,0,140,0
1,0,420,0
0,0,200,0
1,0,0,0
0,0,220,0
1,0,320,0
1,0,231,0
0,0,200,0
1,0,280,0
0,0,0,0
1,0,356,0
1,1,0,0
0,0,80,0
0,0,76,0
1,0,184,0
1,0,720,0
1,1,160,0
1,0,216,0
0,1,80,0
0,1,320,0
1,0,140,0
0,0,240,0
0,0,160,0
0,0,0,0
1,0,240,0
1,0,96,0
1,0,160,0
1,1,280,0
1,0,300,0
1,0,110,0
0,0,2000,0
1,1,200,0
0,0,160,0
1,1,180,0
0,0,240,0
0,0,256,0
1,1,280,0
1,1,140,0
1,0,160,0
1,0,200,0
1,1,184,0
1,0,600,0
0,0,272,0
0,0,320,0
1,0,232,0
1,1,0,0
1,0,260,0
1,0,120,0
0,0,276,0
1,0,400,0
0,0,200,0
0,0,200,0
0,0,260,0
1,1,80,0
1,0,100,0
0,0,1160,0
0,0,0,0
0,0,263,0
1,0,292,0
1,0,145,0
1,0,140,0
0,0,160,0
1,0,180,0
1,0,160,0
1,0,280,0
1,1,100,0
