@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,6,13,16,20,22-23,27,29-30,32,36,39,41'

@attribute A1 numeric
@attribute A6 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A27 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.254,-0.332,-0.726,-0.7,-0.853,-0.902,-0.931,-0.906,-0.603,-0.901,-0.701,-0.408,-0.407,2
-1.184,-0.4,-0.643,-0.615,-0.739,-0.865,-0.906,-0.863,-0.609,-0.866,-0.702,-0.556,-0.542,2
-1.014,-0.391,-0.629,-0.637,-0.786,-0.772,-0.924,-0.783,-0.667,-0.932,-0.668,-0.559,-0.583,2
-1.052,-0.286,-0.571,-0.559,-0.717,-0.843,-1.023,-0.799,-0.694,-0.933,-0.666,-0.666,-0.61,2
-1.154,-0.254,-0.492,-0.567,-0.604,-0.751,-0.895,-0.753,-0.545,-0.904,-0.574,-0.524,-0.42,2
-1.139,-0.177,-0.463,-0.569,-0.559,-0.797,-0.955,-0.799,-0.626,-0.951,-0.63,-0.58,-0.495,2
-0.925,-0.099,-0.351,-0.426,-0.493,-0.603,-0.839,-0.596,-0.455,-0.855,-0.463,-0.494,-0.413,2
-1.215,-0.499,-0.729,-0.661,-0.819,-0.91,-0.969,-0.901,-0.689,-0.962,-0.769,-0.626,-0.612,2
-1.035,-0.259,-0.551,-0.583,-0.667,-0.671,-0.857,-0.665,-0.462,-0.827,-0.544,-0.489,-0.4,2
-1.128,-0.349,-0.592,-0.573,-0.655,-0.883,-1.008,-0.88,-0.745,-0.991,-0.725,-0.622,-0.615,2
-0.611,-0.034,-0.471,-0.414,-0.548,-0.423,-0.666,-0.497,-0.507,-0.822,-0.32,-0.531,-0.529,2
-1.163,-0.54,-0.713,-0.642,-0.823,-0.874,-0.926,-0.877,-0.688,-0.977,-0.801,-0.646,-0.651,2
-1.235,-0.568,-0.805,-0.711,-0.891,-0.914,-1.034,-0.921,-0.696,-1.025,-0.809,-0.688,-0.665,2
-1.002,-0.377,-0.5,-0.506,-0.656,-0.761,-0.953,-0.711,-0.602,-0.894,-0.609,-0.557,-0.508,2
-1.131,-0.59,-0.843,-0.794,-1.005,-0.847,-1.015,-0.858,-0.695,-1.03,-0.785,-0.617,-0.65,2
-0.688,-0.251,-0.587,-0.51,-0.717,-0.481,-0.727,-0.432,-0.379,-0.711,-0.373,-0.302,-0.318,2
-1.194,-0.628,-0.757,-0.697,-0.882,-0.878,-0.937,-0.856,-0.633,-0.938,-0.775,-0.616,-0.612,2
-1.086,-0.321,-0.693,-0.655,-0.805,-0.79,-0.99,-0.804,-0.641,-1.004,-0.666,-0.619,-0.575,2
-1.176,-0.411,-0.704,-0.663,-0.809,-0.918,-1.042,-0.921,-0.743,-1.04,-0.77,-0.622,-0.616,2
-1.097,-0.47,-0.839,-0.769,-0.958,-0.812,-0.989,-0.829,-0.688,-1.02,-0.698,-0.551,-0.561,2
-1.026,-0.394,-0.667,-0.662,-0.831,-0.81,-0.951,-0.795,-0.678,-0.9,-0.637,-0.611,-0.583,2
-1.089,-0.471,-0.733,-0.704,-0.895,-0.828,-1.001,-0.82,-0.681,-0.981,-0.701,-0.603,-0.563,2
-1.05,-0.396,-0.637,-0.607,-0.741,-0.799,-0.989,-0.723,-0.584,-0.894,-0.653,-0.611,-0.57,2
-1.257,-0.205,-0.655,-0.617,-0.754,-0.908,-0.899,-0.891,-0.617,-0.902,-0.681,-0.425,-0.381,2
-1.081,-0.583,-0.753,-0.699,-0.868,-0.874,-0.949,-0.853,-0.699,-0.914,-0.782,-0.565,-0.623,2
-1.107,-0.484,-0.814,-0.751,-0.929,-0.816,-0.993,-0.818,-0.666,-1.012,-0.749,-0.58,-0.613,2
-1.185,-0.486,-0.788,-0.736,-0.908,-0.948,-1.106,-0.948,-0.821,-1.114,-0.834,-0.691,-0.711,2
-1.367,-0.664,-0.83,-0.786,-0.949,-1.042,-1.041,-1.044,-0.771,-1.051,-1.004,-0.719,-0.775,2
-0.971,-0.238,-0.359,-0.534,-0.499,-0.659,-0.856,-0.648,-0.482,-0.807,-0.54,-0.532,-0.496,2
-1.168,-0.26,-0.709,-0.668,-0.785,-0.834,-0.913,-0.814,-0.571,-0.883,-0.627,-0.5,-0.436,2
-1.237,-0.405,-0.705,-0.652,-0.788,-0.894,-0.922,-0.87,-0.617,-0.914,-0.739,-0.491,-0.491,2
-1.093,-0.442,-0.744,-0.731,-0.897,-0.857,-1.063,-0.882,-0.725,-1.014,-0.734,-0.746,-0.715,2
-1.164,-0.536,-0.738,-0.695,-0.852,-0.902,-1.037,-0.862,-0.685,-0.966,-0.771,-0.672,-0.663,2
-0.843,-0.246,-0.271,-0.425,-0.442,-0.663,-0.807,-0.657,-0.542,-0.772,-0.517,-0.548,-0.569,2
-1.357,-0.551,-0.871,-0.744,-0.88,-0.988,-1.042,-0.978,-0.685,-1.018,-0.9,-0.677,-0.678,2
-1.015,-0.32,-0.569,-0.606,-0.745,-0.752,-0.944,-0.743,-0.606,-0.931,-0.565,-0.509,-0.459,2
-1.351,-0.324,-0.673,-0.658,-0.784,-1.007,-1.011,-1.012,-0.724,-1.02,-0.81,-0.565,-0.523,2
-1.215,-0.476,-0.837,-0.757,-0.943,-0.932,-1.065,-0.934,-0.74,-1.061,-0.786,-0.641,-0.613,2
-1.212,-0.518,-0.8,-0.714,-0.875,-0.921,-1.065,-0.894,-0.714,-1.006,-0.802,-0.683,-0.669,2
-1.225,-0.411,-0.698,-0.635,-0.763,-0.874,-0.901,-0.853,-0.603,-0.911,-0.713,-0.491,-0.47,2
-1.238,-0.346,-0.556,-0.558,-0.616,-0.91,-0.939,-0.889,-0.597,-0.879,-0.804,-0.558,-0.56,2
-1.107,-0.546,-0.894,-0.852,-1.038,-0.872,-1.105,-0.823,-0.738,-1.042,-0.684,-0.7,-0.622,2
-1.191,-0.572,-0.855,-0.824,-1.038,-0.946,-1.08,-0.957,-0.801,-1.088,-0.803,-0.681,-0.681,2
-1.172,-0.437,-0.793,-0.719,-0.906,-0.906,-1.043,-0.89,-0.729,-1.029,-0.761,-0.611,-0.593,2
-1.331,-0.426,-0.74,-0.716,-0.874,-1.018,-1.02,-1.035,-0.757,-1.022,-0.843,-0.566,-0.588,2
-1.069,-0.233,-0.526,-0.534,-0.64,-0.867,-1.009,-0.827,-0.728,-0.996,-0.686,-0.59,-0.612,2
-0.834,-0.196,-0.298,-0.369,-0.505,-0.669,-0.891,-0.623,-0.619,-0.869,-0.566,-0.383,-0.465,2
-1.163,-0.515,-0.824,-0.797,-0.976,-0.942,-0.966,-0.947,-0.781,-0.981,-0.794,-0.671,-0.679,2
-1.267,-0.337,-0.806,-0.703,-0.829,-0.967,-1.001,-0.984,-0.771,-1.039,-0.824,-0.556,-0.592,2
-0.985,-0.24,-0.528,-0.492,-0.658,-0.714,-0.841,-0.723,-0.581,-0.858,-0.559,-0.55,-0.505,2
-1.265,-0.285,-0.591,-0.594,-0.713,-1.054,-0.968,-1.041,-0.827,-0.956,-0.951,-0.709,-0.755,3
-1.175,-0.121,-0.444,-0.54,-0.57,-0.905,-0.893,-0.922,-0.706,-0.911,-0.792,-0.64,-0.602,3
-1.182,-0.185,-0.511,-0.535,-0.621,-0.892,-0.89,-0.907,-0.684,-0.883,-0.783,-0.627,-0.624,3
-1.235,-0.153,-0.471,-0.55,-0.519,-0.918,-0.902,-0.925,-0.668,-0.895,-0.819,-0.622,-0.585,3
-1.156,-0.072,-0.216,-0.457,-0.325,-0.775,-0.746,-0.783,-0.494,-0.764,-0.685,-0.636,-0.547,3
-1.205,-0.163,-0.41,-0.53,-0.474,-0.903,-0.899,-0.904,-0.687,-0.91,-0.796,-0.666,-0.637,3
-1.291,-0.269,-0.641,-0.632,-0.751,-1.058,-1,-1.073,-0.865,-1.013,-0.878,-0.688,-0.691,3
-1.305,-0.348,-0.606,-0.651,-0.769,-1.046,-0.978,-1.083,-0.873,-1.044,-0.976,-0.777,-0.783,3
-1.201,-0.184,-0.479,-0.57,-0.625,-0.932,-0.922,-0.946,-0.722,-0.92,-0.794,-0.706,-0.643,3
-1.272,-0.218,-0.694,-0.635,-0.768,-1.061,-0.99,-1.059,-0.877,-0.998,-0.904,-0.76,-0.765,3
-1.329,-0.307,-0.638,-0.663,-0.752,-1.05,-0.996,-1.07,-0.841,-1.043,-0.938,-0.766,-0.763,3
-1.12,0.063,-0.201,-0.4,-0.259,-0.785,-0.771,-0.779,-0.555,-0.791,-0.726,-0.583,-0.564,3
-1.162,-0.112,-0.258,-0.485,-0.346,-0.818,-0.847,-0.808,-0.571,-0.822,-0.743,-0.621,-0.565,3
-1.101,-0.016,-0.312,-0.45,-0.378,-0.81,-0.831,-0.798,-0.587,-0.798,-0.69,-0.653,-0.591,3
-1.313,-0.329,-0.595,-0.63,-0.711,-1.003,-0.919,-1.024,-0.768,-0.979,-0.935,-0.723,-0.741,3
-1.156,-0.117,-0.506,-0.507,-0.58,-0.906,-0.878,-0.901,-0.687,-0.879,-0.743,-0.492,-0.501,3
-1.152,-0.108,-0.392,-0.502,-0.457,-0.877,-0.889,-0.861,-0.678,-0.9,-0.859,-0.639,-0.665,3
-1.233,-0.261,-0.519,-0.549,-0.615,-0.953,-0.929,-0.937,-0.719,-0.918,-0.891,-0.685,-0.739,3
-1.344,-0.316,-0.681,-0.67,-0.762,-1.086,-1.072,-1.091,-0.879,-1.075,-0.939,-0.696,-0.714,3
-1.116,-0.029,-0.223,-0.412,-0.336,-0.811,-0.797,-0.803,-0.583,-0.811,-0.75,-0.629,-0.597,3
-1.212,-0.208,-0.526,-0.563,-0.669,-0.937,-0.873,-0.965,-0.735,-0.918,-0.817,-0.626,-0.626,3
-1.197,-0.199,-0.429,-0.543,-0.516,-0.96,-0.94,-0.953,-0.761,-0.937,-0.85,-0.685,-0.691,3
-1.164,-0.042,-0.375,-0.439,-0.509,-0.895,-0.882,-0.882,-0.669,-0.876,-0.671,-0.567,-0.48,3
-1.06,-0.092,-0.243,-0.416,-0.39,-0.678,-0.728,-0.718,-0.46,-0.754,-0.671,-0.522,-0.479,3
-1.102,-0.113,-0.437,-0.477,-0.565,-0.826,-0.877,-0.787,-0.594,-0.822,-0.648,-0.453,-0.445,3
-1.107,-0.138,-0.472,-0.544,-0.595,-0.843,-0.81,-0.826,-0.609,-0.799,-0.676,-0.494,-0.472,3
-1.231,-0.117,-0.423,-0.537,-0.53,-0.928,-0.882,-0.928,-0.709,-0.934,-0.855,-0.668,-0.685,3
-1.236,-0.225,-0.509,-0.594,-0.542,-0.875,-0.872,-0.876,-0.643,-0.897,-0.848,-0.68,-0.683,3
-1.149,-0.063,-0.212,-0.396,-0.345,-0.839,-0.855,-0.833,-0.623,-0.873,-0.76,-0.646,-0.613,3
-1.26,-0.15,-0.535,-0.522,-0.622,-1.001,-0.914,-1.001,-0.777,-0.923,-0.845,-0.623,-0.64,3
-1.229,-0.295,-0.516,-0.533,-0.651,-0.966,-0.914,-0.965,-0.733,-0.923,-0.864,-0.662,-0.66,3
-1.219,-0.054,-0.288,-0.505,-0.312,-0.88,-0.884,-0.882,-0.647,-0.891,-0.755,-0.509,-0.476,3
-1.156,-0.15,-0.216,-0.473,-0.362,-0.815,-0.79,-0.825,-0.59,-0.836,-0.779,-0.646,-0.646,3
-1.272,-0.309,-0.696,-0.694,-0.804,-1.028,-0.987,-1.029,-0.811,-0.968,-0.885,-0.683,-0.688,3
-1.215,-0.166,-0.509,-0.593,-0.584,-0.893,-0.89,-0.896,-0.669,-0.899,-0.846,-0.647,-0.664,3
-1.16,-0.072,-0.438,-0.524,-0.465,-0.869,-0.889,-0.851,-0.636,-0.851,-0.71,-0.62,-0.529,3
-1.234,-0.044,-0.328,-0.551,-0.34,-0.885,-0.856,-0.89,-0.671,-0.894,-0.789,-0.726,-0.664,3
-1.24,-0.276,-0.588,-0.6,-0.735,-0.962,-0.907,-0.98,-0.758,-0.949,-0.801,-0.665,-0.623,3
-1.15,-0.11,-0.419,-0.528,-0.542,-0.857,-0.791,-0.86,-0.624,-0.818,-0.679,-0.6,-0.503,3
-1.231,-0.224,-0.543,-0.621,-0.713,-0.937,-0.928,-0.941,-0.715,-0.92,-0.779,-0.556,-0.53,3
-1.174,-0.022,-0.363,-0.445,-0.468,-0.882,-0.842,-0.886,-0.628,-0.84,-0.676,-0.595,-0.467,3
-1.24,-0.272,-0.516,-0.583,-0.698,-1.044,-1.029,-1.05,-0.893,-1.033,-0.872,-0.679,-0.697,3
-1.183,-0.091,-0.419,-0.564,-0.465,-0.855,-0.831,-0.861,-0.642,-0.88,-0.761,-0.533,-0.537,3
-1.194,-0.155,-0.489,-0.589,-0.561,-0.889,-0.847,-0.905,-0.688,-0.905,-0.824,-0.685,-0.673,3
-1.188,-0.155,-0.565,-0.569,-0.655,-0.899,-0.866,-0.876,-0.645,-0.836,-0.726,-0.589,-0.521,3
-1.226,-0.245,-0.614,-0.631,-0.739,-1.019,-0.973,-1.015,-0.827,-0.965,-0.821,-0.654,-0.636,3
-1.249,-0.218,-0.49,-0.547,-0.651,-0.976,-0.875,-0.98,-0.751,-0.932,-0.834,-0.597,-0.578,3
-1.219,-0.25,-0.502,-0.581,-0.636,-0.939,-0.884,-0.95,-0.732,-0.928,-0.867,-0.693,-0.707,3
-1.181,-0.111,-0.504,-0.516,-0.619,-0.913,-0.889,-0.925,-0.726,-0.911,-0.77,-0.576,-0.565,3
-1.175,-0.129,-0.42,-0.5,-0.536,-0.874,-0.851,-0.884,-0.649,-0.852,-0.755,-0.575,-0.559,3
-1.251,-0.755,-0.958,-0.841,-1.011,-0.865,-1.091,-0.835,-0.688,-1.079,-0.912,-0.716,-0.752,4
-1.299,-0.864,-1.065,-0.963,-1.156,-1.016,-1.175,-1.006,-0.872,-1.151,-1.006,-0.87,-0.909,4
-1.118,-0.64,-0.841,-0.764,-0.951,-0.795,-1.061,-0.783,-0.688,-1.072,-0.8,-0.696,-0.724,4
-1.177,-0.81,-0.917,-0.873,-1.056,-0.851,-1.069,-0.875,-0.766,-1.116,-0.883,-0.833,-0.865,4
-1.213,-0.781,-0.88,-0.828,-0.977,-0.814,-1.108,-0.816,-0.688,-1.095,-0.867,-0.745,-0.762,4
-1.284,-0.674,-0.911,-0.846,-1.015,-0.96,-1.077,-0.98,-0.798,-1.089,-0.906,-0.825,-0.837,4
-1.141,-0.772,-0.901,-0.85,-1.076,-0.831,-1.069,-0.852,-0.784,-1.147,-0.852,-0.749,-0.819,4
-1.22,-0.751,-1.034,-0.903,-1.084,-0.912,-1.138,-0.918,-0.814,-1.151,-0.93,-0.813,-0.855,4
-1.233,-0.797,-1.006,-0.901,-1.069,-0.869,-1.119,-0.868,-0.722,-1.119,-0.893,-0.749,-0.777,4
-1.325,-0.846,-0.946,-0.845,-1.014,-0.921,-1.086,-0.919,-0.732,-1.107,-0.999,-0.82,-0.857,4
-1.159,-0.773,-0.835,-0.743,-0.886,-0.753,-1.037,-0.76,-0.626,-1.08,-0.795,-0.803,-0.797,4
-1.137,-0.838,-0.913,-0.86,-1.046,-0.853,-1.127,-0.84,-0.759,-1.076,-0.924,-0.974,-0.993,4
-1.145,-0.75,-0.905,-0.876,-1.077,-0.787,-1.045,-0.801,-0.706,-1.073,-0.779,-0.739,-0.733,4
-1.166,-0.742,-0.889,-0.863,-1.05,-0.838,-1.083,-0.848,-0.749,-1.092,-0.784,-0.832,-0.807,4
-1.044,-0.651,-0.82,-0.751,-0.907,-0.722,-1.025,-0.723,-0.615,-0.993,-0.712,-0.687,-0.699,4
-1.168,-0.78,-0.879,-0.782,-0.949,-0.832,-1.081,-0.845,-0.723,-1.086,-0.875,-0.835,-0.853,4
-1.164,-0.674,-0.908,-0.816,-0.981,-0.861,-1.155,-0.817,-0.74,-1.074,-0.851,-0.804,-0.806,4
-1.324,-0.786,-0.902,-0.8,-0.972,-0.996,-1.169,-0.98,-0.815,-1.126,-0.981,-0.832,-0.851,4
-1.285,-0.86,-1.007,-0.877,-1.069,-0.918,-1.082,-0.931,-0.743,-1.095,-0.942,-0.797,-0.831,4
-1.337,-0.935,-0.99,-0.873,-1.067,-0.939,-1.173,-0.96,-0.799,-1.217,-0.992,-0.892,-0.919,4
-1.268,-0.675,-0.924,-0.842,-1.011,-0.956,-1.097,-0.951,-0.792,-1.086,-0.898,-0.792,-0.805,4
-1.132,-0.647,-0.909,-0.837,-1.028,-0.81,-1.091,-0.795,-0.711,-1.071,-0.798,-0.76,-0.758,4
-1.395,-0.912,-0.977,-0.893,-1.08,-1.029,-1.156,-1.035,-0.849,-1.189,-1.084,-0.918,-0.953,4
-1.228,-0.663,-0.884,-0.816,-0.995,-0.933,-1.131,-0.949,-0.827,-1.131,-0.936,-0.805,-0.845,4
-1.374,-0.834,-0.898,-0.803,-0.965,-1.004,-1.139,-1.012,-0.785,-1.132,-1.064,-0.897,-0.92,4
