@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R6,8,10,24-28,30-31,34-35,39-41'

@attribute A6 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.332,-0.522,-0.689,-0.745,-0.631,-0.474,-0.906,-0.711,-0.901,-1.254,-0.633,-0.37,-0.407,-0.408,2
-0.4,-0.56,-0.732,-0.727,-0.625,-0.515,-0.863,-0.683,-0.866,-1.184,-0.672,-0.462,-0.542,-0.622,2
-0.391,-0.533,-0.787,-0.666,-0.653,-0.578,-0.783,-0.705,-0.932,-1.014,-0.644,-0.502,-0.583,-0.675,2
-0.286,-0.485,-0.86,-0.727,-0.733,-0.624,-0.799,-0.739,-0.933,-1.052,-0.662,-0.567,-0.61,-0.731,2
-0.254,-0.458,-0.743,-0.602,-0.556,-0.42,-0.753,-0.612,-0.904,-1.154,-0.564,-0.392,-0.42,-0.464,2
-0.177,-0.421,-0.719,-0.653,-0.618,-0.492,-0.799,-0.685,-0.951,-1.139,-0.606,-0.496,-0.495,-0.527,2
-0.099,-0.297,-0.656,-0.444,-0.461,-0.329,-0.596,-0.529,-0.855,-0.925,-0.488,-0.357,-0.413,-0.461,2
-0.499,-0.674,-0.906,-0.775,-0.685,-0.565,-0.901,-0.763,-0.962,-1.215,-0.718,-0.556,-0.612,-0.737,2
-0.259,-0.516,-0.933,-0.506,-0.476,-0.331,-0.665,-0.554,-0.827,-1.035,-0.553,-0.373,-0.4,-0.427,2
-0.349,-0.507,-0.802,-0.775,-0.753,-0.675,-0.88,-0.787,-0.991,-1.128,-0.714,-0.563,-0.615,-0.689,2
-0.034,-0.137,-0.347,-0.375,-0.437,-0.404,-0.497,-0.48,-0.822,-0.611,-0.362,-0.362,-0.529,-0.703,2
-0.54,-0.699,-0.929,-0.76,-0.654,-0.572,-0.877,-0.718,-0.977,-1.163,-0.754,-0.599,-0.651,-0.777,2
-0.568,-0.733,-0.978,-0.772,-0.706,-0.559,-0.921,-0.783,-1.025,-1.235,-0.754,-0.618,-0.665,-0.753,2
