@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,7,10-11,16-17,20-22,29-31,36-37,41'

@attribute A2 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.669,-0.685,-0.8,-1.059,-0.645,-0.86,-0.794,-1.059,-0.793,-0.631,-0.892,-1.059,-0.559,-0.825,2
-0.523,-0.492,-0.616,-0.837,-0.395,-0.761,-0.502,-0.837,-0.671,-0.587,-0.834,-0.837,-0.403,-0.735,2
-0.504,-0.549,-0.819,-0.919,-0.665,-0.78,-0.796,-0.919,-0.695,-0.613,-0.874,-0.919,-0.51,-0.724,2
-0.908,-0.953,-0.943,-1.226,-0.836,-1.082,-1.022,-1.226,-0.988,-0.855,-1.107,-1.226,-0.645,-1.011,2
-0.608,-0.607,-0.704,-1.055,-0.577,-0.788,-0.665,-1.055,-0.75,-0.526,-0.811,-1.055,-0.444,-0.749,2
-0.814,-0.833,-0.706,-1.258,-0.752,-1.06,-0.913,-1.258,-1.024,-0.801,-1.015,-1.258,-0.577,-0.939,2
-0.649,-0.643,-0.8,-1.082,-0.606,-0.865,-0.76,-1.082,-0.695,-0.51,-0.876,-1.082,-0.505,-0.74,2
-0.548,-0.539,-0.637,-0.957,-0.582,-0.794,-0.725,-0.957,-0.721,-0.619,-0.922,-0.957,-0.594,-0.708,2
-0.7,-0.728,-0.726,-1.185,-0.655,-0.942,-0.76,-1.185,-0.914,-0.614,-0.864,-1.185,-0.52,-0.82,2
-0.58,-0.627,-0.674,-1.057,-0.587,-0.783,-0.708,-1.057,-0.823,-0.655,-0.929,-1.057,-0.589,-0.784,2
-0.793,-0.813,-0.939,-1.148,-0.798,-0.992,-1.015,-1.148,-0.895,-0.753,-1.057,-1.148,-0.617,-0.826,2
-0.444,-0.409,-0.534,-0.855,-0.422,-0.688,-0.448,-0.855,-0.666,-0.549,-0.781,-0.855,-0.591,-0.708,2
-0.676,-0.689,-0.69,-1.183,-0.67,-0.918,-0.79,-1.183,-0.841,-0.601,-0.876,-1.183,-0.485,-0.788,2
-0.856,-0.875,-0.986,-1.263,-0.765,-1.043,-0.97,-1.263,-0.975,-0.814,-1.126,-1.263,-0.68,-0.965,2
-0.59,-0.601,-0.812,-0.947,-0.709,-0.831,-0.852,-0.947,-0.734,-0.673,-0.909,-0.947,-0.617,-0.789,2
-0.618,-0.619,-0.697,-1.07,-0.557,-0.804,-0.601,-1.07,-0.799,-0.608,-0.919,-1.07,-0.608,-0.865,2
-0.744,-0.781,-0.753,-1.222,-0.604,-0.929,-0.747,-1.222,-0.957,-0.71,-0.977,-1.222,-0.543,-0.86,2
-0.885,-0.894,-1.005,-1.218,-0.834,-1.035,-1.029,-1.218,-0.971,-0.811,-1.1,-1.218,-0.683,-0.939,2
-0.651,-0.64,-0.754,-1.067,-0.704,-0.904,-0.859,-1.067,-0.869,-0.708,-0.982,-1.067,-0.528,-0.824,2
-1.034,-1.055,-1.063,-1.334,-0.896,-1.159,-1.112,-1.334,-1.089,-0.905,-1.131,-1.334,-0.771,-1.07,2
-0.919,-0.907,-0.913,-1.311,-0.732,-0.996,-0.876,-1.311,-0.981,-0.708,-1.035,-1.311,-0.616,-0.954,2
-0.599,-0.622,-0.683,-1.074,-0.56,-0.854,-0.659,-1.074,-0.74,-0.573,-0.898,-1.074,-0.522,-0.759,2
-0.642,-0.646,-0.644,-1.214,-0.447,-0.794,-0.438,-1.214,-0.883,-0.605,-0.86,-1.214,-0.548,-0.884,2
-0.535,-0.554,-0.693,-0.968,-0.577,-0.838,-0.743,-0.968,-0.798,-0.599,-0.829,-0.968,-0.441,-0.713,2
-0.609,-0.617,-0.584,-1.175,-0.417,-0.789,-0.375,-1.175,-0.874,-0.609,-0.846,-1.175,-0.533,-0.922,2
-0.887,-0.915,-0.936,-1.22,-0.771,-1.051,-0.95,-1.22,-1.002,-0.84,-1.046,-1.22,-0.641,-0.979,2
