@relation texture

@attribute A5 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A21 numeric
@attribute A24 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.436,-0.659,-0.793,-0.547,-0.609,-0.639,-1.113,-0.739,-0.967,-1.113,-0.733,-0.613,-0.624,2
-0.411,-0.814,-0.665,-0.681,-0.656,-0.752,-1.303,-0.782,-0.944,-1.303,-0.752,-0.466,-0.508,2
-0.539,-0.702,-0.83,-0.789,-0.781,-0.791,-1.032,-0.68,-0.982,-1.032,-0.658,-0.486,-0.575,2
-0.289,-0.629,-0.523,-0.5,-0.491,-0.557,-1.074,-0.678,-0.863,-1.074,-0.629,-0.365,-0.436,2
-0.524,-0.841,-0.805,-0.758,-0.697,-0.788,-1.241,-0.815,-1.035,-1.241,-0.821,-0.634,-0.699,2
-0.313,-0.641,-0.502,-0.528,-0.493,-0.565,-1.096,-0.69,-0.87,-1.096,-0.648,-0.42,-0.477,2
-0.623,-0.881,-0.88,-0.897,-0.792,-0.881,-1.229,-0.889,-1.025,-1.229,-0.837,-0.628,-0.692,2
-0.762,-1.043,-1.037,-0.894,-0.829,-0.941,-1.41,-0.932,-1.074,-1.41,-0.919,-0.723,-0.748,2
-0.544,-0.722,-0.839,-0.817,-0.716,-0.761,-1.126,-0.675,-1.093,-1.126,-0.713,-0.567,-0.611,2
-0.337,-0.708,-0.673,-0.474,-0.48,-0.531,-1.258,-0.769,-0.862,-1.258,-0.799,-0.548,-0.597,2
-0.625,-0.74,-0.908,-0.7,-0.652,-0.732,-1.007,-0.624,-0.935,-1.007,-0.673,-0.629,-0.663,2
-0.64,-0.839,-0.885,-0.893,-0.846,-0.89,-1.181,-0.86,-1.05,-1.181,-0.811,-0.651,-0.695,2
-0.57,-0.759,-0.847,-0.839,-0.769,-0.791,-1.097,-0.697,-1.02,-1.097,-0.698,-0.551,-0.598,2
-0.586,-0.675,-0.796,-0.641,-0.692,-0.748,-0.826,-0.56,-0.859,-0.826,-0.585,-0.424,-0.517,2
-0.537,-0.688,-0.874,-0.851,-0.815,-0.842,-1.066,-0.719,-1.044,-1.066,-0.611,-0.503,-0.525,2
-0.431,-0.642,-0.75,-0.621,-0.654,-0.672,-1.037,-0.707,-0.922,-1.037,-0.625,-0.628,-0.604,2
-0.392,-0.693,-0.702,-0.721,-0.664,-0.7,-1.241,-0.711,-0.921,-1.241,-0.71,-0.501,-0.504,2
-0.525,-0.74,-0.852,-0.678,-0.635,-0.687,-1.213,-0.738,-0.939,-1.213,-0.765,-0.592,-0.637,2
-0.355,-0.555,-0.566,-0.37,-0.412,-0.501,-0.996,-0.682,-0.853,-0.996,-0.659,-0.58,-0.631,2
