@relation texture

@attribute A2 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.73,-0.583,-0.762,-0.543,-0.914,-0.654,-0.777,-1.226,-0.97,-0.724,-0.509,-0.993,-0.6,-0.841,-0.596,2
-0.816,-0.696,-0.842,-0.668,-0.926,-0.646,-0.776,-1.201,-0.986,-0.678,-0.426,-1.026,-0.641,-0.893,-0.661,2
-0.541,-0.382,-0.559,-0.442,-0.819,-0.592,-0.685,-1.032,-0.907,-0.705,-0.599,-0.9,-0.551,-0.792,-0.541,2
-0.722,-0.593,-0.704,-0.599,-0.861,-0.681,-0.805,-1.006,-0.822,-0.563,-0.403,-0.869,-0.517,-0.753,-0.53,2
-0.635,-0.507,-0.65,-0.51,-0.89,-0.715,-0.853,-1.034,-0.914,-0.544,-0.345,-0.939,-0.515,-0.701,-0.467,2
-0.854,-0.712,-0.918,-0.65,-1.07,-0.757,-0.862,-1.337,-1.1,-0.962,-0.736,-1.077,-0.644,-0.989,-0.729,2
-0.583,-0.439,-0.602,-0.464,-0.766,-0.571,-0.738,-0.96,-0.84,-0.599,-0.439,-0.865,-0.421,-0.698,-0.482,2
-0.706,-0.537,-0.73,-0.569,-0.907,-0.648,-0.805,-1.16,-0.882,-0.682,-0.453,-0.936,-0.482,-0.761,-0.476,2
-0.587,-0.444,-0.61,-0.499,-0.766,-0.61,-0.752,-0.991,-0.954,-0.634,-0.492,-0.9,-0.529,-0.754,-0.558,2
-0.427,-0.29,-0.403,-0.309,-0.689,-0.416,-0.442,-0.843,-0.807,-0.547,-0.477,-0.772,-0.548,-0.737,-0.563,2
-0.937,-0.82,-0.94,-0.776,-1.082,-0.889,-1.044,-1.265,-1.057,-0.87,-0.668,-1.077,-0.677,-0.975,-0.71,2
-0.853,-0.715,-0.858,-0.685,-0.942,-0.633,-0.738,-1.224,-0.937,-0.713,-0.457,-1.001,-0.64,-0.936,-0.689,2
-0.65,-0.539,-0.683,-0.577,-0.8,-0.643,-0.804,-1,-0.782,-0.625,-0.473,-0.84,-0.64,-0.742,-0.582,2
-0.795,-0.678,-0.811,-0.669,-0.978,-0.812,-0.963,-1.173,-1.072,-0.783,-0.607,-1.097,-0.605,-0.903,-0.676,2
-0.539,-0.434,-0.595,-0.492,-0.822,-0.694,-0.838,-0.984,-0.913,-0.647,-0.54,-0.878,-0.546,-0.751,-0.569,2
-0.669,-0.475,-0.641,-0.412,-0.817,-0.523,-0.604,-1.096,-0.882,-0.69,-0.467,-0.87,-0.42,-0.76,-0.477,2
-0.523,-0.359,-0.492,-0.408,-0.761,-0.469,-0.502,-0.837,-0.808,-0.551,-0.509,-0.834,-0.403,-0.735,-0.51,2
-0.622,-0.431,-0.622,-0.457,-0.822,-0.518,-0.577,-1.186,-0.886,-0.633,-0.436,-0.918,-0.549,-0.765,-0.494,2
-0.733,-0.598,-0.742,-0.556,-0.875,-0.59,-0.692,-1.113,-0.866,-0.661,-0.453,-0.838,-0.512,-0.815,-0.552,2
-0.606,-0.498,-0.649,-0.527,-0.856,-0.671,-0.807,-1.002,-1.016,-0.643,-0.554,-0.961,-0.55,-0.713,-0.514,2
-0.623,-0.506,-0.608,-0.493,-0.803,-0.732,-0.887,-0.935,-0.802,-0.622,-0.525,-0.853,-0.663,-0.735,-0.595,2
-0.754,-0.647,-0.817,-0.614,-0.928,-0.686,-0.852,-1.218,-1.095,-0.85,-0.693,-1.09,-0.667,-0.924,-0.713,2
-0.905,-0.741,-0.896,-0.661,-1.011,-0.692,-0.794,-1.338,-0.992,-0.857,-0.607,-1.013,-0.571,-0.973,-0.659,2
-0.616,-0.455,-0.642,-0.468,-0.84,-0.632,-0.75,-1.1,-0.965,-0.69,-0.539,-0.973,-0.577,-0.808,-0.581,2
-0.692,-0.572,-0.695,-0.543,-0.882,-0.677,-0.811,-1.058,-0.981,-0.686,-0.542,-0.957,-0.568,-0.804,-0.589,2
-0.82,-0.64,-0.802,-0.638,-0.952,-0.707,-0.811,-1.224,-0.956,-0.695,-0.462,-0.954,-0.573,-0.885,-0.656,2
-0.796,-0.665,-0.841,-0.622,-0.986,-0.741,-0.863,-1.241,-1.044,-0.815,-0.615,-1.035,-0.634,-0.924,-0.699,2
-0.501,-0.38,-0.506,-0.357,-0.701,-0.468,-0.589,-0.891,-0.776,-0.431,-0.321,-0.81,-0.476,-0.646,-0.436,2
-0.729,-0.617,-0.752,-0.578,-0.925,-0.71,-0.845,-1.1,-1.019,-0.75,-0.614,-0.962,-0.608,-0.849,-0.648,2
-0.654,-0.475,-0.635,-0.497,-0.847,-0.597,-0.71,-1.151,-0.864,-0.562,-0.317,-0.883,-0.54,-0.73,-0.481,2
-1.023,-0.885,-1.02,-0.824,-1.104,-0.855,-0.986,-1.366,-1.054,-0.891,-0.653,-1.051,-0.69,-1.016,-0.752,2
-0.94,-0.835,-0.979,-0.788,-1.004,-0.693,-0.8,-1.285,-0.95,-0.755,-0.509,-0.99,-0.695,-1.011,-0.758,2
-0.759,-0.595,-0.753,-0.568,-0.94,-0.685,-0.786,-1.201,-0.987,-0.643,-0.443,-0.969,-0.544,-0.804,-0.53,2
-0.855,-0.778,-0.881,-0.724,-1.028,-0.868,-1.014,-1.15,-1.034,-0.817,-0.704,-1.036,-0.603,-0.974,-0.728,2
-0.723,-0.576,-0.73,-0.638,-0.903,-0.693,-0.835,-1.121,-1.037,-0.78,-0.665,-1.013,-0.677,-0.907,-0.694,2
-0.859,-0.703,-0.892,-0.642,-1.071,-0.759,-0.874,-1.331,-1.02,-0.887,-0.637,-1.022,-0.566,-0.953,-0.646,2
-0.706,-0.575,-0.713,-0.572,-0.917,-0.766,-0.948,-1.105,-0.899,-0.678,-0.545,-0.983,-0.574,-0.836,-0.575,2
-0.521,-0.291,-0.46,-0.425,-0.662,-0.405,-0.396,-0.99,-0.839,-0.499,-0.359,-0.776,-0.518,-0.732,-0.492,2
-0.849,-0.675,-0.863,-0.608,-1.053,-0.74,-0.855,-1.322,-1.009,-0.873,-0.618,-1.005,-0.561,-0.933,-0.629,2
-0.923,-0.81,-0.948,-0.749,-0.991,-0.688,-0.802,-1.281,-0.978,-0.763,-0.545,-1.026,-0.679,-1.002,-0.74,2
-0.672,-0.531,-0.686,-0.47,-0.857,-0.561,-0.663,-1.135,-0.941,-0.661,-0.449,-0.914,-0.592,-0.836,-0.632,2
-0.548,-0.41,-0.539,-0.378,-0.794,-0.585,-0.725,-0.957,-0.94,-0.618,-0.531,-0.922,-0.594,-0.708,-0.542,2
-0.483,-0.339,-0.538,-0.384,-0.751,-0.58,-0.704,-1.013,-0.901,-0.602,-0.425,-0.918,-0.498,-0.692,-0.467,2
-0.663,-0.505,-0.68,-0.544,-0.874,-0.627,-0.767,-1.12,-0.894,-0.652,-0.488,-0.964,-0.561,-0.801,-0.523,2
-0.909,-0.79,-0.918,-0.772,-1.028,-0.807,-0.949,-1.24,-1.094,-0.822,-0.625,-1.041,-0.71,-0.945,-0.747,2
-0.782,-0.602,-0.814,-0.549,-1.014,-0.671,-0.784,-1.351,-1.011,-0.861,-0.586,-1.02,-0.565,-0.911,-0.584,2
-0.881,-0.758,-0.881,-0.689,-1.043,-0.844,-0.976,-1.229,-1.031,-0.889,-0.733,-1.025,-0.628,-0.93,-0.692,2
-0.542,-0.359,-0.531,-0.242,-0.875,-0.606,-0.703,-1.173,-0.845,-0.638,-0.43,-0.876,-0.463,-0.685,-0.368,2
-0.626,-0.475,-0.701,-0.542,-0.868,-0.619,-0.752,-1.156,-0.891,-0.654,-0.44,-0.951,-0.517,-0.743,-0.473,2
-0.601,-0.419,-0.589,-0.393,-0.774,-0.512,-0.617,-1.015,-0.787,-0.608,-0.382,-0.821,-0.335,-0.703,-0.369,2
-0.737,-0.615,-0.784,-0.578,-0.934,-0.692,-0.809,-1.176,-1.042,-0.781,-0.604,-1.04,-0.622,-0.871,-0.669,2
-0.689,-0.538,-0.699,-0.497,-0.874,-0.565,-0.663,-1.154,-0.907,-0.649,-0.402,-0.857,-0.535,-0.814,-0.553,2
-0.703,-0.604,-0.743,-0.645,-0.94,-0.806,-0.954,-1.065,-1.011,-0.724,-0.659,-0.995,-0.677,-0.794,-0.635,2
-0.783,-0.643,-0.79,-0.574,-0.905,-0.579,-0.684,-1.195,-0.942,-0.738,-0.503,-0.904,-0.608,-0.872,-0.637,2
-0.722,-0.569,-0.746,-0.577,-0.881,-0.613,-0.723,-1.192,-0.899,-0.655,-0.438,-0.938,-0.581,-0.819,-0.579,2
-0.722,-0.606,-0.746,-0.588,-1.003,-0.802,-0.97,-1.182,-1.118,-0.807,-0.624,-1.133,-0.616,-0.862,-0.605,2
