@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,4,10,12,16,20,23,26-27,29,32,35,37,40-41'

@attribute A2 numeric
@attribute A4 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A29 numeric
@attribute A32 numeric
@attribute A35 numeric
@attribute A37 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.765,-0.68,-0.851,-0.812,-0.811,-0.994,-1.007,-0.601,-0.866,-0.707,-0.758,-0.544,-0.9,-0.706,2
-0.858,-0.717,-0.903,-0.869,-0.748,-0.913,-1.012,-0.618,-0.939,-0.755,-0.83,-0.648,-0.961,-0.814,2
-0.679,-0.53,-0.777,-0.757,-0.611,-0.696,-1.02,-0.521,-0.787,-0.612,-0.689,-0.508,-0.83,-0.66,2
-0.631,-0.478,-0.793,-0.715,-0.609,-0.657,-1.041,-0.58,-0.844,-0.69,-0.733,-0.539,-0.848,-0.682,2
-0.244,-0.09,-0.415,-0.325,-0.375,-0.553,-0.601,-0.297,-0.393,-0.417,-0.248,-0.318,-0.504,-0.64,2
-0.7,-0.57,-0.695,-0.761,-0.546,-0.688,-0.894,-0.445,-0.774,-0.59,-0.673,-0.411,-0.799,-0.562,2
-0.63,-0.505,-0.746,-0.697,-0.573,-0.697,-0.923,-0.501,-0.788,-0.623,-0.662,-0.492,-0.784,-0.646,2
-0.78,-0.647,-0.779,-0.852,-0.606,-0.753,-0.91,-0.521,-0.867,-0.643,-0.711,-0.436,-0.831,-0.594,2
-0.697,-0.569,-0.843,-0.824,-0.727,-0.917,-1.013,-0.574,-0.806,-0.675,-0.607,-0.455,-0.766,-0.616,2
-0.936,-0.769,-0.806,-0.914,-0.632,-0.732,-0.986,-0.591,-0.987,-0.734,-0.916,-0.635,-1.01,-0.78,2
-0.737,-0.574,-0.852,-0.802,-0.635,-0.745,-0.937,-0.519,-0.893,-0.637,-0.765,-0.535,-0.89,-0.702,2
-0.725,-0.579,-0.736,-0.811,-0.66,-0.784,-1.037,-0.656,-0.885,-0.753,-0.74,-0.506,-0.9,-0.651,2
-1.057,-0.925,-1.05,-1.08,-0.852,-1.032,-1.087,-0.663,-1.077,-0.809,-0.953,-0.662,-1.04,-0.813,2
-0.955,-0.765,-0.928,-0.963,-0.766,-0.915,-1.068,-0.667,-1.047,-0.791,-0.895,-0.62,-1.002,-0.775,2
-0.593,-0.421,-0.698,-0.643,-0.429,-0.506,-0.938,-0.537,-0.763,-0.629,-0.668,-0.465,-0.794,-0.637,2
-0.818,-0.652,-0.846,-0.873,-0.677,-0.846,-0.906,-0.411,-0.852,-0.571,-0.754,-0.512,-0.835,-0.598,2
-0.561,-0.391,-0.805,-0.642,-0.588,-0.646,-0.858,-0.352,-0.683,-0.481,-0.535,-0.399,-0.687,-0.472,2
