@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R6,9-13,18,22,26-28,30,32,36,41'

@attribute A6 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A18 numeric
@attribute A22 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.384,-0.508,-0.858,-1.002,-0.719,-0.647,-0.682,-0.776,-0.554,-0.75,-0.711,-0.961,-0.602,-0.55,2
-0.339,-0.447,-0.716,-1.198,-0.873,-0.741,-0.792,-0.927,-0.597,-0.921,-0.814,-0.992,-0.722,-0.491,2
-0.495,-0.526,-0.693,-0.848,-0.665,-0.736,-0.767,-0.684,-0.658,-0.73,-0.719,-0.97,-0.621,-0.56,2
-0.25,-0.4,-0.774,-1.044,-0.708,-0.693,-0.654,-0.812,-0.555,-0.806,-0.716,-1.022,-0.622,-0.579,2
-0.2,-0.392,-0.764,-1.121,-0.706,-0.542,-0.582,-0.906,-0.599,-0.874,-0.796,-0.983,-0.74,-0.587,2
-0.277,-0.393,-0.758,-1.015,-0.668,-0.546,-0.637,-0.689,-0.432,-0.698,-0.591,-0.818,-0.595,-0.54,2
-0.435,-0.554,-0.891,-1.235,-0.865,-0.759,-0.754,-0.828,-0.447,-0.861,-0.681,-0.951,-0.724,-0.6,2
-0.508,-0.629,-0.967,-1.273,-0.942,-0.904,-0.858,-1.068,-0.817,-1.047,-0.922,-1.064,-0.87,-0.655,2
-0.306,-0.372,-0.655,-1.038,-0.64,-0.454,-0.584,-0.811,-0.585,-0.805,-0.702,-0.871,-0.625,-0.62,2
-0.278,-0.403,-0.716,-1.172,-0.737,-0.56,-0.617,-0.837,-0.526,-0.882,-0.731,-1.01,-0.661,-0.553,2
-0.42,-0.528,-0.883,-1.091,-0.763,-0.669,-0.673,-0.804,-0.515,-0.816,-0.675,-0.906,-0.698,-0.64,2
-0.241,-0.344,-0.685,-1.012,-0.642,-0.356,-0.506,-0.827,-0.549,-0.765,-0.709,-0.886,-0.661,-0.502,2
-0.552,-0.623,-0.885,-1.181,-0.899,-0.893,-0.89,-0.964,-0.733,-0.953,-0.858,-1.05,-0.811,-0.651,2
-0.391,-0.523,-0.92,-1.156,-0.83,-0.825,-0.794,-0.919,-0.665,-0.926,-0.842,-1.142,-0.701,-0.579,2
-0.311,-0.473,-0.847,-1.147,-0.756,-0.6,-0.64,-0.817,-0.511,-0.829,-0.706,-0.997,-0.658,-0.527,2
-0.462,-0.565,-0.835,-1.337,-0.938,-0.739,-0.8,-1.09,-0.736,-1.08,-0.926,-1.077,-0.927,-0.644,2
-0.611,-0.702,-0.936,-1.199,-0.904,-0.841,-0.839,-0.944,-0.702,-0.952,-0.845,-1.084,-0.86,-0.623,2
-0.375,-0.467,-0.734,-1.239,-0.818,-0.642,-0.673,-0.932,-0.505,-0.903,-0.737,-0.91,-0.812,-0.539,2
-0.246,-0.319,-0.625,-1.165,-0.762,-0.613,-0.678,-0.805,-0.555,-0.83,-0.703,-0.961,-0.623,-0.55,2
-0.102,-0.218,-0.497,-0.999,-0.631,-0.484,-0.519,-0.758,-0.467,-0.704,-0.635,-0.849,-0.578,-0.436,2
-0.319,-0.423,-0.796,-0.948,-0.626,-0.591,-0.599,-0.718,-0.493,-0.711,-0.615,-0.824,-0.595,-0.488,2
-0.626,-0.734,-1.001,-1.265,-0.964,-0.913,-0.909,-0.978,-0.668,-0.997,-0.843,-1.077,-0.841,-0.677,2
-0.58,-0.707,-0.981,-1.281,-0.874,-0.719,-0.742,-0.896,-0.545,-0.923,-0.751,-1.026,-0.88,-0.679,2
-0.266,-0.445,-0.908,-1.156,-0.71,-0.645,-0.654,-0.796,-0.44,-0.822,-0.67,-0.951,-0.635,-0.517,2
-0.421,-0.508,-0.823,-1.175,-0.822,-0.713,-0.756,-0.851,-0.477,-0.832,-0.733,-1.042,-0.657,-0.551,2
-0.406,-0.488,-0.698,-1.224,-0.879,-0.744,-0.818,-0.938,-0.592,-0.94,-0.829,-1.035,-0.767,-0.533,2
