@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R5,7,10,13,16,18,21,24,30-32,36,38,41'

@attribute A5 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A21 numeric
@attribute A24 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.248,-0.534,-0.523,-0.616,-0.598,-0.658,-1.153,-0.633,-0.905,-1.153,-0.572,-0.413,-0.384,2
-0.355,-0.525,-0.721,-0.494,-0.611,-0.602,-0.939,-0.591,-0.909,-0.939,-0.498,-0.459,-0.446,2
-0.748,-1.029,-1.021,-0.813,-0.767,-0.853,-1.375,-0.871,-1.048,-1.375,-0.974,-0.744,-0.828,2
-0.473,-0.766,-0.673,-0.669,-0.663,-0.722,-1.18,-0.752,-0.961,-1.18,-0.74,-0.461,-0.519,2
-0.422,-0.8,-0.741,-0.622,-0.577,-0.664,-1.278,-0.887,-1.059,-1.278,-0.864,-0.618,-0.701,2
-0.606,-0.829,-0.856,-0.696,-0.604,-0.718,-1.191,-0.742,-0.959,-1.191,-0.796,-0.579,-0.641,2
-0.562,-0.795,-0.926,-0.659,-0.666,-0.711,-1.117,-0.672,-0.998,-1.117,-0.8,-0.558,-0.664,2
-0.421,-0.628,-0.712,-0.621,-0.63,-0.674,-1.031,-0.677,-0.956,-1.031,-0.608,-0.573,-0.549,2
-0.464,-0.739,-0.732,-0.606,-0.615,-0.688,-1.167,-0.774,-0.903,-1.167,-0.787,-0.537,-0.636,2
-0.363,-0.522,-0.578,-0.372,-0.432,-0.493,-0.966,-0.649,-0.835,-0.966,-0.638,-0.603,-0.648,2
-0.614,-0.91,-0.921,-0.659,-0.64,-0.721,-1.246,-0.737,-1,-1.246,-0.873,-0.64,-0.713,2
-0.574,-0.653,-0.726,-0.752,-0.725,-0.746,-0.889,-0.589,-0.825,-0.889,-0.631,-0.527,-0.611,2
-0.487,-0.794,-0.782,-0.689,-0.661,-0.708,-1.235,-0.659,-0.941,-1.235,-0.751,-0.576,-0.592,2
-0.608,-0.788,-0.89,-0.806,-0.727,-0.765,-1.159,-0.72,-1.035,-1.159,-0.768,-0.658,-0.698,2
-0.268,-0.566,-0.725,-0.406,-0.534,-0.467,-1.151,-0.53,-0.864,-1.151,-0.576,-0.531,-0.451,2
-0.767,-1.038,-1.026,-0.936,-0.839,-0.937,-1.381,-0.911,-1.067,-1.381,-0.948,-0.71,-0.77,2
-0.431,-0.737,-0.693,-0.661,-0.648,-0.71,-1.213,-0.734,-0.974,-1.213,-0.715,-0.556,-0.563,2
-0.245,-0.317,-0.511,-0.475,-0.452,-0.461,-0.596,-0.338,-0.79,-0.596,-0.303,-0.505,-0.446,2
-0.548,-0.809,-0.837,-0.791,-0.704,-0.765,-1.212,-0.718,-0.997,-1.212,-0.741,-0.565,-0.59,2
-0.422,-0.648,-0.824,-0.568,-0.643,-0.636,-1.075,-0.627,-0.909,-1.075,-0.613,-0.532,-0.553,2
-0.649,-0.9,-0.92,-0.738,-0.651,-0.712,-1.295,-0.755,-0.977,-1.295,-0.856,-0.664,-0.731,2
-0.304,-0.46,-0.662,-0.278,-0.486,-0.405,-0.99,-0.499,-0.776,-0.99,-0.551,-0.518,-0.492,2
-0.457,-0.677,-0.789,-0.669,-0.631,-0.686,-1.117,-0.714,-0.902,-1.117,-0.691,-0.516,-0.56,2
-0.665,-0.94,-0.967,-0.783,-0.711,-0.811,-1.346,-0.796,-1.009,-1.346,-0.868,-0.681,-0.715,2
-0.553,-0.76,-0.846,-0.738,-0.688,-0.721,-1.129,-0.725,-0.996,-1.129,-0.738,-0.665,-0.686,2
-0.376,-0.552,-0.748,-0.539,-0.583,-0.619,-1.118,-0.533,-0.847,-1.118,-0.51,-0.477,-0.364,2
-0.312,-0.622,-0.758,-0.5,-0.572,-0.554,-1.186,-0.633,-0.918,-1.186,-0.619,-0.549,-0.494,2
-0.367,-0.729,-0.663,-0.459,-0.467,-0.531,-1.252,-0.759,-0.864,-1.252,-0.805,-0.549,-0.61,2
-0.445,-0.73,-0.853,-0.723,-0.628,-0.698,-1.16,-0.682,-0.936,-1.16,-0.642,-0.482,-0.476,2
-0.532,-0.746,-0.941,-0.849,-0.765,-0.821,-1.182,-0.807,-1.133,-1.182,-0.711,-0.616,-0.605,2
-0.678,-0.979,-1.005,-0.707,-0.666,-0.749,-1.285,-0.755,-0.99,-1.285,-0.892,-0.695,-0.758,2
-0.443,-0.619,-0.722,-0.475,-0.455,-0.527,-0.977,-0.48,-0.833,-0.977,-0.547,-0.419,-0.456,2
-0.701,-0.918,-1,-0.861,-0.766,-0.848,-1.24,-0.822,-1.041,-1.24,-0.85,-0.71,-0.747,2
-0.455,-0.647,-0.654,-0.638,-0.634,-0.671,-1.013,-0.661,-0.874,-1.013,-0.621,-0.443,-0.511,2
-0.324,-0.587,-0.707,-0.399,-0.471,-0.536,-1.076,-0.69,-0.918,-1.076,-0.678,-0.512,-0.538,2
-0.613,-0.846,-0.889,-0.795,-0.727,-0.785,-1.183,-0.743,-0.981,-1.183,-0.793,-0.638,-0.666,2
-0.438,-0.595,-0.848,-0.729,-0.721,-0.697,-0.984,-0.647,-0.878,-0.984,-0.623,-0.546,-0.569,2
-0.503,-0.672,-0.96,-0.666,-0.695,-0.713,-1.077,-0.748,-0.98,-1.077,-0.676,-0.707,-0.666,2
-0.636,-0.882,-0.93,-0.9,-0.79,-0.876,-1.239,-0.82,-1.007,-1.239,-0.802,-0.621,-0.654,2
-0.564,-0.719,-0.836,-0.748,-0.68,-0.739,-1.045,-0.709,-0.883,-1.045,-0.669,-0.5,-0.561,2
-0.49,-0.713,-0.865,-0.738,-0.75,-0.752,-1.105,-0.678,-0.983,-1.105,-0.677,-0.574,-0.575,2
-0.378,-0.513,-0.684,-0.579,-0.64,-0.697,-0.904,-0.619,-0.85,-0.904,-0.559,-0.499,-0.523,2
-0.28,-0.353,-0.527,-0.499,-0.459,-0.473,-0.653,-0.391,-0.814,-0.653,-0.359,-0.523,-0.467,2
-0.298,-0.489,-0.497,-0.41,-0.425,-0.507,-1.01,-0.7,-0.869,-1.01,-0.6,-0.505,-0.516,2
-0.411,-0.641,-0.789,-0.604,-0.571,-0.626,-1.048,-0.577,-0.878,-1.048,-0.642,-0.476,-0.506,2
-0.32,-0.599,-0.618,-0.27,-0.402,-0.489,-1.061,-0.701,-0.926,-1.061,-0.705,-0.524,-0.6,2
-0.526,-0.752,-0.84,-0.734,-0.669,-0.745,-1.1,-0.75,-0.962,-1.1,-0.729,-0.608,-0.648,2
-0.625,-0.773,-0.902,-0.702,-0.74,-0.798,-0.964,-0.692,-0.937,-0.964,-0.693,-0.52,-0.612,2
-0.623,-0.766,-0.874,-0.674,-0.65,-0.716,-1.035,-0.598,-0.842,-1.035,-0.676,-0.579,-0.616,2
-0.622,-0.826,-0.867,-0.692,-0.617,-0.719,-1.169,-0.787,-0.948,-1.169,-0.825,-0.609,-0.69,2
-0.229,-0.602,-0.659,-0.531,-0.545,-0.562,-1.164,-0.803,-0.855,-1.164,-0.713,-0.489,-0.523,3
-0.273,-0.642,-0.674,-0.372,-0.481,-0.471,-1.167,-0.709,-0.769,-1.167,-0.801,-0.587,-0.681,3
-0.263,-0.695,-0.631,-0.538,-0.501,-0.587,-1.207,-0.888,-0.922,-1.207,-0.808,-0.624,-0.694,3
-0.154,-0.469,-0.7,-0.323,-0.482,-0.338,-1.23,-0.778,-0.893,-1.23,-0.74,-0.635,-0.615,3
-0.087,-0.496,-0.753,-0.379,-0.544,-0.399,-1.17,-0.696,-0.825,-1.17,-0.716,-0.577,-0.557,3
-0.26,-0.642,-0.719,-0.437,-0.529,-0.525,-1.166,-0.777,-0.891,-1.166,-0.783,-0.675,-0.686,3
-0.242,-0.639,-0.654,-0.505,-0.505,-0.566,-1.171,-0.821,-0.93,-1.171,-0.771,-0.534,-0.598,3
-0.336,-0.758,-0.756,-0.599,-0.594,-0.648,-1.284,-0.921,-0.997,-1.284,-0.838,-0.606,-0.646,3
-0.175,-0.464,-0.739,-0.231,-0.397,-0.291,-1.014,-0.523,-0.597,-1.014,-0.663,-0.491,-0.576,3
-0.269,-0.654,-0.679,-0.514,-0.522,-0.582,-1.182,-0.859,-0.959,-1.182,-0.797,-0.634,-0.68,3
-0.386,-0.709,-0.908,-0.562,-0.632,-0.609,-1.228,-0.834,-0.948,-1.228,-0.858,-0.723,-0.767,3
-0.215,-0.694,-0.76,-0.586,-0.56,-0.568,-1.287,-0.957,-1,-1.287,-0.86,-0.623,-0.67,3
-0.221,-0.603,-0.649,-0.477,-0.563,-0.551,-1.162,-0.782,-0.897,-1.162,-0.724,-0.584,-0.607,3
-0.226,-0.575,-0.725,-0.468,-0.6,-0.457,-1.18,-0.812,-0.917,-1.18,-0.804,-0.616,-0.673,3
-0.312,-0.689,-0.851,-0.53,-0.582,-0.558,-1.193,-0.784,-0.892,-1.193,-0.827,-0.66,-0.711,3
-0.237,-0.651,-0.721,-0.441,-0.531,-0.521,-1.161,-0.792,-0.881,-1.161,-0.807,-0.658,-0.694,3
-0.226,-0.643,-0.798,-0.473,-0.588,-0.452,-1.287,-0.894,-1.014,-1.287,-0.878,-0.663,-0.73,3
-0.167,-0.606,-0.737,-0.374,-0.523,-0.438,-1.278,-0.863,-0.975,-1.278,-0.836,-0.686,-0.698,3
-0.25,-0.683,-0.73,-0.494,-0.571,-0.556,-1.187,-0.846,-0.913,-1.187,-0.815,-0.647,-0.686,3
-0.254,-0.67,-0.699,-0.391,-0.473,-0.48,-1.161,-0.685,-0.843,-1.161,-0.767,-0.627,-0.648,3
-0.295,-0.646,-0.759,-0.425,-0.521,-0.481,-1.188,-0.748,-0.861,-1.188,-0.812,-0.645,-0.714,3
-0.317,-0.686,-0.789,-0.574,-0.57,-0.588,-1.206,-0.841,-0.947,-1.206,-0.808,-0.652,-0.685,3
-0.082,-0.535,-0.658,-0.332,-0.425,-0.42,-1.061,-0.671,-0.788,-1.061,-0.668,-0.584,-0.575,3
-0.24,-0.678,-0.732,-0.369,-0.491,-0.457,-1.151,-0.763,-0.892,-1.151,-0.848,-0.675,-0.766,3
-0.233,-0.66,-0.785,-0.568,-0.574,-0.576,-1.218,-0.823,-0.872,-1.218,-0.793,-0.633,-0.655,3
-0.327,-0.712,-0.815,-0.629,-0.63,-0.622,-1.228,-0.846,-0.951,-1.228,-0.838,-0.619,-0.703,3
-0.453,-0.861,-0.928,-0.584,-0.617,-0.664,-1.31,-0.939,-1.034,-1.31,-0.993,-0.779,-0.871,3
-0.213,-0.573,-0.695,-0.46,-0.57,-0.525,-1.144,-0.804,-0.829,-1.144,-0.701,-0.585,-0.572,3
-0.125,-0.526,-0.642,-0.235,-0.487,-0.339,-1.143,-0.58,-0.74,-1.143,-0.722,-0.654,-0.625,3
-0.229,-0.606,-0.623,-0.491,-0.552,-0.552,-1.168,-0.744,-0.858,-1.168,-0.714,-0.547,-0.541,3
-0.329,-0.759,-0.781,-0.581,-0.624,-0.625,-1.262,-0.891,-0.951,-1.262,-0.927,-0.663,-0.751,3
-0.381,-0.721,-0.942,-0.604,-0.665,-0.624,-1.23,-0.832,-0.875,-1.23,-0.857,-0.686,-0.743,3
-0.503,-0.817,-0.885,-0.614,-0.604,-0.651,-1.272,-0.788,-0.886,-1.272,-0.856,-0.688,-0.727,3
-0.2,-0.6,-0.712,-0.547,-0.585,-0.57,-1.164,-0.839,-0.875,-1.164,-0.759,-0.58,-0.625,3
-0.295,-0.716,-0.816,-0.618,-0.602,-0.634,-1.223,-0.891,-0.999,-1.223,-0.833,-0.642,-0.701,3
-0.332,-0.735,-0.853,-0.537,-0.647,-0.601,-1.266,-0.811,-0.915,-1.266,-0.853,-0.689,-0.737,3
-0.411,-0.834,-0.852,-0.608,-0.646,-0.669,-1.302,-0.909,-0.997,-1.302,-0.947,-0.708,-0.803,3
-0.464,-0.923,-0.84,-0.721,-0.686,-0.779,-1.375,-1.073,-1.109,-1.375,-1.035,-0.755,-0.868,3
-0.325,-0.76,-0.759,-0.478,-0.517,-0.58,-1.278,-0.881,-0.933,-1.278,-0.903,-0.692,-0.75,3
-0.322,-0.717,-0.769,-0.354,-0.449,-0.495,-1.141,-0.777,-0.868,-1.141,-0.817,-0.648,-0.709,3
-0.086,-0.467,-0.725,-0.213,-0.468,-0.311,-1.144,-0.688,-0.825,-1.144,-0.706,-0.631,-0.617,3
-0.171,-0.6,-0.648,-0.442,-0.526,-0.514,-1.137,-0.692,-0.851,-1.137,-0.763,-0.517,-0.579,3
-0.357,-0.789,-0.779,-0.62,-0.588,-0.669,-1.294,-1.031,-1.004,-1.294,-0.93,-0.699,-0.786,3
-0.527,-0.867,-0.847,-0.615,-0.643,-0.702,-1.268,-0.841,-0.952,-1.268,-0.927,-0.708,-0.799,3
-0.296,-0.696,-0.694,-0.588,-0.558,-0.617,-1.243,-0.877,-0.922,-1.243,-0.798,-0.56,-0.609,3
-0.463,-0.842,-0.896,-0.759,-0.699,-0.768,-1.338,-1.083,-1.077,-1.338,-0.969,-0.769,-0.841,3
-0.297,-0.716,-0.762,-0.631,-0.621,-0.653,-1.273,-0.932,-0.992,-1.273,-0.869,-0.616,-0.7,3
-0.339,-0.719,-0.799,-0.576,-0.598,-0.643,-1.246,-0.95,-1.025,-1.246,-0.856,-0.681,-0.727,3
-0.307,-0.751,-0.755,-0.639,-0.572,-0.643,-1.294,-0.93,-0.974,-1.294,-0.85,-0.575,-0.647,3
-0.359,-0.814,-0.739,-0.664,-0.623,-0.725,-1.313,-1.039,-1.082,-1.313,-0.926,-0.72,-0.811,3
-0.902,-1.032,-1.163,-0.977,-0.863,-0.823,-1.276,-0.743,-1.122,-1.276,-0.967,-0.836,-0.889,4
-0.951,-1.114,-1.198,-1.089,-0.92,-0.933,-1.388,-0.952,-1.215,-1.388,-1.088,-0.919,-1.004,4
-0.915,-1.074,-1.146,-0.981,-0.899,-0.913,-1.295,-0.827,-1.187,-1.295,-0.963,-0.871,-0.923,4
-0.629,-0.758,-0.944,-0.69,-0.661,-0.68,-1.044,-0.672,-0.995,-1.044,-0.693,-0.764,-0.738,4
-0.889,-1.014,-1.124,-1.051,-0.974,-0.939,-1.224,-0.824,-1.152,-1.224,-0.948,-0.865,-0.901,4
-0.728,-0.844,-0.997,-0.814,-0.796,-0.795,-1.116,-0.652,-1.075,-1.116,-0.709,-0.805,-0.757,4
-0.769,-0.943,-1.023,-0.892,-0.822,-0.838,-1.206,-0.775,-1.087,-1.206,-0.874,-0.75,-0.793,4
-0.811,-0.913,-1.055,-0.911,-0.789,-0.817,-1.196,-0.824,-1.107,-1.196,-0.894,-0.828,-0.862,4
-0.837,-0.987,-1.181,-1.018,-0.901,-0.87,-1.265,-0.809,-1.109,-1.265,-0.92,-0.756,-0.82,4
-0.748,-0.869,-0.991,-0.806,-0.771,-0.79,-1.137,-0.685,-1.051,-1.137,-0.741,-0.799,-0.764,4
-0.612,-0.832,-0.905,-0.812,-0.719,-0.717,-1.152,-0.741,-1.076,-1.152,-0.83,-0.702,-0.751,4
-0.817,-0.914,-1.068,-0.919,-0.843,-0.799,-1.174,-0.674,-0.998,-1.174,-0.826,-0.681,-0.718,4
-0.804,-0.935,-1.133,-0.989,-0.869,-0.836,-1.209,-0.756,-1.065,-1.209,-0.868,-0.718,-0.781,4
-0.926,-1.122,-1.188,-0.994,-0.888,-0.88,-1.374,-0.804,-1.164,-1.374,-1.005,-0.9,-0.935,4
-0.87,-1.038,-1.104,-1.047,-0.927,-0.927,-1.288,-0.881,-1.183,-1.288,-0.986,-0.86,-0.921,4
-0.907,-1.006,-1.153,-0.925,-0.84,-0.834,-1.216,-0.786,-1.129,-1.216,-0.95,-0.896,-0.933,4
-0.828,-0.986,-1.059,-0.86,-0.791,-0.784,-1.245,-0.727,-1.112,-1.245,-0.921,-0.847,-0.88,4
-0.775,-0.957,-1.049,-0.882,-0.79,-0.781,-1.233,-0.726,-1.1,-1.233,-0.884,-0.719,-0.772,4
-0.812,-0.97,-1.051,-0.977,-0.864,-0.857,-1.189,-0.714,-1.13,-1.189,-0.866,-0.759,-0.795,4
-0.912,-1.061,-1.142,-0.936,-0.877,-0.856,-1.261,-0.793,-1.153,-1.261,-0.978,-0.908,-0.944,4
-0.739,-0.839,-1.009,-0.798,-0.755,-0.733,-1.08,-0.633,-1.123,-1.08,-0.794,-0.775,-0.8,4
-0.773,-0.932,-1.086,-0.903,-0.814,-0.809,-1.23,-0.818,-1.115,-1.23,-0.904,-0.818,-0.857,4
-0.943,-1.07,-1.232,-1.062,-0.961,-0.975,-1.297,-0.925,-1.181,-1.297,-1.009,-0.922,-0.963,4
-0.885,-1.02,-1.119,-0.919,-0.838,-0.821,-1.248,-0.776,-1.12,-1.248,-0.957,-0.898,-0.921,4
-0.772,-0.915,-1.078,-0.912,-0.83,-0.82,-1.162,-0.703,-1.095,-1.162,-0.82,-0.738,-0.775,4
-0.819,-0.933,-1.05,-0.885,-0.826,-0.823,-1.157,-0.722,-1.139,-1.157,-0.828,-0.792,-0.821,4
-0.813,-0.907,-1.091,-0.984,-0.898,-0.887,-1.118,-0.744,-1.09,-1.118,-0.845,-0.751,-0.816,4
-0.766,-0.897,-1.053,-0.838,-0.773,-0.729,-1.171,-0.712,-1.114,-1.171,-0.883,-0.845,-0.873,4
-0.808,-1.001,-1.1,-0.871,-0.771,-0.784,-1.264,-0.721,-1.091,-1.264,-0.916,-0.81,-0.834,4
