@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,6,14,16,19,23-26,28,33,37-38,40-41'

@attribute A1 numeric
@attribute A6 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A28 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.41,-0.676,-1.015,-0.829,-0.891,-1.094,-0.932,-0.808,-0.681,-0.899,-0.77,-1.013,-0.748,-0.817,2
-0.96,-0.272,-0.603,-0.547,-0.571,-0.84,-0.599,-0.557,-0.439,-0.606,-0.438,-0.698,-0.482,-0.546,2
-1.172,-0.501,-0.788,-0.654,-0.686,-1.04,-0.768,-0.734,-0.633,-0.787,-0.676,-0.912,-0.701,-0.771,2
-1.186,-0.433,-0.79,-0.747,-0.769,-1.029,-0.729,-0.69,-0.545,-0.772,-0.52,-0.827,-0.578,-0.586,2
-1.281,-0.292,-0.736,-0.598,-0.591,-0.944,-0.783,-0.657,-0.505,-0.754,-0.507,-0.873,-0.584,-0.562,2
-1.121,-0.42,-0.731,-0.677,-0.693,-1.037,-0.78,-0.754,-0.665,-0.787,-0.691,-0.907,-0.694,-0.767,2
-0.883,-0.158,-0.539,-0.485,-0.475,-0.879,-0.564,-0.604,-0.478,-0.653,-0.432,-0.752,-0.564,-0.626,2
-1.324,-0.591,-0.884,-0.688,-0.723,-1.007,-0.795,-0.679,-0.527,-0.775,-0.721,-1.006,-0.766,-0.767,2
-0.966,-0.434,-0.679,-0.715,-0.746,-0.9,-0.612,-0.619,-0.521,-0.661,-0.429,-0.702,-0.479,-0.538,2
-1.169,-0.377,-0.717,-0.63,-0.644,-0.936,-0.74,-0.688,-0.601,-0.756,-0.579,-0.907,-0.68,-0.716,2
-1.065,-0.316,-0.71,-0.712,-0.726,-0.945,-0.601,-0.571,-0.444,-0.662,-0.442,-0.751,-0.534,-0.574,2
-1.295,-0.487,-0.883,-0.73,-0.782,-0.954,-0.76,-0.641,-0.501,-0.742,-0.58,-0.892,-0.619,-0.661,2
-1.184,-0.49,-0.814,-0.749,-0.787,-1.076,-0.814,-0.773,-0.663,-0.812,-0.7,-0.921,-0.689,-0.773,2
-1.081,-0.515,-0.746,-0.725,-0.743,-0.868,-0.759,-0.68,-0.634,-0.739,-0.661,-0.86,-0.678,-0.814,2
-1.246,-0.472,-0.788,-0.607,-0.638,-0.962,-0.734,-0.638,-0.512,-0.744,-0.634,-0.941,-0.69,-0.722,2
-1.189,-0.505,-0.804,-0.752,-0.791,-1.099,-0.829,-0.798,-0.673,-0.866,-0.775,-0.957,-0.77,-0.888,2
-1.173,-0.401,-0.779,-0.68,-0.695,-1.058,-0.832,-0.786,-0.702,-0.824,-0.562,-0.896,-0.644,-0.694,2
-1.293,-0.596,-0.906,-0.788,-0.828,-1.065,-0.893,-0.803,-0.708,-0.867,-0.765,-0.973,-0.725,-0.782,2
-1.043,-0.337,-0.672,-0.671,-0.663,-0.941,-0.66,-0.642,-0.521,-0.672,-0.572,-0.768,-0.554,-0.651,2
-1.174,-0.228,-0.665,-0.58,-0.555,-0.871,-0.605,-0.551,-0.429,-0.613,-0.423,-0.726,-0.467,-0.476,2
-1.149,-0.394,-0.747,-0.606,-0.652,-0.954,-0.731,-0.683,-0.573,-0.762,-0.561,-0.884,-0.63,-0.687,2
-1.006,-0.504,-0.694,-0.61,-0.681,-0.822,-0.563,-0.516,-0.403,-0.588,-0.53,-0.753,-0.53,-0.598,2
-1.362,-0.415,-0.803,-0.738,-0.717,-1.078,-0.938,-0.832,-0.725,-0.906,-0.715,-1.018,-0.736,-0.789,2
-1.017,-0.19,-0.609,-0.518,-0.546,-0.954,-0.679,-0.673,-0.565,-0.708,-0.409,-0.778,-0.499,-0.546,2
-0.748,-0.225,-0.496,-0.307,-0.391,-0.74,-0.448,-0.503,-0.435,-0.529,-0.3,-0.625,-0.441,-0.463,2
-1.263,-0.483,-0.838,-0.66,-0.711,-0.962,-0.777,-0.664,-0.535,-0.746,-0.643,-0.93,-0.689,-0.703,2
-1.201,-0.391,-0.766,-0.671,-0.685,-0.987,-0.643,-0.597,-0.443,-0.689,-0.451,-0.804,-0.53,-0.517,2
-1.033,-0.294,-0.66,-0.644,-0.643,-0.868,-0.561,-0.512,-0.379,-0.594,-0.346,-0.697,-0.462,-0.467,2
-1.191,-0.402,-0.802,-0.708,-0.748,-1.02,-0.814,-0.781,-0.671,-0.833,-0.546,-0.899,-0.624,-0.661,2
-1.198,-0.501,-0.826,-0.743,-0.766,-1.043,-0.787,-0.726,-0.595,-0.772,-0.65,-0.89,-0.647,-0.713,2
-1.303,-0.302,-0.853,-0.656,-0.692,-0.956,-0.782,-0.644,-0.499,-0.732,-0.366,-0.874,-0.508,-0.432,2
-1.114,-0.576,-0.728,-0.769,-0.752,-1.008,-0.705,-0.683,-0.565,-0.731,-0.751,-0.925,-0.753,-0.849,2
-1.208,-0.291,-0.8,-0.701,-0.725,-0.909,-0.689,-0.584,-0.424,-0.67,-0.357,-0.755,-0.44,-0.402,2
-1.151,-0.301,-0.676,-0.6,-0.597,-0.864,-0.562,-0.493,-0.317,-0.593,-0.436,-0.73,-0.481,-0.495,2
-1.145,-0.206,-0.637,-0.595,-0.589,-0.986,-0.677,-0.643,-0.485,-0.734,-0.57,-0.8,-0.558,-0.607,2
-0.989,-0.331,-0.67,-0.604,-0.642,-0.969,-0.67,-0.684,-0.56,-0.697,-0.283,-0.716,-0.474,-0.414,2
-1.148,-0.31,-0.728,-0.598,-0.62,-0.915,-0.719,-0.624,-0.494,-0.697,-0.481,-0.81,-0.536,-0.565,2
