@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8,10-12,14,21,24,27-28,30,34,41'

@attribute A2 numeric
@attribute A3 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A21 numeric
@attribute A24 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.798,-0.867,-0.545,-0.629,-0.868,-1.223,-0.879,-0.818,-1.223,-0.75,-0.911,-0.786,-1.015,-0.714,2
-0.653,-0.694,-0.407,-0.478,-0.696,-1.107,-0.709,-0.656,-1.107,-0.646,-0.778,-0.637,-0.829,-0.614,2
-0.669,-0.56,-0.313,-0.412,-0.502,-1.096,-0.71,-0.649,-1.096,-0.69,-0.815,-0.668,-0.87,-0.581,2
-0.699,-0.705,-0.446,-0.532,-0.697,-1.207,-0.805,-0.751,-1.207,-0.788,-0.911,-0.786,-0.966,-0.71,2
-0.644,-0.558,-0.368,-0.407,-0.542,-1.057,-0.753,-0.723,-1.057,-0.732,-0.834,-0.757,-0.943,-0.65,2
-0.958,-1.023,-0.739,-0.791,-1.034,-1.31,-1.039,-0.989,-1.31,-0.95,-1.046,-0.922,-1.099,-0.837,2
-0.622,-0.74,-0.393,-0.486,-0.807,-1.12,-0.728,-0.667,-1.12,-0.606,-0.755,-0.629,-0.903,-0.593,2
-0.602,-0.621,-0.349,-0.424,-0.661,-1.147,-0.729,-0.686,-1.147,-0.607,-0.764,-0.643,-0.924,-0.555,2
-0.858,-0.912,-0.688,-0.719,-0.915,-1.133,-0.835,-0.804,-1.133,-0.741,-0.882,-0.799,-1.056,-0.762,2
-0.67,-0.761,-0.539,-0.579,-0.83,-1.032,-0.758,-0.734,-1.032,-0.68,-0.79,-0.708,-0.982,-0.634,2
-0.727,-0.604,-0.427,-0.536,-0.641,-1.174,-0.822,-0.772,-1.174,-0.815,-0.904,-0.813,-0.958,-0.782,2
-0.784,-0.907,-0.594,-0.674,-0.923,-1.168,-0.792,-0.747,-1.168,-0.758,-0.907,-0.773,-1.04,-0.758,2
-0.577,-0.767,-0.401,-0.494,-0.772,-1.032,-0.656,-0.637,-1.032,-0.544,-0.69,-0.581,-0.865,-0.541,2
-0.79,-0.694,-0.474,-0.558,-0.691,-1.247,-0.936,-0.885,-1.247,-0.9,-1.004,-0.87,-1.028,-0.74,2
