@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R3-4,7,11,13-17,21,23,26,33,37,41'

@attribute A3 numeric
@attribute A4 numeric
@attribute A7 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.013,-0.895,-1.043,-1.41,-0.894,-1.015,-0.825,-0.829,-1.172,-1.41,-1.094,-0.681,-0.77,-1.013,2
-0.689,-0.439,-0.602,-0.96,-0.651,-0.603,-0.516,-0.547,-0.766,-0.96,-0.84,-0.439,-0.438,-0.698,2
-0.853,-0.694,-0.817,-1.172,-0.742,-0.788,-0.63,-0.654,-0.955,-1.172,-1.04,-0.633,-0.676,-0.912,2
-0.815,-0.603,-0.767,-1.186,-0.739,-0.79,-0.65,-0.747,-0.98,-1.186,-1.029,-0.545,-0.52,-0.827,2
-0.738,-0.53,-0.751,-1.281,-0.611,-0.736,-0.554,-0.598,-0.917,-1.281,-0.944,-0.505,-0.507,-0.873,2
-0.963,-0.576,-0.73,-1.121,-0.71,-0.731,-0.616,-0.677,-0.903,-1.121,-1.037,-0.665,-0.691,-0.907,2
-0.55,-0.259,-0.398,-0.883,-0.378,-0.539,-0.422,-0.485,-0.691,-0.883,-0.879,-0.478,-0.432,-0.752,2
-0.888,-0.835,-0.985,-1.324,-0.74,-0.884,-0.679,-0.688,-1.054,-1.324,-1.007,-0.527,-0.721,-1.006,2
-0.759,-0.489,-0.602,-0.966,-0.716,-0.679,-0.639,-0.715,-0.842,-0.966,-0.9,-0.521,-0.429,-0.702,2
-0.669,-0.547,-0.688,-1.169,-0.577,-0.717,-0.562,-0.63,-0.886,-1.169,-0.936,-0.601,-0.579,-0.907,2
-0.745,-0.51,-0.659,-1.065,-0.69,-0.71,-0.603,-0.712,-0.903,-1.065,-0.945,-0.444,-0.442,-0.751,2
-0.824,-0.719,-0.888,-1.295,-0.777,-0.883,-0.716,-0.73,-1.048,-1.295,-0.954,-0.501,-0.58,-0.892,2
-0.894,-0.667,-0.798,-1.184,-0.823,-0.814,-0.704,-0.749,-0.986,-1.184,-1.076,-0.663,-0.7,-0.921,2
-0.854,-0.614,-0.753,-1.081,-0.77,-0.746,-0.664,-0.725,-0.905,-1.081,-0.868,-0.634,-0.661,-0.86,2
-0.874,-0.707,-0.853,-1.246,-0.663,-0.788,-0.593,-0.607,-0.95,-1.246,-0.962,-0.512,-0.634,-0.941,2
-0.97,-0.673,-0.806,-1.189,-0.797,-0.804,-0.701,-0.752,-0.982,-1.189,-1.099,-0.673,-0.775,-0.957,2
-0.824,-0.594,-0.742,-1.173,-0.696,-0.779,-0.62,-0.68,-0.954,-1.173,-1.058,-0.702,-0.562,-0.896,2
-0.902,-0.81,-0.966,-1.293,-0.839,-0.906,-0.747,-0.788,-1.085,-1.293,-1.065,-0.708,-0.765,-0.973,2
-0.839,-0.507,-0.647,-1.043,-0.687,-0.672,-0.599,-0.671,-0.841,-1.043,-0.941,-0.521,-0.572,-0.768,2
-0.727,-0.412,-0.616,-1.174,-0.513,-0.665,-0.52,-0.58,-0.833,-1.174,-0.871,-0.429,-0.423,-0.726,2
-0.747,-0.644,-0.783,-1.149,-0.629,-0.747,-0.578,-0.606,-0.926,-1.149,-0.954,-0.573,-0.561,-0.884,2
-0.837,-0.593,-0.704,-1.006,-0.609,-0.694,-0.572,-0.61,-0.861,-1.006,-0.822,-0.403,-0.53,-0.753,2
-0.883,-0.713,-0.899,-1.362,-0.855,-0.803,-0.699,-0.738,-0.972,-1.362,-1.078,-0.725,-0.715,-1.018,2
-0.566,-0.35,-0.511,-1.017,-0.519,-0.609,-0.479,-0.518,-0.783,-1.017,-0.954,-0.565,-0.409,-0.778,2
-0.483,-0.31,-0.459,-0.748,-0.168,-0.496,-0.27,-0.307,-0.682,-0.748,-0.74,-0.435,-0.3,-0.625,2
-0.847,-0.716,-0.875,-1.263,-0.713,-0.838,-0.654,-0.66,-1.003,-1.263,-0.962,-0.535,-0.643,-0.93,2
-0.788,-0.595,-0.753,-1.201,-0.666,-0.766,-0.608,-0.671,-0.94,-1.201,-0.987,-0.443,-0.451,-0.804,2
