@relation texture

@attribute A2 numeric
@attribute A3 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.59,-0.733,-1.183,-0.682,-0.469,-0.536,-0.513,-0.726,-0.855,-0.58,-0.404,-0.882,-0.576,-0.566,-0.4,-0.722,2
-0.55,-0.66,-1.015,-0.668,-0.527,-0.637,-0.618,-0.689,-0.852,-0.564,-0.432,-0.818,-0.595,-0.578,-0.469,-0.726,2
-0.79,-0.817,-1.241,-0.882,-0.645,-0.753,-0.702,-0.88,-0.915,-0.711,-0.462,-0.911,-0.73,-0.675,-0.432,-0.833,2
-0.78,-0.84,-1.171,-0.825,-0.596,-0.699,-0.668,-0.803,-0.86,-0.635,-0.398,-0.896,-0.747,-0.698,-0.545,-0.86,2
-0.937,-0.965,-1.265,-0.964,-0.813,-0.909,-0.889,-0.978,-1.057,-0.87,-0.668,-1.077,-0.841,-0.799,-0.619,-0.975,2
-0.891,-0.925,-1.194,-0.883,-0.683,-0.795,-0.756,-0.878,-0.937,-0.718,-0.499,-0.938,-0.775,-0.709,-0.572,-0.874,2
-0.489,-0.494,-0.999,-0.631,-0.435,-0.519,-0.496,-0.758,-0.914,-0.6,-0.467,-0.849,-0.578,-0.502,-0.379,-0.629,2
-0.647,-0.653,-1.111,-0.733,-0.57,-0.678,-0.64,-0.87,-0.981,-0.744,-0.595,-0.959,-0.726,-0.67,-0.532,-0.835,2
-0.924,-0.956,-1.267,-0.9,-0.674,-0.783,-0.757,-0.925,-0.968,-0.77,-0.507,-0.989,-0.899,-0.816,-0.674,-0.973,2
-0.8,-0.838,-1.235,-0.865,-0.66,-0.754,-0.711,-0.828,-0.903,-0.682,-0.447,-0.951,-0.724,-0.675,-0.521,-0.837,2
-0.74,-0.705,-1.191,-0.821,-0.659,-0.77,-0.748,-0.928,-1.02,-0.814,-0.671,-1.015,-0.785,-0.735,-0.513,-0.899,2
-0.678,-0.799,-1.135,-0.783,-0.595,-0.693,-0.654,-0.867,-0.977,-0.761,-0.666,-1.012,-0.664,-0.649,-0.488,-0.817,2
-0.558,-0.545,-1.153,-0.765,-0.564,-0.658,-0.614,-0.803,-0.874,-0.633,-0.439,-0.905,-0.572,-0.548,-0.309,-0.703,2
-0.881,-0.866,-1.229,-0.961,-0.793,-0.881,-0.844,-0.992,-1.031,-0.889,-0.733,-1.025,-0.837,-0.777,-0.606,-0.93,2
-0.822,-0.862,-1.191,-0.844,-0.618,-0.718,-0.648,-0.88,-0.977,-0.742,-0.514,-0.959,-0.796,-0.745,-0.538,-0.915,2
-0.689,-0.699,-1.154,-0.727,-0.519,-0.615,-0.565,-0.833,-0.907,-0.649,-0.402,-0.857,-0.718,-0.656,-0.481,-0.814,2
-0.528,-0.695,-0.971,-0.547,-0.408,-0.478,-0.476,-0.659,-0.856,-0.502,-0.371,-0.807,-0.54,-0.552,-0.452,-0.728,2
-0.552,-0.654,-0.904,-0.669,-0.575,-0.697,-0.689,-0.737,-0.953,-0.619,-0.525,-0.85,-0.559,-0.56,-0.432,-0.725,2
-0.603,-0.85,-0.956,-0.667,-0.609,-0.708,-0.712,-0.729,-1,-0.633,-0.597,-1.043,-0.571,-0.583,-0.507,-0.764,2
-0.762,-0.872,-1.163,-0.854,-0.738,-0.828,-0.823,-0.942,-0.966,-0.856,-0.708,-0.981,-0.794,-0.731,-0.611,-0.886,2
