@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R6-13,23-24,30-31,33,41'

@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.332,-0.772,-0.522,-0.422,-0.689,-1.254,-0.882,-0.726,-0.931,-0.745,-0.901,-1.254,-0.347,2
-0.4,-0.749,-0.56,-0.513,-0.732,-1.184,-0.817,-0.643,-0.906,-0.727,-0.866,-1.184,-0.457,2
-0.391,-0.68,-0.533,-0.485,-0.787,-1.014,-0.698,-0.629,-0.924,-0.666,-0.932,-1.014,-0.532,2
-0.286,-0.628,-0.485,-0.432,-0.86,-1.052,-0.694,-0.571,-1.023,-0.727,-0.933,-1.052,-0.661,2
-0.254,-0.599,-0.458,-0.364,-0.743,-1.154,-0.706,-0.492,-0.895,-0.602,-0.904,-1.154,-0.387,2
-0.177,-0.571,-0.421,-0.348,-0.719,-1.139,-0.646,-0.463,-0.955,-0.653,-0.951,-1.139,-0.494,2
-0.099,-0.426,-0.297,-0.238,-0.656,-0.925,-0.535,-0.351,-0.839,-0.444,-0.855,-0.925,-0.322,2
-0.499,-0.84,-0.674,-0.609,-0.906,-1.215,-0.878,-0.729,-0.969,-0.775,-0.962,-1.215,-0.653,2
-0.259,-0.593,-0.516,-0.444,-0.933,-1.035,-0.648,-0.551,-0.857,-0.506,-0.827,-1.035,-0.32,2
-0.349,-0.679,-0.507,-0.472,-0.802,-1.128,-0.72,-0.592,-1.008,-0.775,-0.991,-1.128,-0.589,2
-0.034,-0.208,-0.137,-0.05,-0.347,-0.611,-0.379,-0.471,-0.666,-0.375,-0.822,-0.611,-0.395,2
-0.54,-0.847,-0.699,-0.654,-0.929,-1.163,-0.824,-0.713,-0.926,-0.76,-0.977,-1.163,-0.678,2
-0.568,-0.871,-0.733,-0.673,-0.978,-1.235,-0.91,-0.805,-1.034,-0.772,-1.025,-1.235,-0.678,2
-0.377,-0.611,-0.471,-0.471,-0.815,-1.002,-0.688,-0.5,-0.953,-0.613,-0.894,-1.002,-0.505,2
-0.59,-0.828,-0.669,-0.644,-0.884,-1.131,-0.81,-0.843,-1.015,-0.715,-1.03,-1.131,-0.627,2
-0.251,-0.391,-0.381,-0.356,-0.778,-0.688,-0.446,-0.587,-0.727,-0.359,-0.711,-0.688,-0.288,2
-0.628,-0.898,-0.756,-0.7,-0.956,-1.194,-0.883,-0.757,-0.937,-0.718,-0.938,-1.194,-0.671,2
-0.321,-0.688,-0.528,-0.487,-0.854,-1.086,-0.73,-0.693,-0.99,-0.676,-1.004,-1.086,-0.638,2
-0.411,-0.784,-0.578,-0.521,-0.792,-1.176,-0.801,-0.704,-1.042,-0.781,-1.04,-1.176,-0.668,2
-0.47,-0.759,-0.622,-0.572,-0.847,-1.097,-0.781,-0.839,-0.989,-0.697,-1.02,-1.097,-0.572,2
-0.394,-0.665,-0.517,-0.478,-0.769,-1.026,-0.755,-0.667,-0.951,-0.715,-0.9,-1.026,-0.54,2
-0.471,-0.773,-0.622,-0.585,-0.906,-1.089,-0.792,-0.733,-1.001,-0.694,-0.981,-1.089,-0.65,2
