@relation texture

@attribute A1 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.846,-0.278,-0.498,-0.68,-0.568,-0.598,-0.762,-0.846,-0.818,-0.503,-0.608,-0.783,-0.512,-0.374,-0.46,2
-1.074,-0.291,-0.622,-0.683,-0.678,-0.56,-0.659,-1.074,-0.939,-0.484,-0.722,-0.898,-0.61,-0.385,-0.475,2
-1.124,-0.324,-0.64,-0.831,-0.698,-0.554,-0.633,-1.124,-0.821,-0.328,-0.737,-0.848,-0.62,-0.413,-0.486,2
-1.342,-0.429,-0.91,-0.806,-0.914,-0.632,-0.732,-1.342,-0.986,-0.591,-0.987,-1.006,-0.916,-0.691,-0.679,2
-1.16,-0.277,-0.73,-0.853,-0.792,-0.628,-0.805,-1.16,-0.882,-0.453,-0.837,-0.936,-0.642,-0.423,-0.438,2
-1.31,-0.648,-0.953,-1.034,-1.039,-0.88,-1.055,-1.31,-1.129,-0.776,-1.046,-1.099,-0.892,-0.739,-0.69,2
-1.246,-0.472,-0.853,-0.92,-0.859,-0.607,-0.746,-1.246,-0.962,-0.512,-0.9,-1.025,-0.822,-0.634,-0.642,2
-1.172,-0.386,-0.736,-0.778,-0.797,-0.615,-0.707,-1.172,-0.932,-0.347,-0.785,-0.883,-0.69,-0.499,-0.488,2
-1.037,-0.371,-0.654,-0.969,-0.719,-0.646,-0.817,-1.037,-1.009,-0.627,-0.807,-0.943,-0.664,-0.631,-0.586,2
-1.161,-0.222,-0.664,-0.617,-0.692,-0.482,-0.499,-1.161,-0.895,-0.444,-0.856,-0.888,-0.752,-0.514,-0.545,2
-0.543,-0.408,-0.421,-0.664,-0.433,-0.713,-0.885,-0.543,-0.747,-0.478,-0.48,-0.847,-0.344,-0.265,-0.489,2
-0.935,-0.428,-0.608,-0.751,-0.71,-0.704,-0.887,-0.935,-0.802,-0.525,-0.732,-0.853,-0.555,-0.549,-0.641,2
-1.246,-0.548,-0.91,-0.921,-0.861,-0.64,-0.758,-1.246,-0.943,-0.507,-0.898,-1,-0.873,-0.654,-0.656,2
-1.351,-0.324,-0.814,-0.711,-0.888,-0.658,-0.784,-1.351,-1.011,-0.586,-1.012,-1.02,-0.81,-0.501,-0.523,2
-1.108,-0.458,-0.784,-0.849,-0.764,-0.721,-0.905,-1.108,-0.991,-0.484,-0.806,-0.998,-0.72,-0.615,-0.574,2
-1.058,-0.331,-0.606,-0.775,-0.741,-0.659,-0.84,-1.058,-1.056,-0.599,-0.841,-0.956,-0.643,-0.412,-0.503,2
