@relation texture

@attribute A2 numeric
@attribute A3 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A21 numeric
@attribute A24 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.456,-0.483,-0.258,-0.35,-0.572,-0.748,-0.484,-0.496,-0.748,-0.448,-0.522,-0.529,-0.745,-0.456,2
-0.658,-0.742,-0.431,-0.486,-0.723,-1.078,-0.764,-0.754,-1.078,-0.747,-0.839,-0.755,-0.968,-0.675,2
-0.757,-0.785,-0.506,-0.585,-0.728,-1.162,-0.802,-0.767,-1.162,-0.714,-0.876,-0.744,-0.959,-0.693,2
-0.905,-0.94,-0.649,-0.71,-0.92,-1.295,-0.874,-0.792,-1.295,-0.755,-0.931,-0.746,-0.977,-0.801,2
-0.784,-0.849,-0.566,-0.634,-0.849,-1.108,-0.764,-0.719,-1.108,-0.67,-0.806,-0.693,-0.998,-0.673,2
-0.734,-0.782,-0.458,-0.561,-0.839,-1.211,-0.81,-0.754,-1.211,-0.752,-0.901,-0.742,-1.007,-0.685,2
-0.642,-0.601,-0.295,-0.396,-0.644,-1.214,-0.664,-0.631,-1.214,-0.721,-0.876,-0.696,-0.86,-0.714,2
-0.883,-0.883,-0.6,-0.685,-0.915,-1.28,-0.89,-0.825,-1.28,-0.812,-0.955,-0.801,-0.976,-0.793,2
-0.553,-0.563,-0.325,-0.439,-0.598,-0.991,-0.679,-0.673,-0.991,-0.629,-0.751,-0.679,-0.893,-0.555,2
-0.587,-0.711,-0.383,-0.446,-0.725,-1.016,-0.687,-0.663,-1.016,-0.519,-0.673,-0.564,-0.883,-0.516,2
-0.723,-0.963,-0.551,-0.638,-1.004,-1.121,-0.768,-0.731,-1.121,-0.78,-0.879,-0.787,-1.013,-0.735,2
-0.789,-0.849,-0.594,-0.657,-0.887,-1.164,-0.829,-0.775,-1.164,-0.741,-0.862,-0.755,-0.966,-0.74,2
-0.619,-0.682,-0.421,-0.485,-0.712,-1.031,-0.71,-0.69,-1.031,-0.677,-0.771,-0.704,-0.956,-0.602,2
-0.841,-0.902,-0.627,-0.682,-0.91,-1.173,-0.872,-0.83,-1.173,-0.781,-0.893,-0.747,-1.002,-0.723,2
-0.728,-0.841,-0.564,-0.598,-0.836,-1.045,-0.79,-0.754,-1.045,-0.709,-0.784,-0.664,-0.883,-0.625,2
