@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3-5,8,11,14,20,22,24,30,34,38,41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A24 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.331,-0.761,-0.689,-0.498,-0.6,-1.331,-0.845,-0.78,-1.016,-0.874,-1.02,-0.784,-0.642,2
-1.049,-0.607,-0.469,-0.381,-0.403,-1.049,-0.689,-0.601,-0.853,-0.735,-0.891,-0.65,-0.564,2
-1.193,-0.699,-0.585,-0.465,-0.544,-1.193,-0.748,-0.725,-0.914,-0.781,-0.884,-0.711,-0.592,2
-1.071,-0.813,-0.598,-0.539,-0.606,-1.071,-0.759,-0.974,-0.799,-0.705,-0.982,-0.626,-0.605,2
-1.15,-0.932,-0.78,-0.71,-0.741,-1.15,-0.813,-1.028,-0.879,-0.761,-1.059,-0.787,-0.744,2
-1.044,-0.773,-0.462,-0.431,-0.496,-1.044,-0.638,-0.69,-0.652,-0.517,-0.833,-0.574,-0.507,2
-1.011,-0.837,-0.451,-0.424,-0.506,-1.011,-0.653,-0.816,-0.798,-0.688,-0.926,-0.611,-0.587,2
-1.102,-0.69,-0.388,-0.358,-0.439,-1.102,-0.613,-0.522,-0.722,-0.571,-0.853,-0.585,-0.453,2
-1.013,-0.564,-0.339,-0.27,-0.384,-1.013,-0.557,-0.704,-0.735,-0.602,-0.918,-0.527,-0.467,2
-1.119,-0.822,-0.609,-0.53,-0.575,-1.119,-0.736,-0.854,-0.818,-0.676,-0.986,-0.678,-0.638,2
-1.108,-0.849,-0.66,-0.566,-0.634,-1.108,-0.719,-0.905,-0.802,-0.67,-0.998,-0.673,-0.621,2
-1.111,-0.907,-0.638,-0.585,-0.642,-1.111,-0.831,-0.994,-0.839,-0.723,-1.036,-0.652,-0.614,2
-1.013,-0.522,-0.341,-0.23,-0.313,-1.013,-0.56,-0.344,-0.804,-0.636,-0.881,-0.642,-0.563,2
-1.241,-0.697,-0.514,-0.392,-0.485,-1.241,-0.738,-0.756,-0.907,-0.711,-0.921,-0.66,-0.504,2
-1.156,-0.75,-0.528,-0.447,-0.547,-1.156,-0.702,-0.709,-0.812,-0.642,-0.896,-0.606,-0.522,2
-1.124,-0.853,-0.552,-0.487,-0.559,-1.124,-0.75,-0.824,-0.872,-0.77,-1.036,-0.68,-0.587,2
-1.241,-0.817,-0.647,-0.525,-0.613,-1.241,-0.819,-0.816,-0.88,-0.711,-0.911,-0.675,-0.517,2
