@relation texture

@attribute A2 numeric
@attribute A7 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.589,-0.589,-0.456,-1.192,-0.633,-0.915,-0.748,-1.192,-0.814,-0.59,-0.881,-1.192,-0.471,-0.714,2
-0.725,-0.737,-0.693,-1.213,-0.648,-0.948,-0.759,-1.213,-0.863,-0.672,-0.974,-1.213,-0.556,-0.849,2
-0.739,-0.723,-0.75,-1.103,-0.752,-0.92,-0.918,-1.103,-0.858,-0.715,-0.969,-1.103,-0.648,-0.839,2
-0.521,-0.46,-0.662,-0.99,-0.486,-0.662,-0.396,-0.99,-0.657,-0.458,-0.776,-0.99,-0.518,-0.732,2
-0.78,-0.778,-0.884,-1.171,-0.627,-0.924,-0.789,-1.171,-0.803,-0.561,-0.896,-1.171,-0.588,-0.86,2
-0.856,-0.816,-0.877,-1.205,-0.732,-0.956,-0.888,-1.205,-0.939,-0.774,-1.037,-1.205,-0.724,-0.959,2
-0.641,-0.647,-0.654,-1.013,-0.634,-0.852,-0.791,-1.013,-0.775,-0.62,-0.874,-1.013,-0.443,-0.763,2
-0.678,-0.679,-0.805,-1.135,-0.616,-0.919,-0.733,-1.135,-0.867,-0.745,-1.012,-1.135,-0.552,-0.817,2
-0.659,-0.692,-0.713,-1.231,-0.559,-0.884,-0.59,-1.231,-0.906,-0.634,-0.945,-1.231,-0.497,-0.852,2
-0.568,-0.564,-0.558,-1.144,-0.632,-0.887,-0.742,-1.144,-0.768,-0.542,-0.848,-1.144,-0.462,-0.678,2
-0.63,-0.651,-0.746,-1.072,-0.573,-0.832,-0.697,-1.072,-0.79,-0.623,-0.934,-1.072,-0.563,-0.784,2
-0.7,-0.694,-0.695,-1.083,-0.546,-0.858,-0.688,-1.083,-0.82,-0.59,-0.883,-1.083,-0.434,-0.799,2
