@relation texture

@attribute A2 numeric
@attribute A4 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A29 numeric
@attribute A32 numeric
@attribute A35 numeric
@attribute A37 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.844,-0.744,-0.926,-0.922,-0.881,-1.058,-1.047,-0.753,-0.969,-0.819,-0.821,-0.599,-0.913,-0.772,2
-0.859,-0.703,-0.77,-0.932,-0.716,-0.874,-1.02,-0.637,-1.035,-0.757,-0.843,-0.542,-0.953,-0.632,2
-0.94,-0.835,-1.005,-0.885,-0.666,-0.8,-0.95,-0.509,-0.92,-0.651,-0.892,-0.672,-1.011,-0.771,2
-0.703,-0.604,-0.97,-0.803,-0.761,-0.954,-1.011,-0.659,-0.825,-0.724,-0.676,-0.572,-0.794,-0.764,2
-0.775,-0.644,-0.788,-0.786,-0.606,-0.768,-0.954,-0.573,-0.878,-0.684,-0.746,-0.528,-0.884,-0.687,2
-0.456,-0.31,-0.572,-0.484,-0.307,-0.439,-0.74,-0.435,-0.522,-0.497,-0.486,-0.324,-0.625,-0.463,2
-0.958,-0.837,-1.034,-1.039,-0.88,-1.055,-1.129,-0.776,-1.046,-0.862,-0.892,-0.654,-0.994,-0.795,2
-0.649,-0.497,-0.8,-0.726,-0.606,-0.76,-0.808,-0.357,-0.743,-0.51,-0.605,-0.414,-0.74,-0.509,2
-0.617,-0.568,-0.796,-0.654,-0.692,-0.84,-0.832,-0.528,-0.664,-0.601,-0.585,-0.409,-0.707,-0.581,2
-0.786,-0.666,-0.937,-0.792,-0.687,-0.878,-0.921,-0.581,-0.855,-0.683,-0.758,-0.63,-0.862,-0.851,2
-0.717,-0.622,-0.941,-0.741,-0.754,-0.943,-1.007,-0.746,-0.859,-0.79,-0.776,-0.663,-0.883,-0.833,2
-0.677,-0.561,-0.736,-0.774,-0.665,-0.807,-0.998,-0.641,-0.871,-0.713,-0.696,-0.469,-0.856,-0.591,2
-0.685,-0.547,-0.854,-0.73,-0.655,-0.805,-0.99,-0.508,-0.804,-0.641,-0.666,-0.527,-0.791,-0.709,2
-0.784,-0.66,-0.849,-0.764,-0.721,-0.905,-0.991,-0.484,-0.806,-0.632,-0.72,-0.523,-0.847,-0.712,2
-0.539,-0.434,-0.848,-0.665,-0.721,-0.838,-0.913,-0.54,-0.746,-0.628,-0.623,-0.481,-0.751,-0.621,2
-0.649,-0.482,-0.713,-0.715,-0.472,-0.529,-0.875,-0.525,-0.829,-0.659,-0.749,-0.568,-0.923,-0.694,2
-0.501,-0.38,-0.586,-0.56,-0.466,-0.589,-0.776,-0.321,-0.557,-0.45,-0.452,-0.335,-0.646,-0.559,2
-0.808,-0.693,-0.904,-0.8,-0.735,-0.927,-0.927,-0.45,-0.79,-0.618,-0.693,-0.527,-0.823,-0.73,2
-0.725,-0.559,-0.693,-0.827,-0.648,-0.759,-0.947,-0.554,-0.879,-0.672,-0.715,-0.475,-0.849,-0.62,2
-0.881,-0.758,-0.88,-0.961,-0.792,-0.976,-1.031,-0.733,-0.985,-0.814,-0.837,-0.606,-0.93,-0.766,2
-0.805,-0.627,-0.785,-0.868,-0.613,-0.73,-0.987,-0.495,-0.878,-0.649,-0.76,-0.5,-0.845,-0.603,2
-0.559,-0.372,-0.748,-0.701,-0.583,-0.622,-0.852,-0.352,-0.692,-0.479,-0.51,-0.324,-0.651,-0.382,2
-0.664,-0.518,-0.621,-0.756,-0.607,-0.696,-1.009,-0.649,-0.904,-0.756,-0.708,-0.479,-0.848,-0.634,2
-0.883,-0.751,-0.944,-0.892,-0.748,-0.917,-1.168,-0.793,-1.055,-0.904,-0.925,-0.71,-1.016,-0.86,2
-0.721,-0.582,-0.921,-0.736,-0.731,-0.897,-1.063,-0.606,-0.882,-0.725,-0.734,-0.649,-0.931,-0.851,2
-0.516,-0.392,-0.631,-0.614,-0.6,-0.745,-0.954,-0.529,-0.729,-0.629,-0.547,-0.412,-0.721,-0.528,2
-0.371,-0.243,-0.778,-0.446,-0.51,-0.717,-0.727,-0.295,-0.432,-0.379,-0.373,-0.251,-0.522,-0.404,2
-0.729,-0.566,-0.716,-0.873,-0.704,-0.837,-1.035,-0.597,-0.921,-0.717,-0.722,-0.452,-0.84,-0.542,2
-0.634,-0.504,-0.969,-0.719,-0.646,-0.817,-1.009,-0.627,-0.807,-0.702,-0.664,-0.542,-0.815,-0.703,2
-1.023,-0.885,-1.002,-1.031,-0.808,-0.986,-1.054,-0.653,-1.033,-0.781,-0.932,-0.66,-1.016,-0.821,2
-0.626,-0.475,-0.908,-0.71,-0.639,-0.752,-0.891,-0.44,-0.822,-0.595,-0.635,-0.407,-0.743,-0.522,2
-0.599,-0.453,-0.683,-0.678,-0.56,-0.659,-0.939,-0.484,-0.722,-0.573,-0.61,-0.402,-0.759,-0.529,2
-0.565,-0.423,-0.726,-0.605,-0.599,-0.773,-0.819,-0.542,-0.697,-0.636,-0.559,-0.541,-0.766,-0.826,2
-0.836,-0.675,-0.728,-0.94,-0.712,-0.866,-0.975,-0.563,-0.99,-0.689,-0.805,-0.48,-0.906,-0.543,2
-0.589,-0.417,-0.456,-0.78,-0.633,-0.748,-0.861,-0.463,-0.838,-0.59,-0.602,-0.351,-0.714,-0.385,2
-0.711,-0.571,-0.692,-0.778,-0.541,-0.696,-0.898,-0.421,-0.775,-0.56,-0.678,-0.405,-0.793,-0.515,2
-0.856,-0.698,-0.877,-0.882,-0.732,-0.888,-1.022,-0.65,-0.951,-0.774,-0.812,-0.656,-0.959,-0.833,2
-0.86,-0.735,-0.892,-0.905,-0.741,-0.91,-1.081,-0.675,-0.938,-0.769,-0.839,-0.632,-0.95,-0.77,2
-0.715,-0.588,-0.823,-0.822,-0.704,-0.864,-1.03,-0.477,-0.832,-0.662,-0.657,-0.457,-0.814,-0.553,2
-0.908,-0.831,-0.943,-0.963,-0.836,-1.022,-1.074,-0.763,-0.997,-0.855,-0.909,-0.653,-1.011,-0.832,2
-0.69,-0.55,-0.736,-0.753,-0.616,-0.733,-0.9,-0.483,-0.809,-0.574,-0.682,-0.477,-0.814,-0.646,2
-0.758,-0.658,-0.926,-0.765,-0.666,-0.8,-0.988,-0.553,-0.794,-0.659,-0.8,-0.571,-0.914,-0.618,2
-0.716,-0.53,-0.761,-0.811,-0.598,-0.664,-0.944,-0.505,-0.946,-0.648,-0.779,-0.485,-0.873,-0.562,2
-0.606,-0.549,-0.79,-0.651,-0.733,-0.88,-0.886,-0.577,-0.659,-0.639,-0.588,-0.449,-0.74,-0.62,2
-0.723,-0.576,-1.004,-0.768,-0.677,-0.835,-1.037,-0.665,-0.879,-0.752,-0.753,-0.601,-0.907,-0.767,2
-0.748,-0.573,-0.581,-0.862,-0.584,-0.699,-0.908,-0.517,-0.949,-0.641,-0.766,-0.452,-0.862,-0.487,2
-0.759,-0.597,-0.652,-0.879,-0.549,-0.639,-1.06,-0.685,-0.986,-0.791,-0.893,-0.565,-0.966,-0.625,2
-0.659,-0.49,-0.713,-0.754,-0.559,-0.59,-0.929,-0.49,-0.912,-0.634,-0.735,-0.455,-0.852,-0.552,2
-0.817,-0.646,-0.821,-0.877,-0.657,-0.769,-1.027,-0.649,-1.034,-0.791,-0.888,-0.567,-0.968,-0.635,2
-0.811,-0.673,-0.985,-0.841,-0.752,-0.943,-1.099,-0.673,-0.962,-0.795,-0.786,-0.674,-0.957,-0.888,2
