@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R5,9,11,14-21'

@attribute A5 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.1087,1.7196,0.5076,-1.8475,-1.7144,-0.6456,-1.7109,-1.2593,-1.508,0.7579,1
-1.2329,0.4351,-2.3184,0.1904,-0.9548,0.5906,-1.015,-1.2867,-0.192,0.3759,1
0.6639,1.9412,-1.1987,2.4175,0.7084,1.5081,0.253,0.1893,0.8597,-0.2967,0
1.1934,-0.9764,2.3094,0.6058,0.6665,-0.1324,1.0751,-0.0934,1.0898,-0.1355,0
0.5936,0.8492,0.4829,0.6158,2.7643,0.4744,-1.6729,0.7613,0.9569,0.6351,0
1.8333,0.0637,-0.1233,0.4296,-0.5225,-1.1846,0.004,-0.1008,-2.0542,-0.3582,1
-0.7721,-2.9905,-1.0591,1.1313,-2.0152,0.6598,0.7367,-2.0777,-0.4424,-1.1819,1
1.353,1.193,1.1121,-0.9685,0.3583,-0.366,0.0965,0.3261,-0.1671,-0.9463,0
-0.1621,-0.0545,-0.6525,-0.0589,-1.298,1.1738,1.4156,1.017,1.4432,2.0929,0
1.2845,0.5582,0.4328,-0.9396,-0.6031,0.6388,0.6262,0.1847,0.8019,1.3511,0
1.0319,-0.3629,-0.407,1.7855,1.243,-0.5127,1.9589,1.1795,0.1345,-0.9288,0
-0.2752,-0.192,-1.2779,1.1234,-0.2201,0.1498,-0.7069,-0.1143,1.3112,0.3307,0
-0.2657,0.1298,0.2697,0.3191,0.0828,-1.4117,1.2678,1.3558,-0.8568,-0.5047,0
0.2855,0.469,-0.5852,0.4375,1.1141,-0.8026,0.3044,-1.1176,-1.7232,-0.4082,0
-0.7893,-1.4266,0.4865,-0.8032,-1.5035,0.4892,0.1737,-1.1898,-1.0152,-0.2682,1
2.4887,-0.3272,0.1314,2.1594,1.7584,-0.053,-0.217,0.3295,0.6464,0.1068,0
-0.5172,-1.4282,-1.2094,0.2822,-0.7881,-2.2424,-0.7039,-0.537,-1.2265,-0.8115,1
-1.577,-0.0924,-2.067,-1.2427,-1.5006,-0.2708,-0.5954,-1.22,-1.9281,-0.9898,1
-0.948,0.8754,1.1864,1.3926,0.7059,1.3008,0.7231,-0.6497,-0.8962,0.7779,0
0.2139,-0.0605,-0.1382,-1.6584,0.0729,-0.137,-1.3031,0.2995,-0.3515,-0.4955,1
1.2909,1.0092,-0.3128,1.8578,0.5608,0.1142,1.0097,1.3302,-0.6467,-0.2218,0
1.1098,0.867,0.9477,-0.1832,-0.9457,1.6063,0.6638,0.5542,-0.1303,-0.2279,0
0.0251,0.5858,-0.2682,1.2005,0.6353,0.3728,0.4568,1.4992,0.9347,2.2431,0
-0.2487,-2.0371,1.583,0.17,-0.1387,-0.3994,-2.4868,0.015,-1.6148,-0.8917,1
