@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,7,9,11-15,18,21'

@attribute A1 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A18 numeric
@attribute Class {0,1}

@data
-1.2444,-0.5761,0.1058,1.8583,-0.88,1,-1.756,-0.6727,-0.9101,1
0.0851,-1.7079,-0.0337,-0.9198,-0.198,-0.9364,-1.8025,-0.1358,-0.7416,1
-2.8472,-1.6038,-0.307,-0.304,0.1147,0.5454,0.4672,-0.3426,0.5606,1
0.3431,0.7949,0.0293,-0.6683,0.925,1.1256,-0.1299,-0.7382,-1.4884,0
-0.3764,0.8359,-0.8133,-1.341,-2.3484,-0.051,-1.1298,-0.6249,-0.6627,1
0.4123,0.7321,-0.8572,-0.0697,1.2222,0.6771,0.7853,-0.1826,-0.6161,0
-0.9541,0.8246,-0.1816,1.0761,-2.3523,-2.5376,-1.5101,0.1368,-0.2994,1
-0.3529,0.0106,-1.5568,0.531,0.6476,-1.4087,-1.0544,-0.2633,0.8136,1
1.8369,-0.3068,0.6493,-0.3653,2.2576,1.0745,1.7456,0.5138,-0.251,0
0.7602,-1.1987,0.2223,0.5973,-0.7613,-1.3826,-0.7436,-1.7234,-2.1696,1
-0.6503,0.5947,-0.0285,-0.1369,1.5872,3.0643,0.4377,0.3988,1.7417,0
-0.2743,0.4528,0.7045,0.3857,-0.5591,-1.2468,1.9436,0.9786,-0.2392,0
1.5585,-0.12,1.0731,0.7597,-0.189,-0.3233,0.6602,0.3261,2.121,0
-0.492,1.1406,1.191,0.3548,0.2165,1.1407,0.0426,-0.6197,0.3929,0
-0.2384,1.461,-0.7543,-1.4551,-0.5094,-0.468,-0.7892,-0.7063,1.2427,1
-1.2865,-0.8033,-0.8921,-1.7579,-1.5156,-2.1244,-0.5414,-0.8467,-0.4702,1
2.1935,-2.1444,0.5638,-1.9038,-0.2321,0.9821,0.423,-1.485,-0.1985,1
