@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,8-10,14,19-21'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A14 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.7537,0.4404,1.0775,-2.2915,1.7196,1.1263,-1.8475,-1.508,0.7579,1
-1.4365,-0.2387,-0.2735,-1.5309,0.4351,1.1018,0.1904,-0.192,0.3759,1
0.2844,0.1826,0.3626,0.4483,1.9412,2.4296,2.4175,0.8597,-0.2967,0
0.8624,1.6588,-0.531,1.0404,-0.9764,-0.5752,0.6058,1.0898,-0.1355,0
-0.8383,0.9494,0.8314,1.5443,0.8492,1.3108,0.6158,0.9569,0.6351,0
-0.3637,0.231,-1.3357,-0.1763,0.0637,-0.4637,0.4296,-2.0542,-0.3582,1
0.0071,1.3508,1.159,-1.182,-2.9905,0.0529,1.1313,-0.4424,-1.1819,1
0.1336,0.1573,2.0636,2.1641,1.193,-2.0758,-0.9685,-0.1671,-0.9463,0
3.3239,-0.1478,0.3271,0.3006,-0.0545,0.6817,-0.0589,1.4432,2.0929,0
1.8207,1.5569,0.2243,-0.1705,0.5582,0.0298,-0.9396,0.8019,1.3511,0
1.7911,1.0344,1.1742,0.9981,-0.3629,-0.3369,1.7855,0.1345,-0.9288,0
2.2218,0.0677,0.5178,0.8384,-0.192,0.8729,1.1234,1.3112,0.3307,0
0.8637,0.1479,0.0945,-0.1677,0.1298,1.5494,0.3191,-0.8568,-0.5047,0
-1.454,-0.8635,2.5793,-0.1677,0.469,-1.9398,0.4375,-1.7232,-0.4082,0
0.7752,-0.1635,-0.947,-0.7313,-1.4266,0.3129,-0.8032,-1.0152,-0.2682,1
-1.3683,2.2469,1.6485,0.5174,-0.3272,0.6712,2.1594,0.6464,0.1068,0
-0.0995,0.3554,0.4624,-0.7085,-1.4282,0.8069,0.2822,-1.2265,-0.8115,1
-0.0107,-1.544,0.1489,-0.9928,-0.0924,0.3396,-1.2427,-1.9281,-0.9898,1
