@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,5,8-9,11,14,17-21'

@attribute A2 numeric
@attribute A5 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.606,0.3864,-1.2079,-0.5478,-0.3664,-1.6227,0.9491,-2.757,-1.1497,0.0191,1
0.3249,0.3148,-0.3111,-2.3584,0.2229,-0.4096,0.3843,0.1541,-0.2981,0.5216,1
-0.4586,-0.8821,0.4413,-2.0609,-0.1957,-0.4977,0.4215,-0.7298,0.2584,0.4489,1
1.2597,0.9736,0.1019,2.8203,1.8319,-0.3823,-0.9558,-0.0103,0.739,-0.0683,0
-1.6978,-1.9768,-0.6714,-1.1332,0.2564,-0.6047,0.1346,0.0564,1.0598,-0.2599,1
0.1669,1.7476,0.4779,0.4476,-0.2842,0.7346,0.1396,-1.4838,0.8917,0.345,0
1.3853,-0.0506,0.983,-0.3283,-0.0647,0.437,0.6377,-0.3734,-0.9387,0.8343,0
0.9724,0.9983,0.591,1.0219,0.4087,-0.7774,0.0875,1.0823,1.1105,0.7909,0
-0.1739,2.0776,-0.682,0.0744,0.0817,0.5576,-0.5777,-0.3035,-0.7787,1.5534,0
-0.1598,-0.396,-2.2519,-0.4834,-1.3169,0.8129,-0.5026,1.5536,0.09,0.2314,1
-1.1028,0.1273,0.2369,0.7981,-0.0843,-2.014,-0.7635,-0.3736,-0.7493,-1.5959,1
0.935,2.1138,1.0591,0.8606,-2.3166,0.1799,-0.1926,-0.1972,1.3361,1.4905,0
0.752,1.1767,1.5351,-1.6554,-0.1032,0.2223,0.6381,-0.529,0.0672,1.5635,1
-1.6066,1.1958,-0.0612,-0.3323,2.0281,0.2467,-1.2893,-0.1675,-0.3318,0.8119,1
0.9687,1.71,0.7432,-0.4005,-1.3226,-0.7575,-0.6682,-1.3225,-0.7416,3.4198,0
-1.2782,-1.9287,-0.1114,0.1261,-1.2136,-0.3028,-0.1112,-1.9571,0.6254,-1.6539,1
1.2597,-0.1014,-0.8572,0.9031,-0.3238,-0.0155,0.8291,0.693,0.1772,-0.0907,0
0.9267,-0.1333,1.443,-0.2913,1.5405,-1.0342,-1.8553,-0.7306,-0.9297,-0.916,1
-0.4202,-0.7036,0.4807,1.0328,-1.3367,1.0439,-1.66,0.2664,-0.4694,-0.7979,0
