@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,9-10,12,19,21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-1.1085,0.8295,-1.5558,0.6791,1.3138,-0.9154,-1.3414,-0.6141,1
0.7522,-0.1899,0.3304,-0.1008,0.1268,-0.4863,-1.2447,0.7594,0
1.6971,-0.5382,-0.4952,1.2847,1.3676,1.601,0.213,-0.4601,0
1.149,0.9633,-0.2037,-0.6592,1.4107,0.7222,1.4807,-0.15,0
0.7075,0.3998,-0.8427,0.2437,-1.305,-0.2033,-1.1172,2.3787,0
-1.3413,0.7071,-1.7727,0.5828,-0.0077,-1.2153,-1.3633,0.5351,1
0.2886,0.4991,0.9328,-0.303,0.7906,0.449,1.0946,0.348,0
0.4492,-1.7159,1.542,-2.2849,0.9349,-1.2743,-0.6378,-0.8953,1
-0.537,0.0463,0.1771,-0.5326,-0.1269,-0.9997,0.102,0.394,1
0.919,-0.3194,1.3388,0.7651,-0.3535,0.4411,-0.2008,-0.0164,0
1.6669,-0.3839,-0.2157,0.3393,2.3878,0.4135,1.6342,1.6716,0
-0.6027,-0.9021,0.5841,-1.4287,-2.1448,-1.4568,-1.2725,-0.3997,1
-0.1704,-1.3213,-0.4417,0.4686,-1.4934,-0.8012,-1.1155,-0.0207,1
1.5011,1.2312,-0.771,0.1854,2.7915,1.445,1.1536,0.8762,0
-0.1733,-0.4724,0.2732,-0.3845,0.4159,-0.6721,-2.11,-1.3344,1
-0.7698,0.4414,-1.4295,0.4017,-1.1363,-0.2948,0.1311,0.1676,1
0.6631,0.9346,1.269,1.5155,0.3581,-1.6847,-0.5032,0.1993,0
-2.5657,0.6569,-0.5148,-0.1577,-0.4172,-2.8305,-0.3181,-0.7049,1
-1.7451,-1.1937,0.1408,1.0171,-0.3128,1.2732,0.2647,-0.5152,1
-0.9493,0.1043,-1.5453,0.7027,-1.0659,-1.5025,-1.9679,-1.0208,1
-0.3422,0.5546,0.5212,-0.7419,-1.1711,-0.8706,-2.1777,-0.9672,1
1.4644,-0.8551,1.4212,-0.7052,2.4725,-0.3901,-1.8575,-0.3313,0
-0.1924,-0.6012,-0.9596,-0.1726,-0.3571,-0.6794,-1.6658,-0.5246,1
0.5414,0.828,-1.8447,0.0274,0.2611,-0.0424,0.8634,0.9746,0
2.4338,-0.4056,-0.1241,0.566,-0.3209,0.0143,0.5256,-0.4084,0
-0.86,-0.7309,-0.2019,0.1011,1.3487,1.0581,-0.2035,-0.1514,1
-1.8995,1.2012,0.958,-0.4847,-0.9175,0.8735,1.3126,-0.8253,0
0.8327,0.9203,0.884,2.1296,0.6186,1.0349,-0.6193,-1.4767,0
1.4707,1.1176,0.5955,0.3274,0.3134,-0.0386,1.8915,1.5999,0
-0.17,0.7438,-1.0719,-2.0136,-1.6691,-0.2705,0.7881,-0.0717,1
0.9221,0.0092,0.9031,1.0766,0.4619,3.7099,1.2672,0.8466,0
0.8959,0.5988,0.9651,1.2934,0.2583,0.4954,0.5222,0.1694,0
2.0986,1.0876,0.3291,0.0467,-0.6619,0.2629,0.0717,1.1675,0
0.6143,0.5836,1.2753,1.0637,1.2071,-0.0822,-0.6287,0.0158,0
0.475,0.4584,0.7441,0.7859,-0.9514,-1.2835,-2.9228,-2.1792,1
-1.4757,0.8771,-1.4174,-0.8531,-1.0991,-1.4808,-0.8322,0.0933,1
0.2903,0.8764,-0.3385,0.633,0.7169,0.7253,0.0106,1.8176,0
-0.3176,1.1588,-0.0871,-1.441,0.8447,-0.7151,1.0265,2.687,0
-0.8045,0.177,0.9778,-0.6549,1.1347,-1.3402,0.2072,0.2806,1
-2.7126,-1.3006,0.2051,1.438,-0.1643,0.9604,3.03,1.5383,1
0.6469,-0.4182,0.5696,2.0186,0.8237,-0.871,-0.733,1.5525,0
-1.3399,-0.8656,-0.5119,-0.4371,0.7319,-0.6449,0.6453,-0.1933,1
-1.6483,1.6013,0.1806,-1.4841,0.7831,0.8936,0.8351,-0.111,0
1.3173,0.9792,1.6588,-0.035,0.634,-0.3533,-0.6525,-1.407,0
0.3739,0.4605,-0.3456,-0.3462,0.1249,-0.0497,-0.4622,-0.0338,1
-1.3979,-0.3106,1.7648,-2.3276,0.4775,0.9016,0.6737,-0.4553,0
-0.5774,0.6462,-1.4483,-0.9961,-0.0927,-0.1215,-0.0113,-1.222,0
-1.2426,0.6877,1.0305,-1.645,-0.2307,-2.1096,-0.2364,-1.2295,1
-1.4232,-1.9966,-0.7557,-0.7821,-0.5973,-0.9224,-1.6456,0.0866,1
0.5055,-0.3902,-0.9284,-0.5994,2.3367,-1.3219,0.5907,-0.5087,1
0.0649,-0.8544,0.2654,0.4524,-0.2652,-1.135,1.0407,-0.3873,1
0.0036,-0.4045,-1.647,-0.5371,-1.7677,-0.2783,0.1755,-0.1611,1
0.2561,-1.8848,-0.1665,0.796,0.0322,-1.8191,0.171,-0.5344,1
-0.0809,0.8455,-1.9005,-0.3546,-1.8584,-0.1557,-0.5745,-1.1215,1
-1.1922,-2.1482,-1.1077,-0.9557,-1.2294,0.1071,-1.0327,-1.2536,1
-0.7392,-0.2615,1.6059,0.6334,1.0246,0.229,1.0935,-0.1392,0
0.93,0.2979,0.1086,-0.0022,0.6757,-0.4556,1.3461,0.762,0
-0.8381,-0.747,-1.3304,1.2081,0.8215,-0.3923,0.2213,0.5434,1
-1.1255,-1.0486,-0.7515,-0.7667,-1.8762,0.3242,-0.2632,-1.4111,1
-0.4351,-1.5276,0.9465,-0.7053,0.1898,-0.0298,1.1543,1.5984,1
-0.3888,-0.4655,1.2238,1.7957,0.6067,0.3455,-0.1508,-0.2753,0
1.7638,1.6364,-0.5326,-0.2786,2.6602,-0.04,-1.9333,0.6682,0
-1.2112,-0.444,-0.7026,-0.5225,-1.5259,-0.3225,-0.412,-0.9302,1
-0.2314,2.2658,1.1388,0.2938,1.4158,0.5256,0.3816,0.7871,0
0.1951,-2.127,0.7719,0.6695,0.6842,-0.7167,0.3174,-1.5619,1
-1.4507,0.7441,-2.6867,0.4292,0.5825,0.0184,0.4309,-1.4856,1
0.8738,0.9675,-0.5197,-2.0415,-0.4035,0.499,0.8067,-0.1426,0
1.2587,1.2223,-0.409,1.3505,-0.3831,-1.3728,0.1127,-0.3195,0
-0.9829,1.6447,-0.0291,-0.2839,-0.9834,-2.5042,-0.4672,-0.2063,1
-1.2927,0.0396,1.102,1.4963,2.2282,0.0318,0.3094,-0.229,0
-2.4453,-2.4618,-1.0458,0.0255,0.6144,0.0555,-0.7049,-0.6636,1
-0.4879,0.6941,-0.8486,0.8655,0.1976,-0.1116,-0.6526,-0.8858,1
-1.3972,0.7797,-1.0955,-1.2714,0.563,-0.4043,-0.8287,-2.0384,1
-1.7416,-0.7989,-0.0983,0.3587,-0.8061,2.2891,0.9131,-1.2929,1
-1.9878,0.7795,0.426,-0.9373,-0.7262,-0.0871,-0.2956,-1.1362,1
-0.7132,0.1249,-0.0378,1.1377,-1.7185,0.2649,-0.0141,0.1093,0
0.245,1.1429,-0.0861,0.9048,0.4643,-0.4342,0.5082,1.0469,0
1.5005,-1.0257,-0.9404,-1.0888,0.1461,-0.2696,-0.7602,-0.8183,1
2.1704,-0.087,0.8876,-1.0711,0.6527,0.6508,1.1656,0.2271,0
0.4784,-0.9103,-0.1288,0.4288,-0.0904,0.6531,0.2536,0.878,0
-1.4721,0.6056,0.1086,-0.1983,0.8518,-0.6007,-1.1237,0.3423,1
0.3969,0.1278,0.3796,1.056,0.4975,0.1563,1.551,-1.9418,0
-0.5307,-1.7177,-1.6982,-1.8736,-0.2411,1.7244,0.2177,0.2294,1
-0.7608,-1.1141,0.0968,-2.0877,1.2381,0.2372,-0.5433,-1.1273,1
0.1285,-0.8899,-0.842,-0.0182,-0.731,2.8043,1.4174,1.3346,1
0.8637,-0.4019,-1.4939,0.1643,-0.9588,-1.3474,-0.8893,-0.1512,1
-0.4781,-0.6722,-0.9304,0.0027,0.7313,-0.7401,0.7152,1.044,1
2.6907,1.369,1.4519,0.6151,-0.055,0.3795,0.6183,1.0616,0
0.1868,2.2656,2.047,0.6539,1.0864,0.5488,-0.4945,1.2124,0
0.6016,-0.7573,1.0106,0.7132,1.1428,0.9212,0.5194,-0.4619,0
-1.1488,-1.0128,-0.1271,-1.1769,0.6851,-0.6292,1.393,-1.4608,1
-0.2947,-0.8103,-0.8226,-2.0496,-1.3618,1.4197,-2.0159,-1.271,1
-0.6279,1.3162,-1.4009,-0.9397,-0.3224,-1.8316,-2.3853,-0.1464,1
-0.3518,-2.2328,1.6843,-1.507,-1.7757,-0.8266,-0.3965,-0.5674,1
-1.1185,-0.4472,0.2841,-1.004,0.6396,-0.3596,-0.3215,-1.1733,1
-0.7694,0.5573,-0.4822,-0.8735,0.9612,-1.5873,-1.3402,1.1334,0
-1.2075,0.8925,-1.0774,-0.607,-2.4809,0.9528,-0.7208,0.0736,1
-0.0587,1.1072,2.4921,-1.0644,1.1111,-0.3476,1.9445,1.0249,0
0.5299,1.0782,1.4251,0.8955,0.7252,1.4114,-0.1212,0.7283,0
0.09,0.6886,-1.4677,-0.6559,-1.3297,-1.0367,-1.9788,0.0257,1
0.6417,-0.1896,0.1872,2.6462,0.5326,1.2379,0.7956,-0.4973,0
1.7984,-0.0838,-2.2776,-0.61,-0.7091,-1.0193,0.575,0.0056,1
-0.5593,0.3172,1.1162,0.2438,1.3319,-0.4372,-0.4264,-1.7982,0
0.9099,-0.6693,0.4181,-0.5632,0.5535,-1.5308,-0.9935,0.0256,1
1.5434,-0.3777,0.5169,0.1146,3.1433,1.0336,0.7068,0.301,0
0.437,-3.3687,-0.434,-1.1527,-2.3783,0.619,1.7002,-0.5536,1
-1.345,-0.0686,-1.952,-1.3586,0.246,0.9273,-0.9099,-1.1728,1
0.3993,-1.7191,-0.42,0.3554,-0.6164,0.9985,-0.1741,0.5137,0
0.2773,0.605,0.1959,0.0852,2.29,1.7925,1.6012,0.4758,0
1.8594,-0.0836,1.9137,0.1276,0.5097,1.4263,0.1296,1.9401,0
-0.6604,-1.8139,-1.4285,-1.6302,1.3734,0.1261,-1.0056,1.2378,1
-0.1182,1.1427,0.5318,0.0475,-0.4823,1.7638,-1.0771,0.4624,0
-0.9754,-0.1391,0.5815,-1.3097,-0.9855,1.6356,0.606,-1.0907,1
0.7609,1.2742,-1.6968,-0.3163,0.3894,-0.4402,-1.4231,0.1876,1
2.5294,1.3582,1.345,-0.2566,-0.2494,-0.3665,-0.1598,0.0209,0
0.5175,0.472,0.8339,0.0764,0.2712,1.4567,1.499,-0.7609,0
1.0306,-0.0521,0.0403,1.2792,0.6202,0.7563,2.2387,2.0688,0
-0.2177,-0.2798,-0.276,-1.4721,0.5524,-0.5405,0.3702,-0.3456,1
-0.4039,-0.9748,-0.5523,0.953,0.7797,0.3128,-1.0217,-0.1763,1
-1.0926,1.7575,0.0586,1.2938,1.1437,0.9996,-0.1811,-1.1597,0
-1.4572,-1.1026,-2.2591,-0.7992,-1.1468,-0.3295,-0.8837,1.2804,1
-1.9088,2.0104,-0.3184,-1.3512,0.6914,-3.0174,-0.3227,0.2672,1
0.5468,1.1997,0.6181,1.7506,0.7795,1.3063,1.509,-0.3325,0
-0.6519,-0.9976,0.2406,0.0894,0.6354,0.1289,0.4218,1.0875,0
1.9817,1.2015,0.4505,-0.4044,1.2092,-1.4624,0.0448,0.6412,0
0.044,0.1175,-0.797,0.7325,0.5274,0.4269,1.2127,-0.032,0
1.3916,-1.1956,0.2132,-0.6163,-0.0299,0.8895,-0.8939,-0.9872,1
1.1409,-0.1326,2.2439,0.2012,0.6683,0.4121,1.2261,0.1673,0
1.1074,2.2099,-0.3946,-0.0273,0.907,-0.2719,0.301,0.2814,0
