@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1,4,6-7,9,11,13,16-17,21'

@attribute A1 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A13 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute Class {0,1}

@data
-1.2036,1.3859,0.6758,1.0008,-1.3487,-0.4398,-0.1817,-1.422,0.1983,1
-0.1027,-0.1783,-1.5999,-0.7337,-0.7099,-0.7889,1.0685,1.2622,-0.0672,1
-1.9511,-0.9885,0.4074,-0.307,-0.2402,-0.0612,-1.0668,-1.3164,0.1256,1
-1.2737,0.4517,-0.6442,-0.4717,1.3503,0.2384,0.886,0.9833,1.5308,0
0.9371,-0.7496,-1.1231,0.1197,-0.7758,-1.0638,-3.331,-0.4879,-0.2041,1
-1.134,-2.0327,1.7874,0.7383,1.0131,1.2065,-0.8487,-0.9189,0.5534,0
1.6957,0.5256,0.4135,0.9908,0.0782,0.4619,2.0868,2.0777,0.3347,0
-1.0159,0.5086,0.3504,1.881,0.2265,1.573,0.6503,-0.8466,0.8276,0
0.03,0.8808,-0.0206,1.4073,1.7045,0.0407,0.5388,1.2017,0.2483,0
-0.2051,0.0556,-2.7121,-0.9808,-0.4347,-1.2536,1.0041,-1.0644,0.9142,1
-1.2778,-0.2728,-1.0225,-2.2128,1.6427,-2.2651,0.0912,-0.8715,-0.6157,1
-1.2032,1.5268,1.3497,0.3064,2.837,1.2491,0.5326,-0.8453,1.3188,0
0.2695,-1.1854,0.1462,-1.7243,0.278,0.5655,-1.2691,-0.2536,-1.1754,1
1.0772,1.0911,2.2107,-1.9988,-1.1374,-1.959,-1.8072,0.0612,-0.7593,1
-1.5949,-2.1611,-1.5597,-0.1645,-0.0894,-0.5541,-0.0066,-0.9653,0.0828,1
-0.4755,-0.8604,-1.2354,0.0378,-0.2135,-0.6766,-0.9979,-1.3966,-1.9899,1
-0.6612,-1.2897,0.4244,-0.5078,1.2283,1.1962,1.1787,0.2639,-0.7416,0
1.8141,-0.9516,-0.8775,-1.3272,-0.9394,-1.3603,-0.5938,1.9243,0.8797,1
-1.1147,-1.7081,-0.3266,-1.3694,0.8392,-0.9938,-0.3,0.7548,-0.9565,1
0.1638,-0.0783,-1.2369,-1.8781,-1.816,-0.962,-1.2052,-0.6576,-0.7364,1
0.9772,1.208,-0.247,0.5918,0.5652,0.3582,0.5834,0.3032,-0.0196,0
1.267,-1.3689,-0.0715,-1.2923,0.1207,-0.2321,0.5991,0.5637,0.089,1
