@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-6,8,17,19-21'

@attribute A1 numeric
@attribute A2 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
1.0426,0.4441,0.1268,1.4626,1.3269,1.1206,-0.7953,-0.0444,1.6203,0
0.346,-0.8469,-0.5167,1.1393,1.3568,1.1374,0.6535,-0.1082,-2.0434,0
2.4622,0.168,0.0459,0.5017,1.8559,-0.2945,1.0023,1.5884,0.5078,0
0.8056,-0.1297,0.2394,-0.3089,0.4473,-0.2317,-1.1309,0.5152,1.2602,0
-2.0343,-1.4518,-1.1149,0.3199,1.0126,-2.9514,-1.3711,0.7432,-1.1301,1
-0.8701,0.5456,-0.4764,-0.3746,0.8844,0.172,-0.0044,1.3896,-0.1309,1
0.232,-0.8678,1.0265,-0.4873,0.1422,1.0615,-0.4228,-0.4497,0.9232,1
1.6368,-0.1512,-0.4545,-1.6006,0.0369,-0.4134,-0.8166,0.6414,0.9907,0
-2.2152,-0.3232,0.5631,0.9435,2.2654,1.0328,0.8564,1.4979,-0.4996,0
0.1571,-0.1903,-0.9306,-0.203,-1.3212,0.3982,-1.1843,-0.3378,-1.6687,1
0.6797,0.7868,0.2397,2.2131,0.5785,1.0952,0.3326,-0.4568,1.7423,0
1.3576,-0.3384,1.4296,0.3684,-1.8503,1.2725,-1.3586,-0.4043,1.072,0
3.4611,-0.0663,0.3387,2.3323,-0.0022,-0.1851,-0.6543,0.7933,1.033,0
0.6694,-0.9636,1.6757,0.0249,1.2136,2.8854,0.9003,1.803,0.0265,0
1.5123,0.2475,-0.8697,-2.0025,-0.3425,-0.2403,-0.6122,-0.5028,-0.797,0
-1.1412,0.2697,2.0797,1.5099,-0.304,0.7476,-0.4005,-0.7404,2.505,0
-1.2846,-0.6913,-0.8904,0.4677,-2.0672,-1.2514,-2.4344,-0.6312,-1.8304,1
1.3558,0.2179,1.2989,-0.2422,1.3813,-0.2706,-0.2216,0.2997,3.0733,0
1.2112,0.7077,0.3335,1.6947,-2.0127,2.0138,1.5028,1.0551,-1.0915,0
