@relation 'twonorm-weka.filters.unsupervised.attribute.Remove-V-R2,6-7,13-15,17,20-21'

@attribute A2 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
-0.606,-1.8636,-1.4551,-0.2295,-1.6227,0.6551,0.9491,0.0191,1
0.3249,-0.2104,0.806,-0.0908,-0.4096,1.5287,0.3843,0.5216,1
-0.4586,-1.1491,0.7732,1.0733,-0.4977,0.3324,0.4215,0.4489,1
1.2597,1.2865,0.3038,1.9451,-0.3823,-0.6084,-0.9558,-0.0683,0
-1.6978,0.1069,-0.5774,-0.5503,-0.6047,-0.8091,0.1346,-0.2599,1
0.1669,1.8988,0.8558,1.16,0.7346,-1.7294,0.1396,0.345,0
1.3853,1.0774,1.7774,0.53,0.437,-0.8953,0.6377,0.8343,0
0.9724,-0.1485,1.0596,0.7939,-0.7774,0.2306,0.0875,0.7909,0
-0.1739,1.3049,-0.2648,0.232,0.5576,-0.3211,-0.5777,1.5534,0
-0.1598,-4.0095,-0.3687,-0.8363,0.8129,-1.1099,-0.5026,0.2314,1
-1.1028,-0.4833,-0.5496,0.0181,-2.014,0.4571,-0.7635,-1.5959,1
0.935,1.0274,0.2197,1.0141,0.1799,0.9439,-0.1926,1.4905,0
0.752,-1.6683,0.7911,-0.2763,0.2223,-0.0504,0.6381,1.5635,1
-1.6066,-2.1176,-0.6385,0.467,0.2467,1.1569,-1.2893,0.8119,1
0.9687,0.3039,0.141,0.3525,-0.7575,0.6117,-0.6682,3.4198,0
-1.2782,0.1881,-0.2399,0.1806,-0.3028,1.1273,-0.1112,-1.6539,1
1.2597,0.3115,-0.4611,0.3742,-0.0155,0.0773,0.8291,-0.0907,0
0.9267,-1.0439,-0.1138,-0.4161,-1.0342,0.3573,-1.8553,-0.916,1
-0.4202,1.0274,-0.0912,0.6301,1.0439,2.208,-1.66,-0.7979,0
2.1203,-0.216,0.5331,-0.3048,0.9381,0.9864,0.0236,1.0967,0
0.4835,1.2958,-0.4152,0.2058,-0.3744,0.6275,-0.8221,1.7285,0
-0.2471,-0.2259,0.4395,0.9713,-0.5667,0.5673,-0.0278,-0.595,1
0.8361,0.8064,0.9442,-0.0316,0.7904,1.0744,-0.0334,0.7273,0
-1.9086,-1.1742,-0.5654,0.2658,-1.0475,-0.5672,-1.0837,-1.3023,1
0.5499,-0.7214,-1.1301,0.2011,0.2806,-1.2883,-1.1658,0.2519,1
-0.3242,-0.708,-0.946,-0.0938,0.5119,-1.0529,0.2467,0.668,1
-1.4278,1.0277,-2.9148,-0.2498,0.8407,0.1513,-0.4154,-0.7929,1
-0.2651,-1.2679,0.1793,-1.181,0.672,-1.3626,-2.1424,0.3438,1
0.6241,-0.2974,-0.6804,3.5692,0.3633,-0.3497,0.9268,-0.0148,0
-0.9873,-0.6743,-0.4311,-0.8391,-0.4283,-0.3377,-0.1677,1.0707,1
0.275,1.167,-0.8498,-1.5187,-0.9471,-0.4624,-0.0166,-2.5503,1
-0.3857,-0.9379,0.9188,-0.4553,-1.1082,-2.6998,-1.6575,-0.2833,1
-0.9743,0.4151,-1.8129,-0.4828,0.7943,0.49,-0.3196,-1.0712,1
0.0196,-0.5748,-1.0294,-1.8936,-1.0036,0.1152,0.1005,-2.3168,1
-1.4633,-1.5042,-2.9968,-1.3205,0.6247,-0.8272,-0.5493,0.0448,1
1.2185,0.5854,-0.1513,0.9749,-1.0177,0.541,3.1212,1.0725,0
0.7992,-0.6944,0.5969,-0.7163,0.0546,1.1293,-0.4201,1.4209,0
-0.1642,-1.5081,-1.2818,-0.3627,-0.5705,-0.9599,1.0819,-0.4664,1
1.9766,-0.9925,1.364,1.0628,-0.7245,-0.4088,0.5362,-0.805,0
1.2099,-1.3819,-0.3267,-0.3834,-1.9365,-1.8818,0.2797,-2.0966,1
-1.4257,-0.9742,0.1465,0.3072,1.1492,-0.2041,0.3486,0.1229,1
1.7807,-0.9425,1.1383,0.5955,-1.0532,0.6645,0.3518,1.7723,0
0.7743,0.6338,0.2774,2.3327,1.0038,0.5282,2.7644,-0.6298,0
0.0566,1.7063,0.1118,0.3161,-0.04,1.3693,2.5285,1.9237,0
0.3293,1.1083,-1.3855,-0.1711,0.6438,-0.4111,0.516,-0.0744,0
0.8634,0.6299,2.383,1.5442,-0.026,0.2436,1.0641,-0.0702,0
-1.2415,0.1592,0.6285,-1.2877,-0.3213,1.3621,0.1834,-2.5365,1
0.8985,1.1616,-1.3272,-2.624,-0.2384,-2.0712,-0.193,-0.9175,1
-1.1774,-0.5765,0.0405,0.7159,-0.8655,1.5462,-0.0471,0.3479,0
-0.1961,-0.6832,-3.049,-0.8545,1.4474,0.9534,-0.4697,-0.205,1
-0.1109,1.3125,0.8298,1.0007,0.9823,1.3315,2.4322,-0.5654,0
-1.6618,-0.5176,0.2265,0.3341,0.4432,0.8271,-0.3319,-0.6381,1
-0.9811,0.4272,-0.8892,-1.9061,-0.745,0.0709,-0.5685,0.0773,1
-2.4598,1.0331,-0.6753,-0.4162,-1.0495,-1.3177,-0.8467,1.2892,1
-1.3343,-0.9659,-1.3535,-1.1474,-0.7588,0.189,-1.9912,-0.8036,1
-1.608,-1.0221,0.2802,0.7238,0.3435,-0.6051,-1.8104,-1.0246,1
-0.7855,-0.7888,-1.8799,0.8796,-1.1604,-1.71,0.5717,-2.1529,1
0.0373,-1.4811,0.4072,-0.6307,-0.4743,0.8933,2.1895,0.0213,1
0.4664,1.692,0.5571,0.3542,-1.5267,0.7651,-0.9309,2.1344,0
0.233,-0.9092,0.0028,-0.0189,0.1846,-0.389,1.8153,0.5934,0
-0.4601,0.8989,0.0475,-0.1106,0.996,2.4888,-0.0515,0.8062,0
-1.1081,0.2172,0.0692,0.3546,-0.0874,1.277,0.3994,-1.8035,1
-2.2036,-1.6132,1.588,0.1225,-0.3558,1.0326,0.914,0.2149,1
-2.9892,0.4664,-0.0648,-0.7074,-0.0529,-0.8344,-0.457,-0.4974,1
-1.3805,0.5233,-0.7705,-1.3846,1.4056,-0.1654,2.0537,0.765,1
-2.1266,0.785,-1.7604,0.3478,-0.9096,0.0043,-1.183,0.7325,1
-0.3331,0.5104,0.9555,0.3586,1.2955,-1.259,1.5875,1.2247,0
1.0489,2.129,0.8263,1.1885,-2.0109,-0.7915,-1.6579,-0.3158,1
-0.9301,0.2784,-0.8188,-0.9943,-1.2715,-1.9094,-0.6196,-0.4979,1
1.304,1.9666,0.5595,0.9823,1.3887,-0.7715,1.5988,2.1948,0
1.6047,0.2184,0.5088,-0.1106,0.8442,0.1293,0.1068,-0.9251,0
